"/uav_ground_truth/pose/pose/position/x_x","/uav_ground_truth/pose/pose/position/x_y","/del_uav/KF_pose/x_x","/del_uav/KF_pose/x_y","/ual/pose/pose/position/x_x","/ual/pose/pose/position/x_y"
1.302,0.0006172637298,1.996,0.2380474765,1.999,0.09571044147,
1.322,0.0006202691914,2.03,0.2380474771,2.017,0.09827782959,
1.342,0.0006232271891,2.066,0.2467746095,2.065,0.1052886993,
1.362,0.0006262721046,2.102,0.2467746094,2.085,0.1120802462,
1.382,0.0006292548424,2.128,0.256646608,2.131,0.1174607202,
1.402,0.000632305768,2.172,0.2566466081,2.165,0.1201012209,
1.422,0.000635342852,2.195,0.258497753,2.184,0.1232696921,
1.442,0.0006405719005,2.229,0.2684358757,2.225,0.1311301142,
1.462,0.0006401546433,2.265,0.2783739979,2.264,0.1431462169,
1.482,0.0006413195193,2.295,0.2883121202,2.285,0.150835976,
1.502,0.0006445637875,2.33,0.2883121206,2.322,0.1497339308,
1.522,0.0006472415357,2.373,0.2869884599,2.358,0.1530201286,
1.542,0.0006498978957,2.395,0.2968828373,2.382,0.1562817097,
1.562,0.0006527523482,2.432,0.296882837,2.421,0.1605859995,
1.582,0.0006555805009,2.465,0.2968828361,2.46,0.1626224369,
1.602,0.0006581977847,2.498,0.2979185361,2.495,0.1615929455,
1.622,0.0006607663454,2.529,0.2979185355,2.533,0.150775373,
1.642,0.0006634864875,2.562,0.2879871274,2.553,0.1438797116,
1.662,0.0006660365217,2.595,0.2661887287,2.587,0.1310831904,
1.682,0.0006685358857,2.633,0.2661887287,2.617,0.1274082512,
1.702,0.0006712345197,2.663,0.2563327849,2.661,0.1105587929,
1.722,0.0006739401312,2.694,0.2366208973,2.693,0.09234583378,
1.742,0.000676906707,2.729,0.2189992952,2.73,0.07103711367,
1.762,0.0006787520901,2.764,0.1990994553,2.766,0.04860952124,
1.782,0.0006797201181,2.796,0.1876933802,2.781,0.03957764804,
1.802,0.0006820224383,2.829,0.1778168892,2.828,0.0204322692,
1.822,0.0006850452982,2.862,0.1580639074,2.859,0.004182563163,
1.842,0.00068764225,2.895,0.1580639067,2.892,-0.01049675234,
1.862,0.0006900496585,2.932,0.1491515762,2.933,-0.0195437707,
1.882,0.0006921433803,2.961,0.1392072433,2.958,-0.02307808213,
1.902,0.0006944488774,2.995,0.1392072425,2.997,-0.0315034911,
1.922,0.0006967770115,3.028,0.1292629092,3.034,-0.03772398084,
1.942,0.0006994554641,3.064,0.1290237935,3.06,-0.04038902,
1.962,0.0007019530533,3.1,0.1290237923,3.1,-0.04641889781,
1.982,0.0007046590511,3.132,0.1195610711,3.126,-0.04458360001,
2.002,0.000707139957,3.163,0.1295182978,3.166,-0.04225395247,
2.022,0.0007096318845,3.196,0.1295182976,3.198,-0.04291332886,
2.042,0.0007121832873,3.229,0.1295182973,3.231,-0.04393875599,
2.062,0.0007148040461,3.262,0.1194664927,3.262,-0.04787958413,
2.082,0.0007175126748,3.299,0.1194664929,3.301,-0.05385263637,
2.102,0.0007199046489,3.328,0.1099294726,3.313,-0.05575322732,
2.122,0.0007223495122,3.363,0.1099294728,3.36,-0.06075348705,
2.142,0.0007247632843,3.395,0.09993480234,3.387,-0.06721171737,
2.162,0.0007269377635,3.429,0.09924374228,3.422,-0.07494031638,
2.182,0.0007293631737,3.462,0.08931630209,3.462,-0.0829160586,
2.202,0.0007316227805,3.496,0.08931630262,3.495,-0.0916621387,
2.222,0.0007337473779,3.532,0.07942748612,3.516,-0.08953817934,
2.242,0.0007362351094,3.565,0.08934413604,3.564,-0.08542354405,
2.262,0.0007378192171,3.595,0.08909667844,3.589,-0.0873105973,
2.282,0.0007405786289,3.631,0.08909667851,3.63,-0.08910303563,
2.302,0.0007433164601,3.663,0.07920255373,3.651,-0.0932412371,
2.322,0.0007460833095,3.697,0.07920255386,3.691,-0.09881248325,
2.342,0.0007486247084,3.729,0.07920255398,3.715,-0.1016441658,
2.362,0.0007510236856,3.762,0.07920255441,3.764,-0.09390583634,
2.382,0.0007539927145,3.795,0.07920255451,3.789,-0.09061769396,
2.402,0.0007564178209,3.83,0.08956403794,3.828,-0.08386638016,
2.422,0.0007594482002,3.862,0.0895640383,3.864,-0.07914779335,
2.442,0.0007623155491,3.896,0.08956403845,3.9,-0.07728610933,
2.462,0.0007647939484,3.931,0.09893035097,3.919,-0.07462125272,
2.482,0.0007670872774,3.962,0.1088208394,3.955,-0.06564302742,
2.502,0.0007692906751,3.996,0.1088208393,3.986,-0.0590034537,
2.522,0.0007715299724,4.034,0.1189886774,4.019,-0.05294606462,
2.542,0.0007739987553,4.063,0.1189886775,4.064,-0.04619668052,
2.562,0.0007762852706,4.095,0.1189886774,4.101,-0.04013575986,
2.582,0.0007785961235,4.129,0.1289012151,4.119,-0.03687399626,
2.602,0.0007805987965,4.164,0.1384338935,4.154,-0.02703003027,
2.622,0.0007822629232,4.195,0.1483127228,4.187,-0.01438077074,
2.642,0.0007841794656,4.228,0.1581915525,4.223,0.0004847517121,
2.662,0.0007860503728,4.262,0.1581915529,4.263,0.01719498448,
2.682,0.0007880006233,4.295,0.1776870348,4.297,0.03326147795,
2.702,0.0007903859129,4.329,0.1875579323,4.331,0.0412090458,
2.722,0.0007925641075,4.363,0.1976742702,4.351,0.04486209527,
2.742,0.00079330873,4.395,0.1976742714,4.388,0.05188914761,
2.762,0.0007953653682,4.43,0.2076306565,4.418,0.06115545332,
2.782,0.0007974259706,4.463,0.2175122968,4.46,0.07094009221,
2.802,0.000800956266,4.495,0.2282865427,4.495,0.08222207427,
2.822,0.0007979744196,4.528,0.2282865432,4.526,0.08559730649,
2.842,0.0008002296106,4.562,0.2289627685,4.563,0.0859875083,
2.862,0.0008027072689,4.588,0.2289627684,4.601,0.08821961284,
2.882,0.0008052161257,4.63,0.2389189284,4.622,0.08940999955,
2.902,0.0008074941825,4.664,0.2389189285,4.664,0.0950332433,
2.922,0.0008085778047,4.699,0.2488750891,4.699,0.1038982198,
2.942,0.0008089982414,4.735,0.2488750895,4.719,0.1038801521,
2.962,0.0008091971649,4.765,0.2488750903,4.759,0.1067543551,
2.982,0.0008093125816,4.799,0.2559256805,4.798,0.1131160706,
3.002,0.0008093795324,4.829,0.2559256815,4.825,0.1264150292,
3.022,0.000809414481,4.862,0.2764881797,4.858,0.1386299133,
3.042,0.0008094372474,4.888,0.2863646253,4.898,0.1552539617,
3.062,0.0008094539085,4.929,0.2962410704,4.916,0.1611984074,
3.082,0.0008094679601,4.962,0.2984941071,4.96,0.1602763683,
3.102,0.0008094771992,4.995,0.298494107,4.998,0.1676009148,
3.122,0.0008094852909,5.028,0.3084381477,5.02,0.1702439785,
3.142,0.0008095033957,5.062,0.3157198146,5.065,0.1832285821,
3.162,0.0008095303381,5.095,0.3157198141,5.087,0.1908555031,
3.182,0.0008095629412,5.13,0.327215597,5.131,0.205314368,
3.202,0.000809613675,5.16,0.3371272111,5.149,0.1991205812,
3.222,0.0008096699389,5.203,0.3272155953,5.188,0.1981877387,
3.242,0.0008097115704,5.237,0.3371272101,5.224,0.2016088217,
3.262,0.0008097498467,5.269,0.3363965143,5.249,0.2052568495,
3.282,0.0008097915035,5.296,0.3462879824,5.288,0.2170988917,
3.302,0.000809829376,5.329,0.3462879827,5.323,0.2183892876,
3.322,0.0008098571612,5.362,0.3438079611,5.368,0.210693866,
3.342,0.0008098717699,5.397,0.3339882491,5.38,0.2079618126,
3.362,0.0008098843444,5.43,0.3339882491,5.428,0.2098409683,
3.382,0.0008094069543,5.462,0.3438079603,5.451,0.2123737782,
3.402,0.0008091342309,5.494,0.347609657,5.485,0.2143244594,
3.422,0.0008062738632,5.531,0.3476096568,5.527,0.2090717256,
3.442,0.0008022472697,5.565,0.3345764099,5.56,0.2012461573,
3.462,0.0007963227347,5.603,0.3247395277,5.582,0.1986367851,
3.482,0.0007901186666,5.629,0.3247395272,5.625,0.1956650764,
3.502,0.0007825770023,5.663,0.3247395265,5.666,0.1986388415,
3.522,0.0007707433118,5.701,0.3267933601,5.699,0.2043893933,
3.542,0.0007583691662,5.728,0.3366929222,5.718,0.2081866562,
3.562,0.0007440748743,5.769,0.3267933583,5.762,0.1917531341,
3.582,0.0007290973664,5.791,0.3168937948,5.786,0.1864785999,
3.602,0.0007146134961,5.832,0.3157336679,5.822,0.1860776991,
3.622,0.0007023435514,5.866,0.3157336669,5.861,0.1845571697,
3.642,0.0006802725512,5.899,0.3157336658,5.897,0.1869736165,
3.662,0.0006608739817,5.929,0.3157336648,5.93,0.1801021695,
3.682,0.0006429519966,5.96,0.3058711466,5.951,0.1770570874,
3.702,0.0006242742401,5.998,0.3061566909,5.996,0.1746506244,
3.722,0.0006046457884,6.031,0.30615669,6.015,0.173300758,
3.742,0.0005974191743,6.062,0.3061566893,6.061,0.1762765944,
3.762,0.0005847748181,6.095,0.3160284411,6.098,0.1802121103,
3.782,0.0005723283787,6.13,0.306131557,6.134,0.1638981551,
3.802,0.0005592927758,6.162,0.2962618292,6.151,0.1576885134,
3.822,0.0005470180168,6.195,0.2872217318,6.188,0.1448948085,
3.842,0.000536418915,6.229,0.2773175956,6.222,0.1333723813,
3.862,0.000527330053,6.26,0.2674378413,6.258,0.1225952804,
3.882,0.0005178204317,6.294,0.257540414,6.293,0.1128961965,
3.902,0.0005084148396,6.329,0.2476429845,6.333,0.09910622239,
3.922,0.0005004073863,6.364,0.2562084401,6.349,0.0897578001,
3.942,0.0004916558361,6.4,0.2455309235,6.39,0.07184136659,
3.962,0.000483841882,6.436,0.2241758881,6.414,0.06308220327,
3.982,0.0004763175497,6.463,0.2134983713,6.454,0.04491752014,
4.002,0.0004692521635,6.494,0.1921433343,6.488,0.02865227498,
4.022,0.0004635224605,6.533,0.1814658163,6.523,0.01212815568,
4.042,0.000459297539,6.583,0.1731976504,6.543,0.004427745007,
4.062,0.0004553145842,6.596,0.1731976512,6.594,-0.01061488595,
4.082,0.0004516687714,6.629,0.1623645121,6.633,-0.02455315739,
4.102,0.0004501336319,6.662,0.1515313727,6.65,-0.03223688528,
4.122,0.0004495832479,6.696,0.1406982332,6.689,-0.04510563985,
4.142,0.0004499310946,6.729,0.1299209191,6.727,-0.05728868023,
4.162,0.0004509482533,6.763,0.119060926,6.761,-0.06801017374,
4.182,0.0004519049257,6.797,0.1082009327,6.799,-0.078545928,
4.202,0.0004562928274,6.829,0.09734093929,6.817,-0.08342294395,
4.222,0.0004664422625,6.866,0.08699297421,6.857,-0.09308766574,
4.242,0.000477383367,6.894,0.0869929746,6.895,-0.10170421,
4.262,0.0004876510588,6.928,0.0760589124,6.932,-0.1077431738,
4.282,0.0004965273809,6.966,0.07605891283,6.948,-0.1098144352,
4.302,0.0005060139456,6.996,0.06471573337,6.983,-0.113361612,
4.322,0.0005148649949,7.035,0.06471573369,7.023,-0.1165266782,
4.342,0.0005255582665,7.067,0.06471573397,7.066,-0.1191576868,
4.362,0.0005378557709,7.095,0.06471573417,7.102,-0.1215692982,
4.382,0.0005502431785,7.13,0.05277124444,7.12,-0.1229148656,
4.402,0.0005626236242,7.166,0.0527712448,7.156,-0.1248717308,
4.422,0.0005718595096,7.196,0.05277124494,7.199,-0.1257025003,
4.442,0.0005826742185,7.234,0.05277124511,7.218,-0.1262652427,
4.462,0.000594804335,7.262,0.05124181646,7.262,-0.1276573986,
4.482,0.0006056605248,7.296,0.05124181654,7.292,-0.1283745617,
4.502,0.0006318667768,7.332,0.05124181671,7.335,-0.1298169494,
4.522,0.0006573581908,7.373,0.05124181705,7.357,-0.1298531741,
4.542,0.0006721957044,7.4,0.0512418172,7.398,-0.1300942749,
4.562,0.0006936807789,7.433,0.05124181736,7.417,-0.1303150505,
4.582,0.0007164530557,7.463,0.05325688356,7.453,-0.129967764,
4.602,0.000730127761,7.499,0.05325688378,7.492,-0.1303062588,
4.622,0.0007457825923,7.536,0.053256884,7.514,-0.1300491095,
4.642,0.0007604551161,7.57,0.05325688419,7.557,-0.1295935661,
4.662,0.0007757247003,7.596,0.04657045713,7.593,-0.1295185238,
4.682,0.0007915590088,7.634,0.04657045726,7.612,-0.1294708997,
4.702,0.000808367048,7.675,0.04657045745,7.657,-0.1288462728,
4.722,0.0008253300536,7.7,0.04657045757,7.695,-0.1280431151,
4.742,0.0008426190694,7.735,0.04657045769,7.734,-0.1274642497,
4.762,0.0008602401986,7.771,0.04657045794,7.758,-0.1271068603,
4.782,0.0008779720756,7.796,0.04657045804,7.794,-0.126275301,
4.802,0.0008955146337,7.829,0.04657045828,7.831,-0.1255597472,
4.822,0.000913123286,7.859,0.04657045845,7.864,-0.1251483113,
4.842,0.0009307080338,7.9,0.05243308382,7.882,-0.1247196719,
4.862,0.0009483876579,7.928,0.05243308393,7.931,-0.1239838898,
4.882,0.0009665454282,7.971,0.05243308408,7.954,-0.1235427037,
4.902,0.0009850435591,8.009,0.05243308419,7.996,-0.1226897463,
4.922,0.00100347671,8.038,0.05243308429,8.021,-0.1223108992,
4.942,0.001021622656,8.062,0.06326284653,8.063,-0.1215610281,
4.962,0.001039530748,8.1,0.06326284666,8.081,-0.1212807745,
4.982,0.001057346085,8.138,0.06326284678,8.126,-0.1209493652,
5.002,0.001075211604,8.159,0.06220370836,8.141,-0.1208751202,
5.022,0.001093368187,8.197,0.06220370847,8.194,-0.1209001392,
5.042,0.001111573462,8.231,0.0622037086,8.231,-0.1208693236,
5.062,0.001129735994,8.263,0.06220370875,8.251,-0.1207621917,
5.082,0.00114792217,8.295,0.06220370885,8.295,-0.1204141453,
5.102,0.001163007994,8.33,0.062203709,8.319,-0.1202977672,
5.122,0.001170895502,8.362,0.06143570031,8.35,-0.119536601,
5.142,0.001196594066,8.395,0.06143570041,8.398,-0.1187140793,
5.162,0.00122759176,8.429,0.06143570059,8.424,-0.1179169342,
5.182,0.001244074001,8.462,0.05699564216,8.462,-0.1172873676,
5.202,0.001269299658,8.498,0.05699564225,8.501,-0.11700809,
5.222,0.001288017855,8.533,0.0569956424,8.518,-0.1169445366,
5.242,0.001306391289,8.563,0.05699564248,8.559,-0.1170047969,
5.262,0.001323842767,8.595,0.0605748109,8.593,-0.1171437576,
5.282,0.001342324721,8.63,0.06057481103,8.633,-0.1170744076,
5.302,0.001361278767,8.661,0.06057481119,8.666,-0.1168227643,
5.322,0.001379968431,8.693,0.0605748113,8.699,-0.1164295822,
5.342,0.001399173252,8.729,0.06227233688,8.734,-0.1157212183,
5.362,0.001417915059,8.764,0.06227233699,8.759,-0.1153050065,
5.382,0.001435956691,8.8,0.06227233711,8.799,-0.1143678278,
5.402,0.001454171137,8.829,0.06346016873,8.832,-0.1135874689,
5.422,0.001472702356,8.863,0.06346016884,8.849,-0.1131883189,
5.442,0.001491227931,8.895,0.06346016895,8.891,-0.112384364,
5.462,0.001509270792,8.936,0.0641832203,8.915,-0.1119394302,
5.482,0.001527108625,8.97,0.0641832204,8.949,-0.1114618927,
5.502,0.001544635148,8.996,0.07511818204,8.988,-0.1112000942,
5.522,0.001562854378,9.028,0.0759314292,9.021,-0.1108283624,
5.542,0.001581832952,9.062,0.07593142931,9.057,-0.110579133,
5.562,0.001600813282,9.095,0.0759314294,9.095,-0.1103742197,
5.582,0.001619647842,9.129,0.07528152844,9.131,-0.1102507412,
5.602,0.001638244301,9.162,0.07528152851,9.163,-0.1104747206,
5.622,0.001656786161,9.195,0.07528152859,9.201,-0.1106327176,
5.642,0.00167583917,9.229,0.07551919414,9.224,-0.1107247621,
5.662,0.001694602995,9.269,0.0755191942,9.254,-0.1109416485,
5.682,0.001713337009,9.295,0.07551919425,9.294,-0.1110848635,
5.702,0.001731940456,9.33,0.07557446217,9.332,-0.1109221205,
5.722,0.001743834541,9.361,0.07557446222,9.366,-0.1105731502,
5.742,0.001758173961,9.395,0.07557446223,9.4,-0.1103086323,
5.762,0.001770359661,9.431,0.07557446227,9.426,-0.1102771014,
5.782,0.001783812755,9.473,0.07557446229,9.449,-0.1101897433,
5.802,0.001795726297,9.499,0.07557446231,9.5,-0.1099020168,
5.822,0.001820947846,9.529,0.07557446229,9.52,-0.1097399369,
5.842,0.00183061511,9.564,0.07485080295,9.554,-0.1094854251,
5.862,0.00184612164,9.596,0.07485080296,9.595,-0.1095220894,
5.882,0.001855500703,9.628,0.07485080297,9.623,-0.1094628796,
5.902,0.001866964543,9.662,0.07276739853,9.653,-0.1093322039,
5.922,0.001880850476,9.695,0.07276739856,9.695,-0.109372519,
5.942,0.001899698909,9.729,0.07276739858,9.73,-0.1094858646,
5.962,0.001921968336,9.762,0.07276739862,9.748,-0.1095134467,
5.982,0.001960925938,9.795,0.07276739865,9.783,-0.1095746085,
6.002,0.001999153985,9.83,0.07520269323,9.823,-0.10967765,
6.022,0.002032945416,9.863,0.07520269323,9.863,-0.1097918823,
6.042,0.002082090022,9.895,0.07520269323,9.9,-0.10992679,
6.062,0.00215102308,9.929,0.07520269323,9.921,-0.1099930704,
6.082,0.002289921587,9.963,0.07520269323,9.953,-0.1099029854,
6.102,0.00219145728,9.995,0.07520269325,9.984,-0.109730415,
6.122,0.00204764409,10.033,0.07578358545,10.03,-0.1095585003,
6.142,0.001863935155,10.065,0.07578358545,10.065,-0.1093698218,
6.162,0.001605823413,10.095,0.07578358546,10.083,-0.1093353033,
6.182,0.001238319765,10.131,0.07578358548,10.122,-0.1093306839,
6.202,0.0007320521995,10.164,0.07578358549,10.159,-0.1085838452,
6.222,6.607614557e-05,10.195,0.07578358549,10.195,-0.1076855585,
6.242,-0.0007727208636,10.232,0.07557158772,10.218,-0.1072651893,
6.262,-0.001788980425,10.264,0.07557158772,10.252,-0.1065336689,
6.282,-0.002979068895,10.295,0.07557158771,10.294,-0.1059623808,
6.302,-0.004323086809,10.334,0.07557158771,10.332,-0.1053817123,
6.322,-0.005785667814,10.361,0.07557158771,10.367,-0.1038577482,
6.342,-0.007337781095,10.395,0.07557158771,10.383,-0.1031406894,
6.362,-0.008956958677,10.429,0.07598952404,10.423,-0.1016659513,
6.382,-0.01062736817,10.462,0.07598952404,10.459,-0.1001293436,
6.402,-0.01233884532,10.495,0.08697253709,10.497,-0.09857875854,
6.422,-0.01408644608,10.529,0.08697253709,10.524,-0.09791559726,
6.442,-0.01586930115,10.563,0.08697253707,10.565,-0.09637168795,
6.462,-0.0176837972,10.596,0.08697253707,10.583,-0.09554116428,
6.482,-0.01952470242,10.636,0.08634430599,10.629,-0.09406732768,
6.502,-0.02138666485,10.67,0.08634430597,10.663,-0.09268473834,
6.522,-0.02326546047,10.694,0.08634430597,10.694,-0.09143366665,
6.542,-0.0251575566,10.728,0.08634430597,10.726,-0.09017437696,
6.562,-0.02705818119,10.761,0.09727693289,10.761,-0.08796912432,
6.582,-0.02896248654,10.794,0.09816401419,10.78,-0.08679205179,
6.602,-0.03086639571,10.83,0.09816401418,10.821,-0.08460379392,
6.622,-0.03276666128,10.862,0.09816401415,10.855,-0.08277113736,
6.642,-0.0346607265,10.895,0.09816401413,10.891,-0.08140221238,
6.662,-0.03654589723,10.935,0.09408982141,10.932,-0.08042655885,
6.682,-0.03841939954,10.975,0.09408982138,10.954,-0.07957499474,
6.702,-0.04027831365,10.997,0.09408982135,10.995,-0.07817326486,
6.722,-0.04211942223,11.029,0.1047800352,11.02,-0.07769123465,
6.742,-0.04393902242,11.063,0.1056018963,11.053,-0.07671394199,
6.762,-0.04573378851,11.095,0.1056018963,11.094,-0.0760666877,
6.782,-0.04750093157,11.132,0.1056018963,11.116,-0.07578495145,
6.802,-0.04923758631,11.175,0.1056018962,11.154,-0.0752196461,
6.822,-0.05094052957,11.198,0.1071831668,11.194,-0.07289699465,
6.842,-0.05260629575,11.23,0.1071831668,11.216,-0.07224436104,
6.862,-0.05423308895,11.266,0.1071831667,11.262,-0.07056294382,
6.882,-0.05582034644,11.295,0.1071831667,11.28,-0.06996372342,
6.902,-0.05736813827,11.329,0.1071831667,11.324,-0.06888190657,
6.922,-0.05887652743,11.364,0.1071831667,11.365,-0.06765695661,
6.942,-0.06034538647,11.395,0.1196776815,11.4,-0.06625303626,
6.962,-0.06177611254,11.433,0.1196776815,11.433,-0.06536979228,
6.982,-0.06317069045,11.464,0.1196776815,11.466,-0.06445789337,
7.002,-0.06453123905,11.495,0.1196776815,11.483,-0.06424052268,
7.022,-0.06585931212,11.535,0.1200140707,11.523,-0.06370541453,
7.042,-0.06715598567,11.563,0.1200140707,11.563,-0.06285772473,
7.062,-0.06842298073,11.595,0.1200140707,11.583,-0.06211370975,
7.082,-0.06966241325,11.632,0.1200140707,11.622,-0.06149802357,
7.102,-0.07087633306,11.666,0.1141302149,11.652,-0.06090767682,
7.122,-0.0720663897,11.695,0.1141302149,11.691,-0.06087714806,
7.142,-0.07323352812,11.731,0.1141302149,11.728,-0.06123916432,
7.162,-0.07437839269,11.762,0.1141302149,11.765,-0.06006495655,
7.182,-0.07550130189,11.795,0.1141302148,11.801,-0.05941456556,
7.202,-0.07660227047,11.83,0.1141302148,11.834,-0.05904250965,
7.222,-0.07768117673,11.863,0.1167164616,11.848,-0.05889066681,
7.242,-0.07873782379,11.895,0.1167164616,11.894,-0.05863703042,
7.262,-0.07977220786,11.929,0.1167164616,11.931,-0.05865732208,
7.282,-0.08078444275,11.967,0.1167164616,11.953,-0.05884147808,
7.302,-0.08177442971,11.997,0.1167164616,11.984,-0.0575106889,
7.322,-0.08274180624,12.029,0.1187589389,12.022,-0.0557708703,
7.342,-0.08368580449,12.062,0.129611711,12.056,-0.05473319069,
7.362,-0.08460559632,12.095,0.129611711,12.095,-0.05414714292,
7.382,-0.08550045448,12.131,0.1302573523,12.119,-0.05385581776,
7.402,-0.08637001396,12.163,0.1302573522,12.161,-0.0537275672,
7.422,-0.08721425093,12.195,0.1302573522,12.196,-0.05141659454,
7.442,-0.08803350883,12.23,0.1308785687,12.218,-0.05026742816,
7.462,-0.0888282948,12.264,0.1308785687,12.253,-0.04803297296,
7.482,-0.08959921927,12.296,0.1308785687,12.286,-0.04619832337,
7.502,-0.09034714045,12.327,0.1308785686,12.325,-0.04489007965,
7.522,-0.09107317175,12.363,0.1421753145,12.362,-0.04368191957,
7.542,-0.09177843137,12.398,0.1421753145,12.401,-0.04202177376,
7.562,-0.09246396926,12.431,0.1421753144,12.433,-0.04076904804,
7.582,-0.0931307084,12.463,0.1421753144,12.465,-0.04019608349,
7.602,-0.09377951567,12.495,0.1411190525,12.496,-0.04017560557,
7.622,-0.09441101787,12.529,0.1411190525,12.533,-0.04053292051,
7.642,-0.09502576573,12.564,0.1411190524,12.567,-0.04031916708,
7.662,-0.0956242498,12.595,0.1411190524,12.589,-0.03941454738,
7.682,-0.0962071053,12.628,0.140908612,12.628,-0.03879151493,
7.702,-0.09677513896,12.662,0.140908612,12.653,-0.03863275796,
7.722,-0.09732928034,12.692,0.140908612,12.697,-0.038698975,
7.742,-0.0978704788,12.73,0.140908612,12.722,-0.03877979144,
7.762,-0.0983994186,12.763,0.140908612,12.758,-0.03785894066,
7.782,-0.09891634648,12.795,0.140908612,12.779,-0.03689145297,
7.802,-0.0994212946,12.829,0.141062329,12.834,-0.03506897762,
7.822,-0.09991422776,12.863,0.141062329,12.856,-0.03448151425,
7.842,-0.1003953012,12.898,0.141062329,12.896,-0.03403164819,
7.862,-0.1008646961,12.929,0.1410623291,12.918,-0.03397243097,
7.882,-0.1013224992,12.963,0.1410623291,12.955,-0.03316067904,
7.902,-0.1017687156,12.995,0.1519231845,12.986,-0.03131434321,
7.922,-0.1022033207,13.029,0.1527221342,13.023,-0.03011677787,
7.942,-0.1026264527,13.063,0.1527221342,13.054,-0.02983423322,
7.962,-0.1030383968,13.094,0.152722134,13.101,-0.03062184341,
7.982,-0.103439538,13.129,0.1529493659,13.121,-0.03136976063,
8.002,-0.1038302626,13.158,0.1529493658,13.161,-0.03320174664,
8.022,-0.1042107938,13.195,0.1529493657,13.197,-0.03307653964,
8.042,-0.1045813145,13.229,0.1532431507,13.234,-0.03352908045,
8.062,-0.1049419995,13.262,0.1422967506,13.255,-0.03410645202,
8.082,-0.1052927327,13.295,0.1422967506,13.294,-0.03711955622,
8.102,-0.1056332609,13.33,0.1422967507,13.33,-0.04072526842,
