"/uav_ground_truth/pose/pose/position/z_x","/uav_ground_truth/pose/pose/position/z_y","/ual/pose/pose/position/z_x","/ual/pose/pose/position/z_y","/del_uav/KF_pose/z_x","/del_uav/KF_pose/z_y"
8.498,1.76646638,13.987,2.376769304,14.032,2.347074929,
8.518,1.775107167,14.025,2.376230478,14.071,2.345585298,
8.538,1.783653762,14.044,2.375830173,14.098,2.344555505,
8.558,1.792101665,14.098,2.375518322,14.131,2.344335886,
8.578,1.800442184,14.122,2.375367641,14.167,2.344335886,
8.598,1.80866649,14.16,2.375181198,14.198,2.343942412,
8.618,1.816777219,14.181,2.374959707,14.233,2.348489273,
8.638,1.824784451,14.224,2.375009537,14.267,2.3489287,
8.658,1.83269402,14.264,2.375380278,14.3,2.3489287,
8.678,1.840510909,14.301,2.377205849,14.332,2.350666992,
8.698,1.848253551,14.337,2.379112482,14.365,2.359041621,
8.718,1.855925862,14.368,2.381648064,14.399,2.359041621,
8.738,1.863515928,14.398,2.384001255,14.431,2.362748759,
8.758,1.871022854,14.43,2.386430025,14.465,2.35907937,
8.778,1.878453328,14.464,2.388049603,14.498,2.361708234,
8.798,1.885796788,14.493,2.389234304,14.531,2.361708234,
8.818,1.893034508,14.536,2.393267632,14.565,2.372542542,
8.838,1.900166552,14.57,2.396358967,14.598,2.377663669,
8.858,1.907192795,14.6,2.399895668,14.631,2.377663669,
8.878,1.914113844,14.63,2.403849125,14.665,2.382842658,
8.898,1.920920552,14.665,2.407623053,14.698,2.388335575,
8.918,1.927604006,14.696,2.411133766,14.741,2.388335575,
8.938,1.934169729,14.737,2.413893223,14.765,2.392645489,
8.958,1.940628553,14.757,2.414752483,14.798,2.396295354,
8.978,1.946982773,14.793,2.418794394,14.83,2.396295354,
8.998,1.953230318,14.826,2.423296452,14.864,2.402750747,
9.018,1.959368348,14.864,2.427400351,14.901,2.402750747,
9.038,1.96538861,14.902,2.431173086,14.932,2.408358989,
9.058,1.971280363,14.935,2.434391022,14.965,2.416791585,
9.078,1.977053057,14.958,2.436391592,14.999,2.416791585,
9.098,1.982721607,14.986,2.439874172,15.04,2.421860511,
9.118,1.988291774,15.03,2.44411087,15.066,2.426803548,
9.138,1.99375582,15.068,2.446480274,15.1,2.431628177,
9.158,1.999109268,15.086,2.448473454,15.128,2.436231714,
9.178,2.004365409,15.127,2.451161623,15.166,2.436231714,
9.198,2.009532158,15.164,2.454227686,15.198,2.441303693,
9.218,2.014601004,15.198,2.458299398,15.234,2.428688291,
9.238,2.019564217,15.217,2.460764408,15.273,2.434293899,
9.258,2.024422244,15.264,2.46308732,15.303,2.434293899,
9.278,2.029167313,15.292,2.46547389,15.334,2.438533052,
9.298,2.03380186,15.315,2.466477871,15.383,2.450156496,
9.318,2.038334981,15.363,2.470817566,15.404,2.457354404,
9.338,2.042787208,15.395,2.473809958,15.441,2.457354404,
9.358,2.047168274,15.435,2.47948122,15.469,2.466310771,
9.378,2.051476478,15.464,2.486165524,15.498,2.475574218,
9.398,2.055718851,15.49,2.492369413,15.533,2.475574218,
9.418,2.059899345,15.524,2.499715805,15.565,2.484153188,
9.438,2.064029366,15.564,2.505356073,15.598,2.484153188,
9.458,2.068121202,15.6,2.51183629,15.636,2.493685121,
9.478,2.072183455,15.616,2.516097784,15.666,2.501665154,
9.498,2.076200923,15.656,2.520642996,15.699,2.501877995,
9.518,2.080159144,15.69,2.523691177,15.736,2.507045367,
9.538,2.084057633,15.728,2.527774334,15.766,2.513001557,
9.558,2.087906128,15.762,2.531996727,15.798,2.513001557,
9.578,2.091709798,15.794,2.537954807,15.841,2.521156994,
9.598,2.095467372,15.824,2.543958426,15.868,2.521156994,
9.618,2.09917169,15.865,2.551274538,15.898,2.531381458,
9.638,2.102824627,15.901,2.557942629,15.932,2.542188771,
9.658,2.106433676,15.92,2.562313318,15.965,2.542188771,
9.678,2.110009266,15.957,2.5686481,15.997,2.547385382,
9.698,2.113549078,15.994,2.576276302,16.034,2.547385382,
9.718,2.117047443,16.033,2.582773209,16.066,2.557880335,
9.738,2.120510617,16.051,2.586753845,16.098,2.568576688,
9.758,2.123942837,16.09,2.593751431,16.133,2.577832111,
9.778,2.127337092,16.123,2.600690365,16.165,2.58790168,
9.798,2.130690432,16.164,2.607677698,16.198,2.58790168,
9.818,2.133980429,16.189,2.61102891,16.233,2.598422365,
9.838,2.137202217,16.228,2.618663311,16.265,2.606742773,
9.858,2.140373277,16.261,2.624241829,16.297,2.606742773,
9.878,2.143497999,16.294,2.629550219,16.332,2.614492269,
9.898,2.146580484,16.328,2.634889603,16.365,2.613700711,
9.918,2.149626147,16.365,2.639737844,16.399,2.621150351,
9.938,2.152634071,16.401,2.645374775,16.436,2.62878299,
9.958,2.1556048,16.417,2.647676945,16.465,2.62878299,
9.978,2.158544684,16.461,2.651268721,16.501,2.637313076,
9.998,2.16144366,16.495,2.655210733,16.531,2.644637995,
10.018,2.164285665,16.527,2.660290241,16.566,2.644637995,
10.038,2.16708204,16.566,2.665442705,16.598,2.651950251,
10.058,2.169836423,16.599,2.670720577,16.632,2.651950251,
10.078,2.172552445,16.631,2.676218271,16.665,2.660303398,
10.098,2.175240411,16.668,2.681735754,16.698,2.66733727,
10.118,2.177906811,16.701,2.687294722,16.734,2.66733727,
10.138,2.180539751,16.717,2.689439058,16.765,2.67505009,
10.158,2.183134156,16.763,2.69475317,16.799,2.67505009,
10.178,2.185692941,16.8,2.700185537,16.837,2.682954266,
10.198,2.188214273,16.829,2.704599857,16.869,2.684097386,
10.218,2.190694078,16.87,2.709562063,16.899,2.684097386,
10.238,2.193141125,16.901,2.713880539,16.933,2.690478098,
10.258,2.195551462,16.928,2.718710661,16.969,2.708840476,
10.278,2.197919673,16.966,2.724035978,17,2.708840476,
10.298,2.200251222,16.98,2.726432323,17.036,2.716644807,
10.318,2.202556995,17.024,2.732364655,17.066,2.716644807,
10.338,2.204834491,17.064,2.73728466,17.101,2.724358893,
10.358,2.207073083,17.1,2.742122412,17.134,2.721803635,
10.378,2.209277677,17.135,2.746774673,17.167,2.721803635,
10.398,2.211441713,17.17,2.752060175,17.2,2.729424653,
10.418,2.213574288,17.186,2.754378557,17.234,2.738608283,
10.438,2.215691604,17.219,2.761363745,17.269,2.738608283,
10.458,2.217794984,17.27,2.770174742,17.301,2.754041855,
10.478,2.219892428,17.303,2.779243946,17.332,2.768666413,
10.498,2.221982104,17.336,2.790070295,17.369,2.768666413,
10.518,2.224052759,17.349,2.795521975,17.398,2.783965353,
10.538,2.226101065,17.388,2.80512619,17.433,2.794911797,
10.558,2.22812033,17.421,2.813280582,17.465,2.794911797,
10.578,2.230099374,17.463,2.820755005,17.498,2.80562036,
10.598,2.232037343,17.502,2.828463078,17.531,2.804514704,
10.618,2.233941154,17.526,2.832656145,17.566,2.81560016,
10.638,2.235810243,17.56,2.840208054,17.605,2.826709858,
10.658,2.237640284,17.598,2.847612381,17.631,2.825428948,
10.678,2.239440102,17.635,2.85439229,17.662,2.835187073,
10.698,2.241224258,17.65,2.857610226,17.7,2.829460917,
10.718,2.242996279,17.692,2.863858461,17.736,2.8386091,
10.738,2.244749044,17.72,2.867039204,17.767,2.8386091,
10.758,2.246481795,17.761,2.873443604,17.799,2.848122303,
10.778,2.248187278,17.793,2.876844406,17.832,2.848122303,
10.798,2.249859418,17.832,2.88286829,17.883,2.861248089,
10.818,2.251504221,17.863,2.888258696,17.899,2.861248089,
10.838,2.253134129,17.899,2.891926527,17.935,2.867276828,
10.858,2.25476042,17.92,2.893791437,17.973,2.867276828,
10.878,2.256376496,17.966,2.897115946,18.001,2.872336069,
10.898,2.257979354,18,2.900368214,18.032,2.877001096,
10.918,2.259576477,18.02,2.901901007,18.062,2.879773673,
10.938,2.261159925,18.057,2.904920101,18.098,2.884125705,
10.958,2.262707724,18.093,2.908152342,18.129,2.888653233,
10.978,2.264230225,18.129,2.910996675,18.169,2.889095669,
10.998,2.265738314,18.165,2.913455963,18.2,2.892373599,
11.018,2.26725058,18.199,2.915548325,18.231,2.892373599,
11.038,2.268766674,18.235,2.916554213,18.265,2.892209133,
11.058,2.270291779,18.255,2.917733431,18.299,2.894273185,
11.078,2.271826237,18.289,2.91867733,18.334,2.894273185,
11.098,2.273364882,18.324,2.919721365,18.366,2.896110318,
11.118,2.274889659,18.362,2.921512604,18.398,2.900943434,
11.138,2.276392384,18.398,2.924136639,18.432,2.904432932,
11.158,2.277876336,18.435,2.92662406,18.466,2.907634124,
11.178,2.279352467,18.455,2.927411318,18.499,2.907634124,
11.198,2.280841298,18.498,2.929180145,18.534,2.910567289,
11.218,2.282354214,18.536,2.931607246,18.577,2.910567289,
11.238,2.283891447,18.554,2.932521582,18.605,2.913760324,
11.258,2.285432088,18.592,2.934629679,18.631,2.915794173,
11.278,2.286964356,18.625,2.936298609,18.665,2.915794173,
11.298,2.288475452,18.664,2.938531399,18.703,2.918347399,
11.318,2.289958529,18.685,2.938912392,18.736,2.918347399,
11.338,2.291430653,18.728,2.940302134,18.769,2.920400133,
11.358,2.292893117,18.765,2.941963434,18.801,2.923059405,
11.378,2.294344404,18.799,2.944088459,18.824,2.926071204,
11.398,2.295791701,18.813,2.945337534,18.865,2.928870944,
11.418,2.297223605,18.857,2.946946621,18.898,2.928870944,
11.438,2.29864098,18.893,2.948805809,18.932,2.931345823,
11.458,2.300051093,18.929,2.949906349,18.974,2.929860973,
11.478,2.301459048,18.954,2.950215816,19.006,2.930868511,
11.498,2.30286284,18.997,2.951162338,19.038,2.930868511,
11.518,2.304248753,19.037,2.952101946,19.077,2.932426589,
11.538,2.305624947,19.058,2.952742815,19.107,2.932426589,
11.558,2.306993935,19.101,2.9540658,19.14,2.934343239,
11.578,2.308348599,19.12,2.954919577,19.177,2.932209104,
11.598,2.309687639,19.16,2.956773758,19.202,2.932209104,
11.618,2.311020307,19.198,2.958874702,19.234,2.935322736,
11.638,2.312346663,19.235,2.961364508,19.265,2.935322736,
11.658,2.313661533,19.255,2.962270737,19.3,2.938539963,
11.678,2.314962382,19.295,2.9642241,19.33,2.939920228,
11.698,2.316258695,19.33,2.964724302,19.365,2.939920228,
11.718,2.317564245,19.35,2.965088606,19.398,2.945262625,
11.738,2.318877422,19.394,2.965919495,19.431,2.945262625,
11.758,2.320189953,19.431,2.966699123,19.464,2.946610324,
11.778,2.321493715,19.464,2.967823505,19.499,2.946610324,
11.798,2.322786525,19.483,2.968337774,19.531,2.947930828,
11.818,2.324072671,19.525,2.969093084,19.565,2.944165625,
11.838,2.325358023,19.559,2.968166828,19.599,2.944165625,
11.858,2.326647344,19.595,2.966617823,19.631,2.942244123,
11.878,2.327950037,19.631,2.966046095,19.667,2.943158463,
11.898,2.329259294,19.649,2.965828419,19.699,2.942836606,
11.918,2.33057613,19.686,2.965880156,19.73,2.94218104,
11.938,2.331900586,19.727,2.965187788,19.771,2.94218104,
11.958,2.333223032,19.768,2.964563131,19.799,2.941945167,
11.978,2.334536967,19.786,2.963700056,19.831,2.941945167,
11.998,2.335842077,19.831,2.9627738,19.866,2.940965234,
12.018,2.337135693,19.852,2.962695837,19.9,2.940965234,
12.038,2.33841721,19.901,2.963452816,19.931,2.942502603,
12.058,2.339682831,19.932,2.964796543,19.966,2.942502603,
12.078,2.340951103,19.948,2.965403318,19.999,2.94450365,
12.098,2.342228346,19.997,2.967189074,20.031,2.942120072,
12.118,2.343495308,20.032,2.969118118,20.065,2.94483802,
12.138,2.344735872,20.066,2.971194744,20.099,2.947577057,
12.158,2.345949509,20.102,2.972723484,20.134,2.947577057,
12.178,2.347155028,20.136,2.974209785,20.166,2.950218954,
12.198,2.348368829,20.157,2.974353313,20.202,2.950218954,
12.218,2.349607803,20.198,2.973869562,20.236,2.949753721,
12.238,2.350872985,20.231,2.973642588,20.27,2.949331204,
12.258,2.352147459,20.265,2.973088264,20.3,2.951133126,
12.278,2.353425253,20.301,2.972762823,20.342,2.95061098,
12.298,2.354707128,20.336,2.972482443,20.369,2.950281876,
12.318,2.35598923,20.354,2.972508907,20.406,2.946376378,
12.338,2.357276293,20.396,2.972783566,20.438,2.946883335,
12.358,2.358567269,20.431,2.973087311,20.471,2.946883335,
12.378,2.359851464,20.451,2.973176718,20.499,2.948432386,
12.398,2.361124348,20.499,2.972458363,20.54,2.948432386,
12.418,2.362393696,20.511,2.972375393,20.571,2.948284335,
12.438,2.363668322,20.568,2.972938776,20.598,2.94756605,
12.458,2.364964733,20.599,2.974244356,20.632,2.94756605,
12.478,2.366286687,20.632,2.974786043,20.67,2.948690961,
12.498,2.367638716,20.659,2.974585533,20.698,2.951512632,
12.518,2.369006708,20.692,2.97453618,20.733,2.951512632,
12.538,2.370384429,20.731,2.9748528,20.773,2.952337328,
12.558,2.371785053,20.764,2.975711584,20.799,2.952337328,
12.578,2.373206843,20.801,2.975803614,20.835,2.952256617,
12.598,2.37463193,20.819,2.97614193,20.869,2.952256617,
12.618,2.376059101,20.843,2.976257086,20.916,2.952456771,
12.638,2.377486404,20.899,2.976106405,20.934,2.952456771,
12.658,2.378910319,20.923,2.976014376,20.968,2.952522255,
12.678,2.380330711,20.961,2.976163387,20.999,2.95322592,
12.698,2.381758224,20.997,2.976802349,21.032,2.950328186,
12.718,2.383199444,21.022,2.977254868,21.065,2.952121059,
12.738,2.384667573,21.054,2.978587151,21.097,2.952121059,
12.758,2.386163791,21.103,2.980224609,21.134,2.954384492,
12.778,2.387683787,21.118,2.981001139,21.169,2.954729002,
12.798,2.389229675,21.166,2.982495308,21.207,2.956657798,
12.818,2.390801563,21.185,2.983002663,21.233,2.956657798,
12.838,2.392393139,21.227,2.983794451,21.265,2.957583023,
12.858,2.393998625,21.265,2.984059334,21.297,2.957583023,
12.878,2.395603228,21.286,2.984243155,21.33,2.959578282,
12.898,2.397196385,21.324,2.985993624,21.365,2.966107051,
12.918,2.398783675,21.361,2.991384268,21.398,2.966107051,
12.938,2.40036431,21.396,2.997470856,21.433,2.975963245,
12.958,2.401930929,21.432,3.000529051,21.471,2.975963245,
12.978,2.403474404,21.459,3.001374722,21.51,2.978253698,
12.998,2.404994264,21.495,3.001770496,21.541,2.978253698,
13.018,2.406501165,21.513,3.001992702,21.568,2.977390991,
13.038,2.407994907,21.561,3.002933025,21.601,2.977390991,
13.058,2.409484496,21.584,3.00378108,21.631,2.977390991,
13.078,2.410982852,21.632,3.005366564,21.667,2.979722146,
13.098,2.41249628,21.655,3.00588727,21.701,2.981132899,
13.118,2.414021249,21.689,3.006839275,21.734,2.980671781,
13.138,2.415545791,21.723,3.006593943,21.77,2.980295263,
13.158,2.416990725,21.755,3.006408215,21.8,2.980164201,
13.178,2.418110215,21.789,3.006309271,21.84,2.980164201,
13.198,2.418872187,21.828,3.005529881,21.866,2.976967546,
13.218,2.419423063,21.871,3.004140377,21.899,2.976967546,
13.238,2.41992366,21.886,3.003612757,21.934,2.975253183,
13.258,2.420488663,21.922,3.002856493,21.965,2.974012634,
13.278,2.421184608,21.964,3.002758503,22.003,2.974012634,
13.298,2.422003992,22.002,3.002933979,22.032,2.974134828,
13.318,2.42291042,22.035,3.00263381,22.069,2.974134828,
13.338,2.423862137,22.059,3.00190258,22.1,2.972321753,
13.358,2.424842774,22.086,3.000990152,22.131,2.980121105,
13.378,2.425855878,22.128,2.999000072,22.17,2.977417633,
13.398,2.42689303,22.149,2.998197079,22.198,2.977417633,
13.418,2.427923164,22.195,2.996811867,22.233,2.97552001,
13.438,2.428926143,22.236,2.995237589,22.265,2.975217564,
13.458,2.429906591,22.256,2.994263172,22.298,2.97250886,
13.478,2.430873684,22.29,2.992614031,22.335,2.97250886,
13.498,2.431828017,22.33,2.990761757,22.366,2.969919892,
13.518,2.432772106,22.369,2.99028635,22.398,2.969396885,
13.538,2.433686014,22.384,2.990221262,22.431,2.964193111,
13.558,2.434561002,22.425,2.990029335,22.465,2.963809479,
13.578,2.435423454,22.45,2.989820719,22.503,2.963809479,
13.598,2.436275424,22.499,2.99007082,22.532,2.964421464,
13.618,2.437106788,22.536,2.991056442,22.57,2.964421464,
13.638,2.437899996,22.564,2.991878271,22.606,2.966565696,
13.658,2.438664593,22.588,2.992698431,22.636,2.970984696,
13.678,2.439431947,22.632,2.991134167,22.665,2.969189657,
13.698,2.44020941,22.668,2.99053669,22.698,2.969189657,
13.718,2.441002341,22.687,2.990453005,22.73,2.968803922,
13.738,2.441790235,22.726,2.990495443,22.766,2.969491207,
13.758,2.442569649,22.764,2.991079092,22.798,2.969704967,
13.778,2.443361271,22.802,2.992135286,22.831,2.971229314,
13.798,2.444163766,22.821,2.992733479,22.864,2.971229314,
13.818,2.444972318,22.845,2.99329257,22.898,2.972761237,
13.838,2.445775986,22.891,2.994324446,22.93,2.972761237,
13.858,2.446583798,22.913,2.994906425,22.971,2.972761237,
13.878,2.447412701,22.969,2.996118784,22.999,2.976443772,
13.898,2.448254709,23.002,2.997359276,23.031,2.97816555,
13.918,2.449107851,23.02,2.997903347,23.065,2.97816555,
13.938,2.449974548,23.065,2.998750925,23.098,2.978790299,
13.958,2.450863132,23.101,2.998761415,23.136,2.978790299,
13.978,2.451791713,23.121,2.998309135,23.171,2.977847938,
13.998,2.45276092,23.151,2.998136044,23.201,2.977669317,
14.018,2.453766819,23.192,2.997943878,23.231,2.978775398,
14.038,2.454796642,23.233,2.997935295,23.265,2.978858325,
14.058,2.455857138,23.267,2.998163939,23.3,2.978858325,
14.078,2.45696679,23.298,2.998251677,23.323,2.974030897,
14.098,2.458122078,23.319,2.998347998,23.366,2.974030897,
14.118,2.459313526,23.369,2.998473644,23.401,2.974187826,
14.138,2.460528745,23.388,2.998466969,23.431,2.974187826,
14.158,2.461769603,23.431,2.999215603,23.465,2.974951742,
14.178,2.463056667,23.469,3.000694275,23.498,2.981962695,
14.198,2.464405886,23.486,3.001495838,23.531,2.981962695,
14.218,2.465809727,23.522,3.003491163,23.566,2.984857792,
14.238,2.467242385,23.56,3.005827427,23.598,2.991456431,
14.258,2.468693178,23.594,3.00758791,23.631,2.991456431,
14.278,2.470188879,23.63,3.008872747,23.664,2.993182584,
14.298,2.471732373,23.649,3.009365559,23.698,2.993182584,
14.318,2.47330781,23.689,3.010228634,23.731,2.99444386,
14.338,2.474906548,23.726,3.010990858,23.769,2.995725099,
14.358,2.476529358,23.761,3.012173414,23.799,2.995725099,
14.378,2.478201918,23.797,3.013586044,23.831,2.997603927,
14.398,2.479905482,23.832,3.014206648,23.868,2.990923248,
14.418,2.481609854,23.868,3.014646053,23.899,2.991437583,
14.438,2.48330014,23.902,3.01450038,23.93,2.990719571,
14.458,2.48499982,23.936,3.0137012,23.965,2.990719571,
14.478,2.486740717,23.97,3.013624668,23.999,2.99625031,
14.498,2.488519034,24.001,3.013823986,24.031,2.996581433,
14.518,2.490313997,24.036,3.014114618,24.065,2.996581433,
14.538,2.492105218,24.059,3.014253378,24.097,2.99723569,
14.558,2.49391554,24.096,3.013682127,24.13,2.99723569,
14.578,2.495790411,24.132,3.012541294,24.165,2.995786993,
14.598,2.497713058,24.17,3.011379004,24.199,2.994525194,
14.618,2.499633867,24.188,3.0112257,24.231,2.988862593,
14.638,2.501520702,24.228,3.011303186,24.266,2.989017366,
14.658,2.503387414,24.267,3.011274099,24.299,2.989017366,
14.678,2.505280161,24.302,3.01116395,24.33,2.988803294,
14.698,2.507200723,24.319,3.011393309,24.366,2.98984572,
14.718,2.50912216,24.356,3.01224947,24.399,2.991818491,
14.738,2.511028994,24.389,3.013221025,24.432,2.993039994,
14.758,2.51295512,24.435,3.014200449,24.466,2.993838006,
14.778,2.514964225,24.453,3.014343739,24.499,2.985870705,
14.798,2.517047439,24.49,3.014137983,24.533,2.985500005,
14.818,2.519166537,24.525,3.013858795,24.567,2.98456759,
14.838,2.521284501,24.562,3.012978315,24.6,2.98456759,
14.858,2.523392326,24.599,3.011838675,24.632,2.98317142,
14.878,2.525508439,24.635,3.010181665,24.666,2.98317142,
14.898,2.52764644,24.656,3.009550571,24.698,2.981295131,
14.918,2.529816273,24.691,3.008416653,24.731,2.979538605,
14.938,2.53200706,24.725,3.007127285,24.765,2.9783888,
14.958,2.534228329,24.758,3.005936861,24.799,2.976641742,
14.978,2.536521128,24.801,3.004103184,24.83,2.975043158,
14.998,2.538876276,24.832,3.003119946,24.865,2.97630897,
15.018,2.541254981,24.869,3.002454042,24.895,2.975224338,
15.038,2.543622229,24.886,3.002325773,24.941,2.975224338,
15.058,2.54597707,24.933,3.001466274,24.967,2.974274973,
15.078,2.548353565,24.954,3.00108552,25,2.973732543,
15.098,2.550753474,24.995,3.000896454,25.031,2.975416937,
15.118,2.553161541,25.036,3.001185894,25.069,2.97585246,
15.138,2.555558979,25.064,3.001352549,25.098,2.97585246,
15.158,2.557967686,25.086,3.001343966,25.131,2.975510052,
15.178,2.560433146,25.123,3.000993967,25.169,2.975510052,
15.198,2.562943687,25.163,3.001168966,25.204,2.975730432,
15.218,2.565467053,25.187,3.001224756,25.233,2.975506962,
15.238,2.567973797,25.223,3.001080513,25.265,2.975265716,
15.258,2.570469293,25.254,3.000994921,25.298,2.975115733,
15.278,2.572997414,25.29,3.000808477,25.331,2.975115733,
15.298,2.575572247,25.327,3.000708342,25.368,2.973480072,
15.318,2.578192575,25.367,3.000661373,25.398,2.973480072,
15.338,2.580839023,25.386,3.000367165,25.431,2.97269808,
15.358,2.583505722,25.425,2.999056339,25.466,2.969922426,
15.378,2.586236267,25.464,2.99693799,25.5,2.969922426,
15.398,2.589032692,25.489,2.995600462,25.532,2.966089144,
15.418,2.591867125,25.526,2.992909431,25.569,2.976490218,
15.438,2.594715507,25.563,2.990941525,25.599,2.973610905,
15.458,2.597565153,25.601,2.989131212,25.631,2.973610905,
15.478,2.600447774,25.618,2.988404512,25.667,2.971521823,
15.498,2.603352624,25.663,2.987237215,25.699,2.971521823,
15.518,2.60624481,25.7,2.986194611,25.732,2.969973061,
15.538,2.609105806,25.732,2.984366655,25.766,2.964138294,
15.558,2.611927111,25.767,2.982342005,25.8,2.964138294,
15.578,2.614761542,25.803,2.981350899,25.831,2.962138091,
15.598,2.617634221,25.833,2.980215788,25.865,2.962167134,
15.618,2.620516036,25.869,2.978351355,25.902,2.959433385,
15.638,2.623372874,25.896,2.97751379,25.931,2.957343314,
15.658,2.626199986,25.931,2.976351976,25.964,2.957343314,
15.678,2.629050517,25.965,2.974416733,25.999,2.954767826,
15.698,2.631951653,25.986,2.974108458,26.031,2.953557616,
15.718,2.634892911,26.036,2.97246623,26.066,2.954779337,
15.738,2.637853964,26.068,2.970187902,26.098,2.951908255,
15.758,2.640843626,26.096,2.967700005,26.131,2.948798165,
15.778,2.643924464,26.134,2.966259003,26.174,2.947134113,
15.798,2.647078764,26.155,2.965850592,26.2,2.945299165,
15.818,2.650252456,26.194,2.9646523,26.232,2.94271119,
15.838,2.653403662,26.23,2.962373018,26.271,2.94271119,
15.858,2.656515432,26.263,2.96147728,26.299,2.941176444,
15.878,2.659612717,26.299,2.960316658,26.337,2.943945127,
15.898,2.6627025,26.334,2.959242582,26.372,2.942457989,
15.918,2.665779328,26.364,2.958949089,26.398,2.94217478,
15.938,2.668830809,26.389,2.958950043,26.431,2.94217478,
15.958,2.671883269,26.435,2.958512783,26.463,2.937848376,
15.978,2.675000117,26.452,2.958467722,26.499,2.93850743,
15.998,2.678165728,26.495,2.959062338,26.531,2.93850743,
16.018,2.681344853,26.527,2.958321095,26.569,2.939168022,
16.038,2.684501865,26.556,2.957848787,26.605,2.939168022,
16.058,2.687608497,26.599,2.957449913,26.65,2.937522528,
16.078,2.690674286,26.62,2.957396984,26.667,2.938238964,
16.098,2.69370844,26.66,2.95819521,26.697,2.938238964,
16.118,2.696704667,26.702,2.95917511,26.73,2.939612248,
16.138,2.699659329,26.737,2.960245371,26.765,2.940556024,
16.158,2.702589251,26.758,2.960454941,26.801,2.941223693,
16.178,2.705549978,26.793,2.960180759,26.834,2.941223693,
16.198,2.708538426,26.831,2.95571661,26.872,2.936052015,
16.218,2.711533039,26.87,2.951521397,26.9,2.930978502,
16.238,2.714512256,26.89,2.949682713,26.937,2.930978502,
16.258,2.717458932,26.93,2.945250034,26.975,2.925692015,
16.278,2.720390086,26.951,2.944191456,27.002,2.925692015,
16.298,2.723326341,26.99,2.942950726,27.034,2.923106842,
16.318,2.72625943,27.028,2.940689802,27.066,2.923106842,
16.338,2.729170433,27.066,2.939712763,27.098,2.922003406,
16.358,2.732075748,27.102,2.938880205,27.133,2.922003406,
16.378,2.735021019,27.137,2.93898654,27.171,2.921303589,
16.398,2.737991724,27.16,2.938661575,27.197,2.921289344,
16.418,2.740969502,27.193,2.938971758,27.234,2.921289344,
16.438,2.743940982,27.231,2.939622879,27.267,2.921941604,
16.458,2.746910707,27.25,2.939648628,27.299,2.919664298,
16.478,2.749891268,27.302,2.9419384,27.332,2.921857819,
16.498,2.752880128,27.334,2.943398714,27.368,2.928782477,
16.518,2.755862075,27.364,2.945453882,27.399,2.928782477,
16.538,2.758816334,27.399,2.946805,27.432,2.931181501,
16.558,2.76175433,27.411,2.947167158,27.469,2.932775778,
16.578,2.764724372,27.459,2.948679447,27.498,2.932775778,
16.598,2.767727978,27.493,2.950340271,27.536,2.934635237,
16.618,2.770745366,27.53,2.952720165,27.588,2.937583375,
16.638,2.773755517,27.55,2.953720093,27.603,2.937583375,
16.658,2.776757456,27.592,2.956028938,27.634,2.940981873,
16.678,2.779762017,27.626,2.958327293,27.665,2.941611911,
16.698,2.78276962,27.663,2.960627317,27.708,2.944916784,
16.718,2.785764864,27.685,2.961751223,27.733,2.944916784,
16.738,2.788732093,27.729,2.96425271,27.765,2.948569841,
16.758,2.791708494,27.764,2.967156172,27.798,2.948569841,
16.778,2.794788107,27.801,2.969430208,27.832,2.954477072,
16.798,2.797979819,27.821,2.970091105,27.867,2.955569363,
16.818,2.801232931,27.862,2.970440149,27.897,2.955569363,
16.838,2.80448686,27.888,2.970717192,27.931,2.956193958,
16.858,2.807709245,27.926,2.971201658,27.965,2.956193958,
16.878,2.810918416,27.963,2.971539974,27.989,2.956215533,
16.898,2.814129544,27.984,2.97183919,28.032,2.956215533,
16.918,2.817337887,28.034,2.972585201,28.064,2.95747432,
16.938,2.820527269,28.053,2.973138809,28.104,2.95747432,
16.958,2.823718134,28.088,2.974152088,28.163,2.959034699,
16.978,2.826960335,28.115,2.975344419,28.165,2.95963656,
16.998,2.830240768,28.167,2.97597909,28.207,2.961530858,
17.018,2.833526998,28.186,2.976703644,28.232,2.961530858,
17.038,2.836808782,28.229,2.978384256,28.266,2.964018526,
17.058,2.840084233,28.262,2.979948997,28.301,2.963670127,
17.078,2.843352762,28.303,2.980992079,28.331,2.965338333,
17.098,2.846608091,28.335,2.982105255,28.364,2.966884627,
17.118,2.849841039,28.37,2.983004808,28.396,2.966884627,
17.138,2.853057634,28.394,2.983383417,28.432,2.964593964,
17.158,2.856295017,28.428,2.983686209,28.461,2.964593964,
17.178,2.859622628,28.469,2.983474016,28.499,2.964562321,
17.198,2.863035806,28.49,2.983386278,28.529,2.964595569,
17.218,2.866485116,28.521,2.983508587,28.565,2.964595569,
17.238,2.86992313,28.558,2.984024286,28.597,2.971155395,
17.258,2.873387755,28.597,2.984014988,28.632,2.971155395,
17.278,2.877037393,28.631,2.983730793,28.669,2.970778244,
17.298,2.880857736,28.669,2.982604742,28.701,2.969169839,
17.318,2.884738741,28.695,2.982078552,28.735,2.962228519,
17.338,2.888579691,28.732,2.981051445,28.767,2.96055516,
17.358,2.892313881,28.767,2.979484081,28.798,2.96055516,
17.378,2.895920346,28.803,2.978524446,28.831,2.958820765,
17.398,2.899419376,28.834,2.977991104,28.867,2.962463688,
17.418,2.902837094,28.87,2.977730989,28.899,2.962463688,
17.438,2.906195954,28.887,2.977613926,28.931,2.961913902,
