"/uav_ground_truth/pose/pose/position/x_x","/uav_ground_truth/pose/pose/position/x_y","/uav_ground_truth/pose/pose/position/y_y","/uav_ground_truth/pose/pose/position/z_y"
0.943,0.001386493623,0.0008086171896,0.2999999999,
0.963,0.001386493623,0.0008086171868,0.2999999999,
0.983,0.001386493624,0.0008086171861,0.2999999999,
1.003,0.001386493623,0.0008086171855,0.2999999999,
1.023,0.001386493622,0.0008086171821,0.2999999999,
1.043,0.001386493623,0.0008086171809,0.2999999999,
1.063,0.001386493623,0.0008086171791,0.2999999999,
1.083,0.001386493623,0.000808617178,0.2999999999,
1.103,0.001386493623,0.0008086171759,0.2999999999,
1.123,0.001386493623,0.0008086171743,0.2999999999,
1.143,0.001386493623,0.0008086171707,0.2999999999,
1.163,0.001386493623,0.0008086171679,0.2999999999,
1.183,0.001386493624,0.0008086171674,0.2999999999,
1.203,0.001386493623,0.000808617165,0.2999999999,
1.223,0.001386493623,0.0008086171631,0.2999999999,
1.243,0.001386493623,0.0008086171605,0.2999999999,
1.263,0.001386493623,0.0008086171587,0.2999999999,
1.283,0.001386493623,0.0008086171556,0.2999999999,
1.303,0.001386493624,0.0008086171551,0.2999999999,
1.323,0.001386493623,0.0008086171534,0.2999999999,
1.343,0.001386493623,0.0008086171516,0.2999999999,
1.363,0.001386493623,0.0008086171499,0.2999999999,
1.383,0.001386493623,0.0008086171482,0.2999999999,
1.403,0.001386493623,0.0008086171471,0.2999999999,
1.423,0.001386493623,0.0008086171445,0.2999999999,
1.443,0.001386493623,0.0008086171428,0.2999999999,
1.463,0.001386493623,0.0008086171391,0.2999999999,
1.483,0.001386493624,0.0008086171383,0.2999999999,
1.503,0.001386493623,0.0008086171359,0.2999999999,
1.523,0.001386493623,0.000808617134,0.2999999999,
1.543,0.001386493623,0.0008086171319,0.2999999999,
1.563,0.001386493623,0.0008086171295,0.2999999999,
1.583,0.001386493623,0.0008086171276,0.2999999999,
1.603,0.001386493623,0.0008086171253,0.2999999999,
1.623,0.001386493623,0.0008086171251,0.2999999999,
1.643,0.001386493623,0.0008086171216,0.2999999999,
1.663,0.001386493623,0.0008086171209,0.2999999999,
1.683,0.001386493623,0.000808617119,0.2999999999,
1.703,0.001386493623,0.0008086171176,0.2999999999,
1.723,0.001386493623,0.0008086171161,0.2999999999,
1.743,0.001386493623,0.0008086171138,0.2999999999,
1.763,0.001386493623,0.0008086171106,0.2999999999,
1.783,0.001386493624,0.0008086171073,0.2999999999,
1.803,0.001386493624,0.0008086171077,0.2999999999,
1.823,0.001386493623,0.0008086171048,0.2999999999,
1.843,0.001386493623,0.000808617103,0.2999999999,
1.863,0.001386493623,0.0008086171005,0.2999999999,
1.883,0.001386493623,0.0008086170985,0.2999999999,
1.903,0.001386493623,0.0008086170959,0.2999999999,
1.923,0.001386493623,0.0008086170951,0.2999999999,
1.943,0.001386493623,0.0008086170946,0.2999999999,
1.963,0.001386493622,0.0008086170908,0.2999999999,
1.983,0.001386493623,0.0008086170898,0.2999999999,
2.003,0.001386493623,0.000808617088,0.2999999999,
2.023,0.001386493623,0.0008086170869,0.2999999999,
2.043,0.001386493623,0.0008086170849,0.2999999999,
2.063,0.001386493623,0.0008086170832,0.2999999999,
2.083,0.001386493623,0.0008086170795,0.2999999999,
2.103,0.001386493624,0.0008086170764,0.2999999999,
2.123,0.001386493624,0.0008086170765,0.2999999999,
2.143,0.001386493623,0.0008086170739,0.2999999999,
2.163,0.001386493623,0.000808617072,0.2999999999,
2.183,0.001386493623,0.0008086170694,0.2999999999,
2.203,0.001386493623,0.0008086170676,0.2999999999,
2.223,0.001386493623,0.0008086170645,0.2999999999,
2.243,0.001386493624,0.0008086170639,0.2999999999,
2.263,0.001386493623,0.0008086170629,0.2999999999,
2.283,0.001386493623,0.0008086170603,0.2999999999,
2.303,0.001386493623,0.0008086170588,0.2999999999,
2.323,0.001386493623,0.0008086170571,0.2999999999,
2.343,0.001386493623,0.000808617056,0.2999999999,
2.363,0.001386493623,0.0008086170535,0.2999999999,
2.383,0.001386493623,0.000808617052,0.2999999999,
2.403,0.001386493623,0.0008086170484,0.2999999999,
2.423,0.001386493623,0.0008086170467,0.2999999999,
2.443,0.001386493623,0.000808617045,0.2999999999,
2.463,0.001386493623,0.0008086170429,0.2999999999,
2.483,0.001386493623,0.000808617041,0.2999999999,
2.503,0.001386493623,0.0008086170384,0.2999999999,
2.523,0.001386493623,0.0008086170367,0.2999999999,
2.543,0.001386493623,0.0008086170338,0.2999999999,
2.563,0.001386493623,0.0008086170336,0.2999999999,
2.583,0.001386493623,0.0008086170307,0.2999999999,
2.603,0.001386493623,0.0008086170297,0.2999999999,
2.623,0.001386493623,0.0008086170279,0.2999999999,
2.643,0.001386493623,0.0008086170263,0.2999999999,
2.663,0.001386493623,0.000808617025,0.2999999999,
2.683,0.001386493623,0.0008086170225,0.2999999999,
2.703,0.001386493623,0.00080861702,0.2999999999,
2.723,0.001386493623,0.0008086170165,0.2999999999,
2.743,0.001386493624,0.0008086170166,0.2999999999,
2.763,0.001386493623,0.0008086170137,0.2999999999,
2.783,0.001386493623,0.0008086170119,0.2999999999,
2.803,0.001386493623,0.0008086170096,0.2999999999,
2.823,0.001386493623,0.0008086170074,0.2999999999,
2.843,0.001386493623,0.0008086170052,0.2999999999,
2.863,0.001386493623,0.0008086170038,0.2999999999,
2.883,0.001386493623,0.0008086170034,0.2999999999,
2.903,0.001386493622,0.0008086169995,0.2999999999,
2.923,0.001386493623,0.0008086169988,0.2999999999,
2.943,0.001386493623,0.0008086169969,0.2999999999,
2.963,0.001386493623,0.0008086169957,0.2999999999,
2.983,0.001386493623,0.0008086169939,0.2999999999,
3.003,0.001386493623,0.000808616992,0.2999999999,
3.023,0.001386493623,0.0008086169883,0.2999999999,
3.043,0.001386493624,0.0008086169851,0.2999999999,
3.063,0.001386493624,0.0008086169855,0.2999999999,
3.083,0.001386493623,0.0008086169828,0.2999999999,
3.103,0.001386493623,0.0008086169809,0.2999999999,
3.123,0.001386493623,0.0008086169784,0.2999999999,
3.143,0.001386493623,0.0008086169764,0.2999999999,
3.163,0.001386493623,0.0008086169736,0.2999999999,
3.183,0.001386493624,0.0008086169728,0.2999999999,
3.203,0.001386493623,0.0008086169723,0.2999999999,
3.223,0.001386493623,0.000808616969,0.2999999999,
3.243,0.001386493623,0.0008086169677,0.2999999999,
3.263,0.001386493623,0.0008086169659,0.2999999999,
3.283,0.001386493623,0.0008086169649,0.2999999999,
3.303,0.001386493623,0.0008086169626,0.2999999999,
3.323,0.001386493623,0.0008086169611,0.2999999999,
3.343,0.001386493623,0.0008086169575,0.2999999999,
3.363,0.001386493623,0.000808616955,0.2999999999,
3.383,0.001386493624,0.0008086169541,0.2999999999,
3.403,0.001386493623,0.0008086169518,0.2999999999,
3.423,0.001386493623,0.0008086169499,0.2999999999,
3.443,0.001386493623,0.0008086169474,0.2999999999,
3.463,0.001386493623,0.0008086169456,0.2999999999,
3.483,0.001386493623,0.0008086169425,0.2999999999,
3.503,0.001386493624,0.0008086169421,0.2999999999,
3.523,0.001386493623,0.0008086169401,0.2999999999,
3.543,0.001386493623,0.0008086169385,0.2999999999,
3.563,0.001386493623,0.0008086169367,0.2999999999,
3.583,0.001386493623,0.000808616935,0.2999999999,
3.603,0.001386493623,0.0008086169339,0.2999999999,
3.623,0.001386493623,0.0008086169313,0.2999999999,
3.643,0.001386493623,0.0008086169295,0.2999999999,
3.663,0.001386493623,0.0008086169258,0.2999999999,
3.683,0.001386493624,0.0008086169253,0.2999999999,
3.703,0.001386493623,0.0008086169227,0.2999999999,
3.723,0.001386493623,0.0008086169208,0.2999999999,
3.743,0.001386493623,0.0008086169187,0.2999999999,
3.763,0.001386493623,0.0008086169163,0.2999999999,
3.783,0.001386493623,0.0008086169144,0.2999999999,
3.803,0.001386493623,0.0008086169123,0.2999999999,
3.823,0.001386493623,0.000808616912,0.2999999999,
3.843,0.001386493623,0.0008086169084,0.2999999999,
3.863,0.001386493623,0.0008086169077,0.2999999999,
3.883,0.001386493623,0.0008086169058,0.2999999999,
3.903,0.001386493623,0.0008086169045,0.2999999999,
3.923,0.001386493623,0.0008086169029,0.2999999999,
3.943,0.001386493623,0.0008086169007,0.2999999999,
3.963,0.001386493623,0.0008086168973,0.2999999999,
3.983,0.001386493624,0.000808616894,0.2999999999,
4.003,0.001386493624,0.0008086168946,0.2999999999,
4.023,0.001386493623,0.0008086168916,0.2999999999,
4.043,0.001386493623,0.0008086168899,0.2999999999,
4.063,0.001386493623,0.0008086168873,0.2999999999,
4.083,0.001386493623,0.0008086168853,0.2999999999,
4.103,0.001386493623,0.0008086168827,0.2999999999,
4.123,0.001386493623,0.0008086168819,0.2999999999,
4.143,0.001386493623,0.0008086168814,0.2999999999,
4.163,0.001386493622,0.0008086168777,0.2999999999,
4.183,0.001386493623,0.0008086168766,0.2999999999,
4.203,0.001386493623,0.0008086168748,0.2999999999,
4.223,0.001386493623,0.0008086168737,0.2999999999,
4.243,0.001386493623,0.0008086168717,0.2999999999,
4.263,0.001386493623,0.00080861687,0.2999999999,
4.283,0.001386493623,0.0008086168664,0.2999999999,
4.303,0.001386493624,0.0008086168633,0.2999999999,
4.323,0.001386493624,0.0008086168632,0.2999999999,
4.343,0.001386493623,0.0008086168607,0.2999999999,
4.363,0.001386493623,0.0008086168589,0.2999999999,
4.383,0.001386493623,0.0008086168563,0.2999999999,
4.403,0.001386493623,0.0008086168544,0.2999999999,
4.423,0.001386493623,0.0008086168514,0.2999999999,
4.443,0.001386493624,0.0008086168507,0.2999999999,
4.463,0.001386493623,0.0008086168496,0.2999999999,
4.483,0.001386493623,0.0008086168472,0.2999999999,
4.503,0.001386493623,0.0008086168456,0.2999999999,
4.523,0.001386493623,0.0008086168439,0.2999999999,
4.543,0.001386493623,0.0008086168428,0.2999999999,
4.563,0.001386493623,0.0008086168403,0.2999999999,
4.583,0.001386493623,0.0008086168387,0.2999999999,
4.603,0.001386493623,0.0008086168351,0.2999999999,
4.623,0.001386493623,0.0008086168337,0.2999999999,
4.643,0.001386493623,0.0008086168318,0.2999999999,
4.663,0.001386493623,0.0008086168297,0.2999999999,
4.683,0.001386493623,0.0008086168278,0.2999999999,
4.703,0.001386493623,0.0008086168253,0.2999999999,
4.723,0.001386493623,0.0008086168235,0.2999999999,
4.743,0.001386493623,0.0008086168208,0.2999999999,
4.763,0.001386493623,0.0008086168205,0.2999999999,
4.783,0.001386493623,0.0008086168174,0.2999999999,
4.803,0.001386493623,0.0008086168166,0.2999999999,
4.823,0.001386493623,0.0008086168147,0.2999999999,
4.843,0.001386493623,0.0008086168132,0.2999999999,
4.863,0.001386493623,0.0008086168118,0.2999999999,
4.883,0.001386493623,0.0008086168094,0.2999999999,
4.903,0.001386493623,0.0008086168067,0.2999999999,
4.923,0.001386493623,0.0008086168032,0.2999999999,
4.943,0.001386493624,0.0008086168035,0.2999999999,
4.963,0.001386493623,0.0008086168006,0.2999999999,
4.983,0.001386493623,0.0008086167988,0.2999999999,
5.003,0.001386493623,0.0008086167964,0.2999999999,
5.023,0.001386493623,0.0008086167942,0.2999999999,
5.043,0.001386493623,0.0008086167919,0.2999999999,
5.063,0.001386493623,0.0008086167908,0.2999999999,
5.083,0.001386493623,0.0008086167903,0.2999999999,
5.103,0.001386493622,0.0008086167864,0.2999999999,
5.123,0.001386493623,0.0008086116318,0.3000000004,
5.143,0.001388937346,0.0008132953131,0.2999970287,
5.163,0.001387599849,0.0008158551963,0.3000000001,
5.183,0.001394476283,0.0008204478399,0.3000000001,
5.203,0.001404242906,0.0008224885456,0.3,
5.223,0.001417653702,0.0008252420229,0.299998937,
5.243,0.001423564189,0.0008273572819,0.3,
5.263,0.001430789606,0.000833948885,0.2999999827,
5.283,0.001439746567,0.0008375147911,0.2999999999,
5.303,0.001450407738,0.0008479813174,0.299999836,
5.323,0.001464833829,0.0008583680212,0.2999999362,
5.343,0.001480862279,0.000866627829,0.2999999999,
5.363,0.001491743348,0.0008713472563,0.3000000001,
5.383,0.001497620894,0.0008767339904,0.3000001024,
5.403,0.001513942896,0.0008742527495,0.3000000002,
5.423,0.001539587501,0.0008699464912,0.3000000001,
5.443,0.001564683981,0.0008642455786,0.3000000001,
5.463,0.001589257324,0.0008592262907,0.2999999999,
5.483,0.001609339433,0.0008517759403,0.2999965758,
5.503,0.001631910788,0.0008476013103,0.2999966559,
5.523,0.001667752047,0.0008435929464,0.2999966863,
5.543,0.001704220236,0.0008400934399,0.2999967182,
5.563,0.0017409988,0.0008369598802,0.2999966117,
5.583,0.001776180197,0.0008283380637,0.299996406,
5.603,0.001802709397,0.0008139268452,0.2999963629,
5.623,0.001822307378,0.0008016999672,0.2999963622,
5.643,0.001843116785,0.0007916211788,0.2999963499,
5.663,0.001865087265,0.0007798091744,0.2999963483,
5.683,0.001886066252,0.0007693866017,0.2999963419,
5.703,0.001907826963,0.0007584888144,0.2999964602,
5.723,0.001930367219,0.0007448407428,0.2999964184,
5.743,0.001954353936,0.0007307672959,0.2999964264,
5.763,0.001978770238,0.0007136229141,0.2999963955,
5.783,0.002000219946,0.0006969544765,0.2999963566,
5.803,0.002021032096,0.000682683424,0.2999963507,
5.823,0.002041947154,0.0006674834462,0.2999963192,
5.843,0.002061476833,0.0006495512537,0.2999964587,
5.863,0.002079989461,0.0006313019078,0.2999964161,
5.883,0.002103907479,0.0006142447518,0.2999964166,
5.903,0.002125702656,0.0005990035282,0.2999964871,
5.923,0.002151605522,0.0005870902869,0.29999636,
5.943,0.002178453888,0.0005792636882,0.2999962994,
5.963,0.002204113703,0.0005723374373,0.2999973404,
5.983,0.002231370665,0.0005649294849,0.2999973297,
6.003,0.002255130387,0.0005555740325,0.2999973218,
6.023,0.002277562079,0.0005468339383,0.2999973051,
6.043,0.002300281695,0.0005456888967,0.2999919378,
6.063,0.002312058688,0.0005371983242,0.3000000001,
6.083,0.002331993762,0.0005318835056,0.3,
6.103,0.002347132552,0.0005269969605,0.3,
6.123,0.002362603702,0.0005190958799,0.3000000001,
6.143,0.00238195718,0.0005125655612,0.3000000002,
6.163,0.002405984344,0.0005080289121,0.3000000002,
6.183,0.002431150533,0.0005028233404,0.3000000002,
6.203,0.00245589687,0.0004971486439,0.3000000003,
6.223,0.002480360899,0.0004943022698,0.3000000001,
6.243,0.002506387966,0.0004950799499,0.2999986918,
6.263,0.002527170483,0.000491268606,0.2999977666,
6.283,0.002550227258,0.0004869340298,0.2999979255,
6.303,0.002577918968,0.000483582365,0.2999978939,
6.323,0.002607540297,0.0004818353865,0.2999981012,
6.343,0.002637045645,0.0004779033452,0.3,
6.363,0.002669707191,0.0004750664077,0.2999994252,
6.383,0.002683943972,0.0004714413942,0.2999985317,
6.403,0.002689587021,0.0004708350404,0.2999944042,
6.423,0.00268707442,0.0004693738226,0.2999986344,
6.443,0.002716359656,0.0004688531204,0.299998668,
6.463,0.00274082407,0.0004719099024,0.3,
6.483,0.002765155402,0.0004741112707,0.3,
6.503,0.002793306202,0.0004785560548,0.2999936188,
6.523,0.002815525936,0.000487725557,0.2999957205,
6.543,0.002838433071,0.0004974956274,0.2999958202,
6.563,0.002865252038,0.000510188489,0.2999959586,
6.583,0.0028881406,0.0005257608859,0.2999959697,
6.603,0.00290740419,0.000545838645,0.2999958945,
6.623,0.002923057768,0.0005635169588,0.2999958411,
6.643,0.002942619835,0.0005838300002,0.2999957987,
6.663,0.0029601484,0.0006002513007,0.2999959577,
6.683,0.002983409207,0.0006091677846,0.2999949889,
6.703,0.003007109878,0.0006208461169,0.2999950649,
6.723,0.00303583806,0.0006359723504,0.2999951888,
6.743,0.003059364852,0.0006553809604,0.2999954285,
6.763,0.00307777839,0.0006779720279,0.2999955193,
6.783,0.003096120335,0.0006984998723,0.2999982667,
6.803,0.003115050587,0.0007154529278,0.2999999999,
6.823,0.003120786724,0.000735653482,0.2999975858,
6.843,0.003133388197,0.0007613178699,0.2999988589,
6.863,0.003154911008,0.0007816416519,0.299999187,
6.883,0.003172010142,0.0008098535979,0.3000002151,
6.903,0.003191797769,0.0008502936559,0.3000212698,
6.923,0.003226999411,0.0009169222117,0.3002860864,
6.943,0.003284643098,0.0007683328487,0.3008080558,
6.963,0.003137609364,0.0005268162608,0.301950103,
6.983,0.002898980073,0.0002603319968,0.3038776555,
7.003,0.002638610661,-3.94408865e-05,0.3067428509,
7.023,0.002350451688,-0.0003938671412,0.3106531506,
7.043,0.002015944391,-0.0008295438537,0.3159110894,
7.063,0.001612180352,-0.00136707022,0.3224845087,
7.083,0.001121928874,-0.002015317328,0.3299512807,
7.103,0.0005382529436,-0.00277574416,0.3378322479,
7.123,-0.0001396842902,-0.003648781903,0.3458007263,
7.143,-0.0009120044931,-0.004646635561,0.3540313126,
7.163,-0.001788197699,-0.005779665847,0.3627196871,
7.183,-0.002775480158,-0.007047476099,0.3718024174,
7.203,-0.003871406134,-0.008444449815,0.3811482726,
7.223,-0.005070208556,-0.009962607615,0.3906309763,
7.243,-0.006365682464,-0.01160339832,0.4004903048,
7.263,-0.007760505972,-0.01336619978,0.4109473217,
7.283,-0.009255874475,-0.0152396909,0.4218643835,
7.303,-0.0108430549,-0.01721036341,0.4329983638,
7.323,-0.01251032763,-0.01926677299,0.4441665671,
7.343,-0.01424710944,-0.0214072736,0.455600329,
7.363,-0.01605023252,-0.02362972278,0.4675424699,
7.383,-0.01791623336,-0.02592406395,0.4798739753,
7.403,-0.01983584207,-0.02827942158,0.492392999,
7.423,-0.02179992164,-0.03068678462,0.5049540386,
7.443,-0.02380122541,-0.03314334447,0.5178093328,
7.463,-0.02583778144,-0.03564482811,0.5311454696,
7.483,-0.02790700453,-0.03818286977,0.5448399124,
7.503,-0.03000365521,-0.04074909049,0.5586687138,
7.523,-0.0321220903,-0.04333703876,0.5724854806,
7.543,-0.03425761,-0.04594465101,0.5865854489,
7.563,-0.0364085168,-0.04856875765,0.6011101745,
7.583,-0.03857193138,-0.05120493951,0.6159455251,
7.603,-0.04074359455,-0.05384904564,0.6309042129,
7.623,-0.04291945078,-0.05649775658,0.6458313413,
7.643,-0.0450958934,-0.05914946884,0.6609019534,
7.663,-0.04727083778,-0.06180311158,0.6764511929,
7.683,-0.04944240933,-0.06445588177,0.692416156,
7.703,-0.0516081005,-0.0671045672,0.7085811678,
7.723,-0.05376539134,-0.06974641349,0.7247935446,
7.743,-0.05591237055,-0.07237926405,0.7412383038,
7.763,-0.05804774436,-0.07500039013,0.7579878052,
7.783,-0.06017061555,-0.07760666553,0.7749182664,
7.803,-0.0622804725,-0.08019505261,0.7918542119,
7.823,-0.06437692583,-0.08276296899,0.8086866227,
7.843,-0.06645947742,-0.08530780584,0.8256403625,
7.863,-0.06852751879,-0.08782729806,0.842867487,
7.883,-0.07058074652,-0.09032012726,0.860290559,
7.903,-0.0726193204,-0.09278537849,0.8777513034,
7.923,-0.07464362865,-0.09522209147,0.8951486389,
7.943,-0.07665388748,-0.09762828904,0.9127061473,
7.963,-0.07864958682,-0.1000030543,0.9304880296,
7.983,-0.08062960353,-0.1023468694,0.9483717958,
8.003,-0.08259205278,-0.1046606143,0.966210159,
8.023,-0.08453467821,-0.1069448502,0.983937976,
8.043,-0.08645501463,-0.1091987703,1.001765107,
8.063,-0.08834968238,-0.1114220823,1.019756458,
8.083,-0.09021610616,-0.1136149271,1.037819003,
8.103,-0.09205285765,-0.1157771873,1.055819663,
8.123,-0.09385953849,-0.1179078519,1.073692742,
8.143,-0.0956362452,-0.1200041766,1.091627348,
8.163,-0.09738257361,-0.1220636842,1.10967623,
8.183,-0.09909973202,-0.1240846654,1.127763243,
8.203,-0.1007900254,-0.1260656905,1.145791468,
8.223,-0.1024559525,-0.1280052789,1.163707416,
8.243,-0.1040995859,-0.129900896,1.181661361,
8.263,-0.1057219384,-0.1317515298,1.199730085,
8.283,-0.1073237799,-0.1335585867,1.217854227,
8.303,-0.1089054129,-0.1353247204,1.235938912,
8.323,-0.1104666664,-0.1370527586,1.253917126,
8.343,-0.1120071814,-0.1387442368,1.271903089,
8.363,-0.1135263296,-0.1404008576,1.289989452,
8.383,-0.1150239039,-0.1420250531,1.308148805,
8.403,-0.1164998177,-0.143619415,1.326307264,
8.423,-0.1179539744,-0.1451859771,1.344398511,
8.443,-0.1193860231,-0.1467255462,1.362513393,
8.463,-0.1207952389,-0.1482387061,1.380681938,
8.483,-0.1221814094,-0.1497259719,1.398848884,
8.503,-0.1235448166,-0.1511876443,1.416935099,
8.523,-0.1248859886,-0.1526236444,1.434897344,
8.543,-0.1262053195,-0.1540335971,1.452816039,
8.563,-0.1275025151,-0.1554176688,1.470699564,
8.583,-0.1287772351,-0.1567765852,1.488502797,
8.603,-0.1300291455,-0.1581108849,1.506169193,
8.623,-0.1312581649,-0.1594206767,1.523672076,
8.643,-0.1324644985,-0.1607054649,1.54108226,
8.663,-0.1336484667,-0.161964738,1.558435429,
8.683,-0.1348108566,-0.163198071,1.575707843,
8.703,-0.1359528511,-0.1644049065,1.592849822,
8.723,-0.1370757032,-0.1655843066,1.609834109,
8.743,-0.1381803828,-0.1667348079,1.626721877,
8.763,-0.139267305,-0.1678550978,1.643550446,
8.783,-0.1403371146,-0.1689440992,1.66031513,
8.803,-0.1413906923,-0.1700010355,1.676987626,
8.823,-0.142429043,-0.1710253503,1.693543831,
8.843,-0.143452891,-0.172016788,1.709985522,
8.863,-0.1444623111,-0.1729756666,1.726293039,
8.883,-0.1454571064,-0.173902707,1.742441939,
8.903,-0.146437021,-0.1747988131,1.758421544,
8.923,-0.1474017211,-0.1756649476,1.774248991,
8.943,-0.1483508453,-0.1765023161,1.789931406,
8.963,-0.149284239,-0.1773121761,1.805461797,
8.983,-0.1502020209,-0.1780956808,1.820838654,
9.003,-0.1511044913,-0.1788538655,1.836056595,
9.023,-0.1519920502,-0.1795876306,1.8511189,
9.043,-0.1528650698,-0.1802973656,1.866030773,
9.063,-0.1537237793,-0.1809826647,1.880802176,
9.083,-0.154568316,-0.1816424632,1.895440002,
9.103,-0.15539866,-0.1822755916,1.909918644,
9.123,-0.1562147183,-0.1828811459,1.924218534,
9.143,-0.1570162951,-0.1834585039,1.938344661,
9.163,-0.1578030253,-0.1840073421,1.95232194,
9.183,-0.1585743845,-0.1845277412,1.966161773,
9.203,-0.1593299415,-0.1850202007,1.979852981,
9.223,-0.1600695993,-0.1854852595,1.993396723,
9.243,-0.1607933809,-0.1859235504,2.006792519,
9.263,-0.1615014836,-0.1863356216,2.020044706,
9.283,-0.1621939601,-0.1867217952,2.033170318,
9.303,-0.1628708097,-0.1870824315,2.046166355,
9.323,-0.1635321621,-0.1874178064,2.05902766,
9.343,-0.164178136,-0.1877282577,2.071751975,
9.363,-0.1648087679,-0.1880145013,2.084343278,
9.383,-0.1654237714,-0.1882777492,2.096788861,
9.403,-0.1660228503,-0.1885197152,2.109074963,
9.423,-0.1666056492,-0.1887420605,2.121206719,
9.443,-0.1671719708,-0.1889461678,2.133192579,
9.463,-0.1677216863,-0.1891328978,2.145033566,
9.483,-0.16825472,-0.1893026417,2.156730793,
9.503,-0.168770779,-0.1894554329,2.168285017,
9.523,-0.1692694532,-0.1895909795,2.179700262,
9.543,-0.1697502657,-0.1897085774,2.190992316,
9.563,-0.1702126048,-0.189806899,2.202184295,
9.583,-0.1706562612,-0.1898839142,2.213297276,
9.603,-0.1710819246,-0.1899375491,2.224319225,
9.623,-0.1714912164,-0.1899659928,2.235229683,
9.643,-0.1718860302,-0.1899677484,2.246004706,
9.663,-0.1722680784,-0.1899416395,2.256627694,
9.683,-0.1726389654,-0.1898867902,2.267084739,
9.703,-0.1730002486,-0.1898029485,2.277374056,
9.723,-0.1733532902,-0.1896907408,2.28750721,
9.743,-0.1736987956,-0.1895514493,2.297503388,
9.763,-0.1740367294,-0.189386965,2.307383119,
9.783,-0.1743665143,-0.1891994864,2.317151597,
9.803,-0.174687212,-0.1889915115,2.326824592,
9.823,-0.1749979653,-0.188765735,2.336392653,
9.843,-0.1752981015,-0.1885250827,2.345839683,
9.863,-0.1755872053,-0.1882722856,2.355158598,
9.883,-0.1758646312,-0.1880093931,2.364353426,
9.903,-0.176129182,-0.1877376136,2.373425607,
9.923,-0.1763794943,-0.1874571732,2.382378752,
9.943,-0.1766142196,-0.1871676081,2.391225158,
9.963,-0.1768323997,-0.1868683285,2.399982038,
9.983,-0.1770334471,-0.1865587111,2.40866037,
10.003,-0.1772170717,-0.1862384848,2.417251225,
10.023,-0.1773831521,-0.1859075654,2.425762966,
10.043,-0.1775313383,-0.1855660841,2.434192157,
10.063,-0.177661142,-0.1852142148,2.442537478,
10.083,-0.1777720874,-0.1848517794,2.450793153,
10.103,-0.1778642746,-0.184478321,2.458945143,
10.123,-0.1779386495,-0.1840929854,2.466985027,
10.143,-0.1779969406,-0.1836947518,2.474914988,
10.163,-0.1780409105,-0.1832825155,2.48273603,
10.183,-0.1780720337,-0.1828549657,2.490453363,
10.203,-0.1780912196,-0.1824108223,2.498068346,
10.223,-0.1780990478,-0.1819491471,2.505566532,
10.243,-0.1780961624,-0.1814694579,2.512950716,
10.263,-0.1780831115,-0.1809718124,2.52022289,
10.283,-0.1780600957,-0.180456665,2.52738588,
10.303,-0.1780268025,-0.1799246505,2.534442163,
10.323,-0.1779823847,-0.1793765944,2.541392044,
10.343,-0.1779258261,-0.1788134792,2.548239317,
