"/uav_ground_truth/pose/pose/position/z_x","/uav_ground_truth/pose/pose/position/z_y","/ual/pose/pose/position/z_x","/ual/pose/pose/position/z_y","/del_uav/KF_pose/z_x","/del_uav/KF_pose/z_y"
2.316,0.3,3.588,0.1124890521,3.635,0.1018824668,
2.336,0.3000000002,3.628,0.1155237556,3.668,0.1075930968,
2.356,0.3000000002,3.667,0.1258461028,3.702,0.1086977666,
2.376,0.3000000001,3.687,0.1293046921,3.736,0.121318012,
2.396,0.3000000001,3.717,0.1339726746,3.768,0.121318012,
2.416,0.3000000002,3.761,0.1346929073,3.808,0.1199341213,
2.436,0.3000000002,3.799,0.1325009614,3.838,0.1199341213,
2.456,0.3000000002,3.836,0.1276547313,3.87,0.1148096493,
2.476,0.2999958028,3.868,0.1178432405,3.904,0.1148096493,
2.496,0.2999999871,3.902,0.08197291195,3.936,0.07403123812,
2.516,0.2999957969,3.938,0.04531243071,3.968,0.03178372243,
2.536,0.3,3.955,0.03520996496,3.997,0.03178372243,
2.556,0.3,3.995,-0.0008872698527,4.035,-0.0095601381,
2.576,0.3000000007,4.032,-0.02002100646,4.067,-0.0387343675,
2.596,0.3000000007,4.066,-0.04291444644,4.102,-0.03854423369,
2.616,0.3000000003,4.103,-0.05727772787,4.135,-0.05585898566,
2.636,0.3,4.123,-0.06220815331,4.179,-0.05585898566,
2.656,0.3,4.157,-0.06909571588,4.208,-0.06410346538,
2.676,0.2999999961,4.195,-0.07090107352,4.239,-0.06410346538,
2.696,0.3,4.238,-0.07165342569,4.273,-0.0632284492,
2.716,0.3,4.256,-0.069661282,4.307,-0.0632284492,
2.736,0.3,4.301,-0.06118028983,4.335,-0.05037573045,
2.756,0.3,4.332,-0.04874175787,4.367,-0.0312089668,
2.776,0.3,4.363,-0.03451666236,4.401,-0.0312089668,
2.796,0.3,4.397,-0.02804999985,4.433,-0.02087918071,
2.816,0.3,4.435,-0.01751018502,4.468,-0.02087918071,
2.836,0.3,4.47,-0.007561218925,4.498,-0.006880982906,
2.856,0.3,4.487,-0.00187386421,4.538,0.009120757872,
2.876,0.3,4.532,0.0101369163,4.57,0.009120757872,
2.896,0.3,4.557,0.01541964058,4.61,0.009120757872,
2.916,0.2999999999,4.585,0.02144795842,4.641,0.02529748425,
2.936,0.3,4.629,0.0349547565,4.671,0.04422809039,
2.956,0.3,4.666,0.04902562872,4.707,0.04422809039,
2.976,0.3,4.691,0.05695552379,4.748,0.04471417211,
2.996,0.2999981774,4.717,0.06549707055,4.773,0.06610925889,
3.016,0.3000000001,4.765,0.08031550795,4.805,0.06610925889,
3.036,0.3000000001,4.803,0.09842503816,4.836,0.08975289684,
3.056,0.3000000001,4.838,0.1145201176,4.868,0.1119830639,
3.076,0.3,4.869,0.1302903593,4.902,0.1152192166,
3.096,0.3000000001,4.902,0.149129495,4.935,0.1399102847,
3.116,0.3000000001,4.933,0.1627577841,4.968,0.1593350666,
3.136,0.3,4.972,0.1758432239,5.002,0.1634347039,
3.156,0.3000000001,4.99,0.1820429265,5.036,0.1820681163,
3.176,0.3000000001,5.024,0.1976119578,5.07,0.2030497834,
3.196,0.3000000001,5.065,0.2110208422,5.104,0.2030497834,
3.216,0.3,5.081,0.2170512378,5.137,0.2263747847,
3.236,0.3,5.125,0.2328372002,5.171,0.2263747847,
3.256,0.3000000001,5.167,0.2643678486,5.215,0.254940325,
3.276,0.3000000001,5.183,0.2748292089,5.244,0.2870991769,
3.296,0.3,5.231,0.2977646291,5.288,0.2870991769,
3.316,0.3000000001,5.266,0.3186047375,5.306,0.320325638,
3.336,0.3000000001,5.302,0.3438496292,5.335,0.3202376762,
3.356,0.2999999546,5.324,0.3529999852,5.369,0.3519796925,
3.376,0.3000000002,5.364,0.3769488335,5.387,0.3519796925,
3.396,0.3000000001,5.383,0.3899888098,5.435,0.3920450365,
3.416,0.3000000001,5.429,0.4211968482,5.467,0.4316238229,
3.436,0.3000000002,5.463,0.4480283856,5.502,0.4316238229,
3.456,0.3000000001,5.5,0.4796360731,5.537,0.4782024309,
3.476,0.3000000001,5.536,0.5088210106,5.57,0.4782024309,
3.496,0.3000000002,5.556,0.5248959064,5.601,0.5272761929,
3.516,0.3000000003,5.601,0.5756363869,5.636,0.578820847,
3.536,0.3000000002,5.63,0.5922060013,5.668,0.578820847,
3.556,0.2999970623,5.669,0.6174228191,5.703,0.6179818167,
3.576,0.3000000001,5.701,0.6454971433,5.738,0.6179818167,
3.596,0.3000000001,5.713,0.6626962423,5.762,0.6638576909,
3.616,0.3,5.765,0.6942468286,5.803,0.6644235518,
3.636,0.2999992168,5.785,0.7084025741,5.836,0.7100012006,
3.656,0.2999944892,5.836,0.7406057715,5.868,0.7100012006,
3.676,0.2999945605,5.869,0.7738918066,5.902,0.7620572814,
3.696,0.2999977336,5.888,0.7948931456,5.936,0.7620572814,
3.716,0.3,5.936,0.8267738819,5.968,0.8139880417,
3.736,0.3,5.952,0.8477486372,6.002,0.869771053,
3.756,0.3,5.992,0.8835787773,6.041,0.8669104107,
3.776,0.3,6.034,0.913725853,6.073,0.9145278202,
3.796,0.3,6.05,0.9322917461,6.107,0.9145278202,
3.816,0.3,6.092,0.9699587226,6.136,0.9665975999,
3.836,0.3,6.133,1.010447383,6.168,1.029539466,
3.856,0.3,6.167,1.049949527,6.212,1.027600716,
3.876,0.3,6.181,1.064068556,6.244,1.079577308,
3.896,0.3,6.23,1.10338521,6.28,1.079577308,
3.916,0.3,6.27,1.139886141,6.31,1.131161627,
3.936,0.3,6.29,1.156417608,6.343,1.131161627,
3.956,0.3,6.338,1.197721601,6.373,1.181082285,
3.976,0.3,6.359,1.209430575,6.4,1.181082285,
3.996,0.3,6.399,1.253609896,6.434,1.239000244,
4.016,0.3,6.436,1.286808133,6.469,1.2496029,
4.036,0.3,6.457,1.302893758,6.502,1.306500569,
4.056,0.3,6.489,1.344244361,6.535,1.362234882,
4.076,0.3,6.533,1.384598017,6.568,1.363328351,
4.096,0.3,6.565,1.429342031,6.602,1.427236217,
4.116,0.3,6.602,1.46902895,6.636,1.427236217,
4.136,0.3000000008,6.619,1.494893551,6.668,1.48416497,
4.156,0.3000000002,6.652,1.535591602,6.702,1.541418805,
4.176,0.3000000001,6.69,1.573009968,6.735,1.535391407,
4.196,0.3000000001,6.728,1.611760974,6.769,1.593930614,
4.216,0.3000000001,6.762,1.650598049,6.802,1.65093179,
4.236,0.3000000004,6.792,1.693583727,6.836,1.637914337,
4.256,0.3,6.834,1.734859705,6.873,1.691844699,
4.276,0.2999948837,6.868,1.771864653,6.903,1.691844699,
4.296,0.2999980165,6.904,1.805197716,6.935,1.768483006,
4.316,0.2999980221,6.925,1.825287223,6.968,1.826711434,
4.336,0.2999981026,6.962,1.865381718,7.002,1.826711434,
4.356,0.2999982536,6.986,1.885729909,7.035,1.884732604,
4.376,0.3000003995,7.028,1.925351501,7.068,1.886071336,
4.396,0.2999989441,7.063,1.960994601,7.103,1.936027034,
4.416,0.2999990524,7.103,1.996740222,7.135,1.936027034,
4.436,0.299997064,7.12,2.011771917,7.168,1.987769736,
4.456,0.2999898081,7.158,2.050835848,7.203,2.036282015,
4.476,0.3000041878,7.195,2.082947493,7.235,2.036282015,
4.496,0.300076431,7.234,2.115160227,7.269,2.086997963,
4.516,0.3001130183,7.247,2.13385725,7.302,2.086997963,
4.536,0.3001555585,7.288,2.162395,7.333,2.133004306,
4.556,0.3001940351,7.324,2.196475744,7.367,2.177071303,
4.576,0.3003670507,7.359,2.228609324,7.401,2.177071303,
4.596,0.3006926325,7.388,2.259589911,7.431,2.223402508,
4.616,0.3011140442,7.41,2.276549816,7.469,2.223402508,
4.636,0.3015503992,7.464,2.302168608,7.502,2.264236466,
4.656,0.3019802865,7.499,2.332725763,7.534,2.264236466,
4.676,0.3024963509,7.537,2.364309072,7.568,2.317023922,
4.696,0.3030871406,7.56,2.375254393,7.602,2.317023922,
4.716,0.3036916847,7.603,2.401333332,7.633,2.352993675,
4.736,0.3042606572,7.622,2.414601326,7.668,2.352993675,
4.756,0.3047926058,7.647,2.429002047,7.702,2.392928205,
4.776,0.3054076657,7.692,2.454965591,7.735,2.432591731,
4.796,0.3061354579,7.725,2.483264923,7.769,2.439846505,
4.816,0.3068947576,7.769,2.51092124,7.802,2.480964417,
4.836,0.3076001106,7.788,2.525406122,7.84,2.480964417,
4.856,0.3082220762,7.825,2.549396515,7.868,2.517574207,
4.876,0.3088738445,7.863,2.574263811,7.903,2.55204567,
4.896,0.3095596545,7.897,2.59825635,7.939,2.555477652,
4.916,0.3102200526,7.917,2.610966921,7.969,2.555477652,
4.936,0.3108132182,7.966,2.634001017,8.002,2.592740361,
4.956,0.3113518501,7.989,2.647198677,8.046,2.624838789,
4.976,0.3120129422,8.028,2.669219971,8.079,2.624838789,
4.996,0.3128834047,8.057,2.6799891,8.113,2.624838789,
5.016,0.3138890241,8.081,2.690562248,8.142,2.656745896,
5.036,0.3149079488,8.128,2.711794376,8.171,2.656745896,
5.056,0.3158519496,8.17,2.733376741,8.202,2.683579945,
5.076,0.3170059813,8.202,2.752791405,8.239,2.711849889,
5.096,0.3185505951,8.219,2.762357235,8.268,2.711849889,
5.116,0.3203901018,8.268,2.779480696,8.304,2.742095971,
5.136,0.3226884829,8.294,2.788042784,8.336,2.742095971,
5.156,0.3255321361,8.32,2.796417713,8.368,2.766659778,
5.176,0.3286291048,8.363,2.813163519,8.402,2.766659778,
5.196,0.3316552137,8.38,2.821561813,8.436,2.789452708,
5.216,0.3344220721,8.42,2.836473227,8.468,2.789452708,
5.236,0.3368672321,8.459,2.851658821,8.501,2.811863066,
5.256,0.3390940627,8.5,2.866448641,8.536,2.803687784,
5.276,0.3416442879,8.534,2.88058424,8.568,2.824331004,
5.296,0.3447040241,8.56,2.88807416,8.601,2.845425231,
5.316,0.3480777431,8.6,2.902239799,8.638,2.845425231,
5.336,0.3515218844,8.619,2.908903837,8.667,2.86730814,
5.356,0.3549407662,8.659,2.924705029,8.7,2.883761277,
5.376,0.3587097568,8.702,2.944847822,8.735,2.903525267,
5.396,0.3629534372,8.736,2.958599567,8.768,2.923752916,
5.416,0.367485611,8.769,2.971643448,8.801,2.911900728,
5.436,0.3721012721,8.802,2.983357191,8.846,2.929365133,
5.456,0.3767510713,8.824,2.989452124,8.868,2.929365133,
5.476,0.3818029476,8.87,2.997128963,8.901,2.942806254,
5.496,0.3872944678,8.89,2.998939037,8.937,2.942806254,
5.516,0.3929898645,8.936,3.003815174,8.973,2.9418061,
5.536,0.3986691181,8.959,3.006015301,9.016,2.9499188,
5.556,0.4042910612,8.994,3.011899471,9.037,2.9499188,
5.576,0.4102600586,9.019,3.014779568,9.067,2.958492949,
5.596,0.4166526054,9.064,3.020715237,9.102,2.958492949,
5.616,0.4231939704,9.099,3.027005911,9.139,2.966097591,
5.636,0.4296458778,9.122,3.028534174,9.168,2.990301345,
5.656,0.4359387525,9.17,3.033231735,9.202,2.997776072,
5.676,0.4425014244,9.202,3.038716078,9.236,2.997776072,
5.696,0.4495406351,9.222,3.041441441,9.274,3.005458235,
5.716,0.4568607672,9.246,3.043951511,9.317,3.005458235,
5.736,0.4642223131,9.299,3.049726486,9.339,2.968963786,
5.756,0.4715433826,9.325,3.052446842,9.368,2.968963786,
5.776,0.4792391561,9.347,3.05548358,9.403,2.977138014,
5.796,0.4874594101,9.397,3.060929775,9.437,2.977138014,
5.816,0.4960673556,9.422,3.063484192,9.471,2.977138014,
5.836,0.5048707097,9.447,3.065792322,9.511,2.984005467,
5.856,0.5137937047,9.49,3.07025671,9.538,3.002732974,
5.876,0.523158744,9.512,3.072479248,9.57,3.009838094,
5.896,0.5329819887,9.561,3.07802248,9.61,3.018214841,
5.916,0.5430650238,9.601,3.083992481,9.64,3.018214841,
5.936,0.5531992327,9.621,3.086741924,9.669,3.025513138,
5.956,0.5632772488,9.667,3.091504812,9.704,3.050602563,
5.976,0.5735956437,9.701,3.095299244,9.738,3.054950338,
5.996,0.5843664035,9.739,3.096497774,9.775,3.054950338,
6.016,0.5954558353,9.768,3.097059488,9.802,3.056713658,
6.036,0.6066741485,9.801,3.09883523,9.838,3.05981814,
6.056,0.6179627303,9.835,3.100888729,9.868,3.046901818,
6.076,0.6296052007,9.871,3.10326004,9.903,3.050003829,
6.096,0.6416505652,9.904,3.105019093,9.937,3.050003829,
6.116,0.6539644568,9.92,3.105849981,9.968,3.059690547,
6.136,0.6663834183,9.958,3.107952595,10.002,3.062991466,
6.156,0.6788425132,9.992,3.110234499,10.035,3.062991466,
6.176,0.6916088122,10.037,3.112604141,10.072,3.058639628,
6.196,0.7047224732,10.048,3.113609791,10.103,3.058639628,
6.216,0.7180350158,10.1,3.116154909,10.141,3.062465788,
6.236,0.7313890724,10.127,3.118940592,10.173,3.062465788,
6.256,0.7447244258,10.152,3.120231867,10.202,3.067799218,
6.276,0.7583393519,10.204,3.122272015,10.235,3.068872461,
6.296,0.7723517705,10.235,3.122188568,10.267,3.068872461,
6.316,0.7866518963,10.256,3.121877909,10.302,3.067993063,
6.336,0.8010948032,10.29,3.120001793,10.338,3.076609997,
6.356,0.8156148226,10.335,3.118907928,10.369,3.076609997,
6.376,0.8304073798,10.36,3.119037628,10.401,3.07620591,
6.396,0.8455112383,10.399,3.118495941,10.435,3.07620591,
6.416,0.8607871252,10.431,3.118465662,10.467,3.076063965,
6.436,0.8760913438,10.465,3.118642807,10.502,3.076063965,
6.456,0.8913824281,10.487,3.119120836,10.535,3.076913764,
6.476,0.9069053523,10.526,3.11945796,10.568,3.079167141,
6.496,0.9227170934,10.57,3.120074511,10.613,3.080008364,
6.516,0.938691868,10.595,3.120331764,10.636,3.080008364,
6.536,0.9546871609,10.62,3.120390654,10.669,3.080185784,
6.556,0.9706457542,10.662,3.120428324,10.702,3.079942359,
6.576,0.9867391658,10.696,3.12015605,10.739,3.079942359,
6.596,1.002998794,10.735,3.119763136,10.772,3.082139378,
6.616,1.019333274,10.753,3.11995101,10.805,3.082139378,
6.636,1.035643153,10.788,3.119697809,10.835,3.08205481,
6.656,1.051897358,10.826,3.120193005,10.869,3.08258096,
6.676,1.068223435,10.856,3.120400429,10.902,3.066803912,
6.696,1.084647879,10.903,3.12025094,10.934,3.066953871,
6.716,1.101128828,10.938,3.120542288,10.968,3.066953871,
6.736,1.117606154,10.958,3.12055397,11,3.066942014,
6.756,1.13406295,11.002,3.120573759,11.037,3.066942014,
6.776,1.15061969,11.025,3.120833158,11.069,3.067567194,
6.796,1.167268431,11.06,3.121915102,11.103,3.075143604,
6.816,1.183902544,11.08,3.122526884,11.134,3.077257215,
6.836,1.200435622,11.131,3.124308348,11.17,3.077257215,
6.856,1.216877726,11.149,3.124682426,11.202,3.078921558,
6.876,1.233364368,11.191,3.125575066,11.235,3.078921558,
6.896,1.249925917,11.214,3.125542641,11.271,3.079411413,
6.916,1.266518428,11.263,3.125449657,11.302,3.063166693,
6.936,1.283078941,11.302,3.123684168,11.335,3.061360315,
6.956,1.299586983,11.33,3.122621775,11.368,3.061360315,
6.976,1.316108052,11.368,3.120504856,11.402,3.058274477,
6.996,1.332649943,11.401,3.11700201,11.435,3.053036074,
7.016,1.349180025,11.421,3.115107775,11.469,3.053036074,
7.036,1.365652293,11.461,3.112966061,11.508,3.061127382,
7.056,1.382043674,11.497,3.112313986,11.536,3.061127382,
7.076,1.398404973,11.535,3.111838341,11.569,3.060549867,
7.096,1.41475206,11.569,3.111290455,11.605,3.059906995,
7.116,1.431056972,11.59,3.111179352,11.642,3.059906995,
7.136,1.447288061,11.628,3.111601114,11.67,3.07230113,
7.156,1.463440071,11.67,3.112171412,11.706,3.07230113,
7.176,1.479534691,11.686,3.112750053,11.736,3.073326211,
7.196,1.495570429,11.722,3.113242388,11.768,3.074077189,
7.216,1.51153607,11.766,3.113585234,11.802,3.074077189,
7.236,1.527419453,11.802,3.113987446,11.837,3.074852724,
7.256,1.543218895,11.823,3.11437583,11.868,3.06951247,
7.276,1.558956227,11.861,3.114005566,11.904,3.069090066,
7.296,1.574635178,11.897,3.113599062,11.935,3.069090066,
7.316,1.5902549,11.916,3.1130476,11.968,3.068125371,
7.336,1.605798398,11.959,3.112525225,12.003,3.065229419,
7.356,1.621232611,11.997,3.109791517,12.035,3.060259768,
7.376,1.636541873,12.035,3.107466698,12.07,3.056148483,
7.396,1.651733414,12.058,3.105783939,12.102,3.056148483,
7.416,1.666811289,12.09,3.104380131,12.134,3.054362444,
7.436,1.681775697,12.124,3.103828907,12.167,3.061639102,
7.456,1.69661481,12.156,3.10358119,12.21,3.061639102,
7.476,1.711334041,12.195,3.101302147,12.239,3.058539316,
7.496,1.725952634,12.237,3.099741697,12.269,3.058539316,
7.516,1.74047558,12.27,3.098374367,12.307,3.056539958,
7.536,1.754891606,12.288,3.097481012,12.337,3.05086396,
7.556,1.769189914,12.325,3.096106529,12.378,3.05086396,
7.576,1.783367986,12.348,3.095028877,12.403,3.049201768,
7.596,1.797435696,12.389,3.094617605,12.435,3.049201768,
7.616,1.811403648,12.42,3.094269276,12.473,3.046664659,
7.636,1.825270193,12.461,3.092666864,12.511,3.046664659,
7.656,1.83903739,12.482,3.09104538,12.539,3.043534408,
7.676,1.852702572,12.524,3.089462757,12.571,3.043534408,
7.696,1.866260465,12.558,3.088693857,12.605,3.044057501,
7.716,1.879700624,12.596,3.08754921,12.636,3.044057501,
7.736,1.89301592,12.635,3.086538553,12.669,3.042607177,
7.756,1.906200293,12.651,3.08637476,12.705,3.041586985,
7.776,1.919246667,12.696,3.085495234,12.735,3.03581161,
7.796,1.9321547,12.727,3.08305645,12.771,3.031022704,
7.816,1.944928389,12.766,3.080582857,12.803,3.031022704,
7.836,1.957574792,12.785,3.079210758,12.841,3.027609993,
7.856,1.970098259,12.831,3.077082157,12.879,3.038264217,
7.876,1.9824919,12.857,3.076003313,12.902,3.037347928,
7.896,1.994744625,12.899,3.076147318,12.933,3.037347928,
7.916,2.006847071,12.933,3.07646513,12.973,3.027720293,
7.936,2.01880781,12.971,3.077293396,13.01,3.027720293,
7.956,2.030634261,13.001,3.077796221,13.036,3.028784469,
7.976,2.042326423,13.026,3.078023911,13.068,3.028784469,
7.996,2.053887802,13.063,3.079682827,13.101,3.033005129,
8.016,2.06532855,13.101,3.081512928,13.136,3.033005129,
8.036,2.076662415,13.121,3.082492352,13.169,3.035778975,
8.056,2.087885487,13.157,3.084900618,13.211,3.045747365,
8.076,2.09900338,13.194,3.086249113,13.237,3.045747365,
8.096,2.110019646,13.236,3.088226557,13.27,3.048326019,
8.116,2.120925018,13.251,3.089135647,13.302,3.048326019,
8.136,2.131711012,13.294,3.091512918,13.335,3.050313396,
8.156,2.142372432,13.332,3.093795061,13.368,3.050313396,
8.176,2.152915421,13.37,3.095824957,13.402,3.053000097,
8.196,2.163343189,13.396,3.09645915,13.435,3.054798771,
8.216,2.173655682,13.433,3.097887993,13.469,3.052866981,
8.236,2.183850121,13.455,3.098133087,13.514,3.05342769,
8.256,2.19393336,13.495,3.098065853,13.541,3.05342769,
8.276,2.203913572,13.537,3.098546267,13.568,3.05414005,
8.296,2.213785028,13.555,3.098794937,13.606,3.047767673,
8.316,2.22354589,13.594,3.099454641,13.635,3.049018031,
8.336,2.233202527,13.635,3.10033226,13.669,3.049018031,
8.356,2.242755838,13.656,3.099871159,13.701,3.04785589,
8.376,2.252206739,13.691,3.098494291,13.735,3.047016436,
8.396,2.261556658,13.724,3.098023415,13.769,3.061345476,
8.416,2.270807881,13.758,3.097755432,13.804,3.060509283,
8.436,2.279957106,13.789,3.096733093,13.838,3.060509283,
8.456,2.28899765,13.835,3.095741987,13.868,3.059107286,
8.476,2.297932125,13.853,3.095918179,13.907,3.045043854,
8.496,2.306768812,13.891,3.096903801,13.936,3.045043854,
8.516,2.315512384,13.927,3.098182678,13.968,3.046892746,
8.536,2.324164561,13.963,3.099830151,14.007,3.048537005,
8.556,2.332724909,14,3.100493431,14.038,3.048537005,
8.576,2.341192839,14.037,3.101479769,14.068,3.049902851,
8.596,2.349566559,14.054,3.101897001,14.104,3.063385928,
8.616,2.357843039,14.086,3.102198124,14.135,3.063752059,
8.636,2.366019337,14.117,3.102270603,14.168,3.063752059,
8.656,2.374093168,14.156,3.101364374,14.206,3.063016291,
8.676,2.382057575,14.203,3.101593494,14.235,3.052279266,
8.696,2.389906054,14.221,3.101168156,14.268,3.051890362,
8.716,2.397637566,14.257,3.101506233,14.298,3.052249993,
8.736,2.40524714,14.297,3.101489782,14.344,3.057619552,
8.756,2.412733123,14.321,3.101747751,14.37,3.057889328,
8.776,2.420094583,14.361,3.101765871,14.402,3.057889328,
8.796,2.427322506,14.392,3.101546288,14.438,3.058002317,
8.816,2.434426565,14.429,3.102485418,14.469,3.05281441,
8.836,2.441415853,14.468,3.102986813,14.515,3.05281441,
8.856,2.448305164,14.486,3.102618456,14.537,3.05281441,
8.876,2.455102179,14.536,3.10255599,14.568,3.052394857,
