"/uav_ground_truth/pose/pose/position/y_x","/uav_ground_truth/pose/pose/position/y_y","/del_uav/KF_pose/y_x","/del_uav/KF_pose/y_y","/ual/pose/pose/position/y_x","/ual/pose/pose/position/y_y"
3.367,0.0009237710952,5.373,-0.02883679202,5.407,-0.09885344654,
3.387,0.0009394460753,5.408,-0.03569776128,5.427,-0.1031402349,
3.407,0.000955197297,5.441,-0.03573281821,5.472,-0.10826841,
3.427,0.0009648126198,5.472,-0.03573281821,5.501,-0.1102922186,
3.447,0.0009810698477,5.508,-0.05591095221,5.54,-0.1145022437,
3.467,0.0009967284231,5.539,-0.05595362995,5.572,-0.1195037812,
3.487,0.001010768293,5.574,-0.05595362995,5.584,-0.1227567494,
3.507,0.001019769821,5.609,-0.05595362995,5.636,-0.1282181442,
3.527,0.001032455212,5.633,-0.05599630769,5.656,-0.128381893,
3.547,0.00105041524,5.674,-0.06372940157,5.707,-0.129431814,
3.567,0.001067447998,5.707,-0.06372940157,5.74,-0.131539762,
3.587,0.001084534054,5.739,-0.06372940157,5.759,-0.133044526,
3.607,0.001108274107,5.778,-0.07203933402,5.807,-0.1353566349,
3.627,0.001130841147,5.807,-0.07209936721,5.823,-0.1371420771,
3.647,0.001152255562,5.839,-0.07209936721,5.863,-0.1376115233,
3.667,0.001171248332,5.873,-0.07209936721,5.905,-0.1374515742,
3.687,0.001188631248,5.912,-0.08238333645,5.921,-0.1378427744,
3.707,0.001204834215,5.944,-0.08238333645,5.963,-0.1387068629,
3.727,0.001218156074,5.978,-0.08238333646,6.004,-0.1395481676,
3.747,0.0012307894,6.007,-0.08238333646,6.038,-0.1404294521,
3.767,0.001242999657,6.04,-0.08238333646,6.052,-0.1407454163,
3.787,0.001255408172,6.083,-0.09867397792,6.101,-0.1418536901,
3.807,0.001268049298,6.115,-0.09867397792,6.141,-0.1428826749,
3.827,0.00128044483,6.151,-0.09867397792,6.161,-0.1432365477,
3.847,0.001293124029,6.181,-0.09867397792,6.209,-0.1437586099,
3.867,0.001306538524,6.214,-0.09867397793,6.23,-0.1437284201,
3.887,0.001320698954,6.244,-0.1168799473,6.27,-0.1442652345,
