"/uav_ground_truth/pose/pose/position/z_x","/uav_ground_truth/pose/pose/position/z_y","/ual/pose/pose/position/z_x","/ual/pose/pose/position/z_y","/del_uav/KF_pose/z_x","/del_uav/KF_pose/z_y"
2.93,0.2999956857,4.664,-0.1895927042,4.709,-0.1737860093,
2.95,0.2999956792,4.705,-0.2021968663,4.738,-0.1895214167,
2.97,0.2999956923,4.721,-0.2067599446,4.775,-0.1895214167,
2.99,0.2999956868,4.754,-0.210524112,4.805,-0.2022614019,
3.01,0.2999956805,4.798,-0.2206591964,4.841,-0.2022614019,
3.03,0.2999956764,4.835,-0.2199698985,4.876,-0.1956763472,
3.05,0.2999956721,4.855,-0.2133591771,4.907,-0.1956763472,
3.07,0.2999956755,4.897,-0.195312351,4.938,-0.1685417939,
3.09,0.2999956854,4.936,-0.1729991734,4.973,-0.1686112273,
3.11,0.2999963368,4.956,-0.1606083512,5.005,-0.1352395843,
3.13,0.2999963221,4.991,-0.1300446242,5.037,-0.08106965246,
3.15,0.2999963162,5.031,-0.08835152537,5.069,-0.08070860138,
3.17,0.2999963199,5.071,-0.04493714869,5.105,-0.0225647035,
3.19,0.2999963163,5.088,-0.02470419928,5.137,-0.0225647035,
3.21,0.2999963156,5.132,0.009857897647,5.172,0.02462418667,
3.23,0.2999963132,5.155,0.0268717967,5.203,0.02462418667,
3.25,0.2999963067,5.195,0.04863899201,5.236,0.05381234587,
3.27,0.2999963065,5.239,0.06426777691,5.271,0.05380005915,
3.29,0.2999963092,5.253,0.07087927312,5.319,0.07710927145,
3.31,0.2999962997,5.299,0.1032494828,5.34,0.07710927145,
3.33,0.2999963042,5.323,0.1224603131,5.371,0.1314594564,
3.35,0.2999964967,5.348,0.143429473,5.407,0.1314594564,
3.37,0.3,5.396,0.1876980066,5.436,0.1957060029,
3.39,0.2999935208,5.431,0.2394067198,5.47,0.1948463408,
3.41,0.2999965133,5.472,0.2897408605,5.505,0.26439819,
3.43,0.3000000006,5.483,0.3140809536,5.538,0.3247352265,
3.45,0.3000000001,5.519,0.3541474938,5.585,0.3247352265,
3.47,0.3,5.571,0.3992353976,5.609,0.3660794137,
3.49,0.3,5.598,0.4078589976,5.641,0.3660794137,
3.51,0.3,5.617,0.4143088162,5.671,0.3805117603,
3.53,0.3,5.668,0.4228829741,5.703,0.3792635532,
3.55,0.3,5.696,0.4169091582,5.738,0.3824944899,
3.57,0.3,5.725,0.4146346152,5.771,0.3824944899,
3.59,0.3,5.746,0.4075445235,5.805,0.37100179,
3.61,0.2999999953,5.792,0.4035474658,5.839,0.3712177813,
3.63,0.3,5.836,0.4085901082,5.872,0.3750803578,
3.65,0.3000000001,5.857,0.4056279063,5.914,0.3655438064,
3.67,0.3000000001,5.898,0.3982021213,5.939,0.3655438064,
3.69,0.3000000001,5.938,0.3932054341,5.97,0.3587785901,
3.71,0.3000000001,5.961,0.3916728199,6.003,0.3587785901,
3.73,0.3,5.989,0.3845827579,6.037,0.3503718418,
3.75,0.3000000001,6.022,0.3822559416,6.071,0.355464951,
3.77,0.3000000001,6.062,0.3895519972,6.104,0.355464951,
3.79,0.3,6.098,0.4113453627,6.149,0.3862214308,
3.81,0.3000000001,6.131,0.432166785,6.181,0.3884154991,
3.83,0.3000000001,6.15,0.4468238652,6.215,0.421416821,
3.85,0.3000000001,6.189,0.4698045254,6.241,0.446328839,
3.87,0.299994577,6.226,0.4863603413,6.271,0.4471249256,
3.89,0.2999933272,6.26,0.500289917,6.304,0.4670146226,
3.91,0.3,6.285,0.5079953074,6.338,0.4670146226,
3.93,0.3000000001,6.326,0.5165627599,6.37,0.4755051189,
3.95,0.2999961241,6.366,0.5177240372,6.406,0.4755051189,
3.97,0.2999971602,6.394,0.5149270892,6.437,0.4644771907,
3.99,0.29999715,6.435,0.4944344461,6.47,0.4447545889,
4.01,0.3,6.467,0.4845213592,6.503,0.4474785068,
4.03,0.2999954714,6.497,0.489723295,6.536,0.450654571,
4.05,0.2999933513,6.527,0.497627914,6.571,0.4645680861,
4.07,0.2999933575,6.561,0.5092979074,6.596,0.4800804418,
4.09,0.2999933641,6.592,0.5246891379,6.638,0.4800804418,
4.11,0.2999932487,6.615,0.5302886367,6.671,0.4989974007,
4.13,0.299993169,6.668,0.5453636646,6.694,0.4997221099,
4.15,0.2999931399,6.684,0.5523579717,6.739,0.5141998823,
4.17,0.2999931282,6.731,0.5611634254,6.776,0.5141998823,
4.19,0.2999958943,6.769,0.5757921934,6.812,0.5305952185,
4.21,0.3000000008,6.789,0.5790558457,6.841,0.5305952185,
4.23,0.2999999974,6.829,0.5818607807,6.871,0.5278802789,
4.25,0.2999999999,6.863,0.5728283525,6.905,0.5168027588,
4.27,0.3000000049,6.896,0.5644884109,6.939,0.5161962575,
4.29,0.3000000049,6.935,0.5605592132,6.973,0.5092364426,
4.31,0.3000000002,6.953,0.5568776131,7.004,0.5096855181,
4.33,0.3000000002,6.993,0.5425679088,7.039,0.492793872,
4.35,0.3000000001,7.032,0.5357010365,7.068,0.48280018,
4.37,0.3000000001,7.069,0.5275033712,7.102,0.4842108146,
4.39,0.3,7.08,0.5269607306,7.138,0.489563062,
4.41,0.3000000001,7.128,0.5333340168,7.171,0.489563062,
4.43,0.3,7.159,0.5485768318,7.204,0.5341529038,
4.45,0.3,7.194,0.5819094181,7.236,0.5348911591,
4.47,0.3000000001,7.228,0.6303719878,7.273,0.6037929135,
4.49,0.3000000001,7.244,0.6568689346,7.304,0.6037929135,
4.51,0.3,7.295,0.7048822641,7.338,0.6698864114,
4.53,0.3,7.335,0.7492296696,7.37,0.7102492718,
4.55,0.3000000001,7.36,0.7706429958,7.406,0.7725840096,
4.57,0.3000000001,7.395,0.8086308837,7.437,0.8217009219,
4.59,0.3000000001,7.432,0.8431759477,7.476,0.8221754211,
4.61,0.3,7.468,0.8825774789,7.512,0.8796323522,
4.63,0.3,7.498,0.897777915,7.54,0.8796323522,
4.65,0.2999943995,7.524,0.9121512175,7.573,0.9272279782,
4.67,0.2999962311,7.557,0.9510863423,7.604,0.9272279782,
4.69,0.3000086793,7.591,0.9893256426,7.637,0.9842815064,
4.71,0.3000076824,7.628,1.025829911,7.673,1.039202913,
4.73,0.3000177812,7.667,1.062807441,7.701,1.039202913,
4.75,0.2999982228,7.679,1.082775831,7.732,1.093396332,
4.77,0.3001059185,7.73,1.1183604,7.764,1.099992867,
4.79,0.3000732223,7.749,1.136145949,7.804,1.154756085,
4.81,0.2999999999,7.801,1.174238682,7.837,1.154756085,
4.83,0.3000073994,7.838,1.211533904,7.876,1.209770839,
4.85,0.3000133991,7.863,1.230373621,7.912,1.212374847,
4.87,0.2999926663,7.901,1.267449021,7.947,1.269974752,
4.89,0.3000039647,7.919,1.289058566,7.972,1.269974752,
4.91,0.3000096833,7.963,1.329610348,8.005,1.326595675,
4.93,0.3000000001,7.997,1.365968227,8.038,1.326595675,
4.95,0.3000000001,8.038,1.407273054,8.073,1.389574221,
4.97,0.3,8.06,1.423236132,8.105,1.43942806,
4.99,0.3000000001,8.089,1.457950354,8.143,1.43942806,
5.01,0.3,8.108,1.47199893,8.172,1.476213518,
5.03,0.3000000001,8.163,1.50232625,8.205,1.476213518,
5.05,0.3000000001,8.199,1.537638664,8.237,1.52872213,
5.07,0.3,8.234,1.572757483,8.271,1.576068064,
5.09,0.3000000001,8.269,1.601762056,8.305,1.588541024,
5.11,0.3000000001,8.303,1.634669542,8.338,1.631256185,
5.13,0.3000000001,8.321,1.648055792,8.371,1.631256185,
5.15,0.3,8.366,1.677704811,8.407,1.674694931,
5.17,0.3000000001,8.384,1.692146659,8.442,1.64520567,
5.19,0.3000000001,8.428,1.723986745,8.472,1.687386452,
5.21,0.3000000001,8.464,1.751537442,8.504,1.728801787,
5.23,0.3000000001,8.496,1.779530883,8.535,1.762407064,
5.25,0.3000000001,8.536,1.806584716,8.57,1.798567314,
5.27,0.3000000001,8.557,1.817320824,8.605,1.798567314,
5.29,0.3000000001,8.602,1.841611624,8.637,1.837005919,
5.31,0.2999954858,8.616,1.855389595,8.672,1.837005919,
5.33,0.2999954839,8.668,1.880653858,8.708,1.838990748,
5.35,0.2999954697,8.684,1.893136382,8.737,1.838990748,
5.37,0.2999954363,8.727,1.924694538,8.772,1.881025385,
5.39,0.2999954691,8.746,1.937248945,8.811,1.881025385,
5.41,0.2999955147,8.789,1.96728754,8.835,1.920627181,
5.43,0.2999955103,8.822,1.978808403,8.882,1.920627181,
5.45,0.2999955326,8.85,1.99338448,8.906,1.976702493,
5.47,0.3,8.891,2.020629883,8.942,1.976702493,
5.49,0.3,8.933,2.044154167,8.975,2.013665307,
5.51,0.3,8.97,2.071774483,9.005,2.013665307,
5.53,0.2999983737,9.005,2.095804453,9.038,2.049266842,
5.55,0.2999952978,9.022,2.107259989,9.071,2.101716649,
5.57,0.2999952924,9.066,2.134545565,9.103,2.101716649,
5.59,0.2999953051,9.084,2.145354748,9.141,2.130085006,
5.61,0.2999946923,9.127,2.165757418,9.171,2.130085006,
5.63,0.2999946906,9.168,2.189668894,9.204,2.162922119,
5.65,0.2999946985,9.185,2.199447155,9.237,2.167184291,
5.67,0.2999946935,9.226,2.221977472,9.279,2.200483844,
5.69,0.2999946898,9.262,2.243777275,9.304,2.231571506,
5.71,0.2999946806,9.3,2.266967058,9.337,2.231571506,
5.73,0.2999946666,9.335,2.287403107,9.371,2.264107116,
5.75,0.299994688,9.351,2.298602104,9.405,2.2495997,
5.77,0.2999946783,9.393,2.320227385,9.437,2.28077283,
5.79,0.2999946865,9.431,2.340199232,9.471,2.28077283,
5.81,0.2999946753,9.471,2.35984993,9.505,2.308887104,
5.83,0.2999946683,9.488,2.368140459,9.538,2.33563858,
5.85,0.2999964624,9.53,2.387485981,9.571,2.33563858,
5.87,0.2999964609,9.569,2.405234575,9.604,2.360982946,
5.89,0.2999964746,9.59,2.413668394,9.637,2.372679658,
5.91,0.2999964839,9.627,2.431407928,9.673,2.398551862,
5.93,0.2999964913,9.663,2.448091745,9.717,2.421065346,
5.95,0.2999964903,9.697,2.463302612,9.737,2.421065346,
5.97,0.2999964745,9.728,2.470961571,9.772,2.442156412,
5.99,0.2999964778,9.764,2.484937906,9.804,2.448693808,
6.01,0.2999964829,9.799,2.499788523,9.843,2.470353968,
6.03,0.2999964906,9.818,2.507071257,9.871,2.470353968,
6.05,0.2999964837,9.858,2.522219419,9.9,2.492882549,
6.07,0.2999964743,9.905,2.53641057,9.939,2.46495488,
6.09,0.2999964667,9.918,2.543985605,9.968,2.485266927,
6.11,0.2999964639,9.961,2.559203863,10.016,2.506671668,
6.13,0.2999964679,10.002,2.573428154,10.041,2.506671668,
6.15,0.2999964933,10.002,2.573428154,10.068,2.506671668,
6.17,0.2999964986,10.067,2.587127209,10.103,2.513703431,
6.19,0.2999964903,10.103,2.598858356,10.138,2.513703431,
6.21,0.2999964733,10.12,2.604218245,10.17,2.530133728,
6.23,0.2999964689,10.159,2.615548134,10.203,2.546894663,
6.25,0.2999964611,10.197,2.627802372,10.238,2.57962616,
6.27,0.2999964605,10.221,2.633005142,10.273,2.595994209,
6.29,0.2999964533,10.266,2.644616365,10.303,2.595994209,
6.31,0.299996462,10.3,2.654776096,10.345,2.610904701,
6.33,0.2999964653,10.322,2.65993309,10.372,2.610904701,
6.35,0.2999973642,10.372,2.669038773,10.406,2.594923097,
6.37,0.2999973538,10.39,2.673368454,10.436,2.594923097,
6.39,0.2999973578,10.436,2.68214035,10.472,2.607182482,
6.41,0.2999973549,10.472,2.689935684,10.506,2.607182482,
6.43,0.2999973574,10.489,2.694648027,10.538,2.619303891,
6.45,0.2999973614,10.53,2.702970266,10.571,2.653160115,
6.47,0.2999973533,10.569,2.710343361,10.603,2.653160115,
6.49,0.2999973498,10.588,2.712886333,10.636,2.661736969,
6.51,0.2999973507,10.631,2.719187975,10.671,2.661736969,
6.53,0.2999973498,10.667,2.725749731,10.703,2.637624682,
6.55,0.2999973662,10.682,2.728823185,10.738,2.637624682,
6.57,0.2999973769,10.728,2.73592329,10.772,2.647245887,
6.59,0.2999973669,10.768,2.7430408,10.81,2.647245887,
6.61,0.2999973769,10.784,2.746733427,10.848,2.657899516,
6.63,0.2999973757,10.834,2.754117012,10.874,2.668735885,
6.65,0.2999973651,10.866,2.76173687,10.906,2.668735885,
6.67,0.2999973613,10.891,2.765110016,10.941,2.638946985,
6.69,0.2999976662,10.928,2.772298098,10.971,2.638946985,
6.71,0.300001416,10.969,2.778959513,11.01,2.648131167,
6.73,0.299994413,10.994,2.782150507,11.041,2.648131167,
6.75,0.2999944471,11.032,2.788356066,11.076,2.710069728,
6.77,0.2999944624,11.052,2.790878773,11.11,2.710069728,
6.79,0.2999944668,11.092,2.795317411,11.149,2.715861397,
6.81,0.2999944735,11.131,2.797792912,11.181,2.715861397,
6.83,0.2999944889,11.155,2.798728466,11.211,2.69802721,
6.85,0.2999946317,11.189,2.801160574,11.254,2.701759773,
6.87,0.2999948582,11.233,2.803838015,11.278,2.701759773,
6.89,0.2999949056,11.27,2.807118416,11.311,2.706437514,
6.91,0.3000000001,11.301,2.810288429,11.341,2.706437514,
6.93,0.3000000006,11.322,2.811895609,11.377,2.710871783,
6.95,0.3000000006,11.372,2.815926552,11.409,2.790578989,
6.97,0.3000000007,11.403,2.818525314,11.442,2.790578989,
6.99,0.2999999995,11.425,2.820512056,11.471,2.735943477,
7.01,0.3000088362,11.46,2.823509693,11.504,2.739804611,
7.03,0.3000750451,11.494,2.826159954,11.537,2.739804611,
7.05,0.3002482107,11.517,2.827301025,11.572,2.726532908,
7.07,0.3008164307,11.553,2.82955122,11.609,2.726532908,
7.09,0.3022845664,11.582,2.83099699,11.637,2.730022077,
7.11,0.3048649522,11.628,2.833234072,11.673,2.730022077,
7.13,0.3087425482,11.65,2.834237814,11.711,2.730022077,
7.15,0.3139888816,11.673,2.835107327,11.747,2.732824119,
7.17,0.3205762422,11.726,2.837301731,11.776,2.732824119,
7.19,0.3283943515,11.755,2.838475704,11.809,2.795375353,
7.21,0.337377657,11.805,2.841853142,11.841,2.79837147,
7.23,0.3470742167,11.823,2.842725515,11.87,2.801154845,
7.25,0.3568809686,11.87,2.845573425,11.905,2.817440846,
7.27,0.3663730221,11.905,2.846832037,11.937,2.8190297,
7.29,0.3753603457,11.924,2.847185612,11.971,2.8190297,
7.31,0.3841335007,11.959,2.847198725,12.004,2.818950986,
7.33,0.3930305397,11.996,2.847142458,12.037,2.813696058,
7.35,0.4020347363,12.033,2.846992016,12.072,2.813696058,
7.37,0.4110503169,12.07,2.847229242,12.102,2.81385936,
7.39,0.4200776829,12.085,2.847158194,12.138,2.800820666,
7.41,0.4294539804,12.124,2.846981525,12.171,2.800552661,
7.43,0.4392199038,12.155,2.846931219,12.206,2.800313039,
7.45,0.4491979226,12.192,2.846637964,12.237,2.800313039,
7.47,0.4591895337,12.235,2.846639633,12.267,2.804579502,
7.49,0.46906787,12.258,2.846632481,12.307,2.804579502,
7.51,0.4790673695,12.305,2.846393585,12.338,2.804537768,
7.53,0.4894265256,12.322,2.846589804,12.372,2.804537768,
7.55,0.500123669,12.361,2.846280575,12.404,2.803412574,
7.57,0.5109890154,12.398,2.844891787,12.438,2.803412574,
7.59,0.5218910677,12.415,2.844324589,12.481,2.804770391,
7.61,0.5329966188,12.465,2.842326641,12.513,2.803223708,
7.63,0.5443119823,12.498,2.841908693,12.537,2.803223708,
7.65,0.5557194723,12.521,2.840852022,12.57,2.801432515,
7.67,0.5670960931,12.567,2.839504004,12.603,2.801849044,
7.69,0.5784309695,12.583,2.838561058,12.639,2.799851417,
7.71,0.5899814988,12.636,2.83758235,12.669,2.799851417,
7.73,0.601841127,12.67,2.836100817,12.708,2.797950951,
7.75,0.6139226536,12.685,2.835606575,12.737,2.796678523,
7.77,0.626079893,12.736,2.834801912,12.772,2.796678523,
7.79,0.6381797037,12.749,2.833672047,12.806,2.79438451,
7.81,0.650320544,12.795,2.832460165,12.838,2.798888392,
7.83,0.6626796352,12.836,2.830254316,12.87,2.796914114,
7.85,0.6752111834,12.87,2.829823256,12.903,2.796914114,
7.87,0.6877936807,12.904,2.829797983,12.941,2.796274282,
7.89,0.7003800332,12.92,2.829883337,12.971,2.79739051,
7.91,0.7131375086,12.957,2.830290318,13.005,2.79739051,
7.93,0.726108796,12.994,2.831302643,13.037,2.799177179,
7.95,0.7392011438,13.03,2.832977772,13.071,2.799177179,
7.97,0.7523009741,13.072,2.834447622,13.103,2.777268789,
7.99,0.7653742754,13.085,2.83545208,13.136,2.779597598,
8.01,0.7785666668,13.122,2.836660147,13.175,2.779597598,
8.03,0.7918737263,13.16,2.837658405,13.208,2.78082449,
8.05,0.8051964283,13.196,2.838376522,13.245,2.797436979,
8.07,0.8184469996,13.217,2.83863163,13.281,2.797436979,
8.09,0.8316163577,13.26,2.838571548,13.309,2.797094593,
8.11,0.8448563968,13.297,2.838220835,13.339,2.797094593,
8.13,0.8582333262,13.331,2.836189032,13.374,2.791496693,
8.15,0.8717456088,13.367,2.834686518,13.408,2.78813253,
8.17,0.8853381062,13.403,2.831815958,13.445,2.78813253,
8.19,0.8989643827,13.421,2.829017162,13.475,2.782044365,
8.21,0.9126738479,13.459,2.825578213,13.531,2.778986918,
8.23,0.9264436217,13.493,2.82311511,13.537,2.775867899,
8.25,0.9402135978,13.517,2.822376728,13.572,2.775867899,
8.27,0.9539296483,13.566,2.821175337,13.604,2.773782745,
8.29,0.9676001897,13.604,2.820183992,13.637,2.773782745,
8.31,0.9813291247,13.616,2.820099831,13.671,2.773187756,
8.33,0.9951343248,13.661,2.820136786,13.704,2.774150324,
8.35,1.008976058,13.7,2.820860386,13.732,2.774150324,
8.37,1.022821251,13.72,2.821237803,13.771,2.774903426,
8.39,1.036637013,13.757,2.821633577,13.804,2.774903426,
8.41,1.050465434,13.796,2.821457863,13.837,2.782334611,
8.43,1.064334525,13.83,2.821526766,13.875,2.782280286,
8.45,1.078228153,13.87,2.821692944,13.911,2.782280286,
8.47,1.092110891,13.905,2.819672346,13.945,2.779765496,
8.49,1.105947431,13.926,2.819432259,14.007,2.779765496,
8.51,1.119755889,13.962,2.818795681,14.01,2.779453537,
8.53,1.133546751,13.991,2.818802357,14.037,2.779453537,
8.55,1.147311328,14.033,2.819072962,14.071,2.779723994,
8.57,1.161039118,14.053,2.819078922,14.104,2.786206901,
8.59,1.174731056,14.097,2.820093155,14.136,2.787480514,
8.61,1.188396024,14.136,2.820500612,14.171,2.787480514,
8.63,1.202029759,14.154,2.820740938,14.203,2.788235136,
8.65,1.215616216,14.191,2.821875334,14.237,2.789407665,
8.67,1.229147554,14.233,2.82234025,14.281,2.785225671,
8.69,1.242612777,14.256,2.822484016,14.312,2.786314658,
8.71,1.256008949,14.295,2.823452711,14.351,2.786314658,
8.73,1.269325849,14.316,2.824253321,14.374,2.788222603,
