"/uav_ground_truth/pose/pose/position/z_x","/uav_ground_truth/pose/pose/position/z_y","/ual/pose/pose/position/z_x","/ual/pose/pose/position/z_y","/del_uav/KF_pose/z_x","/del_uav/KF_pose/z_y"
16.87,2.854679496,27.894,3.045947552,27.937,3.001496005,
16.89,2.855648069,27.933,3.044877768,27.972,3.001496005,
16.91,2.856620493,27.967,3.042782068,28.01,2.998604221,
16.93,2.857605407,28.003,3.041072369,28.039,2.978015112,
16.95,2.858599216,28.023,3.040020227,28.072,2.975214202,
16.97,2.859594052,28.058,3.037773609,28.11,2.972407155,
16.99,2.860586058,28.091,3.036009312,28.141,2.972407155,
17.01,2.8615748,28.129,3.033504248,28.179,2.968851578,
17.03,2.862562775,28.152,3.032399416,28.206,2.99271082,
17.05,2.863564132,28.192,3.029845238,28.238,2.989241672,
17.07,2.864577926,28.233,3.027576447,28.279,2.989241672,
17.09,2.865603269,28.271,3.025444508,28.305,2.98607437,
17.11,2.86662282,28.29,3.024643421,28.336,2.96666509,
17.13,2.867625004,28.332,3.02327919,28.372,2.96666509,
17.15,2.868619424,28.362,3.022316456,28.404,2.965496621,
17.17,2.869597934,28.403,3.021763802,28.432,2.965496621,
17.19,2.870555672,28.427,3.021257877,28.47,2.964168016,
17.21,2.871483642,28.465,3.019939661,28.508,2.977163434,
17.23,2.872398208,28.502,3.016753197,28.537,2.977163434,
17.25,2.873339077,28.526,3.01515007,28.57,2.972767033,
17.27,2.874316554,28.564,3.012224674,28.605,2.972767033,
17.29,2.875316963,28.605,3.009669304,28.639,2.96897961,
17.31,2.876321134,28.627,3.008323431,28.672,2.96897961,
17.33,2.877316541,28.66,3.005352497,28.714,2.964709124,
17.35,2.878312749,28.702,3.00249052,28.742,2.964709124,
17.37,2.879325318,28.723,3.001243353,28.771,2.945319957,
17.39,2.880362942,28.756,2.999090672,28.803,2.942278236,
17.41,2.881431314,28.8,2.996934891,28.839,2.942278236,
17.43,2.882531464,28.838,2.995294333,28.871,2.94020657,
17.45,2.883671672,28.856,2.994776011,28.907,2.94020657,
17.47,2.884848976,28.888,2.993798494,28.938,2.938674156,
17.49,2.886048365,28.924,2.992500544,28.973,2.936650078,
17.51,2.887252813,28.958,2.991069794,29.004,2.946045118,
17.53,2.888461179,28.991,2.98993969,29.037,2.944197372,
17.55,2.889675432,29.033,2.988477707,29.072,2.944197372,
17.57,2.890890973,29.071,2.986852407,29.108,2.941967168,
17.59,2.892107333,29.092,2.985792875,29.139,2.92931924,
17.61,2.893315164,29.125,2.983880281,29.172,2.92931924,
17.63,2.894514371,29.171,2.980077028,29.209,2.925668097,
17.65,2.895721866,29.191,2.979290962,29.239,2.92252782,
17.67,2.896937121,29.223,2.976805925,29.272,2.928542785,
17.69,2.898159141,29.256,2.972374439,29.303,2.92065185,
17.71,2.899371529,29.291,2.963739395,29.337,2.92065185,
17.73,2.900567224,29.31,2.960057497,29.373,2.910541014,
17.75,2.901757742,29.36,2.953393698,29.404,2.901858652,
17.77,2.902940764,29.394,2.94832468,29.437,2.901858652,
17.79,2.904104168,29.423,2.945781469,29.471,2.897241345,
17.81,2.905252917,29.46,2.942665815,29.503,2.899261958,
17.83,2.906401857,29.495,2.940886497,29.536,2.896768609,
17.85,2.907590424,29.529,2.939745665,29.572,2.896168986,
17.87,2.908812017,29.567,2.939465046,29.604,2.896749335,
17.89,2.91003682,29.602,2.939007044,29.638,2.895460539,
17.91,2.911240466,29.635,2.937886953,29.671,2.894235698,
17.93,2.912421888,29.67,2.937025547,29.715,2.894235698,
17.95,2.913591254,29.687,2.936641455,29.737,2.893111292,
17.97,2.914751081,29.73,2.935864449,29.771,2.891212114,
17.99,2.91590497,29.768,2.933786631,29.809,2.888148996,
18.01,2.91705584,29.792,2.932697296,29.839,2.888148996,
18.03,2.918227044,29.829,2.929704905,29.872,2.885366272,
18.05,2.919449594,29.859,2.929827929,29.913,2.885380107,
18.07,2.920739361,29.886,2.929543734,29.938,2.885380107,
18.09,2.922079322,29.928,2.929927349,29.97,2.893932841,
18.11,2.923445033,29.972,2.929461718,30.006,2.893570062,
18.13,2.924826223,29.992,2.929440975,30.037,2.893570062,
18.15,2.926224956,30.016,2.928732634,30.071,2.892795762,
18.17,2.927645906,30.051,2.92818284,30.11,2.89054342,
18.19,2.929087981,30.091,2.926352739,30.14,2.880596044,
18.21,2.930553236,30.127,2.924088717,30.172,2.876876226,
18.23,2.93204339,30.164,2.920652151,30.207,2.871871465,
18.25,2.933546376,30.203,2.917324543,30.239,2.871871465,
18.27,2.93504391,30.222,2.916223288,30.276,2.868958971,
18.29,2.936522585,30.258,2.914310694,30.305,2.868958971,
18.31,2.937982687,30.296,2.914313555,30.34,2.861559773,
18.33,2.939429634,30.322,2.914626837,30.377,2.861559773,
18.35,2.940871476,30.354,2.915701628,30.412,2.863280347,
18.37,2.942305309,30.397,2.916712523,30.438,2.86507993,
18.39,2.943722521,30.428,2.918291569,30.472,2.86507993,
18.41,2.945109776,30.465,2.91876173,30.512,2.869750315,
18.43,2.94647643,30.501,2.916164875,30.54,2.867257431,
18.45,2.947841357,30.53,2.915565968,30.578,2.867257431,
18.47,2.949224414,30.548,2.914892197,30.607,2.86722915,
18.49,2.950620655,30.598,2.915092468,30.64,2.86722915,
18.51,2.952020107,30.63,2.91544342,30.682,2.860210904,
18.53,2.953419814,30.661,2.916975975,30.717,2.862846648,
18.55,2.954822928,30.698,2.919043064,30.741,2.862846648,
18.57,2.956233118,30.734,2.921078444,30.772,2.866213922,
18.59,2.957659127,30.771,2.92421174,30.809,2.882550307,
18.61,2.959084013,30.795,2.925729275,30.837,2.887285543,
18.63,2.960504567,30.826,2.928781509,30.88,2.890684115,
18.65,2.96192603,30.855,2.930939913,30.904,2.885764954,
18.67,2.963341813,30.884,2.931632519,30.937,2.888228851,
18.69,2.964744187,30.925,2.933572769,30.971,2.888228851,
18.71,2.966130228,30.964,2.935424328,31.011,2.89854451,
18.73,2.967504447,30.999,2.937291384,31.037,2.89854451,
18.75,2.968881163,31.019,2.938073158,31.072,2.901384029,
18.77,2.970261846,31.057,2.940470219,31.106,2.889023218,
18.79,2.971641149,31.097,2.942466021,31.137,2.889023218,
18.81,2.973006196,31.127,2.943365335,31.171,2.891223859,
18.83,2.974368532,31.17,2.944755793,31.204,2.891223859,
18.85,2.975742925,31.185,2.945634604,31.228,2.891223859,
18.87,2.977121941,31.236,2.947434425,31.268,2.893798225,
18.89,2.978491416,31.261,2.948082209,31.304,2.893798225,
18.91,2.979849721,31.305,2.949170113,31.338,2.906575936,
18.93,2.981209482,31.323,2.949401379,31.37,2.906351362,
18.95,2.982581873,31.365,2.94893837,31.406,2.906351362,
18.97,2.983966169,31.4,2.949116945,31.439,2.901715192,
18.99,2.985349553,31.437,2.949596167,31.471,2.901715192,
19.01,2.986722771,31.454,2.949739933,31.504,2.902552448,
19.03,2.988099571,31.498,2.950492859,31.537,2.912581202,
19.05,2.989480319,31.524,2.951963663,31.571,2.912581202,
19.07,2.990862019,31.56,2.951309919,31.603,2.911326583,
19.09,2.992249154,31.605,2.950308561,31.637,2.902308959,
19.11,2.993639145,31.637,2.950585127,31.67,2.902740192,
19.13,2.995042661,31.67,2.950881004,31.704,2.902740192,
19.15,2.996464001,31.703,2.95102191,31.737,2.911044777,
19.17,2.997907416,31.737,2.950742245,31.771,2.909616174,
19.19,2.999371655,31.768,2.949976683,31.804,2.8994287,
19.21,3.000858778,31.782,2.949082375,31.837,2.897816676,
19.23,3.002394829,31.823,2.947773695,31.871,2.897816676,
19.25,3.004000816,31.871,2.944279432,31.904,2.894448774,
19.27,3.005647453,31.895,2.944086552,31.936,2.903746344,
19.29,3.007288831,31.938,2.943381548,31.972,2.902874857,
19.31,3.008895313,31.961,2.943544865,32.004,2.902874857,
19.33,3.010462398,32.004,2.943995953,32.039,2.9033187,
19.35,3.012002166,32.021,2.94439888,32.071,2.889453618,
19.37,3.01351992,32.058,2.945022821,32.106,2.889453618,
19.39,3.015030096,32.092,2.946501017,32.137,2.891130671,
19.41,3.016541672,32.123,2.946539402,32.171,2.890737322,
19.43,3.01806035,32.166,2.946204662,32.203,2.903558303,
19.45,3.01958207,32.202,2.946620703,32.237,2.904457248,
19.47,3.021084874,32.217,2.947288036,32.271,2.904457248,
19.49,3.022556066,32.258,2.947593689,32.307,2.900571261,
19.51,3.024000182,32.289,2.948474169,32.337,2.900571261,
19.53,3.025424483,32.337,2.949824095,32.382,2.902374128,
19.55,3.026843824,32.36,2.950442553,32.406,2.902374128,
19.57,3.028264991,32.403,2.952402353,32.44,2.904848637,
19.59,3.029684233,32.434,2.954235792,32.477,2.907687865,
19.61,3.031106484,32.452,2.955326319,32.51,2.907687865,
19.63,3.032530233,32.495,2.956869125,32.538,2.901583391,
19.65,3.033952845,32.524,2.95803237,32.571,2.903346384,
19.67,3.035361946,32.554,2.95936799,32.602,2.917837182,
19.69,3.036751269,32.591,2.960598946,32.639,2.919511759,
19.71,3.03813198,32.626,2.961468458,32.669,2.919511759,
19.73,3.039504535,32.67,2.962572098,32.703,2.920946417,
19.75,3.040881448,32.687,2.962969303,32.738,2.912457416,
19.77,3.042265827,32.722,2.963957071,32.774,2.912457416,
19.79,3.043666289,32.762,2.964428425,32.808,2.913307043,
19.81,3.045082023,32.804,2.965018749,32.842,2.913307043,
19.83,3.046503833,32.824,2.965119839,32.875,2.913766196,
19.85,3.047918035,32.868,2.965451479,32.911,2.925656565,
19.87,3.04930902,32.888,2.965696096,32.943,2.926400331,
19.89,3.050688961,32.926,2.966569424,32.974,2.928223367,
19.91,3.05207046,32.97,2.967870474,33.004,2.928223367,
19.93,3.053450691,32.988,2.968901157,33.037,2.930989202,
19.95,3.054830776,33.021,2.970802784,33.07,2.923054013,
19.97,3.056212387,33.058,2.972603798,33.101,2.925479797,
19.99,3.05759859,33.104,2.974534273,33.14,2.927401582,
20.01,3.058995411,33.118,2.975302696,33.172,2.927127055,
20.03,3.06039783,33.168,2.975735188,33.202,2.927442545,
20.05,3.061799304,33.183,2.97562933,33.241,2.927442545,
20.07,3.063195268,33.222,2.975054502,33.271,2.924174948,
20.09,3.064580311,33.267,2.974722385,33.3,2.927978175,
20.11,3.065947793,33.283,2.974690914,33.334,2.928050308,
20.13,3.067285735,33.329,2.97508049,33.37,2.928601332,
20.15,3.068596202,33.362,2.975419283,33.405,2.928601332,
20.17,3.069885021,33.399,2.97585845,33.437,2.920642221,
20.19,3.07115589,33.433,2.975901127,33.474,2.920642221,
20.21,3.072401564,33.472,2.976529837,33.508,2.921444215,
20.23,3.073619294,33.493,2.976876497,33.536,2.922426722,
20.25,3.074811049,33.53,2.977552414,33.574,2.939534044,
20.27,3.075968449,33.555,2.978027821,33.608,2.941270903,
20.29,3.077094324,33.6,2.979337454,33.645,2.941270903,
20.31,3.078186267,33.62,2.98007226,33.669,2.943619735,
20.33,3.07925482,33.657,2.981751442,33.711,2.93433777,
20.35,3.080317947,33.701,2.983573675,33.739,2.937237874,
20.37,3.081384841,33.737,2.985681057,33.773,2.937237874,
20.39,3.082466856,33.76,2.98614645,33.804,2.938928449,
20.41,3.083544876,33.793,2.986871958,33.838,2.940056385,
20.43,3.084611131,33.83,2.988132238,33.883,2.940056385,
20.45,3.08566657,33.848,2.988987207,33.908,2.941858412,
20.47,3.086703855,33.895,2.989997625,33.941,2.941858412,
20.49,3.087732525,33.934,2.989148378,33.972,2.940259528,
20.51,3.088747457,33.968,2.987599134,34.005,2.940259528,
20.53,3.08974909,33.988,2.987208128,34.037,2.938732733,
20.55,3.09073253,34.026,2.986405134,34.071,2.938410633,
20.57,3.091699115,34.046,2.986076832,34.104,2.937673071,
20.59,3.092654161,34.09,2.986133575,34.138,2.938252205,
20.61,3.093593849,34.133,2.986638784,34.172,2.938252205,
20.63,3.094518991,34.151,2.986362219,34.204,2.936378942,
20.65,3.095451665,34.191,2.98459363,34.238,2.936378942,
20.67,3.096405611,34.228,2.983424664,34.271,2.925594229,
20.69,3.097386397,34.27,2.982809782,34.306,2.925594229,
20.71,3.098390071,34.285,2.982885838,34.336,2.925168183,
20.73,3.099401082,34.324,2.98251009,34.37,2.925293114,
20.75,3.100413687,34.366,2.98278594,34.404,2.925293114,
20.77,3.10142209,34.404,2.98294282,34.435,2.93195753,
20.79,3.102421823,34.419,2.983005524,34.471,2.93195753,
20.81,3.103405066,34.454,2.982323885,34.504,2.931010873,
20.83,3.104364365,34.496,2.981731415,34.54,2.930206088,
20.85,3.105306218,34.531,2.981146574,34.571,2.930521705,
20.87,3.106250538,34.553,2.981042624,34.604,2.930439368,
20.89,3.107208735,34.591,2.980888844,34.635,2.930439368,
20.91,3.108176104,34.625,2.980990887,34.674,2.930219264,
20.93,3.109149747,34.672,2.980364561,34.707,2.939034833,
20.95,3.11013099,34.686,2.980254889,34.737,2.938592507,
20.97,3.111127043,34.72,2.979761362,34.77,2.938183512,
20.99,3.112139329,34.755,2.979783773,34.802,2.938183512,
21.01,3.113157392,34.789,2.979862928,34.84,2.921806671,
21.03,3.114172865,34.821,2.98009634,34.87,2.922018667,
21.05,3.11519685,34.868,2.980234623,34.904,2.922018667,
21.07,3.116248863,34.888,2.980113506,34.937,2.922179665,
21.09,3.117326982,34.926,2.98040247,34.971,2.922179665,
21.11,3.118413816,34.959,2.980885744,35.004,2.922806504,
21.13,3.119492905,35.005,2.981179476,35.037,2.940744405,
21.15,3.120570304,35.021,2.981452227,35.071,2.941554719,
21.17,3.121644278,35.064,2.982350826,35.104,2.941554719,
21.19,3.122718897,35.087,2.983041525,35.148,2.943619778,
21.21,3.123803898,35.125,2.984690189,35.174,2.943619778,
21.23,3.12490972,35.165,2.985280752,35.211,2.945353019,
21.25,3.126026818,35.189,2.985796213,35.249,2.91580175,
21.27,3.127135,35.228,2.986757755,35.276,2.917100934,
21.29,3.128224548,35.25,2.987110615,35.318,2.917100934,
21.31,3.12928924,35.301,2.98725152,35.342,2.916984352,
21.33,3.130329685,35.335,2.987143993,35.374,2.916984352,
21.35,3.13135105,35.356,2.98699832,35.405,2.916910864,
21.37,3.132361899,35.399,2.986963749,35.438,2.941521759,
21.39,3.133380993,35.437,2.98669982,35.471,2.940925363,
21.41,3.134410853,35.462,2.986308336,35.504,2.940925363,
21.43,3.135446846,35.487,2.986137152,35.537,2.940139405,
21.45,3.136484455,35.528,2.985536337,35.567,2.940139405,
21.47,3.137529642,35.564,2.985034704,35.607,2.934495809,
21.49,3.138591919,35.584,2.984619617,35.636,2.933574214,
21.51,3.139678032,35.636,2.983663797,35.671,2.933574214,
21.53,3.140787408,35.668,2.978792906,35.704,2.927111094,
21.55,3.141905305,35.687,2.976914644,35.74,2.911662197,
21.57,3.14302102,35.727,2.974099398,35.777,2.907792076,
21.59,3.144134088,35.769,2.972425938,35.811,2.906911873,
21.61,3.145244125,35.802,2.972122908,35.846,2.914725646,
21.63,3.146347224,35.824,2.97201705,35.875,2.914738906,
21.65,3.147429506,35.868,2.9719069,35.904,2.914738906,
21.67,3.148492612,35.887,2.971558809,35.938,2.913429401,
21.69,3.149553867,35.936,2.970553398,35.971,2.917066712,
21.71,3.150618561,35.971,2.970009565,36.003,2.917066712,
21.73,3.151685309,35.993,2.969981432,36.037,2.916942422,
21.75,3.152753114,36.037,2.970091105,36.069,2.918982708,
21.77,3.153825241,36.07,2.971367359,36.104,2.920415132,
21.79,3.154909675,36.092,2.972134113,36.136,2.922930429,
21.81,3.156005479,36.135,2.973978519,36.174,2.922930429,
21.83,3.157112751,36.169,2.974901438,36.21,2.92652417,
21.85,3.158218984,36.191,2.975288868,36.239,2.92652417,
21.87,3.159324757,36.236,2.976549149,36.27,2.928401728,
21.89,3.160422792,36.258,2.977304459,36.32,2.928401728,
21.91,3.161517031,36.297,2.978737116,36.345,2.9307964,
21.93,3.16261235,36.331,2.980546474,36.374,2.9307964,
21.95,3.163707028,36.371,2.982162476,36.405,2.933111991,
21.97,3.164785754,36.392,2.982686996,36.438,2.934810843,
21.99,3.165837805,36.426,2.983863354,36.473,2.921748472,
22.01,3.166864128,36.46,2.984904766,36.504,2.922844682,
22.03,3.167870878,36.499,2.985212326,36.538,2.923510792,
22.05,3.168876469,36.531,2.985767603,36.574,2.905869774,
22.07,3.169888624,36.567,2.986711025,36.607,2.907312707,
22.09,3.170912726,36.594,2.987298012,36.64,2.907312707,
22.11,3.171944429,36.63,2.988525867,36.671,2.909028311,
22.13,3.172969235,36.666,2.989587545,36.704,2.909028311,
22.15,3.173965768,36.705,2.990327835,36.738,2.912636048,
22.17,3.174922898,36.736,2.990932226,36.771,2.913453923,
22.19,3.175845183,36.768,2.990594149,36.804,2.913453923,
22.21,3.176749983,36.788,2.990149975,36.838,2.911990666,
22.23,3.177649634,36.821,2.989510536,36.873,2.936988445,
22.25,3.178546565,36.857,2.989605665,36.905,2.936988445,
22.27,3.179441644,36.898,2.990455866,36.937,2.938397865,
22.29,3.18033399,36.93,2.991454124,36.971,2.939075498,
22.31,3.181213211,36.96,2.991774082,37.004,2.944004058,
22.33,3.182076496,36.998,2.991281748,37.037,2.942894577,
22.35,3.182920522,37.03,2.98999548,37.072,2.942124756,
22.37,3.183756123,37.069,2.989828348,37.104,2.942124756,
22.39,3.184586188,37.093,2.990228415,37.136,2.944060015,
22.41,3.18540109,37.133,2.991832018,37.171,2.944060015,
22.43,3.186204924,37.154,2.992796183,37.204,2.945614828,
22.45,3.187002436,37.193,2.995714664,37.238,2.945614828,
22.47,3.187790233,37.23,2.998127937,37.273,2.949410598,
22.49,3.188558907,37.262,3.001130581,37.305,2.953713451,
22.51,3.189311488,37.302,3.004114628,37.336,2.932616531,
22.53,3.190047471,37.335,3.006207943,37.371,2.935417664,
22.55,3.190759426,37.367,3.008085966,37.401,2.938417229,
22.57,3.191447014,37.401,3.010226965,37.438,2.938417229,
22.59,3.192105518,37.43,3.01202774,37.473,2.93735749,
22.61,3.192728645,37.467,3.013875723,37.505,2.93735749,
22.63,3.193319975,37.489,3.015210867,37.54,2.940454016,
22.65,3.193889002,37.528,3.017073631,37.58,2.943229651,
22.67,3.194434495,37.57,3.019051313,37.605,2.933113477,
22.69,3.194959898,37.589,3.019918203,37.639,2.933113477,
22.71,3.195475523,37.637,3.021662474,37.672,2.93556564,
22.73,3.195993959,37.667,3.02348423,37.705,2.946333444,
22.75,3.196502193,37.702,3.025054216,37.747,2.948706954,
22.77,3.196991711,37.733,3.026738644,37.776,2.948706954,
22.79,3.197453659,37.771,3.028090954,37.805,2.968925468,
22.81,3.197878958,37.789,3.028599977,37.84,2.968925468,
22.83,3.198273861,37.822,3.029354095,37.876,2.970528833,
22.85,3.198642848,37.866,3.029677153,37.91,2.970528833,
22.87,3.198989527,37.891,3.028551579,37.943,2.976831899,
22.89,3.199323085,37.928,3.025584698,37.973,2.976831899,
22.91,3.199657438,37.97,3.023527861,38.004,2.973525101,
22.93,3.200003576,37.993,3.022704363,38.037,2.971954837,
22.95,3.200357946,38.034,3.021899939,38.073,2.971954837,
22.97,3.200710667,38.052,3.021749973,38.105,2.972263233,
22.99,3.20105742,38.1,3.022219658,38.138,2.972263233,
23.01,3.201390902,38.139,3.023168802,38.171,2.977520917,
23.03,3.201720576,38.157,3.02355361,38.205,2.977520917,
23.05,3.202048874,38.202,3.024279356,38.239,2.977923369,
23.07,3.202375082,38.22,3.02396965,38.272,2.977923369,
23.09,3.202697915,38.272,3.013750553,38.305,2.968038031,
23.11,3.203010238,38.292,3.011856556,38.34,2.965367802,
23.13,3.203305314,38.33,3.008682728,38.372,2.965367802,
23.15,3.203593505,38.37,3.007282972,38.408,2.963968288,
23.17,3.203874131,38.404,3.007430792,38.44,2.963968288,
23.19,3.20414673,38.426,3.007749557,38.473,2.96505644,
23.21,3.204398222,38.465,3.009025574,38.504,2.953055043,
23.23,3.204618998,38.504,3.010202646,38.538,2.954822886,
23.25,3.204811358,38.537,3.009408236,38.573,2.953866058,
23.27,3.204988865,38.553,3.009190798,38.605,2.959839437,
23.29,3.205167607,38.589,3.009374619,38.636,2.960248021,
23.31,3.205353302,38.624,3.009939909,38.672,2.962251853,
23.33,3.205545347,38.666,3.011707544,38.703,2.962251853,
23.35,3.205739143,38.699,3.013787031,38.737,2.966035146,
23.37,3.205935509,38.733,3.015557289,38.773,2.969210974,
23.39,3.206134012,38.764,3.017955542,38.804,2.969210974,
23.41,3.206343919,38.804,3.020410061,38.851,2.972895247,
23.43,3.206559544,38.833,3.021773577,38.884,2.973406134,
23.45,3.206766563,38.858,3.023127079,38.904,2.977422466,
23.47,3.206967508,38.897,3.025934458,38.941,2.977422466,
23.49,3.207159684,38.936,3.027738094,38.976,2.980283977,
23.51,3.207350221,38.964,3.028577328,39.007,2.980283977,
23.53,3.207544123,38.997,3.030124187,39.04,2.99137759,
23.55,3.207743825,39.038,3.031395197,39.072,2.99137759,
23.57,3.207945754,39.055,3.032491684,39.104,2.99342532,
23.59,3.208155695,39.093,3.033438921,39.14,2.994974903,
23.61,3.208386752,39.132,3.034716368,39.173,2.994974903,
23.63,3.2086515,39.166,3.035427809,39.21,2.983818908,
23.65,3.208972168,39.2,3.036169529,39.243,2.983818908,
23.67,3.209355934,39.223,3.036351681,39.274,2.984512463,
23.69,3.209788538,39.258,3.037201643,39.304,2.985233798,
23.71,3.210251029,39.295,3.037375927,39.337,2.990377823,
23.73,3.210734257,39.332,3.035571575,39.371,2.98772341,
23.75,3.211177581,39.366,3.033934832,39.407,2.98772341,
23.77,3.211465508,39.391,3.033563137,39.439,2.98620713,
23.79,3.211965223,39.429,3.032078505,39.476,2.990446324,
23.81,3.212747787,39.461,3.031106949,39.52,2.990446324,
23.83,3.213988312,39.505,3.030995846,39.542,2.990166944,
23.85,3.215664604,39.525,3.030819178,39.571,2.980625096,
23.87,3.217548333,39.556,3.031021595,39.606,2.981043628,
23.89,3.219359689,39.591,3.031657696,39.638,2.98210662,
23.91,3.2208807,39.627,3.032112598,39.671,2.982123053,
23.93,3.222007653,39.664,3.033112526,39.708,2.983330934,
23.95,3.222730479,39.683,3.033608913,39.737,2.983330934,
23.97,3.22311027,39.727,3.034195185,39.771,2.984283218,
23.99,3.223246492,39.77,3.034914255,39.807,2.984283218,
24.01,3.223250514,39.791,3.035196543,39.837,2.992614359,
24.03,3.223210376,39.833,3.036501884,39.874,2.992614359,
24.05,3.223124019,39.872,3.037776709,39.906,2.994576123,
24.07,3.223251867,39.893,3.038685083,39.937,2.995543254,
24.09,3.223611692,39.927,3.040038586,39.973,2.995543254,
24.11,3.224061964,39.967,3.040630817,40.004,2.995742927,
24.13,3.224493516,40.004,3.040086985,40.037,2.995742927,
24.15,3.224854887,40.037,3.040399313,40.069,2.986294609,
24.17,3.225143806,40.071,3.040587664,40.106,2.986645038,
24.19,3.22538322,40.088,3.040763855,40.137,2.998095588,
24.21,3.225603885,40.126,3.042305708,40.159,2.999901018,
24.23,3.225852094,40.143,3.042626143,40.206,2.999901018,
24.25,3.226186235,40.197,3.044276476,40.238,3.001588105,
24.27,3.226614766,40.236,3.045275927,40.271,3.001588105,
24.29,3.227077404,40.272,3.046105385,40.303,2.987085906,
24.31,3.227540376,40.286,3.046471596,40.337,2.98794051,
24.33,3.227986233,40.326,3.046997547,40.374,2.98794051,
24.35,3.22841661,40.369,3.047421217,40.409,2.98798573,
24.37,3.228927103,40.386,3.0470047,40.437,3.002852215,
24.39,3.229522039,40.419,3.045621872,40.491,3.001543836,
24.41,3.230150994,40.46,3.045692921,40.526,3.001555382,
24.43,3.230787145,40.487,3.045563698,40.537,3.001555382,
24.45,3.231428869,40.533,3.045286417,40.571,3.001555382,
24.47,3.232099851,40.571,3.045308113,40.605,3.002204349,
24.49,3.232795573,40.585,3.045516729,40.637,3.002058096,
24.51,3.233570809,40.632,3.045157194,40.669,3.002058096,
24.53,3.234362451,40.66,3.044344187,40.704,3.001030395,
24.55,3.235141223,40.694,3.043997765,40.737,2.995645526,
24.57,3.235911753,40.729,3.044361591,40.771,2.995645526,
24.59,3.236672256,40.761,3.046175241,40.804,2.997571816,
24.61,3.2374223,40.8,3.046979427,40.837,2.997571816,
24.63,3.238175146,40.819,3.047467709,40.871,2.991959569,
24.65,3.238944293,40.855,3.049385786,40.904,2.994682345,
24.67,3.239727876,40.89,3.051013947,40.935,2.994682345,
24.69,3.240524529,40.923,3.053369761,40.971,2.996674637,
24.71,3.241316692,40.965,3.056316376,41.004,2.996674637,
24.73,3.24211034,41.004,3.057629824,41.036,2.998966061,
24.75,3.24288382,41.036,3.058478594,41.071,2.999913795,
24.77,3.243642608,41.05,3.058735371,41.095,3.003134468,
24.79,3.244376077,41.092,3.0586555,41.137,3.002711236,
24.81,3.245088582,41.13,3.057584524,41.171,3.002711236,
24.83,3.245797182,41.151,3.05722332,41.212,3.001250433,
24.85,3.24649088,41.193,3.056001186,41.246,2.999508011,
24.87,3.247176947,41.233,3.054845572,41.303,3.004721976,
24.89,3.247861067,41.261,3.054288626,41.313,3.003672657,
24.91,3.248528945,41.297,3.053757906,41.339,3.003672657,
24.93,3.249210725,41.326,3.051832438,41.371,3.001611281,
24.95,3.249879399,41.365,3.051644564,41.409,2.983647098,
24.97,3.250580564,41.383,3.051564217,41.439,2.983488023,
24.99,3.251269068,41.438,3.05111599,41.474,2.981299939,
25.01,3.251962723,41.468,3.049151659,41.507,2.981299939,
25.03,3.252662753,41.503,3.047610521,41.541,2.983463747,
25.05,3.253371788,41.532,3.046874046,41.575,2.983463747,
25.07,3.254098764,41.567,3.04436636,41.61,2.979821448,
25.09,3.25480753,41.59,3.043055296,41.642,2.979821448,
25.11,3.255529356,41.622,3.039423943,41.673,2.974593836,
25.13,3.256224222,41.656,3.036531687,41.708,2.974593836,
25.15,3.256908249,41.69,3.0355165,41.739,2.971828713,
25.17,3.257543518,41.733,3.034297943,41.771,2.971828713,
25.19,3.258142234,41.771,3.032622576,41.803,2.969729739,
25.21,3.258710169,41.785,3.031147957,41.836,2.966511115,
25.23,3.259256966,41.824,3.029341221,41.876,2.982541561,
25.25,3.259791307,41.86,3.027481318,41.907,2.980130659,
25.27,3.260304047,41.901,3.026103973,41.938,2.980130659,
25.29,3.260820361,41.936,3.024813652,41.977,2.977514274,
25.31,3.261299535,41.957,3.024265051,42.018,2.977514274,
25.33,3.261777878,41.985,3.023969173,42.041,2.9766868,
25.35,3.262234578,42.019,3.023955345,42.077,2.9766868,
25.37,3.262708981,42.061,3.023233891,42.106,2.975565112,
25.39,3.263206084,42.098,3.022619724,42.142,2.975565112,
25.41,3.263737202,42.119,3.022025347,42.176,2.974006931,
25.43,3.264314672,42.155,3.020174503,42.211,2.971308904,
25.45,3.264906374,42.193,3.018471956,42.243,2.978472483,
25.47,3.265532813,42.236,3.016827822,42.279,2.973456202,
25.49,3.266165978,42.253,3.013203382,42.309,2.973456202,
25.51,3.266827265,42.296,3.005506992,42.34,2.962501752,
25.53,3.267471418,42.335,2.99975872,42.377,2.962501752,
25.55,3.26809242,42.355,2.997885466,42.407,2.956456554,
25.57,3.26868881,42.405,2.994416475,42.438,2.952235582,
25.59,3.269232972,42.42,2.992716074,42.472,2.947717976,
25.61,3.269749983,42.457,2.989830256,42.505,2.944975752,
25.63,3.270212037,42.492,2.988158464,42.537,2.944975752,
25.65,3.27066153,42.525,2.988181114,42.571,2.946374225,
25.67,3.271076984,42.56,2.988682508,42.604,2.946531024,
25.69,3.271483782,42.594,2.988714218,42.659,2.946531024,
25.71,3.271889559,42.634,2.989271879,42.673,2.947432854,
25.73,3.2722934,42.666,2.989614487,42.717,2.944192496,
25.75,3.27269636,42.705,2.990036011,42.739,2.945193829,
25.77,3.273061388,42.729,2.990579128,42.772,2.945193829,
25.79,3.273425365,42.765,2.991319418,42.805,2.936963396,
25.81,3.273762356,42.805,2.991362095,42.842,2.936963396,
