"/uav_ground_truth/pose/pose/position/z_x","/uav_ground_truth/pose/pose/position/z_y","/ual/pose/pose/position/z_x","/ual/pose/pose/position/z_y","/del_uav/KF_pose/z_x","/del_uav/KF_pose/z_y"
1.949,0.3000000001,3.026,0.02009713277,3.058,0.0252495596,
1.969,0.3,3.057,0.002152163535,3.097,0.003280415438,
1.989,0.3000000001,3.094,0.002409604378,3.126,0.001436590591,
2.009,0.3000000001,3.115,0.004317451268,3.158,0.003894970902,
2.029,0.3,3.155,0.01340774726,3.191,0.03291478509,
2.049,0.3,3.188,0.03556348383,3.226,0.03534999205,
2.069,0.3,3.225,0.06760860234,3.259,0.0856773079,
2.089,0.3,3.246,0.08718332648,3.292,0.08990108338,
2.109,0.3,3.287,0.1276248991,3.322,0.1416036514,
2.129,0.3,3.316,0.146358788,3.358,0.1459427444,
2.149,0.3,3.349,0.1709865779,3.392,0.1787018074,
2.169,0.3,3.39,0.1841536462,3.425,0.1935300642,
2.189,0.3,3.418,0.1948940456,3.455,0.1947996192,
2.209,0.3,3.453,0.2119064927,3.503,0.2137079956,
2.229,0.3,3.485,0.2154182792,3.526,0.215294796,
2.249,0.2999974853,3.531,0.2232786119,3.558,0.2262225737,
2.269,0.2999974911,3.553,0.2272018045,3.592,0.2271396087,
2.289,0.3,3.594,0.2228508294,3.625,0.2208275295,
2.309,0.2999908578,3.626,0.2195641994,3.659,0.2202635635,
2.329,0.2999974874,3.657,0.2228570282,3.699,0.2226250484,
2.349,0.3000000004,3.679,0.2297237962,3.724,0.2450373295,
2.369,0.2999988825,3.722,0.2471061349,3.758,0.2469376248,
2.389,0.3000000012,3.753,0.2643399537,3.792,0.2743474136,
2.409,0.3000000007,3.789,0.2899112701,3.821,0.2766476025,
2.429,0.3,3.829,0.3130013645,3.858,0.3099466731,
2.449,0.3,3.843,0.3268089592,3.89,0.3400913966,
2.469,0.3,3.889,0.3428569436,3.925,0.3426212691,
2.489,0.3,3.93,0.3648414612,3.958,0.372772112,
2.509,0.3,3.964,0.3777426481,3.992,0.3752898367,
2.529,0.3,3.997,0.361266762,4.025,0.3624273233,
2.549,0.3,4.012,0.3466165364,4.058,0.3077270866,
2.569,0.2999953733,4.056,0.3027023375,4.093,0.3031365742,
2.589,0.2999999999,4.098,0.2435471863,4.125,0.2485604922,
2.609,0.2999999952,4.114,0.2232263833,4.165,0.243983482,
2.629,0.2999964013,4.164,0.1728331149,4.206,0.1788196821,
2.649,0.2999963965,4.18,0.1481028199,4.224,0.1733512544,
2.669,0.2999963825,4.226,0.09974543005,4.258,0.1059148751,
2.689,0.2999963914,4.258,0.05716834962,4.292,0.04275215278,
2.709,0.2999964855,4.298,0.009602075443,4.323,0.03743811076,
2.729,0.2999970084,4.325,-0.01465853211,4.359,-0.03144824413,
2.749,0.2999970152,4.347,-0.03777739778,4.391,-0.03722914952,
2.769,0.2999970032,4.392,-0.08617063612,4.425,-0.1053138668,
2.789,0.2999970114,4.429,-0.1368805766,4.459,-0.111027421,
2.809,0.2999970021,4.46,-0.1727704853,4.493,-0.1675919786,
2.829,0.2999970056,4.48,-0.1913125366,4.525,-0.1723389219,
2.849,0.2999974455,4.527,-0.2236387432,4.557,-0.2193349289,
2.869,0.3000000001,4.564,-0.2303832024,4.592,-0.231477881,
2.889,0.3000000001,4.596,-0.2299996316,4.626,-0.2324969109,
2.909,0.3,4.615,-0.2284551263,4.658,-0.2226876166,
2.929,0.3000000003,4.656,-0.2164567709,4.692,-0.2218680993,
2.949,0.2999956599,4.693,-0.2108122706,4.727,-0.2117449444,
2.969,0.2999960001,4.711,-0.2002254426,4.759,-0.2108953009,
2.989,0.2999960286,4.758,-0.1782841682,4.791,-0.1810255226,
3.009,0.2999960048,4.777,-0.1717082113,4.825,-0.178518743,
3.029,0.2999960408,4.826,-0.1579787731,4.86,-0.1596928308,
3.049,0.3,4.85,-0.1461876333,4.892,-0.1581130237,
3.069,0.3000000001,4.895,-0.1170608029,4.925,-0.1204963985,
3.089,0.3000000001,4.913,-0.1078384891,4.957,-0.08569098655,
3.109,0.3000000001,4.956,-0.08251279593,4.992,-0.08277491801,
3.129,0.3,4.997,-0.05299188569,5.026,-0.03912903512,
3.149,0.3000000002,5.013,-0.03512019292,5.065,-0.03546624811,
3.169,0.3000000001,5.034,-0.02046112902,5.092,-0.03515885524,
3.189,0.3,5.091,0.006442156155,5.125,0.003933319794,
3.209,0.3,5.13,0.0429424569,5.157,0.05486667988,
3.229,0.3000000001,5.147,0.05952978134,5.194,0.05914090622,
3.249,0.3000000001,5.183,0.08292716742,5.226,0.08991615465,
3.269,0.3,5.223,0.1047176495,5.26,0.1379776001,
3.289,0.3000000001,5.254,0.1423779577,5.3,0.1420118283,
3.309,0.3,5.281,0.1638633162,5.329,0.1423503992,
3.329,0.2999946344,5.327,0.2015667707,5.363,0.1981429528,
3.349,0.3000000011,5.349,0.2187625021,5.392,0.2349823648,
3.369,0.300000001,5.388,0.238353461,5.425,0.2380596607,
3.389,0.3000000008,5.43,0.2401056886,5.456,0.2393716857,
3.409,0.3000000005,5.456,0.2395037562,5.513,0.2394818024,
3.429,0.3000000003,5.478,0.2325783074,5.529,0.2394910739,
3.449,0.3000000002,5.502,0.2224162072,5.56,0.2165685784,
3.469,0.3000000001,5.553,0.2030951977,5.597,0.2146449377,
3.489,0.3000000002,5.596,0.1884929836,5.625,0.1906768639,
3.509,0.3000000002,5.625,0.1662818789,5.65,0.1598881288,
3.529,0.3000000003,5.641,0.1596250683,5.69,0.1573044038,
3.549,0.3000000002,5.694,0.1447822303,5.726,0.141607332,
3.569,0.3000000002,5.716,0.1401649714,5.758,0.1402900734,
3.589,0.3000000002,5.758,0.1268044561,5.792,0.1279661466,
3.609,0.2999956971,5.797,0.1277565658,5.826,0.1269318598,
3.629,0.2999957,5.817,0.1359268427,5.858,0.1444785798,
3.649,0.2999957001,5.86,0.1529935449,5.893,0.1459373647,
3.669,0.2999957227,5.876,0.1555977315,5.944,0.1571538196,
3.689,0.2999957029,5.921,0.1629054397,5.959,0.1580950919,
3.709,0.2999956941,5.96,0.1719888449,5.993,0.1708929377,
3.729,0.2999957105,5.998,0.1869267672,6.033,0.1888541354,
3.749,0.2999957122,6.017,0.1905013919,6.058,0.1903614753,
3.769,0.2999957092,6.06,0.1989255995,6.087,0.1985020066,
3.789,0.2999957312,6.077,0.1992495507,6.125,0.1991747664,
3.809,0.2999957116,6.13,0.2041328549,6.159,0.2037265639,
3.829,0.2999957111,6.164,0.2089090049,6.195,0.2039542839,
3.849,0.2999957134,6.181,0.2039645016,6.225,0.203973363,
3.869,0.2999957042,6.221,0.1950931996,6.26,0.1922117747,
3.889,0.2999957088,6.259,0.1813939959,6.295,0.1912247463,
3.909,0.2999957061,6.286,0.1731179208,6.334,0.1674031392,
3.929,0.2999957032,6.309,0.1652069092,6.357,0.1654040317,
3.949,0.2999957035,6.356,0.1499644667,6.392,0.1417234834,
3.969,0.2999956877,6.389,0.1287350208,6.439,0.1105386861,
3.989,0.2999956918,6.422,0.1077066287,6.458,0.107921654,
4.009,0.299995713,6.458,0.07672200352,6.493,0.06721931626,
4.029,0.2999957227,6.487,0.05198832229,6.527,0.06384297162,
4.049,0.2999957177,6.53,0.03186476976,6.557,0.03454029069,
4.069,0.2999957143,6.55,0.02333731763,6.591,0.0100513124,
4.089,0.2999965706,6.586,0.008331885561,6.624,0.007996163134,
4.109,0.2999943526,6.627,-0.01735441014,6.668,-0.02993697291,
4.129,0.2999943431,6.647,-0.03340013325,6.695,-0.03312030687,
4.149,0.2999943391,6.692,-0.06134871393,6.725,-0.07214763117,
4.169,0.299994324,6.731,-0.09182046354,6.758,-0.07542272756,
4.189,0.2999943255,6.744,-0.1096888632,6.792,-0.1192630932,
4.209,0.2999943245,6.792,-0.1394164562,6.825,-0.1229260425,
4.229,0.2999943195,6.808,-0.1558239907,6.856,-0.1686044778,
4.249,0.2999943182,6.85,-0.1875195354,6.893,-0.2188718102,
4.269,0.2999943133,6.884,-0.2234826237,6.946,-0.2230902832,
4.289,0.2999943164,6.923,-0.2625563145,6.963,-0.2706816155,
4.309,0.2999943018,6.947,-0.2750408947,6.996,-0.2746755226,
4.329,0.299995957,6.983,-0.3024046421,7.025,-0.3103529252,
4.349,0.2999965674,7.024,-0.3237681389,7.058,-0.3133470085,
4.369,0.3000000001,7.063,-0.34192729,7.092,-0.3395023528,
4.389,0.3000000001,7.085,-0.3495467305,7.129,-0.3416973032,
4.409,0.3000000001,7.129,-0.3582168221,7.16,-0.3568039828,
4.429,0.3000000001,7.16,-0.3636873364,7.192,-0.3641269701,
4.449,0.3000000002,7.175,-0.3647809923,7.235,-0.3647415843,
4.469,0.3000000001,7.222,-0.3693989217,7.256,-0.371109724,
4.489,0.3000000001,7.247,-0.371676147,7.291,-0.3716441756,
4.509,0.3000000002,7.265,-0.371938169,7.325,-0.3716890532,
4.529,0.3000000001,7.325,-0.3698678911,7.357,-0.3710239997,
4.549,0.3,7.361,-0.367290169,7.39,-0.3651176434,
4.569,0.2999908572,7.396,-0.3622107804,7.424,-0.364621917,
4.589,0.2999950744,7.415,-0.3548546135,7.457,-0.35195905,
4.609,0.299997731,7.46,-0.3418939114,7.493,-0.3508963134,
4.629,0.3000000006,7.498,-0.3305638134,7.525,-0.3322453953,
4.649,0.3000000007,7.516,-0.3245491087,7.558,-0.3124670419,
4.669,0.3000000005,7.556,-0.3106803,7.592,-0.3108088663,
4.689,0.3000000001,7.586,-0.2940894067,7.625,-0.2836812996,
4.709,0.3000000002,7.624,-0.2708730996,7.658,-0.2811621558,
4.729,0.3000000002,7.644,-0.2598410249,7.691,-0.247225497,
4.749,0.3000000002,7.69,-0.2318235636,7.732,-0.2095189125,
4.769,0.3000000002,7.722,-0.2063436359,7.767,-0.2063575923,
4.789,0.3000000005,7.756,-0.1937292367,7.799,-0.2060954005,
4.809,0.3000000002,7.791,-0.1808588356,7.834,-0.1708452198,
4.829,0.3000000002,7.816,-0.1678851843,7.858,-0.1678891098,
4.849,0.3000000002,7.854,-0.1380307227,7.892,-0.1272903372,
4.869,0.3000000002,7.892,-0.1098117754,7.926,-0.123734655,
4.889,0.3000000001,7.926,-0.08559925109,7.959,-0.08840692309,
4.909,0.3000000001,7.948,-0.07399462909,7.992,-0.05233711246,
4.929,0.3000000001,7.986,-0.04946231842,8.033,-0.04930958155,
4.949,0.3000000002,8.031,-0.02934386022,8.058,-0.01612133698,
4.969,0.3000000002,8.063,-0.00648871623,8.091,-0.01333071506,
4.989,0.3000000002,8.093,0.01745242625,8.134,0.01878187983,
5.009,0.2999989192,8.107,0.02838127129,8.159,0.05174005621,
5.029,0.3000000001,8.15,0.05048538372,8.197,0.05201888235,
5.049,0.3000000002,8.19,0.07277782261,8.229,0.08188893487,
5.069,0.3000000001,8.23,0.09353596717,8.256,0.08439562834,
5.089,0.3000000001,8.261,0.1162907854,8.29,0.115042356,
5.109,0.3000000001,8.283,0.1287456006,8.326,0.1498192533,
5.129,0.3000000001,8.323,0.1514460146,8.358,0.1553636857,
5.149,0.3000000001,8.36,0.1751571447,8.393,0.1891229665,
5.169,0.3000000001,8.382,0.1877920777,8.424,0.191954645,
5.189,0.3000000001,8.418,0.2137458622,8.457,0.2233698357,
5.209,0.3000000001,8.463,0.2384791076,8.492,0.2260061295,
5.229,0.3000000001,8.485,0.2523274422,8.526,0.2654230478,
5.249,0.3000000001,8.519,0.2819932401,8.559,0.2687304582,
5.269,0.3000000001,8.56,0.307692498,8.592,0.3055736999,
5.289,0.3,8.575,0.3218165636,8.624,0.3481295493,
5.309,0.3000000001,8.621,0.349524945,8.658,0.3517008344,
5.329,0.3000000001,8.653,0.3782634735,8.692,0.3923330993,
5.349,0.3000000001,8.696,0.4235955179,8.722,0.4364684981,
5.369,0.3000000001,8.728,0.4525868595,8.762,0.4401724277,
5.389,0.3000000001,8.743,0.4669536054,8.801,0.4831722471,
5.409,0.3000000001,8.783,0.4999012053,8.831,0.530706955,
5.429,0.3000000011,8.82,0.5327948928,8.858,0.5386302379,
5.449,0.3000000011,8.838,0.5488709211,8.892,0.5857673725,
5.469,0.3000000009,8.885,0.5835286975,8.926,0.5897201749,
5.489,0.3000000006,8.926,0.6194248199,8.959,0.6338606197,
5.509,0.3000000004,8.958,0.6548923254,8.992,0.6375647871,
5.529,0.3000000002,8.998,0.6911907792,9.028,0.6882783034,
5.549,0.3000000002,9.016,0.709730804,9.058,0.7397681463,
5.569,0.3000000002,9.054,0.7427518964,9.092,0.7479626966,
5.589,0.3000000002,9.092,0.7771692276,9.125,0.7952171759,
5.609,0.3000000003,9.125,0.8133589029,9.158,0.7991815232,
5.629,0.3000000003,9.148,0.8302574754,9.192,0.8508682434,
5.649,0.3000000001,9.184,0.8647346497,9.225,0.8584526651,
5.669,0.3000000002,9.229,0.9021032453,9.258,0.9071368938,
5.689,0.3000000002,9.264,0.9362168312,9.292,0.9590847201,
5.709,0.3000000002,9.284,0.9543546438,9.323,0.9638614628,
5.729,0.3000000001,9.327,0.9943242073,9.358,1.020215527,
5.749,0.3000000002,9.346,1.012638688,9.393,1.024946508,
5.769,0.3000000002,9.391,1.055425525,9.423,1.080137353,
5.789,0.3000000001,9.42,1.090720415,9.458,1.084769873,
5.809,0.3000000001,9.46,1.12769568,9.492,1.134116604,
5.829,0.3000000002,9.483,1.145135522,9.525,1.190160978,
5.849,0.3000000002,9.522,1.184352875,9.557,1.194065019,
5.869,0.3000000002,9.556,1.224495649,9.595,1.247372449,
5.889,0.3000000001,9.598,1.264540434,9.631,1.2518403,
5.909,0.3000000002,9.617,1.283876896,9.661,1.307312291,
5.929,0.3000000001,9.656,1.322907925,9.694,1.311963523,
5.949,0.2999999999,9.694,1.363036394,9.745,1.366833441,
5.969,0.3000000001,9.711,1.382704735,9.758,1.371247928,
5.989,0.3,9.737,1.404825687,9.794,1.430568259,
6.009,0.2999999785,9.781,1.446653366,9.831,1.491590325,
6.029,0.3000000002,9.817,1.489299178,9.859,1.496630673,
6.049,0.3000000002,9.858,1.532992721,9.9,1.563204695,
6.069,0.3000000002,9.896,1.574121952,9.925,1.568791692,
6.089,0.3000000001,9.914,1.595075965,9.971,1.623953507,
6.109,0.3000000001,9.956,1.635973692,9.992,1.628582952,
6.129,0.3000000001,9.98,1.657010555,10.033,1.672683333,
6.149,0.3000000001,10.023,1.695611954,10.055,1.676384839,
6.169,0.3000000001,10.063,1.731326222,10.092,1.726870132,
6.189,0.3000000001,10.098,1.766229153,10.128,1.780103961,
6.209,0.3000000001,10.115,1.784486055,10.16,1.785379065,
6.229,0.3000000002,10.151,1.8215729,10.194,1.835782771,
6.249,0.3000000001,10.173,1.839349389,10.247,1.840012628,
6.269,0.3000000002,10.224,1.876409411,10.257,1.888434607,
6.289,0.3000000001,10.252,1.891819835,10.292,1.892498111,
6.309,0.3000000001,10.275,1.909205794,10.337,1.94063098,
6.329,0.3,10.316,1.943989873,10.363,1.944670115,
6.349,0.3000000001,10.353,1.980511546,10.394,1.993349726,
6.369,0.3000000001,10.389,2.015115738,10.425,1.997888829,
6.389,0.3,10.409,2.032790184,10.465,2.045369958,
6.409,0.3000000001,10.462,2.064273357,10.492,2.049354977,
6.429,0.3000000001,10.483,2.081424475,10.533,2.094538305,
6.449,0.3000000002,10.522,2.112995863,10.558,2.098330193,
6.469,0.3000000002,10.562,2.14556098,10.592,2.143014823,
6.489,0.3000000002,10.585,2.162039757,10.628,2.146764959,
6.509,0.3000000001,10.631,2.192615986,10.658,2.19018595,
6.529,0.3000000001,10.654,2.206996441,10.693,2.20167955,
6.549,0.3,10.698,2.237613201,10.726,2.243864592,
6.569,0.3000000001,10.719,2.252455473,10.762,2.247404268,
6.589,0.3000000001,10.761,2.280945778,10.791,2.287398235,
6.609,0.3,10.784,2.295131445,10.827,2.290755047,
6.629,0.3,10.83,2.323772907,10.859,2.322006262,
6.649,0.3,10.847,2.337667227,10.891,2.362461853,
6.669,0.3,10.882,2.365073442,10.925,2.365855717,
6.689,0.3,10.918,2.390240669,10.958,2.401789649,
6.709,0.3000000002,10.954,2.41587925,10.994,2.434481246,
6.729,0.3000000002,10.987,2.436343908,11.036,2.437224325,
6.749,0.3000000001,11.007,2.4467659,11.061,2.464854907,
6.769,0.3000000001,11.057,2.467141628,11.094,2.467173451,
6.789,0.3000000001,11.098,2.48561883,11.124,2.492370177,
6.809,0.2999923239,11.117,2.494434357,11.158,2.494484496,
6.829,0.2999923252,11.156,2.512526751,11.193,2.520319333,
6.849,0.2999922728,11.192,2.532016277,11.225,2.52248729,
6.869,0.2999922645,11.206,2.540752172,11.258,2.547085906,
6.889,0.299992262,11.256,2.558672905,11.293,2.549150103,
6.909,0.3,11.293,2.577692509,11.327,2.574768275,
6.929,0.2999968735,11.314,2.586658955,11.366,2.576918151,
6.949,0.2999986737,11.341,2.596756458,11.392,2.603293689,
6.969,0.2999974306,11.382,2.614870548,11.425,2.629988479,
6.989,0.3,11.42,2.632135868,11.46,2.632230099,
7.009,0.3000077902,11.46,2.647819757,11.492,2.65343519,
7.029,0.3000131211,11.492,2.663136721,11.525,2.677140569,
7.049,0.2999990681,11.521,2.678858757,11.565,2.679129614,
7.069,0.3000380672,11.563,2.693800926,11.599,2.700259455,
7.089,0.3000431688,11.582,2.701742172,11.638,2.702032538,
7.109,0.3001463041,11.616,2.715201139,11.663,2.720469395,
7.129,0.3000113442,11.661,2.726870298,11.699,2.721460859,
7.149,0.3000304514,11.683,2.733207464,11.729,2.737524044,
7.169,0.3000526786,11.731,2.744255543,11.759,2.738872033,
7.189,0.3000378938,11.749,2.74888587,11.791,2.753359158,
7.209,0.3001402232,11.797,2.764496565,11.825,2.767839623,
7.229,0.300143034,11.826,2.773838997,11.858,2.769054812,
7.249,0.3002125062,11.846,2.778600454,11.891,2.783440903,
7.269,0.3003701437,11.888,2.787620783,11.924,2.784648283,
7.289,0.3006515769,11.909,2.792170286,11.963,2.796073819,
7.309,0.3010440196,11.954,2.800558329,11.99,2.797033294,
7.329,0.3015537989,11.981,2.805310249,12.028,2.808637614,
7.349,0.3021536501,12.018,2.812569618,12.069,2.816757039,
7.369,0.3028457775,12.058,2.81848073,12.092,2.817438245,
7.389,0.3036475031,12.096,2.824575424,12.125,2.825781556,
7.409,0.30457186,12.115,2.827593803,12.163,2.826481499,
7.429,0.3056127203,12.158,2.833692551,12.192,2.834953028,
7.449,0.3067630973,12.18,2.836787224,12.225,2.835663843,
7.469,0.3080331738,12.225,2.843672752,12.258,2.84796364,
7.489,0.309462782,12.244,2.846874952,12.285,2.848995828,
7.509,0.3110707341,12.288,2.854291916,12.326,2.858422751,
7.529,0.312837795,12.307,2.857070923,12.358,2.859213845,
7.549,0.3147483971,12.355,2.862793684,12.393,2.867409678,
7.569,0.3168200189,12.397,2.868172169,12.426,2.867686326,
7.589,0.319064564,12.431,2.871550083,12.458,2.872844307,
7.609,0.321477058,12.449,2.873496532,12.492,2.878891301,
7.629,0.324046057,12.49,2.877887011,12.525,2.879398847,
7.649,0.3267629316,12.524,2.882189989,12.56,2.885229377,
7.669,0.3296255625,12.563,2.885422468,12.592,2.885849814,
7.689,0.3326357843,12.593,2.888697386,12.622,2.890208516,
7.709,0.3357810513,12.623,2.891766787,12.658,2.894043921,
7.729,0.3390415675,12.653,2.894478798,12.696,2.892615518,
7.749,0.3424194219,12.67,2.895427227,12.726,2.895837107,
7.769,0.3459354188,12.722,2.896874905,12.759,2.896107464,
7.789,0.3496002475,12.76,2.898117542,12.792,2.897948856,
7.809,0.3534151491,12.793,2.900023937,12.825,2.898103386,
7.829,0.3573630217,12.793,2.900023937,12.859,2.900117212,
7.849,0.3615368698,12.859,2.900553703,12.898,2.901864747,
7.869,0.365932133,12.881,2.900364399,12.926,2.902120707,
7.889,0.3703608552,12.921,2.900387287,12.958,2.901193445,
7.909,0.3746413657,12.952,2.899386406,13.002,2.901115082,
7.929,0.3786821011,12.996,2.89922452,13.025,2.899613204,
7.949,0.3826918202,13.018,2.89943552,13.057,2.899487183,
7.969,0.3868182067,13.056,2.900280714,13.091,2.900004517,
7.989,0.3910072579,13.079,2.900366068,13.133,2.900047941,
8.009,0.3951391265,13.121,2.900858879,13.152,2.90137453,
8.029,0.3991324456,13.157,2.900821924,13.195,2.901903374,
8.049,0.4031760778,13.182,2.900226593,13.224,2.900606836,
8.069,0.4074246535,13.22,2.899358273,13.257,2.90049803,
8.089,0.411769541,13.249,2.897685766,13.293,2.89769259,
8.109,0.4160397963,13.283,2.895421505,13.327,2.894844307,
8.129,0.4201418357,13.322,2.893143654,13.357,2.894605873,
8.149,0.4243126065,13.357,2.890599489,13.392,2.890750932,
8.169,0.4287204041,13.392,2.887674809,13.425,2.889931445,
8.189,0.4332509781,13.417,2.886468649,13.461,2.886823292,
8.209,0.4377527984,13.443,2.885663986,13.491,2.886562309,
8.229,0.4421813322,13.489,2.883758545,13.525,2.883791168,
8.249,0.446845294,13.529,2.88155961,13.558,2.883558535,
8.269,0.4518122444,13.563,2.879852295,13.592,2.88072689,
8.289,0.4569042702,13.588,2.879179716,13.626,2.880489206,
8.309,0.4619312067,13.626,2.876920938,13.662,2.877783865,
8.329,0.4667919257,13.638,2.873387814,13.698,2.86691978,
8.349,0.471774656,13.687,2.865309477,13.725,2.866008043,
8.369,0.4770413686,13.726,2.854644537,13.757,2.851492551,
8.389,0.482481208,13.759,2.84577632,13.79,2.850274263,
8.409,0.4879407103,13.797,2.838544369,13.826,2.840113462,
8.429,0.4933057274,13.816,2.834964991,13.859,2.839260689,
8.449,0.4988161281,13.859,2.830363035,13.892,2.831694313,
8.469,0.5047138442,13.883,2.828730345,13.925,2.825921658,
8.489,0.5109172642,13.92,2.825123072,13.96,2.825437256,
8.509,0.5172280078,13.964,2.821425915,13.992,2.820811325,
8.529,0.5234678904,13.989,2.820117712,14.026,2.820423138,
8.549,0.5298487207,14.029,2.818354845,14.063,2.818334024,
8.569,0.5366278871,14.046,2.817872763,14.092,2.818158716,
8.589,0.5436909444,14.094,2.817043304,14.125,2.816554172,
8.609,0.5508192914,14.111,2.816137314,14.158,2.816811046,
8.629,0.557858734,14.157,2.815468311,14.191,2.816132922,
8.649,0.5650658185,14.188,2.81544733,14.226,2.81607625,
8.669,0.5726882599,14.216,2.815566063,14.267,2.816454104,
8.689,0.5805602983,14.262,2.815749168,14.294,2.816485939,
