"/uav_ground_truth/pose/pose/position/z_x","/uav_ground_truth/pose/pose/position/z_y","/ual/pose/pose/position/z_y","/del_uav/KF_pose/z_y"
10.65,0.2999945046,-0.8569487929,-0.8611716733,
10.67,0.2999945093,-0.8453420997,-0.8610686205,
10.69,0.2999945132,-0.8324747086,-0.8403220704,
10.71,0.2999945154,-0.8242586255,-0.8385810206,
10.73,0.3000009732,-0.814173162,-0.8120883913,
10.75,0.3000015178,-0.7879351377,-0.8098651269,
10.77,0.3000015185,-0.7702403069,-0.7747193948,
10.79,0.2999965837,-0.7616837025,-0.7598662216,
10.81,0.299996582,-0.7550507784,-0.7586197468,
10.83,0.299996587,-0.7382920384,-0.7399677344,
10.85,0.2999965904,-0.7294322252,-0.7384635052,
10.87,0.2999965969,-0.7071996927,-0.7098541715,
10.89,0.2999965985,-0.692237556,-0.7074532539,
10.91,0.2999966172,-0.6836477518,-0.6856762404,
10.93,0.299996622,-0.6596857309,-0.6837979746,
10.95,0.3000004007,-0.6429371834,-0.65153469,
10.97,0.2999949058,-0.6242399812,-0.6265105843,
10.99,0.2999949201,-0.6119920015,-0.6244215075,
11.01,0.2999949207,-0.5966995955,-0.5990169753,
11.03,0.2999949341,-0.5828132629,-0.5968849709,
11.05,0.2999949498,-0.567155242,-0.5773361988,
11.07,0.2999949584,-0.5591607094,-0.5509196644,
11.09,0.2999949555,-0.5413891077,-0.5487027784,
11.11,0.2999949456,-0.5255584717,-0.5274864977,
11.13,0.2999972358,-0.5061390996,-0.5257234069,
11.15,0.3,-0.4969326556,-0.4993511094,
11.17,0.2999937193,-0.4767771363,-0.4971379042,
11.19,0.2999937159,-0.4584853351,-0.4670140801,
11.21,0.2999937163,-0.4506912827,-0.444755583,
11.23,0.2999937183,-0.4327881038,-0.4428772713,
11.25,0.299993719,-0.4165790379,-0.4187779006,
11.27,0.2999937207,-0.4098859131,-0.4167555359,
11.29,0.2999937155,-0.3876644075,-0.3900977539,
11.31,0.2999937119,-0.3671487272,-0.3878606589,
11.33,0.299993711,-0.356968075,-0.3595526744,
11.35,0.2999937032,-0.3492357731,-0.3571883439,
11.37,0.2999936986,-0.3408846855,-0.3422562489,
11.39,0.2999936997,-0.3370841146,-0.3410031355,
11.41,0.2999936995,-0.3229732215,-0.3244896118,
11.43,0.2999936932,-0.3046276569,-0.3230961232,
11.45,0.2999936894,-0.3000298738,-0.3019611117,
11.47,0.2999936854,-0.2747361362,-0.2770220011,
11.49,0.2999936854,-0.2583919168,-0.2749292308,
11.51,0.2999936825,-0.21140939,-0.2167413828,
11.53,0.2999936854,-0.1479592025,-0.2118583187,
11.55,0.2999936885,-0.08067633957,-0.1266432214,
11.57,0.2999936818,-0.04072685912,-0.002664706181,
11.59,0.2999936859,0.09828914702,0.007677356978,
11.61,0.2999936827,0.142972827,0.1315808913,
11.63,0.2999936889,0.2203286588,0.2452326219,
11.65,0.2999971074,0.2822754085,0.254803787,
11.67,0.2999971414,0.3384831548,0.3314564028,
11.69,0.2999971389,0.3678953648,0.3378890436,
11.71,0.2999959089,0.4319335222,0.406546707,
11.73,0.2999959049,0.4538905621,0.4560005987,
11.75,0.2999958959,0.4775212109,0.4601577071,
11.77,0.2999958863,0.4908026159,0.4882331118,
11.79,0.2999959025,0.520293653,0.490589116,
11.81,0.2999958923,0.5608033538,0.5372891721,
11.83,0.2999958901,0.5819026828,0.6009953732,
11.85,0.2999958825,0.636893034,0.6063143965,
11.87,0.2999958782,0.6806330085,0.6743847398,
11.89,0.2999958755,0.7073664665,0.6800972191,
11.91,0.299995874,0.747128427,0.7414916943,
11.93,0.2999958701,0.7774124742,0.7466599121,
11.95,0.2999958766,0.814684391,0.7943450011,
11.97,0.2999958812,0.8386971354,0.8349793969,
11.99,0.2999962638,0.8497673869,0.8383893713,
12.01,0.2999954862,0.8614343405,0.8595117603,
12.03,0.2999954975,0.8498162031,0.8612842841,
12.05,0.2999954744,0.8469057083,0.8481235274,
12.07,0.2999954615,0.8058308959,0.8469954711,
12.09,0.2999954555,0.7715740204,0.7923105476,
12.11,0.2999954579,0.7623987794,0.7579404185,
12.13,0.2999954408,0.7534846067,0.7550561206,
12.15,0.2999954392,0.7231052518,0.7257928866,
12.17,0.2999954336,0.6966915727,0.7233368835,
12.19,0.2999954234,0.6263477206,0.6672691785,
12.21,0.2999954162,0.5927471519,0.6625641157,
12.23,0.2999954191,0.5651867986,0.5733551237,
12.25,0.2999954101,0.5004800558,0.5658687117,
12.27,0.2999954021,0.4433717132,0.4800949378,
12.29,0.299995403,0.4142748415,0.3952551483,
12.31,0.2999954047,0.3577282131,0.3881338929,
12.33,0.2999954035,0.3010420501,0.3083664319,
12.35,0.2999954004,0.2846136689,0.3016722942,
12.37,0.2999953958,0.2487195283,0.2531788908,
12.39,0.299995399,0.2110083699,0.2490590182,
12.41,0.2999953985,0.1981853247,0.2024199336,
12.43,0.2999953896,0.176817745,0.1678728854,
12.45,0.2999953868,0.1591614187,0.1649737158,
12.47,0.2999953906,0.1457262188,0.1647304329,
12.49,0.2999953888,0.1239480749,0.1370181477,
12.51,0.2999953945,0.1005970836,0.1036605178,
12.53,0.2999953859,0.09245167673,0.1008508275,
12.55,0.2999953887,0.06957108527,0.0721965005,
12.57,0.2999953851,0.05252148956,0.06979169533,
12.59,0.2999953888,0.04126194492,0.04821825162,
12.61,0.2999953859,0.03955866024,0.04388425103,
12.63,0.2999953847,0.05172426999,0.04352054174,
12.65,0.2999953833,0.06728973985,0.06530459529,
12.67,0.2999953758,0.07889202982,0.06713271664,
12.69,0.2999953737,0.09816288948,0.08702741449,
12.71,0.299995373,0.1013530418,0.1001691506,
12.73,0.2999953726,0.09936322272,0.101272005,
12.75,0.3,0.1069170833,0.1034125416,
12.77,0.3000000001,0.1104402468,0.1099703067,
12.79,0.3,0.1077090874,0.1104568801,
12.81,0.2999984423,0.1036667973,0.1041912189,
12.83,0.3,0.1060302928,0.1036654495,
12.85,0.3,0.1120956391,0.1114100866,
12.87,0.3,0.1322908252,0.112059963,
12.89,0.3,0.1749404222,0.1497269361,
12.91,0.3,0.2382492423,0.2308202808,
12.93,0.3,0.3157008588,0.2376256287,
12.95,0.3,0.3622110486,0.351755597,
12.97,0.3,0.4473893642,0.4756025885,
12.99,0.2999937035,0.5217823982,0.4861356994,
13.01,0.3,0.5883998871,0.5799499798,
13.03,0.3,0.6207506061,0.5878149048,
13.05,0.2999935783,0.6811923385,0.6734718486,
13.07,0.299993578,0.7407770157,0.6806515421,
13.09,0.2999935748,0.7688916326,0.7639336689,
13.11,0.2999935681,0.8184773326,0.7706095133,
13.13,0.299997078,0.8658285737,0.837587381,
13.15,0.3000000002,0.8859954476,0.9024162719,
13.17,0.3000000002,0.9239020348,0.9076046371,
13.19,0.3000000002,0.9631808996,0.9740655391,
13.21,0.3000000002,1.003832102,0.9796167656,
13.23,0.3000000001,1.042816043,1.032600876,
13.25,0.3000000001,1.082692981,1.085265554,
13.27,0.3000000002,1.117475033,1.089675883,
13.29,0.3000000002,1.136768818,1.139596764,
13.31,0.3000000003,1.170708537,1.193559857,
13.33,0.3000000002,1.210062504,1.198122658,
13.35,0.3000000001,1.241714001,1.243535864,
13.37,0.3000000001,1.274736166,1.247382287,
13.39,0.3000000001,1.307075977,1.297552743,
13.41,0.3000000001,1.339517117,1.3492845,
13.43,0.3000000001,1.37353158,1.353685024,
13.45,0.3000000001,1.404184937,1.39676415,
13.47,0.3000000001,1.429022193,1.433011648,
13.49,0.3000000001,1.445149779,1.43605807,
13.51,0.3000000001,1.456917167,1.436319073,
13.53,0.3000000002,1.484418511,1.476312015,
13.55,0.3000000002,1.51157546,1.515331316,
13.57,0.3000000002,1.523675799,1.518609136,
13.59,0.3000000001,1.550037026,1.559552193,
13.61,0.3000000001,1.571346045,1.563008041,
13.63,0.3000000001,1.590683699,1.600549003,
13.65,0.3000000001,1.612180948,1.603712227,
13.67,0.3000000001,1.623909593,1.634424523,
13.69,0.3000000001,1.636070013,1.63700695,
13.71,0.3000000001,1.661058068,1.659329906,
13.73,0.3000000001,1.671858668,1.661204531,
13.75,0.3000000001,1.696246505,1.693598197,
13.77,0.3000000001,1.721728444,1.696317359,
13.79,0.3000000001,1.743597388,1.734447234,
13.81,0.3000000001,1.76463902,1.767607964,
13.83,0.3000000001,1.785000682,1.770397424,
13.85,0.3000000001,1.803031445,1.797211791,
13.87,0.3,1.813034296,1.827167941,
13.89,0.2999957382,1.830942392,1.829705316,
13.91,0.3,1.848954201,1.85610492,
13.93,0.2999908836,1.867349148,1.850523216,
13.95,0.3000009339,1.875246048,1.872897906,
13.97,0.3000000003,1.892594218,1.898755532,
13.99,0.3,1.908783555,1.900926144,
14.01,0.3,1.932256341,1.922532207,
14.03,0.3,1.94899559,1.946528649,
14.05,0.3,1.95742023,1.94854281,
14.07,0.3,1.965666652,1.971034641,
14.09,0.3,1.980692625,1.972922359,
14.11,0.3,1.99458766,1.99459715,
14.13,0.3,2.007855177,1.996416115,
14.15,0.3000000275,2.013144493,2.01245136,
14.17,0.2999999999,2.025213003,2.030231996,
14.19,0.3000000001,2.036689281,2.031399156,
14.21,0.3,2.048443556,2.047399349,
14.23,0.2999999999,2.055015802,2.048742405,
14.25,0.2999974227,2.065945387,2.064888219,
14.27,0.2999989274,2.077941895,2.066243202,
14.29,0.2999999999,2.089740753,2.083060521,
14.31,0.3,2.101946115,2.10074779,
14.33,0.3,2.107514143,2.101561221,
14.35,0.3000000005,2.11896944,2.118839145,
14.37,0.3000000002,2.129726648,2.120289003,
14.39,0.3000000003,2.139825821,2.134448489,
14.41,0.3000000003,2.149720907,2.149769601,
14.43,0.3000000002,2.160186529,2.151055309,
14.45,0.3000000001,2.170909643,2.165961137,
14.47,0.3000000002,2.175798893,2.181053775,
14.49,0.2999989466,2.185661077,2.183760373,
14.51,0.2999991799,2.194188833,2.196507698,
14.53,0.3000000009,2.202666759,2.197575396,
14.55,0.3000000008,2.208423615,2.208841736,
14.57,0.3000000005,2.208379269,2.21123148,
14.59,0.3000000004,2.209317207,2.210546946,
14.61,0.3000000002,2.210479498,2.213929579,
14.63,0.3000000003,2.214476824,2.214213374,
14.65,0.3000000003,2.219488144,2.22092246,
14.67,0.3000000002,2.221725464,2.221485446,
14.69,0.3000000002,2.227559805,2.228926947,
14.71,0.3000000001,2.230578423,2.226459678,
14.73,0.2999984234,2.237108946,2.2350007,
14.75,0.2999999998,2.242173672,2.235717683,
14.77,0.2999999999,2.247998238,2.243303344,
14.79,0.3,2.254361391,2.252219474,
14.81,0.3000000012,2.259601116,2.254996448,
14.83,0.2999970716,2.261985302,2.262213484,
14.85,0.299997073,2.266862392,2.262819052,
14.87,0.2999970595,2.272182465,2.269921625,
14.89,0.3,2.276806355,2.278222416,
14.91,0.3,2.278757811,2.278918345,
14.93,0.2999980058,2.28332305,2.284946068,
14.95,0.299997046,2.285309792,2.285451555,
14.97,0.2999959463,2.288718224,2.290762578,
14.99,0.2999959714,2.292161226,2.291205689,
15.01,0.299996421,2.295567513,2.295836554,
15.03,0.2999964149,2.297078848,2.300885981,
15.05,0.2999964025,2.300587177,2.301308714,
15.07,0.2999963987,2.304220915,2.305386983,
15.09,0.2999964157,2.309191227,2.310282032,
15.11,0.2999963972,2.310319185,2.307491972,
15.13,0.2999963902,2.312708378,2.310479667,
15.15,0.2999963977,2.315011978,2.313471217,
15.17,0.2999963893,2.315325499,2.317009911,
15.19,0.2999963836,2.315196753,2.31684446,
15.21,0.2999963827,2.315263987,2.316829745,
15.23,0.2999963937,2.31539917,2.31690828,
15.25,0.2999970421,2.316350698,2.317044029,
15.27,0.2999988374,2.317374229,2.317055423,
15.29,0.2999939592,2.318312168,2.318424503,
15.31,0.2999939541,2.318325996,2.319392182,
15.33,0.2999939501,2.31827116,2.319472973,
15.35,0.2999939615,2.318235874,2.319396891,
15.37,0.2999939528,2.318327665,2.319532469,
15.39,0.2999939526,2.318737268,2.319543685,
15.41,0.2999908793,2.318794012,2.32001344,
15.43,0.3,2.319985867,2.320052839,
15.45,0.3,2.32053566,2.321401101,
15.47,0.3000000001,2.321805716,2.32458031,
15.49,0.3,2.3233881,2.324846383,
15.51,0.3000000003,2.321628809,2.325018665,
15.53,0.2999954447,2.320199966,2.325032735,
15.55,0.2999909098,2.317714691,2.320278413,
15.57,0.3,2.316928625,2.31802877,
15.59,0.3000000001,2.316425085,2.3178398,
15.61,0.3000000001,2.316267967,2.317007399,
15.63,0.3,2.316043139,2.316982911,
15.65,0.3,2.315921545,2.316980851,
15.67,0.3,2.316171408,2.316757849,
15.69,0.3,2.31618309,2.317290365,
15.71,0.3,2.316244364,2.317335027,
15.73,0.3,2.315376997,2.315914577,
15.75,0.3,2.313982248,2.315795112,
15.77,0.3,2.312444925,2.313098655,
15.79,0.3,2.31011796,2.312872061,
15.81,0.3,2.306198835,2.309244232,
15.83,0.3,2.301378727,2.302410436,
15.85,0.3,2.29895401,2.30285176,
15.87,0.3,2.297816992,2.299625117,
15.89,0.3,2.296029806,2.29935372,
15.91,0.3,2.293980122,2.296817682,
15.93,0.3,2.29270339,2.293955015,
15.95,0.3,2.292164087,2.293714179,
15.97,0.3,2.291492224,2.29291031,
15.99,0.3,2.290211439,2.29284253,
16.01,0.2999999999,2.28978014,2.291267966,
16.03,0.3000000003,2.28854847,2.290133172,
16.05,0.3000000004,2.286694527,2.288309628,
16.07,0.3000000001,2.286177874,2.286045665,
16.09,0.3,2.285318375,2.285855518,
16.11,0.3000000136,2.283881664,2.284274537,
16.13,0.3,2.283849001,2.284141778,
16.15,0.2999940348,2.283238649,2.28423276,
16.17,0.3000000004,2.282991648,2.283290635,
16.19,0.3000000002,2.281558275,2.28321049,
16.21,0.3000000002,2.280930042,2.281482119,
16.23,0.3000000001,2.278915882,2.281336497,
16.25,0.2999999641,2.27823329,2.279296747,
16.27,0.3,2.277620316,2.278562535,
16.29,0.3,2.277651548,2.278501098,
16.31,0.2999958531,2.27725029,2.278158847,
16.33,0.2999959454,2.277189255,2.278228593,
16.35,0.29999592,2.276973963,2.278381539,
16.37,0.2999959432,2.275797129,2.276914551,
16.39,0.2999959287,2.275841713,2.276790663,
16.41,0.2999959114,2.276173115,2.276852852,
16.43,0.2999959223,2.2757833,2.276304881,
16.45,0.2999959166,2.275235653,2.276258107,
16.47,0.2999958786,2.273812294,2.275144518,
16.49,0.2999958649,2.270436287,2.271060567,
16.51,0.29999588,2.269427776,2.270717868,
16.53,0.2999958951,2.267985582,2.268444494,
16.55,0.2999958634,2.26713562,2.268254023,
16.57,0.2999958517,2.265476227,2.267033518,
16.59,0.2999958686,2.264939308,2.265493004,
16.61,0.2999958652,2.26504755,2.26536368,
16.63,0.2999958721,2.26539278,2.265768213,
16.65,0.2999958647,2.265583515,2.265613612,
16.67,0.2999958868,2.263837099,2.265460123,
16.69,0.299995883,2.263052464,2.263491574,
16.71,0.2999958804,2.263050079,2.263326188,
16.73,0.299995892,2.262412071,2.262725516,
16.75,0.2999959064,2.262051582,2.262675176,
16.77,0.2999959434,2.261955261,2.262620767,
16.79,0.2999959421,2.261942148,2.262616304,
16.81,0.2999959037,2.262678146,2.262793112,
16.83,0.2999958201,2.26300168,2.264010388,
16.85,0.3,2.264339447,2.264112448,
16.87,0.2999986419,2.265315533,2.264120868,
16.89,0.3000000002,2.266297579,2.266360394,
16.91,0.3000000003,2.266994715,2.267714831,
16.93,0.3000000002,2.26794672,2.267829192,
16.95,0.3000000001,2.268505096,2.268799649,
16.97,0.3000000001,2.269389153,2.268645141,
16.99,0.3000000001,2.267342567,2.268987194,
17.01,0.3000000001,2.265952826,2.266913911,
17.03,0.3000000001,2.265377283,2.266739755,
17.05,0.3000000001,2.262510777,2.264245438,
17.07,0.2999909088,2.261000872,2.26187714,
17.09,0.3,2.260089636,2.2616784,
17.11,0.3000000002,2.256613731,2.257414956,
17.13,0.2999933675,2.255029678,2.257013974,
17.15,0.2999933524,2.253958941,2.254548098,
17.17,0.2999933307,2.2528615,2.253024419,
17.19,0.2999933344,2.253223181,2.252896432,
17.21,0.2999933215,2.252429008,2.252710668,
17.23,0.2999933413,2.252249956,2.252695029,
17.25,0.2999933278,2.251634121,2.251946497,
17.27,0.2999933315,2.251239061,2.252106377,
17.29,0.2999933456,2.252385616,2.252403247,
17.31,0.299993326,2.253954887,2.254351359,
17.33,0.2999933287,2.255354404,2.254515552,
17.35,0.2999933152,2.255444765,2.255894693,
17.37,0.2999932916,2.257343292,2.258288648,
17.39,0.299993288,2.258924723,2.258490001,
17.41,0.2999932832,2.259802341,2.260169987,
17.43,0.3000000011,2.259759188,2.260311212,
17.45,0.2999940354,2.260842085,2.261275727,
17.47,0.2999940476,2.260286093,2.261230149,
17.49,0.299994041,2.26044631,2.26049626,
17.51,0.2999940469,2.260098457,2.2604348,
17.53,0.2999940365,2.260759592,2.261084094,
17.55,0.2999940334,2.262237787,2.261138649,
17.57,0.3000004684,2.26352644,2.263142769,
17.59,0.2999949666,2.264703989,2.266003973,
17.61,0.2999949739,2.26625371,2.266244577,
17.63,0.2999949657,2.267477036,2.268103051,
17.65,0.2999949181,2.268699169,2.268259418,
17.67,0.2999947929,2.270094633,2.269810493,
17.69,0.2999947518,2.272120714,2.271547788,
17.71,0.299994738,2.273029327,2.273839701,
17.73,0.2999947333,2.273584366,2.274032014,
17.75,0.2999947318,2.273970604,2.274048134,
17.77,0.2999947321,2.27468586,2.274820495,
17.79,0.299994733,2.274847031,2.276604374,
17.81,0.2999947337,2.276834249,2.276753837,
17.83,0.2999947346,2.278099537,2.279045973,
17.85,0.2999947354,2.280010223,2.278925204,
17.87,0.2999947363,2.281065941,2.281301724,
17.89,0.3000009525,2.281948566,2.281501124,
17.91,0.2999986568,2.283676386,2.283909206,
17.93,0.3,2.285714865,2.286669733,
17.95,0.3000000002,2.287648439,2.286901382,
17.97,0.3000000002,2.287912607,2.289193924,
17.99,0.3000000002,2.289594412,2.289386398,
18.01,0.3000000003,2.290350199,2.291030206,
18.03,0.3000000002,2.290815115,2.291168199,
18.05,0.3000000002,2.291282892,2.292034234,
18.07,0.3,2.291527033,2.292547245,
18.09,0.3000000002,2.291460752,2.292590337,
18.11,0.2999922992,2.288371563,2.289329621,
18.13,0.2999923004,2.284545422,2.283115667,
18.15,0.2999923015,2.280154467,2.282593838,
18.17,0.2999923028,2.277798653,2.282549789,
18.19,0.2999923041,2.275742292,2.27676196,
18.21,0.2999970261,2.272866964,2.276276107,
18.23,0.2999974658,2.272106647,2.272904694,
18.25,0.2999974437,2.270639658,2.272621692,
18.27,0.2999974171,2.269662619,2.270359046,
18.29,0.2999974207,2.266974688,2.270169186,
18.31,0.2999973069,2.265140772,2.266708294,
18.33,0.2999975496,2.264227152,2.266418117,
18.35,0.3,2.26287055,2.263759709,
18.37,0.299998494,2.262926817,2.263662776,
18.39,0.3,2.26283288,2.263654744,
18.41,0.3,2.264336109,2.264001853,
18.43,0.3000000002,2.265029907,2.266052402,
18.45,0.2999921387,2.266793013,2.266224111,
18.47,0.3,2.26890111,2.268550778,
18.49,0.2999999804,2.27073741,2.271092034,
18.51,0.2999924554,2.271268606,2.271544347,
18.53,0.2999999998,2.275481939,2.274420034,
18.55,0.2999999999,2.277669191,2.278407363,
18.57,0.2999944746,2.280367374,2.27834095,
18.59,0.299994481,2.282397747,2.281669289,
18.61,0.2999944766,2.283988953,2.285137448,
18.63,0.2999944811,2.286072969,2.285428535,
18.65,0.3000000011,2.287793636,2.287890819,
18.67,0.2999955644,2.28817153,2.288097126,
18.69,0.2999999999,2.287510872,2.287855165,
18.71,0.2999939002,2.285627127,2.287834684,
18.73,0.2999999999,2.28340745,2.284552969,
18.75,0.3000000001,2.282535553,2.281769194,
18.77,0.2999919575,2.280522585,2.281535626,
18.79,0.2999999999,2.280330896,2.281312719,
18.81,0.3000000001,2.2803092,2.281294084,
18.83,0.2999959401,2.280396223,2.28090917,
18.85,0.2999959409,2.280557632,2.280875888,
18.87,0.299995935,2.281360865,2.281756068,
18.89,0.2999959329,2.281086922,2.281829411,
18.91,0.2999959392,2.28223753,2.28263828,
18.93,0.2999959444,2.282724142,2.282705618,
18.95,0.2999959394,2.283420086,2.284151071,
18.97,0.2999959356,2.283856869,2.284272084,
18.99,0.2999959332,2.283895969,2.284382538,
19.01,0.2999959293,2.284224749,2.28439088,
19.03,0.2999959322,2.283769608,2.283937265,
19.05,0.2999959276,2.283987045,2.283898704,
19.07,0.2999959273,2.284562588,2.284621541,
19.09,0.2999959267,2.285381556,2.284681938,
19.11,0.2999959292,2.286093473,2.285482554,
19.13,0.2999959277,2.286363125,2.286538343,
19.15,0.2999959245,2.287120104,2.28662652,
19.17,0.2999959232,2.287766218,2.287918956,
19.19,0.2999959212,2.289091349,2.290783081,
19.21,0.2999959181,2.290433168,2.291023455,
19.23,0.2999959216,2.291078329,2.291931519,
19.25,0.2999959183,2.291753292,2.292007763,
19.27,0.299995916,2.291724205,2.292194851,
19.29,0.299995916,2.292555571,2.293114617,
19.31,0.3,2.292675257,2.293191692,
19.33,0.3,2.293028593,2.294080239,
19.35,0.2999973813,2.293638229,2.294154746,
19.37,0.2999973793,2.294540882,2.294160955,
19.39,0.2999973809,2.295394659,2.295320767,
19.41,0.2999973854,2.295938492,2.296308778,
19.43,0.2999973846,2.297300816,2.296391718,
19.45,0.2999973786,2.299221277,2.298151062,
19.47,0.2999973767,2.298185349,2.297617322,
19.49,0.2999973764,2.296201706,2.297711171,
19.51,0.2999973771,2.295746326,2.29651096,
19.53,0.2999973761,2.296096325,2.296625111,
19.55,0.2999973752,2.296961546,2.29663466,
19.57,0.2999973739,2.297776937,2.298175014,
19.59,0.2999973744,2.299784422,2.300701277,
19.61,0.299997372,2.300710917,2.300634301,
19.63,0.2999973726,2.299827099,2.300109721,
19.65,0.2999973709,2.299072266,2.299327896,
19.67,0.2999973711,2.299008131,2.299490463,
19.69,0.299997372,2.299284458,2.29974468,
19.71,0.2999973703,2.29975462,2.299765786,
19.73,0.2999973695,2.301002979,2.301341692,
19.75,0.2999973704,2.301594496,2.30137098,
19.77,0.299997368,2.303253174,2.303434641,
19.79,0.2999973688,2.304668427,2.30360775,
19.81,0.2999973681,2.305879116,2.305182328,
19.83,0.2999973699,2.30622077,2.306817401,
19.85,0.2999973686,2.307878256,2.30695019,
19.87,0.2999973665,2.310301065,2.310008109,
19.89,0.299997365,2.311773539,2.310261199,
19.91,0.2999973636,2.312806845,2.312427574,
19.93,0.299997363,2.313353539,2.313888778,
19.95,0.2999973623,2.314731598,2.314010251,
19.97,0.2999978969,2.315217733,2.316067076,
19.99,0.3,2.316659212,2.316243596,
20.01,0.2999999995,2.318348169,2.318208325,
20.03,0.3000007986,2.319179296,2.318371962,
20.05,0.2999971624,2.320807934,2.321054418,
20.07,0.2999971652,2.322933197,2.321278891,
20.09,0.2999971704,2.324288368,2.324380651,
20.11,0.2999971762,2.327162504,2.324579855,
20.13,0.2999971736,2.329736471,2.32829121,
20.15,0.2999971742,2.331286907,2.331124903,
20.17,0.3000006608,2.333448887,2.331361863,
20.19,0.2999923555,2.334239721,2.333953518,
20.21,0.2999978314,2.334512711,2.335207365,
20.23,0.3,2.335791349,2.335311789,
20.25,0.2999988482,2.338382483,2.338353477,
20.27,0.2999957064,2.341288567,2.338607468,
20.29,0.2999957036,2.34266448,2.34292276,
20.31,0.2999957041,2.346434116,2.343281574,
20.33,0.2999957062,2.348457098,2.34835833,
20.35,0.2999957052,2.352826118,2.348781898,
20.37,0.2999957054,2.35370326,2.353572751,
20.39,0.2999957074,2.353294134,2.353972341,
20.41,0.299995708,2.354363918,2.354564623,
20.43,0.2999957087,2.354606152,2.35461352,
20.45,0.2999957089,2.355146646,2.355333657,
20.47,0.2999957105,2.357811928,2.358413118,
20.49,0.2999957112,2.360319614,2.358670392,
20.51,0.2999957121,2.363210201,2.363342931,
20.53,0.2999957097,2.366663218,2.363730238,
20.55,0.2999957093,2.369720697,2.368848464,
20.57,0.299995709,2.373716831,2.373908676,
20.59,0.2999957138,2.378022909,2.374469194,
20.61,0.2999957167,2.380521059,2.380471459,
20.63,0.2999957175,2.384905338,2.380969803,
20.65,0.2999957157,2.388070107,2.388195409,
20.67,0.2999957181,2.39329505,2.388797021,
20.69,0.2999957197,2.396022797,2.396128935,
20.71,0.2999957225,2.40118885,2.396740958,
20.73,0.2999957223,2.404036522,2.40413114,
20.75,0.2999957224,2.406479359,2.404747897,
20.77,0.2999957249,2.412540197,2.412408519,
20.79,0.2999957246,2.414683104,2.412920115,
20.81,0.2999957258,2.420192957,2.420148698,
20.83,0.2999957262,2.422802687,2.420752991,
20.85,0.2999957285,2.428935766,2.428810284,
20.87,0.2999957299,2.432301998,2.429483779,
20.89,0.2999957295,2.435147762,2.437959921,
20.91,0.2999957291,2.441703081,2.438668484,
20.93,0.299995728,2.448413134,2.448144771,
20.95,0.2999957321,2.451830626,2.448936846,
20.97,0.2999957328,2.459477901,2.459713055,
20.99,0.2999957358,2.4666574,2.46061797,
21.01,0.2999957367,2.470341444,2.470646317,
21.03,0.2999957369,2.476850033,2.480452726,
21.05,0.2999957364,2.483786821,2.481276226,
21.07,0.2999957371,2.491620302,2.491434753,
21.09,0.2999958013,2.498921394,2.492247004,
21.11,0.3000004877,2.504417896,2.503542713,
21.13,0.3001181749,2.507511854,2.508775496,
21.15,0.3002275472,2.508532286,2.509203731,
21.17,0.3004735102,2.514146566,2.514707156,
21.19,0.3012171594,2.520807981,2.515169378,
21.21,0.302798222,2.528757572,2.525280912,
21.23,0.3056073226,2.537651539,2.537587522,
21.25,0.3098199284,2.542078018,2.538760007,
21.27,0.3155724202,2.551811218,2.551829842,
21.29,0.3230958468,2.56113553,2.552926774,
21.31,0.3325616154,2.565531731,2.56523121,
21.33,0.3440124904,2.569306135,2.566264706,
21.35,0.3574346515,2.573943853,2.5768573,
21.37,0.372758967,2.579627275,2.577747462,
21.39,0.3894172483,2.586988688,2.58754449,
21.41,0.406477918,2.595756054,2.588367718,
21.43,0.4232678201,2.599390745,2.599229438,
21.45,0.4395908678,2.608359098,2.600424249,
21.47,0.4554492231,2.616598606,2.612512812,
21.49,0.4708996012,2.625272036,2.627561235,
21.51,0.4860235374,2.628912926,2.628827968,
21.53,0.5009066256,2.63633585,2.639072739,
21.55,0.5157619285,2.640211582,2.639935073,
21.57,0.5306574424,2.647574186,2.650291408,
21.59,0.545529581,2.654750824,2.648486141,
21.61,0.5602831248,2.66306591,2.658720705,
21.63,0.5748927881,2.669636726,2.669419512,
21.65,0.5894767853,2.673494577,2.670317832,
21.67,0.6040711299,2.677950144,2.681949577,
21.69,0.6186402058,2.685855865,2.682918753,
21.71,0.6331264996,2.693383455,2.693498965,
21.73,0.6474962504,2.701793671,2.706106788,
21.75,0.6618537863,2.709960938,2.707158388,
21.77,0.6762824411,2.718143225,2.719085082,
21.79,0.6907643331,2.721850157,2.72007259,
21.81,0.705242279,2.730467796,2.731434892,
21.83,0.7196831023,2.733577728,2.73237789,
21.85,0.7341517094,2.740857601,2.741655517,
21.87,0.7486425743,2.747824907,2.752351163,
21.89,0.7631020805,2.751693487,2.753241022,
21.91,0.777476945,2.760171175,2.753309256,
21.93,0.7917646869,2.769080162,2.764485531,
21.95,0.8060405749,2.779108286,2.778619457,
21.97,0.8203349663,2.784743786,2.779805287,
21.99,0.8346007896,2.795820713,2.796003215,
22.01,0.8487865184,2.806296825,2.797361121,
22.03,0.862871199,2.809935808,2.81093208,
22.05,0.8768912947,2.814021826,2.812061915,
22.07,0.8908652865,2.820811272,2.82211197,
22.09,0.9047866713,2.823778868,2.822949265,
22.11,0.9186444599,2.831095934,2.832501513,
22.13,0.932422249,2.834583998,2.829802532,
22.15,0.9461253838,2.842006922,2.839882375,
