"/uav_ground_truth/pose/pose/position/y_x","/uav_ground_truth/pose/pose/position/y_y","/del_uav/KF_pose/y_y","/ual/pose/pose/position/y_y"
2.604,3.277792113e-05,-0.3654286923,-0.02993203886,
2.624,2.961685987e-05,-0.5863630184,-0.02946615778,
2.644,2.593316189e-05,-0.5863630184,-0.02954545058,
2.664,2.239463805e-05,-0.5863630184,-0.02950853668,
2.684,1.914160691e-05,-0.969913651,-0.02852616087,
2.704,1.542914546e-05,-0.02211491818,-0.02755649388,
2.724,1.142436634e-05,-0.02211491829,-0.0269429516,
2.744,7.308370898e-06,-0.02211491832,-0.02653594688,
2.764,3.07046118e-06,-0.02211491845,-0.0262920633,
2.784,-1.17646959e-06,-0.02211491853,-0.02584332041,
2.804,-5.378599662e-06,-0.02211491866,-0.02518945746,
2.824,-9.259863498e-06,-0.02110265518,-0.02328957617,
2.844,-1.2658554e-05,-0.02086502266,-0.02181907557,
2.864,-1.558307134e-05,-0.02086502266,-0.0210477151,
2.884,-1.819046891e-05,-0.02086502266,-0.01989714615,
2.904,-2.180850328e-05,-0.02365718596,-0.01872855425,
2.924,-2.665202462e-05,-0.02365718596,-0.01751135476,
2.944,-3.44396533e-05,-0.02365718596,-0.01707547717,
2.964,-5.111754787e-05,-0.02365718596,-0.01659559645,
2.984,-6.458317992e-05,-0.02923680678,-0.0164963454,
3.004,-0.0001046539866,-0.02923680678,-0.01644604281,
3.024,-0.0001217991567,-0.02923680678,-0.01580865681,
3.044,-0.000123503044,-0.02489604913,-0.01381363813,
3.064,-0.0001293538208,-0.02489604913,-0.01261533704,
3.084,-0.000143526199,-0.02489604913,-0.0121297529,
3.104,-0.0001608256055,-0.0248370808,-0.0111262016,
3.124,-0.0001583234029,-0.01680082059,-0.01026442274,
3.144,-0.0001593639762,-0.01680082059,-0.01008127071,
3.164,-0.0001556239388,-0.01680082059,-0.00874034781,
3.184,-0.0001523930567,-0.01680082059,-0.007587780245,
3.204,-0.000168892036,-0.01479669522,-0.00691735791,
3.224,-0.0002124210313,-0.01479669522,-0.005513991695,
3.244,-0.0002775926224,-0.01479669522,-0.004709893372,
3.264,-0.0003590555192,-0.01479669522,-0.004448774736,
3.284,-0.0004538286407,-0.01448834076,-0.002504050964,
3.304,-0.0005734778299,-0.01448834076,-0.001010207459,
3.324,-0.0007174739571,-0.0142580974,0.0004061805666,
3.344,-0.0008658350472,-0.0142580974,0.00134751841,
3.364,-0.00101224827,-0.0142580974,0.001692497171,
3.384,-0.001157318423,-0.0142580974,0.002219031099,
3.404,-0.001302111337,-0.0142580974,0.004864902236,
3.424,-0.001447055513,-0.01009061233,0.005807247013,
3.444,-0.001593630238,-0.01009061233,0.007177310996,
3.464,-0.001741998782,-0.01009061233,0.007707511075,
3.484,-0.00189239989,-0.01009061233,0.008581569418,
3.504,-0.002045914524,-0.01009061233,0.008964857087,
3.524,-0.002202502257,0.0004399891333,0.0122905001,
3.544,-0.002361183763,0.0004399891335,0.01431000791,
3.564,-0.002521717564,0.0004399891336,0.0159052182,
3.584,-0.002685705259,0.0004399891338,0.01712046936,
3.604,-0.002852245767,0.0004399891339,0.01811600104,
3.624,-0.003019679726,0.003398792064,0.01841586083,
3.644,-0.003187466018,0.003398792064,0.02189785615,
3.664,-0.003355477882,0.003427357237,0.02311384492,
3.684,-0.003522854886,0.003427357237,0.02452304214,
3.704,-0.003689188999,0.003427357237,0.02625302784,
3.724,-0.003853521501,0.01569818223,0.02709741518,
3.744,-0.004014435499,0.01569818223,0.02930206247,
3.764,-0.004170320437,0.01573182177,0.03285768256,
3.784,-0.004321140004,0.02136227486,0.03620963544,
3.804,-0.004466621892,0.02136227486,0.03728962317,
3.824,-0.004607448474,0.02136227486,0.03902348876,
3.844,-0.004742036481,0.03566561379,0.04046818614,
3.864,-0.004869911168,0.03566561379,0.04282501712,
3.884,-0.004992382533,0.03569804456,0.04492149502,
3.904,-0.005109563099,0.03569804456,0.04834390804,
3.924,-0.005219970992,0.04252563555,0.05133113638,
3.944,-0.005323916144,0.04252563555,0.05346997827,
3.964,-0.005421623366,0.04966567793,0.05387772247,
3.984,-0.005512704369,0.04968683355,0.05590898544,
4.004,-0.005595274146,0.04968683355,0.05830132961,
4.024,-0.005667734714,0.05740353205,0.06187561527,
4.044,-0.005729444873,0.05740353205,0.0654078126,
4.064,-0.005780297625,0.05743508601,0.06737289578,
4.084,-0.005820738427,0.05743508601,0.06873299181,
4.104,-0.005851228052,0.06627698144,0.06952559203,
4.124,-0.005869931885,0.06627698144,0.07098220289,
4.144,-0.005877203598,0.06627698144,0.07639497519,
4.164,-0.005874054119,0.06630832674,0.07815251499,
4.184,-0.005861780306,0.06630832674,0.0808968395,
4.204,-0.005840986368,0.07468041718,0.08303503692,
4.224,-0.005811165951,0.07468041718,0.08381617069,
4.244,-0.00577286154,0.07471252655,0.0881600827,
4.264,-0.005726422387,0.09240717826,0.09092696011,
4.284,-0.005670940486,0.09240717826,0.09512359649,
4.304,-0.005605592614,0.09240717826,0.09803520143,
4.324,-0.0055300718,0.09240717826,0.0994682014,
4.344,-0.005443456841,0.09926869446,0.1006410345,
4.364,-0.005345106803,0.09926869446,0.1072584316,
4.384,-0.005237565113,0.09929998264,0.1117179021,
4.404,-0.005119348704,0.1103528945,0.1147724167,
4.424,-0.004988202189,0.1103528945,0.1164529696,
4.444,-0.004844094868,0.1103528945,0.1163349748,
4.464,-0.004688674468,0.1103528945,0.1161668003,
4.484,-0.004522395955,0.1199997192,0.121034883,
4.504,-0.00434578186,0.1200715059,0.1236997172,
4.524,-0.004159291518,0.1200715059,0.1248914003,
4.544,-0.003962839822,0.1269145005,0.125057295,
4.564,-0.003756363156,0.1269145005,0.124540098,
4.584,-0.003540224674,0.1269145005,0.1243093982,
4.604,-0.003314522255,0.138594546,0.1264174581,
4.624,-0.003079383038,0.138594546,0.1317148358,
4.644,-0.002833596027,0.1386572161,0.1331753284,
4.664,-0.002576644387,0.1386572161,0.1344233602,
4.684,-0.002308227385,0.1443173786,0.1352816075,
4.704,-0.002027892783,0.1443173786,0.1352895796,
4.724,-0.001733443661,0.1443173786,0.1404042393,
4.744,-0.001422942028,0.1542648724,0.1460964531,
4.764,-0.001095906328,0.1542648724,0.1478875577,
4.784,-0.000751774111,0.1542648724,0.1499315202,
4.804,-0.0003895460764,0.1542648724,0.1506612748,
4.824,-8.732941732e-06,0.1762732454,0.1506527364,
4.844,0.0003916711492,0.1762732454,0.153127864,
4.864,0.0008116794974,0.1763191057,0.1565010697,
4.884,0.001250697537,0.1843139169,0.1593435705,
4.904,0.001707187477,0.1843139169,0.1608029306,
4.924,0.002183423032,0.1843139169,0.1601727456,
4.944,0.002678180498,0.1843139169,0.1594770849,
4.964,0.003189420273,0.1843139169,0.1593084484,
4.984,0.003716190386,0.192527937,0.1646426916,
5.004,0.004258347564,0.192579774,0.1685213149,
5.024,0.004817268787,0.192579774,0.1691673696,
5.044,0.005392761919,0.192579774,0.1684461683,
5.064,0.005983626032,0.2016855441,0.1667648256,
5.084,0.00658957785,0.2016855441,0.1677693129,
5.104,0.007210913701,0.2016855441,0.1741172671,
5.124,0.007848296656,0.2016855441,0.1768877059,
5.144,0.008501791657,0.2017541729,0.1777031273,
5.164,0.009171556544,0.2016855441,0.1774014533,
5.184,0.009857335724,0.2185913746,0.1767609864,
5.204,0.01055844039,0.2186367695,0.1822113097,
5.224,0.01127574483,0.2186367695,0.1857166886,
5.244,0.01200898675,0.2186821644,0.1902686805,
5.264,0.01275783815,0.2340599293,0.1903313696,
5.284,0.01352249852,0.2339924876,0.1888724566,
5.304,0.01430264806,0.2339924876,0.1869575828,
5.324,0.01509786777,0.2431586367,0.1909980476,
5.344,0.01590901475,0.2431586367,0.1983626336,
5.364,0.01673504936,0.2432030706,0.2000696063,
5.384,0.01757573974,0.2432030706,0.2006696463,
5.404,0.01843175089,0.2514469389,0.2009513825,
5.424,0.01930257069,0.2514121175,0.1985752881,
5.444,0.02018756485,0.2514469389,0.2051986903,
5.464,0.0210862036,0.2514469389,0.2098519951,
5.484,0.02199925248,0.2655168278,0.2120037675,
5.504,0.02292630204,0.2655168278,0.2126623392,
5.524,0.02386727731,0.2654445426,0.2109468877,
5.544,0.02482038199,0.2654445426,0.208058089,
5.564,0.02578627958,0.2714789719,0.2127632499,
5.584,0.02676608064,0.2714789719,0.2187705785,
5.604,0.02775951712,0.2715396216,0.2232924402,
5.624,0.02876603485,0.2715396216,0.2235390246,
5.644,0.02978546669,0.2787457896,0.2223407924,
5.664,0.03081902534,0.2787457896,0.220000416,
5.684,0.03186632237,0.278796771,0.2232899219,
5.704,0.03292769699,0.2867538417,0.2300479263,
5.724,0.03400362357,0.2867538417,0.2304421216,
5.744,0.03509361188,0.2867538417,0.2312001735,
5.764,0.03619799076,0.2867538417,0.2283171564,
5.784,0.03731781203,0.2867538417,0.2239154428,
5.804,0.03845306379,0.3027163684,0.2209818959,
5.824,0.03960456916,0.3027163684,0.2292688042,
5.844,0.04077270457,0.3027163684,0.2313251495,
5.864,0.0419566902,0.3027163684,0.2334338427,
5.884,0.04315570441,0.3027163684,0.2323078811,
5.904,0.04437053418,0.3072985037,0.2291266471,
5.924,0.04560241657,0.3072985037,0.2269469947,
5.944,0.0468509903,0.3073441869,0.2318939418,
5.964,0.04811446743,0.3073441869,0.2366190851,
5.984,0.04939295064,0.3073441869,0.2392094284,
6.004,0.05068706198,0.3143923237,0.2402997315,
6.024,0.05199658596,0.3143923237,0.2377485186,
6.044,0.05332156695,0.3143923237,0.2356497496,
6.064,0.0546613217,0.3144396794,0.2456210554,
6.084,0.05601623127,0.3276969248,0.2486314178,
6.104,0.05738555037,0.3276969248,0.2488851398,
6.124,0.05876919387,0.3276969248,0.2486279607,
6.144,0.06016715185,0.3276288001,0.245656848,
6.164,0.06157961501,0.3435127887,0.2446453124,
6.184,0.06300608188,0.3435665398,0.2534956038,
6.204,0.06444559179,0.3435665398,0.2567632198,
6.224,0.06589779528,0.3435665398,0.257093966,
6.244,0.06736382648,0.3465605987,0.2569025159,
6.264,0.06884340245,0.3465605987,0.2510533333,
6.284,0.07033565947,0.3465605987,0.2501198649,
6.304,0.07184031326,0.3465909782,0.2562289536,
6.324,0.07335753788,0.3499414411,0.2595389783,
6.344,0.0748870571,0.3499414411,0.2589567006,
6.364,0.07642897228,0.3499021424,0.2570625544,
6.384,0.07798367069,0.3499021424,0.251436621,
6.404,0.07955096319,0.3574383441,0.2520902455,
6.424,0.08112966464,0.3574896005,0.2552298605,
6.444,0.08271926812,0.3574896005,0.2589893043,
6.464,0.08432127289,0.3574896005,0.258903563,
6.484,0.08594001925,0.3627307022,0.2582464516,
6.504,0.08757411934,0.3626816724,0.2492150664,
6.524,0.08922094873,0.3626816724,0.2473708838,
6.544,0.09088127821,0.3626816724,0.2535000741,
6.564,0.09255739483,0.3634865479,0.2578726709,
6.584,0.09424943576,0.3634865479,0.2586815059,
6.604,0.09595584816,0.3634412561,0.2562377453,
6.624,0.09767498378,0.364663384,0.2497062683,
6.644,0.09940599868,0.364663384,0.246406734,
6.664,0.1011478336,0.3646983506,0.258072108,
6.684,0.102898705,0.3646983506,0.2577648759,
6.704,0.1046570493,0.366006155,0.2564837039,
6.724,0.1064213331,0.366006155,0.2494664937,
6.744,0.1081914372,0.3678086682,0.236609593,
6.764,0.109965658,0.3678086682,0.2366597205,
6.784,0.1117450309,0.3677647733,0.2406729013,
6.804,0.1135314243,0.3677647733,0.2416988313,
6.824,0.1153234255,0.3677647733,0.2386128604,
6.844,0.1171200168,0.3677647733,0.2338754535,
6.864,0.1189225652,0.3677177912,0.2268241495,
6.884,0.1207306424,0.3669629281,0.2177671343,
6.904,0.1225447377,0.3670054404,0.2227307707,
6.924,0.1243643946,0.3670054404,0.2306791395,
6.944,0.1261907995,0.3670054404,0.2336123735,
6.964,0.1280222524,0.3670479527,0.232516259,
6.984,0.129856444,0.3685845221,0.2297596335,
7.004,0.1316934987,0.3686325196,0.2293835729,
7.024,0.133533499,0.3686805172,0.2399594635,
7.044,0.1353763897,0.3689045891,0.2460822165,
7.064,0.1372217247,0.3689045891,0.2504841685,
7.084,0.1390688841,0.3689045891,0.2482034117,
7.104,0.140915978,0.3684887667,0.2440355569,
7.124,0.1427630486,0.3684887667,0.2367155701,
7.144,0.1446107095,0.368532761,0.244747743,
7.164,0.1464583094,0.368532761,0.2516181171,
7.184,0.1483057494,0.368532761,0.2555529773,
7.204,0.1501528152,0.3641039114,0.2553283572,
7.224,0.1519982209,0.3641039114,0.2535471618,
7.244,0.1538420887,0.3641039114,0.2481639683,
7.264,0.1556845101,0.3639632617,0.253477037,
7.284,0.157526269,0.3639632617,0.2608177662,
7.304,0.1593671711,0.3639632617,0.2619230151,
7.324,0.1612071896,0.3639632617,0.2608656883,
7.344,0.1630466322,0.3636083776,0.257008791,
7.364,0.1648876944,0.3636083776,0.2544272244,
7.384,0.1667309387,0.3601953111,0.2566632628,
7.404,0.1685772839,0.3601953111,0.2622918785,
7.424,0.1704273846,0.3601953111,0.2630443871,
7.444,0.1722822166,0.3601953111,0.2625270784,
7.464,0.1741422528,0.3601953111,0.2596925795,
7.484,0.1760098779,0.3601521968,0.2542490065,
7.504,0.1778846881,0.3601953111,0.257366091,
7.524,0.1797642505,0.3601953111,0.26386711,
7.544,0.1816498663,0.3571519728,0.264239639,
7.564,0.1835414454,0.3571519728,0.2630557716,
7.584,0.1854377945,0.3571519728,0.259752214,
7.604,0.1873387451,0.3571060477,0.2529379129,
7.624,0.1892431774,0.3571519728,0.2561133504,
7.644,0.1911497261,0.3571519728,0.2603891492,
7.664,0.1930574926,0.3478588033,0.2605186105,
7.684,0.1949656058,0.3478588033,0.2587629855,
7.704,0.1968734669,0.3478127575,0.2529571652,
7.724,0.1987798166,0.3477667118,0.2444022447,
7.744,0.2006841086,0.3374837849,0.240484193,
7.764,0.2025857418,0.3374837849,0.2425184846,
7.784,0.2044834158,0.3374837849,0.241370827,
7.804,0.2063770174,0.3374837849,0.2381523848,
7.824,0.2082671007,0.3286592544,0.2327346504,
7.844,0.2101540534,0.3286592544,0.2243355215,
7.864,0.2120374305,0.3286592544,0.225694716,
7.884,0.2139176533,0.324588657,0.229502067,
7.904,0.2157958217,0.324588657,0.2301284373,
7.924,0.2176720374,0.324588657,0.2290089875,
7.944,0.2195463919,0.3245573942,0.2193268239,
7.964,0.2214191013,0.3189915981,0.213026613,
7.984,0.2232898426,0.3189915981,0.2158571631,
8.004,0.2251593814,0.3189915981,0.21648027,
8.024,0.2270299458,0.3083607632,0.2119344473,
8.044,0.2289000451,0.3083118004,0.2095283568,
8.064,0.2307688828,0.3083118004,0.2025147974,
8.084,0.2326368015,0.3082628377,0.1969095618,
8.104,0.2345046048,0.3082628377,0.1979712248,
8.124,0.2363728039,0.300585519,0.1978264302,
8.144,0.2382404182,0.300585519,0.196011126,
8.164,0.240107125,0.300585519,0.1948726922,
8.184,0.2419742075,0.300585519,0.1898729056,
8.204,0.2438404047,0.2929178495,0.184010461,
8.224,0.2457044713,0.2929178495,0.1844216138,
8.244,0.2475670455,0.2929178495,0.1880959719,
8.264,0.2494284137,0.2929178495,0.1857606471,
8.284,0.2512889157,0.2840434253,0.1805352271,
8.304,0.2531482193,0.2839951092,0.1745028198,
8.324,0.2550061225,0.2839951092,0.1690681726,
8.344,0.2568625611,0.2630626455,0.1708922982,
8.364,0.2587174117,0.2630626455,0.1709659398,
8.384,0.260571397,0.2630093093,0.1697363406,
8.404,0.2624242911,0.2630093093,0.1626605839,
8.424,0.26427604,0.2565146438,0.1595149338,
8.444,0.2661271224,0.2564750259,0.1522153318,
8.464,0.2679772427,0.2564750259,0.1527520418,
8.484,0.269825839,0.2564750259,0.15222691,
8.504,0.2716726871,0.2564750259,0.1503109783,
8.524,0.2735172253,0.2307938731,0.1471464634,
8.544,0.2753592339,0.230734473,0.1425738782,
8.564,0.2771978293,0.230734473,0.1363219917,
8.584,0.2790348348,0.230734473,0.1342135519,
8.604,0.2808687881,0.230734473,0.1353892684,
8.624,0.2826985758,0.22031688,0.1341141313,
8.644,0.2845232571,0.22031688,0.1317318827,
8.664,0.2863432197,0.22031688,0.1296555698,
8.684,0.2881583968,0.22031688,0.1245490238,
8.704,0.2899676531,0.22031688,0.1225068644,
8.724,0.2917710235,0.2114697446,0.1238318607,
8.744,0.2935681492,0.2114697446,0.1227144673,
8.764,0.2953590797,0.2114304363,0.1206878051,
8.784,0.2971424997,0.2114304363,0.1185524985,
8.804,0.2989182582,0.2114304363,0.1142679825,
8.824,0.3006865773,0.1878915219,0.1119527519,
8.844,0.3024466899,0.1878418078,0.1112431362,
8.864,0.3041981914,0.1878418078,0.1098217666,
8.884,0.3059401446,0.1878418078,0.1071810499,
8.904,0.3076731138,0.1636199199,0.1036230698,
8.924,0.3093974641,0.1635699623,0.1000866294,
8.944,0.3111124656,0.1635699623,0.09918266535,
8.964,0.3128190005,0.1635699623,0.09811167419,
8.984,0.3145172856,0.1356855258,0.09639197588,
9.004,0.3162069959,0.1356855258,0.0932398662,
9.024,0.3178883319,0.1356310312,0.08956706524,
9.044,0.3195621518,0.1356310312,0.08523368835,
9.064,0.3212286657,0.1249369586,0.08280377835,
9.084,0.3228867212,0.1249369586,0.08104123175,
9.104,0.3245363028,0.1249001081,0.0783007741,
9.124,0.3261770716,0.1094914937,0.07474736124,
9.144,0.3278084357,0.1094914937,0.07065564394,
9.164,0.3294299054,0.1094527422,0.06617598981,
9.184,0.3310405481,0.1094527422,0.06351710856,
9.204,0.3326407141,0.09243801625,0.06221391633,
9.224,0.3342294615,0.09243801625,0.05926147476,
9.244,0.3358065919,0.09243801625,0.05616854131,
9.264,0.3373742717,0.08049698181,0.05279556289,
9.284,0.3389316674,0.08049698181,0.05106218159,
9.304,0.3404790243,0.08049698181,0.04729319364,
9.324,0.3420166799,0.08046064017,0.04563337564,
9.344,0.3435443833,0.08046064017,0.0419530496,
9.364,0.3450621995,0.05053073239,0.03878244385,
9.384,0.3465705327,0.05053073239,0.03489461914,
9.404,0.3480705369,0.05047945749,0.03313841298,
9.424,0.3495618432,0.05047945749,0.02941337228,
9.444,0.3510436786,0.05047945749,0.02518317848,
9.464,0.3525157605,0.03488677015,0.02312295698,
9.484,0.353978465,0.03488677015,0.01900730096,
9.504,0.3554332707,0.03488677015,0.01729006134,
9.524,0.3568798893,0.03488677015,0.01341097057,
9.544,0.3583182523,0.03485050176,0.01008250006,
9.564,0.3597479264,0.02225715331,0.00566148106,
9.584,0.3611688806,0.02225715331,0.001909870538,
9.604,0.3625813735,0.02225715331,-0.001585351652,
9.624,0.3639855237,-0.01073152178,-0.004987196997,
9.644,0.3653809887,-0.01073152178,-0.008099142462,
9.664,0.3667697295,-0.04110637559,-0.01257372461,
9.684,0.3681510845,-0.04110637559,-0.01559082698,
9.704,0.3695237609,-0.04110637559,-0.01980270445,
9.724,0.3708867797,-0.04115728524,-0.02164502628,
9.744,0.3722414462,-0.04115728524,-0.0243635755,
9.764,0.3735883705,-0.05921543058,-0.02720999718,
9.784,0.3749267438,-0.05921543058,-0.02936510555,
9.804,0.3762551568,-0.05925635135,-0.03474134579,
9.824,0.3775727286,-0.05925635135,-0.03845814615,
9.844,0.3788794508,-0.07320928369,-0.04189277813,
9.864,0.3801757162,-0.07325677925,-0.04425955936,
9.884,0.3814603657,-0.07325677925,-0.04541651905,
9.904,0.3827319835,-0.08868493331,-0.0465281345,
9.924,0.3839896905,-0.08868493331,-0.05205195025,
9.944,0.3852337214,-0.08872402655,-0.05536308885,
9.964,0.3864644722,-0.1071191677,-0.05785575137,
9.984,0.3876820592,-0.1071191677,-0.05933715776,
10.004,0.3888857358,-0.1071191677,-0.05997629091,
10.024,0.3900749509,-0.1198181544,-0.0648413226,
10.044,0.3912496969,-0.1198555419,-0.06741710007,
10.064,0.3924107925,-0.1198555419,-0.07156950235,
10.084,0.3935573235,-0.1198555419,-0.07386271656,
10.104,0.3946885611,-0.1347683154,-0.07631525397,
10.124,0.3958039774,-0.1348068793,-0.07797642052,
10.144,0.3969041418,-0.1348068793,-0.07880009711,
10.164,0.3979876015,-0.1348068793,-0.08652824163,
10.184,0.3990528768,-0.1348454432,-0.0909422487,
10.204,0.4000998831,-0.1512689271,-0.09424548596,
10.224,0.4011267646,-0.1512689271,-0.09532309324,
10.244,0.4021331704,-0.1512689271,-0.09530443698,
10.264,0.4031197833,-0.1512689271,-0.09464951605,
10.284,0.4040867673,-0.151306309,-0.09635687619,
10.304,0.4050337594,-0.1795512378,-0.1019708142,
10.324,0.4059614767,-0.1795512378,-0.1055538654,
10.344,0.4068711011,-0.1948320119,-0.1078861803,
10.364,0.4077631486,-0.1948320119,-0.1080357283,
10.384,0.408637614,-0.1948320119,-0.1067368761,
