"/ual/odom/pose/pose/position/x_x","/ual/odom/pose/pose/position/x_y","/del_uav/KF_pose/x_y"
47.834,0.1306117028,0.1267962873,
47.867,0.1302635074,0.126531747,
47.9,0.1299580932,0.1263576493,
47.934,0.1294311881,0.1262049422,
47.967,0.1292056143,0.1259414897,
48,0.129003197,0.1258287028,
48.034,0.1290312856,0.1257274941,
48.067,0.1290089488,0.1257415385,
48.1,0.128989473,0.1257303701,
48.134,0.1289812922,0.1257206322,
48.167,0.1290043294,0.1257165418,
48.2,0.1291003823,0.1257280604,
48.234,0.1292236,0.1257760869,
48.267,0.1296244413,0.1258376957,
48.3,0.1297560185,0.1260381164,
48.334,0.1299448609,0.126103905,
48.367,0.1304503083,0.1261983262,
48.4,0.1307615489,0.1264510499,
48.434,0.1310065687,0.1266066702,
48.467,0.1315025091,0.1267291802,
48.5,0.1317443848,0.1269771504,
48.534,0.1319772154,0.1270980882,
48.567,0.1323093176,0.1272145036,
48.6,0.1324708611,0.1273805547,
48.634,0.1328718662,0.1274613264,
48.667,0.1330421567,0.127661829,
48.7,0.133266896,0.1277469742,
48.734,0.1335027516,0.1334253345,
48.767,0.133797735,0.1335432623,
48.8,0.1338716894,0.133690754,
48.834,0.1340041906,0.1337277312,
48.867,0.1345691234,0.1337939818,
48.9,0.1348640919,0.1340764482,
48.934,0.1351531744,0.1342239325,
48.967,0.1353909522,0.1343684737,
49,0.1360568255,0.1344873626,
49.034,0.1365381628,0.1348202993,
49.067,0.1370062381,0.1350609679,
49.1,0.1379044503,0.1352950056,
49.134,0.1384161413,0.1357441117,
49.167,0.1388671249,0.1359999572,
49.2,0.1395114362,0.136225449,
49.234,0.1408442408,0.1365476047,
49.267,0.1414870173,0.137214007,
49.3,0.1427235603,0.1375353952,
49.334,0.1432642043,0.1381536668,
49.367,0.1437084973,0.1384239887,
49.4,0.1441336274,0.1386461353,
49.434,0.1444955766,0.1388587004,
49.467,0.1451116651,0.1446056655,
49.5,0.1453943551,0.1449137098,
49.534,0.1456712335,0.1450550548,
49.567,0.1461461633,0.1451934941,
49.6,0.1465147883,0.145430959,
49.634,0.1471776068,0.1456152714,
49.667,0.1478031129,0.1459466807,
49.7,0.1489951015,0.1462594337,
49.734,0.1496428847,0.146855428,
49.767,0.1502748877,0.1471793196,
49.8,0.1514988244,0.1474953211,
49.834,0.1520727277,0.1481072894,
49.868,0.1525934637,0.1483942411,
49.9,0.1531411558,0.148654609,
49.934,0.1536737382,0.1489284551,
49.967,0.1543789059,0.1491947463,
50.001,0.1549649388,0.1495473301,
50.036,0.1555154026,0.1498403466,
50.067,0.1560502946,0.1501155785,
50.1,0.1571452618,0.1559490151,
50.134,0.1577810645,0.1564964986,
50.168,0.1587882042,0.1568144,
50.2,0.1592713743,0.1573179699,
50.234,0.1601741165,0.157559555,
50.267,0.1606248766,0.1580109261,
50.3,0.160981074,0.1582363061,
50.334,0.1613496244,0.1584144048,
50.367,0.1621789634,0.15859868,
50.4,0.1625921279,0.1590133496,
50.434,0.163458854,0.1592199318,
50.467,0.1638499498,0.1596532949,
50.5,0.1643956304,0.1596532949,
50.534,0.1648486108,0.1601216831,
50.567,0.1656625271,0.1603481733,
50.6,0.1659688205,0.1607551315,
50.634,0.166313678,0.1609082782,
50.667,0.1667205393,0.161080707,
50.7,0.1668677628,0.1612841376,
50.734,0.1669159532,0.16692374,
50.767,0.1668334454,0.1669478352,
50.8,0.1666729897,0.1613405907,
50.834,0.1664656997,0.1612603629,
50.867,0.1656935215,0.1611567179,
50.9,0.1652037203,0.1607706288,
50.934,0.164036721,0.1605257282,
50.967,0.1632700711,0.1599422286,
51,0.1624940783,0.1595589037,
51.034,0.1613122672,0.1591709073,
51.067,0.1607390493,0.1585800018,
51.1,0.1600987017,0.1582933928,
51.134,0.1588275731,0.157973219,
51.167,0.1582440585,0.1573376547,
51.2,0.1575851887,0.1570458974,
51.234,0.1567687541,0.1567164626,
51.267,0.1567776799,0.1563082453,
51.3,0.1566694081,0.1563127081,
51.334,0.1563077867,0.1562585722,
51.368,0.1559452564,0.1560777616,
51.4,0.155613184,0.1558964964,
51.434,0.1562221497,0.1557304602,
51.467,0.1563426703,0.1560349431,
51.5,0.1565197855,0.1560952034,
51.534,0.1565573066,0.156183761,
51.567,0.156329006,0.1562025216,
51.6,0.1562239677,0.1560883712,
51.634,0.1562681645,0.1560358521,
51.667,0.1569737494,0.1560579506,
51.7,0.157226488,0.156410743,
51.734,0.157494396,0.1565371123,
51.767,0.1575565934,0.1566710662,
51.8,0.1576761454,0.1567021649,
51.834,0.1586760581,0.1567619409,
51.867,0.1590126008,0.1572618972,
51.9,0.1592679918,0.1574301686,
51.934,0.1595408618,0.1575578641,
51.967,0.159646228,0.1576942992,
52,0.1599253416,0.1577469822,
52.034,0.1608268768,0.157886539,
52.067,0.1613562256,0.1583373066,
52.1,0.1617271751,0.158601981,
52.134,0.1619428545,0.1587874557,
52.168,0.1619684994,0.1588952954,
52.2,0.1625732183,0.1589081179,
52.234,0.1631307453,0.1592104774,
52.267,0.1638601273,0.1594892409,
52.3,0.163990587,0.1598539319,
52.334,0.1639840305,0.1599191617,
52.367,0.1637162715,0.1599158835,
52.4,0.163501054,0.1597820041,
52.434,0.1639247835,0.1596743953,
52.467,0.1644710451,0.1598862601,
52.5,0.165481016,0.1601593909,
52.534,0.1657398045,0.1606643764,
52.567,0.1662764847,0.1607937707,
52.6,0.1648440659,0.1610621108,
52.634,0.1563024968,0.1603459014,
52.667,0.1515879631,0.1505091262,
52.7,0.1415550262,0.1481518594,
52.734,0.1371586621,0.1375694004,
52.767,0.1325618029,0.1353712183,
52.8,0.1281691641,0.1275067981,
52.834,0.1204961315,0.1253104787,
52.867,0.1199671775,0.1159079718,
52.9,0.1187664419,0.1156434949,
52.934,0.1165187508,0.1150431271,
52.967,0.1154957339,0.1139192815,
53,0.1144061685,0.1134077731,
53.034,0.1127275303,0.1128629904,
53.067,0.1129712835,0.1120236713,
53.1,0.1129092872,0.1121455479,
53.134,0.1136508882,0.1121145498,
53.167,0.1142167002,0.1124853503,
53.2,0.1143861338,0.1127682563,
53.234,0.1147403345,0.1128529731,
53.267,0.1155049726,0.1130300734,
53.3,0.1145163849,0.1134123925,
53.334,0.1115467772,0.1129180986,
53.367,0.108827211,0.1058673042,
53.4,0.106655933,0.104507521,
53.434,0.102842249,0.103421882,
53.468,0.1032253951,0.1015150401,
53.5,0.1038007885,0.1017066131,
53.534,0.1043064594,0.1019943098,
53.567,0.1045584455,0.1022471453,
53.6,0.1054383144,0.1023731383,
53.634,0.1059831157,0.1028130728,
53.667,0.1073661298,0.1030854735,
53.7,0.108553648,0.1037769805,
53.734,0.1099113971,0.1043707396,
53.767,0.108148776,0.1050496141,
53.8,0.1061878875,0.1041683036,
53.834,0.1045812368,0.1031878593,
53.867,0.1032917723,0.102384534,
53.9,0.101253584,0.1017398017,
53.937,0.1003646627,0.1007207076,
53.967,0.09916366637,0.09471025633,
54,0.09850727767,0.09410975817,
54.035,0.09833749384,0.09378156383,
54.067,0.09876958281,0.09369667192,
54.1,0.09905467182,0.09391271641,
54.134,0.09796360135,0.09405526094,
54.167,0.09506297112,0.09350972571,
54.2,0.09392981976,0.09205941059,
54.234,0.09297522902,0.09149283493,
54.268,0.09384837747,0.09101553957,
54.3,0.09462369233,0.0914521138,
54.334,0.09549413621,0.09183977124,
54.367,0.09671445191,0.09227499319,
54.4,0.09776800126,0.09288515103,
54.434,0.09747703373,0.09341192571,
54.467,0.09707614779,0.09326644195,
54.5,0.09697522968,0.09306599898,
54.534,0.09702502936,0.09301553993,
54.567,0.09730948508,0.09304043976,
54.6,0.09756323695,0.09318266762,
54.634,0.09711971879,0.09330954356,
54.667,0.09639564157,0.09308778447,
54.7,0.09583137184,0.09272574585,
54.734,0.09484364092,0.09244361099,
54.767,0.09372082353,0.09194974553,
54.8,0.09241655469,0.09138833684,
54.834,0.09019601345,0.09073620242,
54.867,0.08887002617,0.0896259318,
54.9,0.08754603565,0.08339694752,
54.934,0.08563029766,0.08273495226,
54.967,0.0846324414,0.08177708326,
55,0.08385460824,0.08088923856,
55.034,0.08306523412,0.08127815514,
55.068,0.08167384565,0.0804945515,
55.1,0.08089856058,0.07979885727,
55.134,0.08041252196,0.07941121474,
55.167,0.07934115082,0.07916819542,
55.2,0.07888192683,0.07863250986,
55.234,0.07806550711,0.07840289787,
55.267,0.07769574225,0.07242869737,
55.3,0.07741672546,0.07224381494,
55.334,0.07727591693,0.07210430655,
55.367,0.07719312608,0.07203390229,
55.4,0.07728498429,0.07199250687,
55.434,0.07732379436,0.07203843598,
55.467,0.07725504786,0.07205784102,
55.5,0.07716625929,0.07202346777,
55.534,0.07698324323,0.07197907349,
55.567,0.07688412815,0.07188756546,
55.6,0.07669150829,0.07183800792,
55.634,0.07653014362,0.07174169799,
55.667,0.07624176145,0.07166101565,
55.7,0.0761160925,0.07151682455,
55.734,0.07620668411,0.07145399008,
55.767,0.07652554661,0.07149928589,
55.8,0.07681352645,0.07165871713,
55.834,0.07653545588,0.07180270705,
55.867,0.07641748339,0.07166367176,
55.9,0.07635362446,0.07160468551,
55.934,0.07660043985,0.07157275606,
55.967,0.07701867819,0.07169616375,
56,0.07722760737,0.07190528292,
56.034,0.07737395167,0.07200974751,
56.067,0.07749443501,0.0776489103,
56.1,0.07679605484,0.07214316133,
56.135,0.07642391324,0.07179397124,
56.167,0.0762829259,0.07160790044,
56.2,0.07629367709,0.07153740677,
56.234,0.07674320042,0.07154278237,
56.267,0.07548046857,0.07176754403,
56.3,0.0748667568,0.0711361781,
56.334,0.07429075986,0.07082932222,
56.367,0.07436334342,0.07054132375,
56.4,0.07464270294,0.07057761553,
56.434,0.07440771908,0.07071729529,
56.468,0.0737170279,0.07059980337,
56.5,0.07317142189,0.07025445779,
56.534,0.07287104428,0.06998165478,
56.567,0.0723971501,0.06983146599,
56.6,0.07245395333,0.0695945189,
56.635,0.07235586643,0.06962292052,
56.667,0.07108488679,0.06957387708,
56.7,0.06863802671,0.06893838726,
56.735,0.06792457402,0.06771495722,
56.767,0.0672339052,0.06735823088,
56.8,0.06715837866,0.06701289648,
56.834,0.0672146827,0.06697513322,
56.867,0.06540024281,0.06143729459,
56.9,0.06419563293,0.06053007466,
56.934,0.06300231814,0.05992776973,
56.967,0.06239118427,0.05933111234,
57,0.06224375591,0.0590255454,
57.034,0.06157599762,0.0589518312,
57.067,0.06042681634,0.05861795205,
57.1,0.05932955071,0.0580433614,
57.134,0.05805259943,0.05749472859,
57.167,0.05728900433,0.05685625294,
57.2,0.05635791272,0.05647445539,
57.234,0.05455262959,0.05600890958,
57.267,0.05268086493,0.04954027737,
57.3,0.05006419867,0.04860439504,
57.334,0.04927508906,0.0472960619,
57.367,0.04827146977,0.0469015071,
57.4,0.0480238013,0.04639969746,
57.434,0.0474200435,0.04627586322,
57.467,0.04634216428,0.04597398433,
57.5,0.04562194645,0.04543504472,
57.534,0.04411577433,0.04507493582,
57.567,0.04306165501,0.03875585911,
57.6,0.04271603003,0.03822879946,
57.634,0.0424615778,0.03805598697,
57.667,0.04232945293,0.03792876086,
57.7,0.04103657976,0.03786269843,
57.734,0.04004814848,0.03721626184,
57.767,0.03943029419,0.03672204621,
57.8,0.03936656192,0.03641311906,
57.834,0.03958440199,0.03638125293,
57.867,0.03952892125,0.03649017297,
57.9,0.03826578707,0.0364624326,
57.934,0.0377670601,0.03583086551,
57.967,0.03742925078,0.03558150203,
58,0.03772831708,0.03541259737,
58.034,0.03786348924,0.03556213053,
58.067,0.03718787804,0.03562971661,
58.1,0.03694820777,0.03529191101,
58.134,0.03659554943,0.03517207587,
58.167,0.0363885574,0.03499574671,
58.2,0.03692167625,0.03489225069,
58.234,0.03750196844,0.03515881011,
58.267,0.03728688508,0.03544895621,
58.3,0.03698050603,0.03534141453,
58.334,0.03682202101,0.035188225,
58.367,0.03725012764,0.03510898249,
58.4,0.03831119835,0.03532303581,
58.434,0.03884298354,0.03585357117,
58.467,0.03890109062,0.03611946376,
58.5,0.03764988855,0.0361485173,
58.534,0.0373506695,0.03552291627,
58.567,0.03708475456,0.03537330674,
58.6,0.03727573156,0.03524034926,
58.634,0.03757024929,0.03533583777,
58.667,0.03727118671,0.03548309663,
58.7,0.03714954481,0.03533356534,
58.734,0.03718606383,0.03527274439,
58.767,0.03738876805,0.0352910039,
58.8,0.03853530437,0.03539235601,
58.834,0.0390114747,0.03596562417,
58.867,0.0390750356,0.03620370934,
58.9,0.03923183307,0.03623548979,
58.934,0.03949498013,0.03631388853,
58.967,0.03995027393,0.03644546206,
59,0.04152460769,0.03667310897,
59.034,0.04267988354,0.03746027585,
59.067,0.04379500821,0.03803791378,
59.1,0.04365534335,0.03859547611,
59.134,0.04365091026,0.03852564368,
59.167,0.04408257455,0.03852342713,
59.2,0.04486200213,0.03873925928,
59.235,0.04586637393,0.04469496374,
59.267,0.04773403332,0.04519714964,
59.3,0.04807782546,0.04613097933,
59.334,0.04838030785,0.04630287541,
59.367,0.04876479134,0.04645411661,
59.4,0.05027850345,0.04664635835,
59.434,0.05107976869,0.04740321441,
59.467,0.05214528739,0.04780384703,
59.5,0.05207482725,0.04833660639,
59.534,0.05159173161,0.04830137632,
59.567,0.051438611,0.04805982849,
59.6,0.0517032668,0.04798326819,
59.634,0.05227820575,0.04811559609,
59.667,0.05319459736,0.04840306557,
59.7,0.05416451767,0.04886126137,
59.734,0.05347274616,0.04934622153,
59.767,0.05386114493,0.04900033577,
59.8,0.05501565337,0.04919453515,
59.834,0.0565216653,0.05533778005,
59.867,0.05621782318,0.05609078601,
59.9,0.05631172657,0.05593886495,
59.934,0.05639135838,0.05598581664,
59.967,0.0580871366,0.05602563254,
60,0.0590111427,0.05687352165,
60.034,0.06179036945,0.0573355247,
60.067,0.06300812215,0.05872513807,
60.1,0.06315737963,0.05933401442,
60.134,0.06426865608,0.05940864316,
60.167,0.06543658674,0.05996428138,
60.2,0.06656654179,0.06611423737,
60.234,0.06938636303,0.0666792149,
60.267,0.07061234862,0.06808912551,
60.3,0.07029235363,0.06870211831,
60.334,0.0705454126,0.06854212081,
60.367,0.07100658119,0.0686686503,
60.4,0.07304245979,0.0688992346,
60.434,0.07422161847,0.06991717391,
60.468,0.07545151561,0.07050675326,
60.5,0.07529945672,0.07112170184,
60.534,0.07591123134,0.07104567239,
60.567,0.07766030729,0.0713515597,
60.6,0.07889633626,0.07222609768,
60.634,0.08177130669,0.07841010285,
60.667,0.0833453387,0.07984758807,
60.7,0.08389440924,0.08063460409,
60.734,0.08419170231,0.08090913936,
60.767,0.08629301935,0.0810577859,
60.8,0.08743352443,0.08210844444,
60.834,0.08942104131,0.08267869698,
60.867,0.08914503455,0.08923844612,
60.9,0.08919671178,0.08910044274,
60.934,0.09045860171,0.08912628135,
60.967,0.09152041376,0.08975722632,
61,0.09376706928,0.09028813232,
61.034,0.09494607896,0.09141146004,
61.067,0.0970261246,0.09200096486,
61.1,0.09686527401,0.09304098766,
61.134,0.09711738676,0.09296056234,
61.167,0.09685751796,0.0930866187,
61.2,0.097040236,0.09295668427,
61.234,0.09724117815,0.09304804329,
61.267,0.09743206203,0.09314851436,
61.3,0.0958719328,0.09324395629,
61.334,0.09362132102,0.09246389166,
61.367,0.09241711348,0.09133858576,
61.4,0.08938153088,0.09073648197,
61.434,0.08803716302,0.08921869066,
61.467,0.08638834953,0.08298051606,
61.501,0.08443237096,0.08215610931,
61.534,0.0804579109,0.08117812002,
61.567,0.07815793157,0.07919088998,
61.6,0.07556845248,0.07247490966,
61.634,0.07012871653,0.0711801701,
61.667,0.06775440276,0.06846030212,
61.7,0.06176228821,0.06170715458,
61.734,0.05825246871,0.0587110973,
61.767,0.05477674305,0.05695618754,
61.8,0.05027317256,0.04965233407,
61.834,0.04579753429,0.04740054882,
61.867,0.03586993739,0.03959673904,
61.9,0.03131717071,0.03463294059,
61.934,0.02760762163,0.02679056662,
61.967,0.01811375841,0.01936980144,
62,0.01205449738,0.01462286984,
62.034,0.006636365782,0.01159323932,
62.067,-0.001891524997,0.003318182891,
62.1,-0.007210379932,-0.0009457624983,
62.134,-0.01864684373,-0.009171180592,
62.167,-0.02584099583,-0.01488941249,
62.2,-0.03277951106,-0.02961846979,
62.234,-0.04840252921,-0.0330877274,
62.267,-0.05470687896,-0.05203121771,
62.3,-0.06742105633,-0.05518339259,
62.334,-0.07409902662,-0.06710647188,
62.367,-0.09136766195,-0.07601144765,
62.4,-0.1021055207,-0.09021175592,
62.434,-0.1122697741,-0.1067126665,
62.467,-0.1297708899,-0.1173607838,
62.5,-0.1365246177,-0.1316773323,
62.534,-0.1552120745,-0.1406201868,
62.567,-0.1661860794,-0.1555299058,
62.6,-0.177044183,-0.1665828989,
62.634,-0.2012684047,-0.1775779413,
62.667,-0.21591115,-0.2063880239,
62.7,-0.2302341014,-0.2137093965,
62.734,-0.2379804105,-0.2320028533,
62.767,-0.2588664591,-0.2414419984,
62.8,-0.270819813,-0.2630170039,
62.835,-0.2845579088,-0.2745596713,
62.867,-0.3089287877,-0.2869947098,
62.9,-0.3166432381,-0.3103121303,
62.934,-0.3347138762,-0.319735346,
62.967,-0.3446515501,-0.3343366556,
63,-0.3718108535,-0.3504374736,
63.034,-0.3857750297,-0.3695831159,
63.067,-0.400175333,-0.3932631756,
63.1,-0.4153690934,-0.4004633272,
63.134,-0.4260821342,-0.4136261979,
63.167,-0.4404186904,-0.4301146993,
63.2,-0.4700057805,-0.4484149583,
63.234,-0.4860298932,-0.4743404843,
63.267,-0.5201547742,-0.4934845217,
63.3,-0.5272575617,-0.521678943,
63.334,-0.5413691998,-0.5307963272,
63.367,-0.5633803606,-0.5434181367,
63.4,-0.5824938416,-0.5711216885,
63.434,-0.6166086793,-0.59181041,
63.467,-0.6375139356,-0.6199998096,
63.5,-0.6621059775,-0.6415844187,
63.534,-0.6708689332,-0.6650124205,
63.567,-0.698407352,-0.6749598887,
63.6,-0.7152664065,-0.6942950885,
63.634,-0.7349081039,-0.7249885776,
63.667,-0.7800382376,-0.7459414071,
63.7,-0.803514123,-0.7907704358,
63.734,-0.8255029321,-0.8080743688,
63.767,-0.8597359657,-0.8357667446,
63.8,-0.874966979,-0.8640152421,
63.834,-0.9160040617,-0.8827627295,
63.867,-0.9300582409,-0.919979242,
63.9,-0.9464840889,-0.9325723219,
63.934,-0.9614640474,-0.9519172265,
63.967,-0.9958869815,-0.9705391865,
64,-1.014927506,-0.9988826342,
64.035,-1.039387584,-1.019534877,
64.067,-1.085541844,-1.048462887,
64.1,-1.094314694,-1.082671998,
64.134,-1.109541416,-1.092624413,
64.167,-1.122582078,-1.111369754,
64.2,-1.162233829,-1.129022066,
64.234,-1.181263566,-1.159979922,
64.27,-1.226185679,-1.197324742,
64.3,-1.251169086,-1.230917779,
64.334,-1.254374385,-1.248975472,
64.367,-1.270382166,-1.261710102,
64.4,-1.304853439,-1.280845973,
64.434,-1.324267387,-1.30921359,
64.467,-1.345471978,-1.324486555,
64.5,-1.36792326,-1.357352811,
64.534,-1.395002484,-1.368578451,
64.567,-1.410503864,-1.398816034,
64.6,-1.4281286,-1.417698704,
64.634,-1.472512007,-1.437643052,
64.667,-1.495059252,-1.482098717,
64.7,-1.5009619,-1.493372339,
64.734,-1.524328351,-1.513021634,
64.767,-1.542983651,-1.530270849,
64.8,-1.591335535,-1.56186246,
64.834,-1.618821383,-1.597170383,
64.868,-1.648593664,-1.627611277,
64.9,-1.667849541,-1.653629398,
64.934,-1.684551597,-1.679955306,
64.967,-1.723216653,-1.688306334,
65,-1.745885253,-1.729902822,
65.034,-1.76850462,-1.757935093,
65.067,-1.821750998,-1.780376756,
65.1,-1.833696723,-1.823697916,
65.134,-1.854982853,-1.835236768,
65.167,-1.870001554,-1.857011813,
65.2,-1.888413668,-1.875653144,
65.234,-1.932303548,-1.901557171,
65.267,-1.956658483,-1.934634092,
65.3,-1.987564087,-1.96907552,
65.334,-1.990650296,-1.990094313,
65.367,-2.015307665,-1.997203407,
65.4,-2.035553455,-2.020664072,
65.434,-2.051719189,-2.036352958,
65.467,-2.093914747,-2.061133795,
65.5,-2.110893965,-2.104495536,
65.534,-2.120868206,-2.112985145,
65.567,-2.132179976,-2.123538256,
65.6,-2.140146255,-2.134760131,
65.635,-2.173564911,-2.149875252,
65.667,-2.190092564,-2.17771656,
65.7,-2.210007191,-2.197112367,
65.734,-2.220717669,-2.207069681,
65.768,-2.223726273,-2.21799091,
65.8,-2.23222065,-2.230627193,
65.834,-2.258538246,-2.240440372,
65.867,-2.271268129,-2.264731151,
65.9,-2.29591918,-2.282228074,
65.934,-2.297802687,-2.294553599,
65.967,-2.302391529,-2.295495352,
66,-2.319496632,-2.303355764,
66.034,-2.331394434,-2.323040295,
66.067,-2.338154554,-2.334555187,
66.1,-2.338815212,-2.337935247,
66.134,-2.345809937,-2.338265576,
66.167,-2.355184555,-2.347328928,
66.2,-2.362081766,-2.357582228,
66.234,-2.387484074,-2.372162814,
66.267,-2.400833845,-2.390429958,
66.3,-2.429457903,-2.413802815,
66.334,-2.431709051,-2.428114844,
66.367,-2.43426013,-2.429240418,
66.4,-2.441065073,-2.436081948,
66.434,-2.459480286,-2.43948442,
66.467,-2.468595505,-2.454258017,
66.502,-2.471488476,-2.469947607,
66.534,-2.475169897,-2.471394093,
66.567,-2.484798431,-2.473234803,
66.6,-2.495712757,-2.483615061,
66.634,-2.510392666,-2.500204204,
66.667,-2.522093534,-2.513110148,
66.7,-2.534439325,-2.524526573,
66.734,-2.54037118,-2.536265459,
66.767,-2.54383707,-2.539231386,
66.8,-2.55439353,-2.546530321,
66.834,-2.560391188,-2.55737454,
66.867,-2.564916372,-2.560373369,
66.9,-2.563523293,-2.56263596,
66.934,-2.568539381,-2.561939421,
66.967,-2.572175503,-2.570013455,
67,-2.585632563,-2.571831516,
67.034,-2.594028234,-2.589692026,
67.067,-2.613209248,-2.593889862,
67.1,-2.616786242,-2.614612349,
67.134,-2.622761726,-2.616400846,
67.167,-2.628112078,-2.624954579,
67.2,-2.641927719,-2.633195745,
67.234,-2.650075197,-2.645669556,
67.267,-2.663218737,-2.655309286,
67.3,-2.666548014,-2.661881056,
67.334,-2.674946547,-2.669111685,
67.367,-2.682139635,-2.673310951,
67.4,-2.688802719,-2.682473486,
67.434,-2.706825733,-2.696937008,
67.467,-2.715228796,-2.705948515,
67.5,-2.732988358,-2.715716037,
67.534,-2.734956264,-2.735727799,
67.567,-2.74450779,-2.736711752,
67.6,-2.750916481,-2.747053505,
67.634,-2.757097483,-2.750257851,
67.667,-2.771499157,-2.758914343,
67.7,-2.779550552,-2.77168117,
67.735,-2.78844285,-2.781272858,
67.767,-2.790768147,-2.791284998,
67.8,-2.794177294,-2.792447646,
67.834,-2.801976681,-2.79415222,
67.867,-2.807980061,-2.803617904,
67.9,-2.813724279,-2.806619594,
67.934,-2.818521976,-2.815057693,
67.967,-2.822685957,-2.817456542,
68,-2.825381994,-2.819538532,
68.034,-2.830042839,-2.826452542,
68.067,-2.838776112,-2.834348954,
68.1,-2.842896223,-2.83871559,
68.134,-2.846909046,-2.840775646,
68.167,-2.851418495,-2.848348048,
68.2,-2.86047554,-2.850602773,
68.234,-2.866363525,-2.860697286,
68.267,-2.878388405,-2.869207269,
68.3,-2.884360313,-2.880785699,
68.334,-2.890097141,-2.883771654,
68.367,-2.893460035,-2.892206058,
68.4,-2.903345823,-2.893887505,
68.434,-2.908917665,-2.904396389,
68.467,-2.91420126,-2.907182311,
68.5,-2.91986084,-2.915390098,
68.534,-2.925687313,-2.918219888,
68.567,-2.929885864,-2.926699115,
68.6,-2.939354658,-2.934364381,
68.634,-2.949153662,-2.939098778,
68.667,-2.954829216,-2.949564271,
68.7,-2.959205389,-2.952402048,
68.734,-2.968159914,-2.960156125,
68.767,-2.973159313,-2.970199378,
68.8,-2.983683586,-2.972699077,
68.834,-2.989147663,-2.983527204,
68.867,-2.994338036,-2.991825233,
68.9,-2.999584436,-2.994420419,
68.934,-3.005008936,-2.997043619,
68.967,-3.015904665,-3.005321859,
69,-3.020838976,-3.016335714,
69.034,-3.025966644,-3.018802869,
69.067,-3.036106825,-3.026932694,
69.1,-3.041545153,-3.032002784,
69.134,-3.046535254,-3.040287938,
69.167,-3.051569939,-3.048348978,
69.2,-3.05629611,-3.05086632,
69.235,-3.066007137,-3.058795397,
69.267,-3.070757389,-3.06365091,
69.3,-3.075204134,-3.071592027,
69.334,-3.080305576,-3.073815399,
69.367,-3.089443207,-3.081932111,
69.4,-3.098265886,-3.092066917,
69.434,-3.102129936,-3.096478257,
69.467,-3.105726957,-3.103976273,
69.5,-3.109269857,-3.105774783,
69.534,-3.119635582,-3.113112224,
69.567,-3.124212027,-3.118295086,
69.6,-3.128412485,-3.126149299,
69.634,-3.136593342,-3.128249528,
69.667,-3.139887094,-3.137905947,
69.7,-3.145652056,-3.139552824,
69.734,-3.151117563,-3.142435304,
69.767,-3.155551434,-3.150734049,
69.8,-3.164146662,-3.158516974,
69.834,-3.16749382,-3.162814589,
69.867,-3.170525312,-3.170054158,
69.9,-3.17970252,-3.171569905,
69.934,-3.184362888,-3.181724499,
69.967,-3.193335295,-3.184054684,
70,-3.196658611,-3.194106877,
70.034,-3.198718786,-3.195768536,
70.067,-3.203985691,-3.202364614,
70.1,-3.208346844,-3.204998066,
70.134,-3.212522984,-3.207178642,
70.167,-3.21601367,-3.214832702,
70.2,-3.222816944,-3.216578046,
70.234,-3.224707603,-3.219979683,
70.267,-3.227554321,-3.226491003,
70.3,-3.229258776,-3.227914362,
70.334,-3.233570576,-3.228766589,
70.368,-3.237644672,-3.236488479,
70.4,-3.242182255,-3.238525527,
70.434,-3.245309353,-3.240794318,
70.468,-3.24705267,-3.242357867,
70.501,-3.248018503,-3.248795516,
70.534,-3.248680592,-3.249278433,
70.567,-3.253619194,-3.249609477,
70.6,-3.257356882,-3.252078778,
70.634,-3.262758493,-3.259513612,
70.667,-3.265350342,-3.262214419,
70.7,-3.265517235,-3.263510343,
70.734,-3.274267197,-3.263593789,
70.767,-3.278388262,-3.273534761,
70.8,-3.281214476,-3.281161284,
70.834,-3.285825491,-3.282574391,
70.867,-3.287023783,-3.284879899,
70.9,-3.288268805,-3.285479045,
70.934,-3.298746109,-3.291667546,
70.967,-3.30133462,-3.296906199,
71,-3.304326773,-3.303766444,
71.034,-3.306330204,-3.305262521,
71.067,-3.305613995,-3.306264236,
71.1,-3.304562807,-3.305906131,
71.134,-3.310321093,-3.305380538,
71.167,-3.312360048,-3.308259681,
71.2,-3.314977169,-3.314845149,
71.234,-3.313854694,-3.316153709,
71.267,-3.314061165,-3.315592472,
71.3,-3.312921286,-3.310129718,
71.334,-3.31978488,-3.315125769,
71.367,-3.321681738,-3.318557566,
71.4,-3.323589563,-3.319505996,
71.434,-3.323255777,-3.320459909,
71.467,-3.322753429,-3.320293016,
71.5,-3.320865154,-3.320041842,
71.534,-3.317197561,-3.319097705,
71.567,-3.320303679,-3.317263909,
71.6,-3.323301077,-3.318816967,
71.634,-3.325162888,-3.320315667,
71.667,-3.325329781,-3.326812562,
71.7,-3.325316668,-3.326896009,
71.734,-3.325033426,-3.326889453,
71.767,-3.333757162,-3.326747832,
71.8,-3.336534977,-3.3311097,
71.834,-3.337664843,-3.338064598,
71.867,-3.337883711,-3.338629531,
71.9,-3.337186575,-3.338738965,
71.934,-3.344596148,-3.338390397,
71.967,-3.349262476,-3.347661174,
72,-3.351132393,-3.349994338,
72.034,-3.352497339,-3.350929297,
72.067,-3.348121643,-3.35161177,
72.1,-3.343670607,-3.343857931,
72.134,-3.344969988,-3.341632413,
72.167,-3.349170923,-3.347848094,
72.2,-3.351081133,-3.349948561,
72.234,-3.350088358,-3.350903666,
