"/ual/odom/twist/twist/linear/x_x","/ual/odom/twist/twist/linear/x_y","/del_uav/KF_twist/x_y"
46.383,0.05540588498,0.06596746657,
46.416,0.05719197165,0.06520814076,
46.449,0.06193493314,0.06561357189,
46.483,0.06041628153,0.06543468773,
46.516,0.06122714379,0.06611956483,
46.549,0.06086937545,0.06727843984,
46.583,0.06223912967,0.07317737715,
46.616,0.06455687967,0.07479829827,
46.649,0.0663547543,0.07671253629,
46.683,0.06959659655,0.07555629508,
46.716,0.07342507258,0.07646365396,
46.749,0.07111259015,0.0769993881,
46.783,0.07292730792,0.07694863864,
46.816,0.0739987762,0.07704449991,
46.849,0.07389727729,0.07688991524,
46.883,0.07408899982,0.07524863986,
46.916,0.07377983048,0.07524341224,
46.949,0.07049727972,0.07499742321,
46.983,0.07048682448,0.07352291567,
47.016,0.06999484642,0.06875818635,
47.049,0.06704583135,0.06771621789,
47.083,0.06751637271,0.06793590963,
47.117,0.06543243578,0.07290195924,
47.149,0.06587181926,0.06973255068,
47.183,0.06580391848,0.06827965501,
47.216,0.06946510136,0.06797573984,
47.249,0.06655931002,0.06844094054,
47.283,0.06595147968,0.06748291259,
47.316,0.06688188108,0.06839023217,
47.349,0.06496582519,0.06828300712,
47.383,0.06678046434,0.06657754815,
47.416,0.06656601423,0.06587835496,
47.449,0.0631550963,0.06447128737,
47.483,0.06175670992,0.06532607709,
47.516,0.05894257475,0.06633704019,
47.549,0.06065215418,0.06025479144,
47.583,0.06267408038,0.05915554535,
47.616,0.06050958289,0.05383642762,
47.649,0.0583110907,0.05034953775,
47.683,0.05767285524,0.04905412089,
47.716,0.0506990755,0.0399132856,
47.749,0.04810824178,0.03222999774,
47.783,0.0398265712,0.02531314764,
47.816,0.03445999549,0.02126015892,
47.849,0.03062629529,0.01921308301,
47.883,0.02252031784,0.00680984305,
47.916,0.01842616602,0.001218134943,
47.949,0.0136196861,-0.007186534298,
47.983,0.002436269886,-0.02006831254,
48.016,-0.004373068596,-0.02254996643,
48.049,-0.02013662508,-0.03151119686,
48.083,-0.02509993286,-0.0441708828,
48.116,-0.03302239372,-0.05167202541,
48.15,-0.0383417656,-0.06081948472,
48.183,-0.05334405082,-0.0744352834,
48.216,-0.06163896944,-0.08773241562,
48.249,-0.06887056679,-0.09675294025,
48.283,-0.08546483123,-0.1123159495,
48.316,-0.09350588049,-0.1218840174,
48.349,-0.1146318991,-0.1364938286,
48.383,-0.1237680348,-0.1407062884,
48.416,-0.1329876572,-0.1614493656,
48.449,-0.1414125769,-0.1771555369,
48.483,-0.1528987312,-0.1866616675,
48.516,-0.1743110738,-0.197347751,
48.549,-0.1833233349,-0.211725476,
48.583,-0.194695502,-0.2211722262,
48.616,-0.2134509521,-0.235795629,
48.649,-0.2223444525,-0.24921689,
48.683,-0.2315912581,-0.2635617274,
48.716,-0.24843378,-0.2789222831,
48.749,-0.2571234547,-0.294309507,
48.783,-0.2778445662,-0.3039291937,
48.816,-0.288619014,-0.3241130739,
48.849,-0.2978583874,-0.3345077771,
48.883,-0.3182261479,-0.3549114761,
48.916,-0.3290155542,-0.3646189557,
48.949,-0.3498229521,-0.3817801579,
48.983,-0.3592379114,-0.4032822601,
49.016,-0.3835603158,-0.4140192677,
49.049,-0.3965645202,-0.4342217834,
49.083,-0.4080385354,-0.4440594443,
49.116,-0.4284435668,-0.4587136486,
49.149,-0.4381188886,-0.4678843286,
49.183,-0.4574272972,-0.4776334269,
49.216,-0.4657686572,-0.5037392099,
49.249,-0.4752668537,-0.5102448382,
49.283,-0.4974784198,-0.5281786933,
49.316,-0.5104896764,-0.5371088387,
49.349,-0.5263573866,-0.5566582996,
49.383,-0.5342176774,-0.5662870309,
49.416,-0.5533165993,-0.5771822983,
49.449,-0.5625740619,-0.5978491778,
49.484,-0.5743645966,-0.6056217706,
49.516,-0.5956983555,-0.62037448,
49.549,-0.6012435411,-0.6355069533,
49.583,-0.62074896,-0.6527398329,
49.616,-0.6310139067,-0.6733985113,
49.649,-0.6554796658,-0.678347441,
49.683,-0.6667970226,-0.6970767692,
49.716,-0.676694882,-0.7066028208,
49.749,-0.6941535385,-0.7213008448,
49.783,-0.7032056416,-0.7381481493,
49.816,-0.7126016897,-0.748167857,
49.849,-0.7362962987,-0.7693463663,
49.883,-0.746335714,-0.7772203787,
49.916,-0.7686927326,-0.7871027653,
49.949,-0.7744407573,-0.8064814024,
49.983,-0.7842055307,-0.8228610223,
50.016,-0.8029628048,-0.8440601787,
50.049,-0.8157220446,-0.8518125477,
50.083,-0.8381203575,-0.8696362159,
50.116,-0.8536250954,-0.8833874943,
50.149,-0.8692724318,-0.8890215837,
50.183,-0.8767749886,-0.9129980452,
50.216,-0.8880431675,-0.9242840873,
50.249,-0.9059960904,-0.9472452017,
50.283,-0.9185681746,-0.9584761802,
50.316,-0.9444904033,-0.9749350321,
50.349,-0.9569523603,-0.9878864066,
50.383,-0.9698700641,-0.9967136037,
50.416,-0.9857728132,-1.016478093,
50.449,-0.9934272074,-1.019731736,
50.483,-1.012956186,-1.028585136,
50.516,-1.019463472,-1.035823941,
50.549,-1.027170273,-1.049113502,
50.583,-1.031647883,-1.058299451,
50.616,-1.048227004,-1.068514181,
50.649,-1.056598901,-1.081666617,
50.684,-1.067028362,-1.088913104,
50.716,-1.083333234,-1.091766706,
50.749,-1.087826207,-1.098207922,
50.783,-1.093533413,-1.109107636,
50.816,-1.096415844,-1.115568494,
50.849,-1.108215271,-1.126447567,
50.883,-1.111136989,-1.130756259,
50.919,-1.122895134,-1.129434857,
50.949,-1.131512519,-1.135699341,
50.983,-1.128869713,-1.138949564,
51.016,-1.131398682,-1.141594543,
51.049,-1.137899127,-1.155536177,
51.083,-1.143189086,-1.159351199,
51.116,-1.151072354,-1.171255199,
51.149,-1.158702398,-1.178439194,
51.183,-1.172510398,-1.188159103,
51.216,-1.176878388,-1.206739314,
51.249,-1.186318206,-1.210536417,
51.283,-1.203478628,-1.216591275,
51.316,-1.211072833,-1.218876278,
51.349,-1.21318255,-1.224641108,
51.383,-1.217752556,-1.228197634,
51.416,-1.219282216,-1.229991158,
51.449,-1.226395267,-1.231514929,
51.483,-1.229982316,-1.219134431,
51.517,-1.233029859,-1.212640376,
51.549,-1.218268862,-1.203467145,
51.583,-1.215280752,-1.201301528,
51.616,-1.20693429,-1.199633799,
51.649,-1.202603055,-1.191683223,
51.683,-1.199267598,-1.176112607,
51.716,-1.193366446,-1.161251889,
51.749,-1.182225215,-1.152446104,
51.783,-1.162503779,-1.143103646,
51.816,-1.154892208,-1.12996886,
51.849,-1.146207293,-1.116516788,
51.883,-1.129937721,-1.096176122,
51.916,-1.123033576,-1.078661163,
51.949,-1.102352243,-1.062615125,
51.983,-1.087322325,-1.051836214,
52.016,-1.065230249,-1.042558162,
52.049,-1.053672428,-1.02420689,
52.083,-1.045116325,-1.01482272,
52.116,-1.02841378,-0.9906472985,
52.149,-1.01964544,-0.9745621235,
52.183,-0.9912945969,-0.9590377636,
52.216,-0.9791242469,-0.9437546269,
52.249,-0.9680755273,-0.9341308464,
52.284,-0.9475092537,-0.9187491718,
52.316,-0.9382616928,-0.9020137767,
52.349,-0.9274983435,-0.8788492837,
52.383,-0.9040275534,-0.867539665,
52.417,-0.8876985673,-0.8541070894,
52.449,-0.8750793301,-0.8381100573,
52.483,-0.8582141789,-0.8241687141,
52.516,-0.8462201146,-0.806651962,
52.549,-0.8283374282,-0.7838364863,
52.583,-0.813303924,-0.7634320395,
52.616,-0.7876729726,-0.755508839,
52.649,-0.7668640791,-0.7346259973,
52.683,-0.7610176779,-0.7248298492,
52.716,-0.7392519945,-0.7037107649,
52.749,-0.7296596984,-0.6951368264,
52.783,-0.7074215298,-0.6857140795,
52.816,-0.7002736527,-0.6796297451,
52.849,-0.6914281589,-0.6726265269,
52.883,-0.6792594903,-0.6616474245,
52.916,-0.6752530538,-0.6526104451,
52.949,-0.663294849,-0.6494228459,
52.983,-0.6552208902,-0.64109329,
53.016,-0.6488456918,-0.6291207848,
53.049,-0.6421865801,-0.6219959774,
53.083,-0.6282415695,-0.6027397746,
53.116,-0.6239919548,-0.5940459019,
53.151,-0.6054795491,-0.5824867611,
53.183,-0.5980918038,-0.5735259739,
53.216,-0.5849735223,-0.5621867986,
53.249,-0.5770519477,-0.5594801889,
53.283,-0.5643735973,-0.5466343083,
53.316,-0.5589603777,-0.5322766163,
53.349,-0.5532686166,-0.5235089426,
53.383,-0.5345532327,-0.512940598,
53.416,-0.5270178851,-0.5038339016,
53.449,-0.515881196,-0.4959277268,
53.483,-0.5076678033,-0.4882799276,
53.516,-0.5018554536,-0.4799303985,
53.549,-0.4865598552,-0.4716629541,
53.583,-0.479860797,-0.4597873943,
53.616,-0.4733259082,-0.4579815194,
53.649,-0.4595747885,-0.4500740746,
53.683,-0.4559630387,-0.4426090419,
53.716,-0.4501481491,-0.4385859936,
53.749,-0.4452180838,-0.4306764754,
53.783,-0.4371719872,-0.4230026295,
53.816,-0.4313529508,-0.4207406834,
53.849,-0.4260052591,-0.4115579693,
53.883,-0.4214813668,-0.403175595,
53.916,-0.4131159386,-0.3992756629,
53.949,-0.40635119,-0.3922801783,
53.983,-0.3985513258,-0.3853078736,
54.016,-0.3945603567,-0.3810657445,
54.049,-0.3906157471,-0.3786980333,
54.083,-0.382131489,-0.3642168099,
54.116,-0.3773960666,-0.3604091847,
54.149,-0.3684336199,-0.3486710811,
54.183,-0.3608183693,-0.3409322918,
54.216,-0.3473421622,-0.3329378311,
54.249,-0.3418645836,-0.3301956177,
54.283,-0.3358756623,-0.3216536678,
54.316,-0.3303912354,-0.3140100654,
54.349,-0.3233073356,-0.3112471338,
54.384,-0.3180201308,-0.3031627368,
54.416,-0.3124942675,-0.2979303049,
54.449,-0.3063254735,-0.2893522295,
54.483,-0.2958606098,-0.282400245,
54.516,-0.2887044591,-0.273825052,
54.549,-0.2848004899,-0.2692033445,
54.583,-0.277650104,-0.2613542191,
54.616,-0.2684066891,-0.253526635,
54.649,-0.2627084382,-0.2440920945,
54.683,-0.25705327,-0.2408162456,
54.716,-0.248184189,-0.2325971212,
54.749,-0.2416324912,-0.2307099604,
54.783,-0.2351942425,-0.2220330349,
54.816,-0.2314199207,-0.2201417248,
54.849,-0.2240660698,-0.2120819996,
54.883,-0.2202834495,-0.21048112,
54.916,-0.2141639992,-0.2092316544,
54.949,-0.2109622399,-0.2027533838,
54.983,-0.2084633087,-0.1993320584,
55.016,-0.2055067677,-0.1922181234,
55.049,-0.1986641167,-0.1899359659,
55.083,-0.1944362467,-0.1825016663,
55.116,-0.1898719318,-0.1813181412,
55.149,-0.1850033326,-0.1748708022,
55.183,-0.1826362824,-0.1715006371,
55.216,-0.1797416044,-0.1682587387,
55.249,-0.1730012742,-0.1611127374,
55.283,-0.1665174774,-0.1530267106,
55.316,-0.1622254748,-0.1481110361,
55.349,-0.1560534212,-0.1428539527,
55.383,-0.1462220722,-0.1407984383,
55.416,-0.1457079055,-0.1392149935,
55.449,-0.1415968765,-0.1327141545,
55.483,-0.1384299871,-0.1302359941,
55.516,-0.135428309,-0.1279573283,
55.549,-0.1304719881,-0.1185039904,
55.583,-0.1259146567,-0.1121665159,
55.616,-0.1170079808,-0.110252734,
55.649,-0.1143330318,-0.1068590304,
55.683,-0.110505468,-0.1000744063,
55.716,-0.1037180608,-0.09908034674,
55.749,-0.1001488127,-0.09218316501,
55.783,-0.09816069349,-0.09084360879,
55.816,-0.09436633003,-0.08052440833,
55.849,-0.09168721758,-0.07231027325,
55.884,-0.08104881665,-0.07000928681,
55.916,-0.0746205465,-0.06380596408,
55.949,-0.07001857361,-0.05376164145,
55.983,-0.06761192817,-0.04986690426,
56.016,-0.0575232829,-0.04270322718,
56.049,-0.04973380852,-0.04054020952,
56.083,-0.04540645435,-0.03374823873,
56.116,-0.04108041904,-0.03073593576,
56.149,-0.03749647746,-0.02909817949,
56.183,-0.03147187151,-0.02137837745,
56.216,-0.02819635899,-0.01259555038,
56.249,-0.02275675489,-0.01053248664,
56.283,-0.01519110077,-0.001114562197,
56.316,-0.01106497328,0.001474377556,
56.349,-0.002229124394,0.00274755296,
56.383,0.002948755111,0.005062573676,
56.416,0.00549510592,0.006520852712,
56.449,0.01012514735,0.01300174965,
56.483,0.01304170542,0.0156386175,
56.516,0.0160034993,0.01642767636,
56.549,0.02127723501,0.02305788527,
56.583,0.02285535273,0.02556239638,
56.616,0.02611577054,0.03798774134,
56.649,0.03112479275,0.0444847075,
56.683,0.03597548269,0.05464116378,
56.716,0.04896941499,0.05575416978,
56.749,0.05928232757,0.05664366228,
56.783,0.06150833956,0.06380940238,
56.816,0.06328732456,0.07145798983,
56.849,0.06761880477,0.07547147836,
56.883,0.07291597967,0.07710355716,
56.916,0.08094295672,0.07782929884,
56.949,0.08420711432,0.08430082062,
56.983,0.08565859769,0.08668709497,
57.017,0.08860164125,0.09239423845,
57.049,0.09337418994,0.09491550616,
57.083,0.0947884769,0.09581886869,
57.117,0.09983101233,0.1054310893,
57.15,0.1016377374,0.1118367769,
57.183,0.1108621785,0.1132557218,
57.216,0.1136735538,0.1156483492,
57.249,0.1165114436,0.1169143667,
57.283,0.1212966984,0.1230451486,
57.316,0.1238287333,0.1238724302,
57.349,0.1260902973,0.12338132,
57.383,0.1277448604,0.1236074656,
57.416,0.1267626401,0.1265656655,
57.449,0.1272149312,0.1336287823,
57.483,0.133131331,0.1382521021,
57.516,0.1372575646,0.143331488,
57.549,0.1465042041,0.144925076,
57.583,0.1466629759,0.1523524287,
57.616,0.1498501521,0.1563074588,
57.649,0.1547048574,0.1630476455,
57.683,0.1626149175,0.16495028,
57.716,0.1660952909,0.1725443692,
57.749,0.16990056,0.1734880392,
57.783,0.1750887384,0.1747490607,
57.816,0.1769760783,0.178280925,
57.849,0.1794981215,0.1846259419,
57.883,0.1865618501,0.1865504755,
57.916,0.1892518838,0.1918875937,
57.949,0.193100951,0.1930819136,
57.983,0.1937751873,0.1945853824,
58.016,0.1961638273,0.1961246279,
58.049,0.1991707648,0.1957353865,
58.083,0.2022492558,0.2007408896,
58.116,0.201470773,0.2039684323,
58.149,0.2014817791,0.2040556629,
58.183,0.2079368645,0.197741364,
58.216,0.2081113257,0.1971204438,
58.249,0.2054827279,0.1972344092,
58.283,0.2042408877,0.2027388097,
58.316,0.2044688184,0.2048870304,
58.349,0.2054776195,0.2048052097,
58.383,0.2097740609,0.2062120889,
58.416,0.2096104193,0.2126479879,
58.449,0.2124241779,0.2138684795,
58.483,0.2152959758,0.2154146567,
58.516,0.2177369591,0.2142122786,
58.549,0.2208293134,0.2140694403,
58.583,0.2184245573,0.221617891,
58.616,0.2181388807,0.2229186326,
58.649,0.2232357819,0.2246286939,
58.683,0.2258372652,0.2326740944,
58.716,0.2292573877,0.2332096647,
58.749,0.2353481888,0.2328085353,
58.783,0.2364193294,0.234221567,
58.816,0.2356170705,0.2356304722,
58.849,0.238443134,0.2355689607,
58.883,0.2412609444,0.243069177,
58.916,0.2411379215,0.2431150841,
58.949,0.246138354,0.2370938308,
58.983,0.2462301683,0.2429848867,
59.016,0.2441876616,0.2429948019,
59.049,0.2459697734,0.2436315011,
59.083,0.2459896038,0.2459735686,
59.116,0.2472630022,0.2524734372,
59.149,0.2519471372,0.2469079136,
59.183,0.2549468743,0.2461747888,
59.217,0.2538158272,0.2448277709,
59.249,0.2523495776,0.244381706,
59.283,0.2496555418,0.2445695459,
59.316,0.248763412,0.2427801224,
59.349,0.2491390918,0.2431818279,
59.383,0.2455602447,0.243476464,
59.417,0.2463636558,0.2422595358,
59.449,0.246952928,0.2440347905,
59.483,0.2445190716,0.2443697233,
59.516,0.248069581,0.2467506736,
59.549,0.2487394466,0.2524982704,
59.583,0.2535013471,0.2517429369,
59.616,0.2549965408,0.2523151011,
59.649,0.2534858738,0.2527751489,
59.683,0.2546302022,0.2532377221,
59.716,0.2555502977,0.2547311323,
59.749,0.2564754441,0.2551306728,
59.783,0.2594622645,0.2540683051,
59.816,0.2602613457,0.2539965044,
59.849,0.2581366103,0.2532494077,
59.883,0.2579930089,0.2527937146,
59.917,0.2564988154,0.2471974993,
59.949,0.2555874291,0.2512993789,
59.983,0.2543949986,0.246603725,
60.016,0.2525987579,0.2513802529,
60.049,0.2532074501,0.2521233917,
60.083,0.2527605057,0.2529459532,
60.116,0.2542467834,0.2543206826,
60.149,0.2558919063,0.2544890903,
60.183,0.2586413651,0.2535242227,
60.216,0.2589781807,0.2549616645,
60.249,0.2570484453,0.2551690145,
60.283,0.259923329,0.2544513652,
60.316,0.2603380289,0.254159536,
60.349,0.2589027305,0.2546158448,
60.383,0.258319072,0.2536952003,
60.416,0.2592316897,0.2548002007,
60.449,0.2573904005,0.2539415722,
60.483,0.2596004013,0.2537742989,
60.516,0.2578831445,0.2546223479,
60.549,0.2575485979,0.253044771,
60.584,0.2592446958,0.2536045281,
60.616,0.2560895419,0.2525051379,
60.649,0.2572090562,0.2539425225,
60.683,0.2550102758,0.2551986773,
60.716,0.257885045,0.2543061565,
60.749,0.2603973546,0.2545549399,
60.783,0.2586123129,0.2544834538,
60.816,0.2591098799,0.2536260567,
60.849,0.2589669076,0.2536730374,
60.883,0.2572521133, ,
60.916,0.2573460748, ,
60.949,0.2576967688, ,
