"/ual/odom/twist/twist/linear/x_x","/ual/odom/twist/twist/linear/x_y","/del_uav/KF_twist/x_y"
23.649,-0.107211733,-0.1191984849,
23.683,-0.1192189632,-0.1245932242,
23.716,-0.1283969698,-0.1298538137,
23.749,-0.1391864484,-0.1276246895,
23.783,-0.1397076275,-0.1280505259,
23.816,-0.145249379,-0.1307078382,
23.849,-0.1461010519,-0.1322189747,
23.883,-0.1514156764,-0.1335197345,
23.916,-0.1544379494,-0.136192348,
23.949,-0.1570394689,-0.1438738526,
23.983,-0.1623846959,-0.1497950806,
24.016,-0.1677477053,-0.1579816111,
24.049,-0.1795901613,-0.161498407,
24.083,-0.1859632222,-0.173628177,
24.116,-0.1929968139,-0.1756890353,
24.149,-0.207256354,-0.1778825101,
24.183,-0.2113780706,-0.1793957225,
24.216,-0.2157650203,-0.1804246647,
24.249,-0.2187914451,-0.1802544766,
24.283,-0.2208493294,-0.180294302,
24.316,-0.2205089532,-0.174526958,
24.349,-0.2205886039,-0.1732304461,
24.383,-0.219053916,-0.1719868521,
24.416,-0.2164608922,-0.1713527635,
24.449,-0.2139737041,-0.1648911928,
24.483,-0.212705527,-0.1647263529,
24.516,-0.2097823856,-0.1633352505,
24.549,-0.2094527058,-0.1617656454,
24.583,-0.2066705009,-0.1550219889,
24.616,-0.2035312907,-0.1521609491,
24.649,-0.2000439777,-0.1512071617,
24.683,-0.1943218982,-0.1455868013,
24.716,-0.1924143235,-0.1442585966,
24.749,-0.1911736025,-0.1428190582,
24.783,-0.1885171932,-0.1424076403,
24.816,-0.1856381164,-0.1364922727,
24.849,-0.1848152806,-0.1334260185,
24.883,-0.1829845455,-0.1323157676,
24.916,-0.1768520369,-0.1260876577,
24.949,-0.1746315352,-0.1237781021,
24.983,-0.1721753153,-0.1201795762,
25.016,-0.1675562042,-0.1188725617,
25.049,-0.1603591524,-0.1128962181,
25.083,-0.1577451235,-0.1108050901,
25.116,-0.1557924363,-0.1088726855,
25.149,-0.1516101802,-0.1074408503,
25.183,-0.1477453711,-0.1015559459,
25.216,-0.1448817006,-0.09908428345,
25.249,-0.1431118919,-0.09150594848,
25.283,-0.1381685669,-0.08985129254,
25.316,-0.133011897,-0.08617343795,
25.349,-0.1297025851,-0.07931181662,
25.383,-0.1223468759,-0.07758283841,
25.417,-0.1186236332,-0.07470817448,
25.449,-0.1151656768,-0.07273533116,
25.483,-0.109416349,-0.06626525784,
25.516,-0.1054706623,-0.06488028903,
25.549,-0.1025305157,-0.06214783456,
25.583,-0.09976057807,-0.06185571893,
25.616,-0.09429566912,-0.06091994317,
25.649,-0.09371143786,-0.0608756991,
25.683,-0.09183988634,-0.06160722706,
25.718,-0.0917513982,-0.06122532852,
25.749,-0.09321445411,-0.06061955993,
25.783,-0.09245065704,-0.05849630549,
25.816,-0.09123911986,-0.05817849385,
25.849,-0.08699261099,-0.05714113667,
25.883,-0.08635698771,-0.05100773609,
25.916,-0.08428227335,-0.05014831186,
25.949,-0.08201547219,-0.04908162718,
25.983,-0.08029662372,-0.04822696995,
26.016,-0.07816325435,-0.04836890395,
26.049,-0.07645393989,-0.04713834909,
26.083,-0.0767378079,-0.0475362681,
26.116,-0.07427669819,-0.04827014177,
26.149,-0.0750725362,-0.04775286069,
26.183,-0.07654028355,-0.04674715171,
26.216,-0.07550572138,-0.04503787151,
26.249,-0.07349430342,-0.04439182868,
26.283,-0.07007574303,-0.0450697093,
26.316,-0.06878365736,-0.04496660904,
26.349,-0.07013941859,-0.04415580157,
26.383,-0.06993321808,-0.0370662545,
26.416,-0.06831160313,-0.03709709501,
26.449,-0.064132509,-0.03607640646,
26.483,-0.06419419002,-0.03451384684,
26.516,-0.06215281293,-0.03401736263,
26.549,-0.05902769367,-0.03184709967,
26.583,-0.05803472526,-0.02535251329,
26.616,-0.05369419934,-0.02492540538,
26.649,-0.05070502657,-0.02467852579,
26.683,-0.04985081075,-0.02434400711,
26.716,-0.04935705158,-0.02446025266,
26.749,-0.04868801423,-0.02493599954,
26.783,-0.04892050533,-0.02944578486,
26.816,-0.04987199908,-0.02954863631,
26.849,-0.04889156971,-0.02919602478,
26.883,-0.04909727263,-0.02993704276,
26.916,-0.04839204956,-0.03103457058,
26.949,-0.04987408552,-0.03163310427,
26.983,-0.05206914115,-0.03093097237,
27.016,-0.05326620853,-0.03006332222,
27.049,-0.05186194474,-0.06947685053,
27.083,-0.05012664444,-0.1731564477,
27.116,-0.04895370107,-0.2353896242,
27.149,-0.1263128955,-0.2288082888,
27.183,-0.2607792484,-0.2238922759,
27.216,-0.2576165776,-0.212790049,
27.249,-0.2577845518,-0.1971683177,
27.283,-0.2455800981,-0.1855586412,
27.316,-0.2343366354,-0.1748034357,
27.35,-0.2211172823,-0.1583102009,
27.383,-0.2096068713,-0.1464746956,
27.416,-0.1966204018,-0.1238788572,
27.449,-0.1829493911,-0.1127760918,
27.483,-0.1577577144,-0.1029818326,
27.516,-0.1455521836,-0.08435014425,
27.549,-0.1359636652,-0.07989804557,
27.583,-0.1187002885,-0.06170390686,
27.616,-0.1097960911,-0.05876288816,
27.649,-0.09340781373,-0.05087514626,
27.683,-0.08752577632,-0.04499023817,
27.716,-0.08175029252,-0.0372320185,
27.749,-0.06998047634,-0.03004603256,
27.783,-0.06446403701,-0.02581929798,
27.816,-0.06009206511,-0.02398055913,
27.849,-0.05163859597,-0.01948815665,
27.883,-0.04796111825,-0.01765671829,
27.916,-0.0389763133,-0.01117947542,
27.949,-0.03531343658,-0.01077300993,
27.983,-0.03235895085,-0.009828006179,
28.016,-0.03154601986,-0.008158590311,
28.049,-0.02965601236,-0.00798732571,
28.083,-0.02631718062,-0.006733853553,
28.116,-0.02597465142,-0.005912789186,
28.149,-0.02346770711,-0.000188809941,
28.183,-0.02182557837,0.001240405736,
28.217,-0.02037761988,0.002312242401,
28.249,-0.01751918853,0.003000812708,
28.283,-0.0153755152,0.004127618363,
28.316,-0.01399837458,0.00429595257,
28.349,-0.01174476327,0.004013505986,
28.383,-0.01140809486,0.01187102155,
28.416,-0.01197298803,0.01323328593,
28.449,-0.006257956897,0.01497924431,
28.483,-0.00353342815,0.01536526883,
28.516,-4.151137155e-05,0.02052203185,
28.549,0.0007305376587,0.0212066009,
28.583,0.001044063696,0.02216366971,
28.616,0.002413201797,0.0166145343,
28.649,0.004327339425,0.01681117772,
28.683,0.003229068604,0.01545511311,
28.716,0.003622355448,0.01502641675,
28.749,0.0009102262125,0.01422823539,
28.783,5.283349658e-05,0.01370105461,
28.816,-0.001543529225,0.01282898031,
28.849,-0.002597890772,0.0118181361,
28.883,-0.004342039376,0.006834471661,
28.916,-0.0063637278,0.005686065953,
28.949,-0.006331056678,0.004886801461,
28.983,-0.008627868093,0.003966747532,
29.016,-0.01022639708,0.003905709032,
29.049,-0.01206650494,0.003171019399,
29.083,-0.01218858194,0.00335402619,
29.116,-0.0136579612,-0.002269106365,
29.149,-0.01329194762,-0.003351538022,
29.183,-0.01453821273,-0.003504011896,
29.216,-0.01670307604,-0.004549059455,
29.249,-0.01700802379,-0.004229131043,
29.283,-0.01909811891,-0.003374462417,
29.316,-0.01845826209,-0.003426750574,
29.349,-0.01674892483,-0.003790904583,
29.383,-0.01685350115,-0.005417031373,
29.416,-0.01758180917,-0.004815592279,
29.449,-0.02083406275,-0.005756097615,
29.483,-0.01963118456,-0.005709884428,
29.516,-0.02151219523,-0.004972827887,
29.549,-0.02141976886,-0.004452084048,
29.583,-0.01994565577,-0.004934816028,
29.616,-0.0189041681,-0.01133288739,
29.649,-0.01986963206,-0.01241745112,
29.683,-0.02266577478,-0.01177298231,
29.716,-0.02483490224,-0.0120943899,
29.749,-0.02354596462,-0.01117993528,
29.783,-0.02418877981,-0.01261077615,
29.816,-0.02235987055,-0.01216114593,
29.849,-0.0252215523,-0.01103820073,
29.883,-0.02432229186,-0.01138180168,
29.916,-0.02207640147,-0.01096850517,
29.949,-0.02276360337,-0.01140638364,
29.983,-0.02193701034,-0.01094437989,
30.016,-0.02281276729,-0.01100462883,
30.049,-0.02188875978,-0.01115217026,
30.083,-0.02200925766,-0.01162678647,
30.116,-0.02230434053,-0.01320389015,
30.149,-0.02325357295,-0.01332846342,
30.183,-0.02640778031,-0.01259864941,
30.216,-0.02665692684,-0.0142385505,
30.249,-0.02519729882,-0.01316033254,
30.283,-0.02847710101,-0.01333438099,
30.316,-0.02632066508,-0.01366523445,
30.349,-0.02666876199,-0.01320990099,
30.383,-0.02733046891,-0.01382993459,
30.416,-0.02641980199,-0.01335152731,
30.449,-0.02765986918,-0.01193931294,
30.483,-0.02670305461,-0.0100688771,
30.516,-0.02387862587,-0.01003703017,
30.549,-0.0201377542,-0.009194624542,
30.583,-0.02007406035,-0.009562738497,
30.616,-0.01838924908,-0.009879719444,
30.649,-0.01912547699,-0.004406867486,
30.683,-0.01975943889,-0.003222861986,
30.716,-0.01881373497,-0.007493703728,
30.749,-0.01644572397,-0.003140054125,
30.783,-0.01498740746,-0.001643580544,
30.816,-0.01628010825,-0.0005346789125,
30.849,-0.01328716109,-0.0001300545492,
30.883,-0.01106935783,0.001078368907,
30.916,-0.0102601091,0.0006605172585,
30.949,-0.007843262186,0.0005888764802,
30.983,-0.008678965483,0.0006541092671,
31.017,-0.00882224704,0.0008059672608,
31.049,-0.008691781466,0.006626001467,
31.083,-0.008388065478,0.007894462788,
31.116,-0.006747997067,0.002973620109,
31.149,-0.004211074425,0.002941986702,
31.183,-0.004052759782,0.00216395094,
31.216,-0.004116026596,0.001483023444,
31.249,-0.005672098121,0.001412798247,
31.283,-0.007033953113,0.001571824794,
31.316,-0.007174403505,0.0005086582269,
31.349,-0.006856350413,0.0002148811,
31.383,-0.008982683546,0.0003236189866,
31.416,-0.0095702378,-0.0004078702719,
31.449,-0.009352762027,-0.006410762546,
31.483,-0.01081574054,-0.007338960442,
31.516,-0.01282152509,-0.007940322912,
31.549,-0.01467792088,-0.007221416659,
31.583,-0.01588064582,-0.007280832733,
31.616,-0.01444283332,-0.007708465462,
31.649,-0.01456166547,-0.007968389326,
31.683,-0.01541693092,-0.007168746945,
31.716,-0.01593677865,-0.006481439488,
31.749,-0.01433749389,-0.004988373294,
31.783,-0.01296287898,0.001390882097,
31.816,-0.009976746587,0.002351480357,
31.849,-0.007218235806,0.003781803219,
31.883,-0.005297039285,0.003815492838,
31.916,-0.002436393562,0.005056188291,
31.949,-0.002369014323,0.004379805352,
31.983,0.0001123765825,0.005177685118,
32.016,-0.001240389296,0.004632138597,
32.049,0.0003553702365,0.004121246341,
32.083,-0.0007357228058,0.0049041179,
32.116,-0.001757507317,0.00480118673,
32.149,-0.0001917641996,0.004937151098,
32.183,-0.0003976265406,0.005431377691,
32.217,-0.0001256978044,0.004643567058,
32.249,0.0008627553828,0.004608776268,
32.283,-0.0007128658844,0.003872345356,
32.316,-0.0007824474642,0.003910018566,
32.349,-0.002255309289,0.003333689107,
32.383,-0.002179962869,-0.002189085071,
32.418,-0.003332621787,0.001983811643,
32.449,-0.004378170142,0.00242748386,
32.483,-0.006032376715,0.002674580238,
32.516,-0.005145032279,-0.003858370362,
32.549,-0.004650839523,-0.004401522047,
32.583,-0.007716740723,-0.005627749344,
32.616,-0.008803044093,-0.00817640757,
32.649,-0.01125549869,-0.009214500926,
32.683,-0.01635281514,-0.009792555199,
32.716,-0.01842900185,-0.008855785552,
32.749,-0.0195851104,-0.008691382155,
32.783,-0.0177115711,-0.007336408067,
32.816,-0.01738276431,-0.007094271173,
32.849,-0.01467281613,-0.005564367395,
32.883,-0.01418854235,-0.005196240618,
32.916,-0.01112873479,-0.005263941293,
32.949,-0.01039248124,-0.005210689844,
32.983,-0.01052788259,-0.005651308852,
33.016,-0.01042137969,-0.005940689113,
33.049,-0.0113026177,-0.006677222946,
33.083,-0.01188137823,-0.005104929567,
33.116,-0.01335444589,-0.004934232526,
33.149,-0.01020985913,-0.004249950714,
33.183,-0.009868465052,-0.004606763293,
33.216,-0.008499901428,-0.003248895838,
33.249,-0.009213526587,0.001787706182,
33.283,-0.006497791676,0.002892781744,
33.316,-0.006424587636,-0.002245770275,
33.349,-0.004214436512,-0.002995376001,
33.383,-0.004491540549,-0.002736771761,
33.416,-0.005990752002,0.002579284072,
33.449,-0.005473543522,0.004767297777,
33.483,-0.004841431856,0.00459446795,
33.516,-0.0004654044456,0.00474205252,
33.549,-0.0008110641009,0.004603524179,
33.583,-0.0005158949607,0.005352485312,
33.616,-0.0007929516423,0.005105114487,
33.649,0.0007049706242,0.005249278847,
33.683,0.0002102289741,0.005429079608,
33.716,0.000498557694,0.005787113018,
33.749,0.0008581592161,0.005255683334,
33.783,0.001574226035,0.004543798722,
33.816,0.0005113666681,0.004802247112,
33.849,-0.000912402555,0.005672304056,
33.883,-0.0003955057763,0.00608751708,
33.916,0.001344608113,0.007993009963,
33.949,0.002175034161,0.007126352254,
33.983,0.005986019926,0.005642611248,
34.016,0.004252704509,0.006127287361,
34.049,0.001285222497,-0.0004020874058,
34.083,0.002254574723,-0.001529316693,
34.116,-0.0008041748115,-0.002974514575,
34.149,-0.003058633387,-0.00534146459,
34.183,-0.00594902915,-0.006203783065,
34.216,-0.01068292918,-0.005822886443,
34.249,-0.01240756613,-0.006867858226,
34.283,-0.01164577289,-0.007618007029,
34.316,-0.01373571645,-0.008716430282,
34.349,-0.01523601406,-0.008015735182,
34.383,-0.01743286056,-0.007607582813,
34.416,-0.01603147036,-0.006971788902,
34.449,-0.01521516563,-0.007541003831,
34.483,-0.0139435778,-0.007404514308,
34.516,-0.01508200766,-0.006072351909,
34.549,-0.01480902862,-0.006487349729,
34.583,-0.01214470382,-0.0051484351,
34.616,-0.01297469946,-0.0055299334,
34.649,-0.0102968702,-0.004976660056,
34.683,-0.0110598668,-0.004988896542,
34.716,-0.009953320113,-0.004056194726,
34.749,-0.009977793084,-0.003437184859,
34.783,-0.008112389452,-0.002826681965,
34.816,-0.006874369717,-0.002718950518,
34.849,-0.005653363929,-0.001934396761,
34.883,-0.005437901036,-0.002274691559,
34.916,-0.003868793523,-0.001718354225,
34.949,-0.004549383117,-1.741718201e-05,
34.983,-0.003436708449,4.802555588e-05,
35.016,-3.483436402e-05,-0.0003476714662,
35.049,9.605111176e-05,0.0004635802618,
35.083,-0.0006953429324,5.034958522e-05,
35.116,0.0009271605237,-0.0009394543997,
35.149,0.0001006991704,-0.0009786126267,
35.183,-0.001878908799,-0.0008880748235,
35.216,-0.001957225253,-0.001156667517,
35.249,-0.001776149647,-0.0009791604845,
35.283,-0.002313335034,9.047918216e-05,
35.316,-0.001958320969,-3.739652869e-05,
35.349,0.0001809583643,-0.001247044092,
35.383,-7.479305738e-05,-0.001772941038,
35.416,-0.002494088185,-0.001537841919,
35.449,-0.003545882077,-0.0006420089882,
35.483,-0.003075683839,-0.0008655411529,
35.516,-0.001284017976,-0.001193113531,
35.549,-0.001731082306,-0.001098423016,
35.583,-0.002386227062,-0.000307170796,
35.616,-0.002196846032,-5.390910283e-05,
35.649,-0.000614341592,9.351832332e-05,
35.683,-0.0001078182057,0.001099293098,
35.716,0.0001870366466,0.00177358082,
35.749,0.002198586196,0.000680714796,
35.783,0.003547161641,0.001475175193,
35.816,0.001361429592,0.001480020345,
35.849,0.002950350386,0.002109483029,
35.883,0.002960040691,0.0005204032145,
35.916,0.004218966058,0.0003344983379,
35.949,0.001040806429,0.0009344450699,
35.983,0.0006689966758,0.000287080617,
36.016,0.00186889014,0.0004342070549,
36.049,0.000574161234,0.0001314994831,
36.083,0.0008684141098,7.850854948e-05,
36.116,0.0002629989663,0.0005195515521,
36.149,0.000157017099,0.000565785045,
36.183,0.001039103104,0.001766363421,
36.216,0.00113157009,0.001924471155,
36.249,0.003532726841,0.002087021367,
36.283,0.00384894231,0.003035526832,
36.316,0.004174042734,0.003291215029,
36.349,0.006071053663,0.002894966329,
36.383,0.006582430057,0.003066246638,
36.416,0.005789932658,0.002692472033,
36.449,0.006132493276,0.002294895477,
36.483,0.005384944066,0.00247557722,
36.517,0.004589790954,0.001632714677,
36.549,0.00495115444,0.001101983905,
36.583,0.003265429353,0.001284058332,
36.616,0.00220396781,0.002188428891,
36.65,0.002568116664,0.00188083033,
36.685,0.004376857782,0.002998447472,
36.716,0.003761660661,0.003352016273,
36.749,0.005996894945,0.003519325737,
36.783,0.006704032546,0.002771935662,
36.817,0.007038651474,0.001587464131,
36.849,0.005543871324,0.002330385819,
36.883,0.003174928262,0.001787860853,
36.916,0.004660771639,0.002091596707,
36.949,0.003575721706,0.00317995264,
36.983,0.004183193415,0.002975158889,
37.016,0.00635990528,0.002916528753,
37.049,0.005950317778,0.002916528753,
37.083,0.005833057506,0.003691121774,
37.116,0.006363416911,0.00350760669,
37.149,0.007382243549,0.001568401161,
37.183,0.00701521338,0.001492995637,
37.216,0.003136802323,0.00160961049,
37.249,0.002985991274,0.0001548816713,
37.283,0.003219220981,-0.0002807248141,
37.316,0.0003097633426,-0.001224311763,
37.349,-0.0005614496281,-0.002466426184,
37.383,-0.002448623526,-0.003519778945,
37.416,-0.004932852369,-0.01054246313,
37.449,-0.007039557889,-0.01218070327,
37.483,-0.01108492626,-0.01248502705,
37.516,-0.01436140654,-0.0141183307,
37.549,-0.0149700541,-0.02052894977,
37.583,-0.01823666141,-0.01583809888,
37.616,-0.02105789954,-0.02165753505,
37.649,-0.02167619777,-0.02202636491,
37.683,-0.0233150701,-0.02256495632,
37.716,-0.02405272982,-0.0216346686,
37.749,-0.02512991264,-0.02154910718,
37.783,-0.02326933719,-0.02161816751,
37.816,-0.02309821436,-0.01631270223,
37.849,-0.02323633502,-0.0152043095,
37.883,-0.02262540447,-0.01999104229,
37.916,-0.020408619,-0.0153685565,
37.949,-0.01998208458,-0.0152551687,
37.983,-0.02073711299,-0.01497836097,
38.017,-0.02051033739,-0.0153764709,
38.049,-0.01995672194,-0.0202438132,
38.083,-0.0207529418,-0.01638865741,
38.116,-0.0204876264,-0.01530472545,
38.149,-0.02277731482,-0.01584540654,
38.183,-0.02060945089,-0.0142136095,
38.216,-0.02169081308,-0.014413643,
38.249,-0.01842721901,-0.01351862355,
38.283,-0.018827286,-0.01344987576,
38.316,-0.0170372471,-0.01429161755,
38.349,-0.01689975153,-0.01463963932,
38.383,-0.0185832351,-0.01361737496,
38.416,-0.01927927863,-0.01339907474,
38.449,-0.01723474993,-0.01357518109,
38.483,-0.01679814947,-0.01368530093,
38.516,-0.01715036218,-0.01471272176,
38.549,-0.01737060186,-0.01416603166,
38.583,-0.01942544353,-0.01325052483,
38.616,-0.01833206332,-0.01259099571,
38.649,-0.01650104967,-0.01343707945,
38.683,-0.01518199141,-0.01375215682,
38.716,-0.0168741589,-0.01351875755,
38.749,-0.01750431363,-0.01452218111,
38.783,-0.01703751509,-0.01454760661,
38.817,-0.01904436222,-0.01526711139,
38.849,-0.01909521322,-0.01592652576,
38.883,-0.02053422279,-0.01619914404,
38.916,-0.02185305153,-0.02175104411,
38.949,-0.02239828808,-0.0227934236,
38.983,-0.02350208821,-0.02306906886,
39.016,-0.0255868472,-0.01761106033,
39.049,-0.02613813771,-0.01681711685,
39.083,-0.02522212066,-0.01617472723,
39.116,-0.02363423369,-0.01570261224,
39.149,-0.02234945446,-0.08434695999,
39.183,-0.02140522447,-0.1776106827,
39.216,-0.01869391999,-0.1926725275,
39.249,-0.1552213655,-0.1792825555,
39.283,-0.1953450551,-0.1722061435,
39.316,-0.1885651111,-0.1622651897,
39.349,-0.1744122869,-0.1431014744,
39.383,-0.1645303794,-0.1321936233,
39.416,-0.1562029488,-0.1169832169,
39.449,-0.1443872466,-0.1075946427,
39.483,-0.1239664338,-0.09793706694,
39.516,-0.1151892855,-0.08612093792,
39.549,-0.1058741339,-0.07772581121,
39.583,-0.09224187585,-0.07015419175,
39.616,-0.08545162241,-0.06521313627,
39.649,-0.0803083835,-0.05769227706,
39.683,-0.07042627254,-0.05542091504,
39.716,-0.06538455413,-0.04570819634,
39.749,-0.06084183007,-0.03766172421,
39.783,-0.05141639269,-0.03510080624,
39.816,-0.04532344843,-0.02852849525,
39.849,-0.04020161249,-0.05112623101,
39.883,-0.03705699049,-0.1520325791,
39.916,-0.03225246203,-0.13792703,
39.949,-0.1540651581,-0.1344897803,
39.983,-0.14585406,-0.1209929809,
40.016,-0.1389795607,-0.1007129516,
40.049,-0.1319859618,-0.09100104166,
40.083,-0.1114259032,-0.08605070844,
40.117,-0.1020020833,-0.07175126415,
40.149,-0.09210141689,-0.06202469197,
40.183,-0.08350252831,-0.04867519875,
40.216,-0.07404938394,-0.04415915809,
40.249,-0.05735039749,-0.03133155366,
40.283,-0.04831831619,-0.02755788278,
40.316,-0.04266310732,-0.1029094883,
40.349,-0.03511576555,-0.108050949,
40.383,-0.09581897654,-0.1050173171,
40.416,-0.116101898,-0.09188170035,
40.449,-0.1100346342,-0.08226804259,
40.483,-0.1037634007,-0.06836927292,
40.516,-0.09453608519,-0.05820093455,
40.549,-0.07673854585,-0.04158313657,
40.586,-0.0664018691,-0.03812039523,
40.616,-0.05316627313,-0.02995176319,
40.649,-0.04624079047,-0.01827306211,
40.684,-0.03990352637,-0.04483750791,
40.716,-0.02654612422,-0.06741050212,
40.749,-0.03967501582,-0.05723034338,
40.783,-0.07482100423,-0.04874051337,
40.816,-0.06446068676,-0.03533689262,
40.849,-0.05748102674,-0.0267056177,
40.883,-0.05067378524,-0.01758296475,
40.917,-0.03341123541,-0.008933252143,
40.949,-0.0251659295,-0.01078880585,
40.983,-0.01786650429,-0.03638667473,
41.016,-0.01157761171,-0.02887651705,
41.049,-0.04277334945,-0.01784931045,
41.083,-0.03775303411,-0.01141253202,
41.116,-0.02569862091,-0.008258973841,
41.149,-0.02282506405,-0.003951128922,
41.183,-0.01651794768,-0.0006310531943,
41.216,-0.007902257843,-0.02541827772,
41.249,-0.001262106389,-0.01957336913,
41.283,-0.03083655545,-0.01268992308,
41.316,-0.02914673825,-0.007738658346,
41.349,-0.02537984616,-0.02816724992,
41.383,-0.01547731669,-0.02885728544,
41.416,-0.03633449985,-0.02770765708,
41.449,-0.03771457088,-0.02207828799,
41.483,-0.03541531416,-0.01994885323,
41.516,-0.03415657598,-0.01775888971,
41.549,-0.02989770646,-0.0172262104,
41.583,-0.02551777941,-0.01850485632,
41.616,-0.02445242081,-0.01745923599,
41.649,-0.02700971264,-0.01925648988,
41.683,-0.02491847199,-0.01740945153,
41.717,-0.02851297976,-0.0165798561,
41.749,-0.02481890305,-0.01043991815,
41.783,-0.02315971219,-0.01045977083,
41.816,-0.0208798363,-0.009473112824,
41.849,-0.02091954167,-0.009238425706,
41.883,-0.01894622565,-0.007481359728,
41.916,-0.01847685141,-0.005696609897,
41.949,-0.01496271946,-0.003859317231,
41.983,-0.01139321979,-0.002981404991,
42.016,-0.007718634463,-0.00105944396,
42.049,-0.005962809982,-0.0004286762785,
42.083,-0.00211888792,-0.001630589178,
42.116,-0.0008573525569,-0.00296425224,
42.149,-0.003261178357,-0.003646710483,
42.183,-0.00592850448,-0.004606320492,
42.216,-0.007293420966,0.004145639842,
42.249,-0.009212640985,0.004598400042,
42.283,-0.001708720317,0.007015441599,
42.316,-0.0008031999164,0.00625416451,
42.349,0.004030883198,0.007826629164,
42.383,0.00250832902,0.01282424952,
42.416,0.005653258329,0.01584743087,
42.449,0.005648499034,0.01679935098,
42.483,0.01169486173,0.01727465359,
42.516,0.01359870197,0.01847886674,
42.549,0.01454930719,0.01767642951,
42.583,0.01695773347,0.01795539843,
42.616,0.01535285903,0.01750735137,
42.649,0.01591079686,0.02472737704,
42.683,0.01501470274,0.02461006704,
42.716,0.01945475408,0.01813500745,
42.749,0.01922013409,0.02229088484,
42.784,0.0162700149,0.0235814974,
42.816,0.01458176968,0.02453992533,
42.849,0.0171629948,0.02452472803,
42.883,0.01907985065,0.0273029909,
42.916,0.01904945606,0.02631387033,
42.949,0.02460598179,0.02670400019,
42.983,0.02262774065,0.02646458039,
43.016,0.02340800039,0.02537790688,
43.049,0.02292916077,0.02677052273,
43.083,0.02075581377,0.02568402438,
43.117,0.02354104546,0.02567085831,
43.149,0.02136804876,0.02611294611,
43.183,0.02134171662,0.02615568282,
43.216,0.02222589221,0.02423086568,
43.249,0.02231136563,0.01897921948,
43.284,0.01846173136,0.01855255054,
43.316,0.01795843896,0.02394401288,
43.349,0.01710510109,0.02595762262,
43.384,0.01788802576,0.02685039989,
43.416,0.02191524523,0.0267899155,
43.449,0.02370079979,0.02445120586,
43.483,0.02357983099,0.02294210981,
43.516,0.01890241173,0.01916932305,
43.549,0.01588421962,0.01838182514,
43.583,0.0183386461,0.01817263046,
43.616,0.01676365028,0.01653697508,
43.649,0.01634526092,0.01677777093,
43.683,0.01307395015,0.01612590669,
43.716,0.01355554186,0.01441173354,
43.749,0.01225181338,0.01521546546,
43.783,0.008823467087,0.01356748642,
43.816,0.01043093093,0.0140841751,
43.849,0.00713497283,0.01204493676,
43.883,0.008168350194,0.01181413391,
43.916,0.00408987352,0.01396852109,
43.949,0.003628267818,0.01462137262,
43.983,0.007937042185,0.01555640814,
44.016,0.009242745244,0.01707333915,
44.049,0.01111281629,0.01393341419,
44.083,0.0141466783,0.007915002831,
44.116,0.00786682837,0.006562433982,
44.149,0.005830005662,0.003105099955,
44.183,0.003124867964,0.003966871437,
44.216,-0.00378980009,0.003802580048,
44.249,-0.002066257126,0.004672128407,
44.283,-0.002394839904,0.0112647561,
44.316,-0.000655743185,0.01306279728,
44.349,0.002529512195,0.01468438559,
44.383,0.006125594564,0.01613217858,
44.416,0.009368771177,0.02218347278,
44.449,0.01226435715,0.01522060682,
44.483,0.01436694557,0.0163019608,
44.516,0.01044121364,0.0154772519,
44.549,0.01260392161,0.02416912737,
44.583,0.0109545038,0.02536472154,
44.616,0.01833825474,0.02480319725,
44.649,0.02072944309,0.02628529273,
44.683,0.01960639451,0.02392775428,
44.716,0.02257058546,0.02324812304,
44.749,0.01785550855,0.02480500598,
44.783,0.01649624607,0.02600695821,
44.816,0.01961001197,0.02734508456,
44.849,0.02201391643,0.03260764965,
44.883,0.02469016912,0.03426022761,
44.916,0.02521529929,0.03570129519,
44.949,0.02852045522,0.03640133014,
44.983,0.03140259039,0.03564455292,
45.016,0.03280266027,0.03474557754,
45.049,0.03128910583,0.03448801405,
45.083,0.02949115509,0.02689417823,
45.116,0.0289760281,0.02662661305,
45.149,0.02378835645,0.0274746342,
45.183,0.02325322609,0.03197446846,
45.216,0.0249492684,0.03326968025,
45.249,0.02394893692,0.03232963031,
45.283,0.0265393605,0.03367465246,
45.316,0.02465926062,0.03582521171,
45.349,0.02734930493,0.03623609375,
45.383,0.03165042341,0.04252491987,
45.416,0.0324721875,0.04504612059,
45.449,0.03504983975,0.04553466491,
45.483,0.04009224118,0.03775356511,
45.516,0.04106932981,0.03712209734,
45.549,0.03550713021,0.04224703942,
45.583,0.03424419467,0.04491005547,
45.616,0.03449407884,0.04530886155,
45.649,0.03982011095,0.04381326283,
45.683,0.0406177231,0.04436136697,
45.716,0.03762652567,0.04501901445,
45.749,0.03872273395,0.04604436804,
45.783,0.04003802891,0.04674856318,
45.816,0.04208873609,0.05115102176,
45.849,0.04349712637,0.05419095979,
45.884,0.04230204353,0.05350084887,
45.916,0.04838191957,0.05304640355,
45.949,0.04700169774,0.05428594438,
45.983,0.04609280711,0.05447060109,
46.016,0.04857188876,0.05576566202,
46.049,0.04894120218,0.05497590818,
46.083,0.05153132405,0.05372673781,
46.116,0.04995181636,0.04783552969,
46.149,0.04745347561,0.04643125985,
46.183,0.04567105939,0.05370228734,
46.216,0.04286251969,0.05463785993,
46.249,0.04740457468,0.05524358783,
46.283,0.04927571987,0.05556689936,
46.316,0.05048717567,0.05770294249,
46.349,0.05113379871,0.06359598583,
