"/uav_ground_truth/pose/pose/position/z_x","/uav_ground_truth/pose/pose/position/z_y","/ual/pose/pose/position/z_x","/ual/pose/pose/position/z_y","/del_uav/KF_pose/z_x","/del_uav/KF_pose/z_y"
1.747,0.3,2.769,0.9748035073,2.785,0.9730256854,
1.767,0.3000000001,2.799,0.9639445543,2.816,0.974625452,
1.787,0.3000000001,2.838,0.9318244457,2.851,0.9450166185,
1.807,0.3000000001,2.858,0.9154185653,2.884,0.8987408743,
1.827,0.3000000001,2.901,0.8623557687,2.919,0.894857452,
1.847,0.3000000001,2.923,0.8291560411,2.949,0.8124639121,
1.867,0.3000000001,2.968,0.7501834035,2.999,0.7183860021,
1.887,0.2999957671,2.989,0.7097715139,3.024,0.7104909161,
1.907,0.2999935749,3.028,0.6460326314,3.066,0.7098329276,
1.927,0.2999935668,3.06,0.6150175333,3.087,0.6229755041,
1.947,0.2999935748,3.091,0.5849137902,3.123,0.6156864158,
1.967,0.299993567,3.12,0.5555008054,3.164,0.5308034053,
1.987,0.2999935623,3.147,0.5230262876,3.193,0.5236800073,
2.007,0.2999935569,3.194,0.4525927901,3.225,0.52308221,
2.027,0.2999935547,3.216,0.4202145338,3.257,0.4288482735,
2.047,0.3,3.258,0.3758228719,3.286,0.3686296915,
2.067,0.3000001442,3.304,0.3519990444,3.329,0.3635687615,
2.087,0.3000000002,3.334,0.3473542631,3.352,0.3631440316,
2.107,0.3000000003,3.359,0.3365417719,3.386,0.3387678967,
2.127,0.3000000002,3.399,0.3237780631,3.429,0.3367222354,
2.147,0.3000000002,3.423,0.3185263276,3.462,0.3200469555,
2.167,0.3000000001,3.471,0.3080715537,3.486,0.3090645996,
2.187,0.3000000001,3.496,0.3033272028,3.516,0.3081430311,
2.207,0.3000000001,3.531,0.2934604287,3.549,0.2980961633,
2.227,0.3000000001,3.568,0.2988649309,3.582,0.2988327561,
2.247,0.3000000002,3.59,0.3088079691,3.608,0.2988945702,
2.267,0.3000000002,3.63,0.3329842091,3.653,0.3301557392,
2.287,0.3000000001,3.671,0.342841506,3.683,0.3327792005,
2.307,0.3000000001,3.703,0.3485099077,3.716,0.344778497,
2.327,0.3000000001,3.736,0.3613877296,3.749,0.3600262627,
2.347,0.3000000001,3.769,0.3769527376,3.783,0.361260253,
2.367,0.3000000001,3.796,0.3922298849,3.816,0.3832970985,
2.387,0.3000000002,3.826,0.4093813896,3.85,0.4071597934,
2.407,0.3000000002,3.86,0.430744797,3.886,0.4330183,
2.427,0.3000000001,3.901,0.4421155751,3.924,0.4351883389,
2.447,0.3000000001,3.922,0.4475207925,3.952,0.4468813085,
2.467,0.3000000001,3.963,0.4483787119,3.986,0.4478625941,
2.487,0.3000000001,4.002,0.453554064,4.019,0.4531078988,
2.507,0.3000000001,4.021,0.4584233463,4.054,0.4535480877,
2.527,0.3000000001,4.066,0.4619070888,4.089,0.4612370762,
2.547,0.3000000001,4.104,0.476090014,4.124,0.4618505863,
2.567,0.3,4.123,0.4930216074,4.164,0.4904054296,
2.587,0.3000000001,4.166,0.5200561881,4.189,0.492801754,
2.607,0.3,4.188,0.5340957642,4.222,0.5306300552,
2.627,0.2999908834,4.232,0.5766413808,4.251,0.5338017693,
2.647,0.3,4.272,0.6179226041,4.283,0.5922245155,
2.667,0.2999970037,4.29,0.6397323608,4.315,0.6482865609,
2.687,0.2999957422,4.329,0.6646976471,4.347,0.6530049634,
2.707,0.2999957313,4.36,0.6853211522,4.381,0.6826197422,
2.727,0.2999965433,4.401,0.6854626536,4.417,0.6851047573,
2.747,0.2999965499,4.429,0.6804665327,4.456,0.6808635226,
2.767,0.2999965422,4.464,0.6563836932,4.482,0.6804824626,
2.787,0.2999965425,4.497,0.6485835314,4.518,0.6512431751,
2.807,0.299996542,4.518,0.6373589039,4.542,0.6487894612,
2.827,0.2999965384,4.548,0.6210225224,4.584,0.6119150771,
2.847,0.2999965381,4.597,0.5891999602,4.617,0.608820591,
2.867,0.2999967412,4.634,0.5395689011,4.659,0.545363311,
2.887,0.2999999999,4.658,0.5154809356,4.683,0.5400380068,
2.907,0.3000000002,4.69,0.4741596282,4.717,0.4796919032,
2.927,0.3000000002,4.729,0.4199202955,4.752,0.4746276444,
2.947,0.3000000002,4.764,0.3671056032,4.789,0.4002757139,
2.967,0.3000000002,4.8,0.3194391429,4.816,0.3262267003,
2.987,0.3000000001,4.825,0.2975144386,4.85,0.3200067551,
3.007,0.3000000001,4.864,0.2733154595,4.89,0.2772247692,
3.027,0.3000000001,4.882,0.2644191384,4.924,0.2736345445,
3.047,0.3000000002,4.919,0.2538066804,4.952,0.2497817083,
3.067,0.3000000002,4.96,0.2449881583,4.981,0.2477799311,
3.087,0.3000000001,4.998,0.2478868812,5.016,0.2478687625,
3.107,0.2999962159,5.031,0.2479127198,5.052,0.2478760833,
3.127,0.299996209,5.071,0.2546678782,5.083,0.2540949787,
3.147,0.2999962097,5.09,0.2577587068,5.122,0.2546169153,
3.167,0.3,5.131,0.2661158442,5.15,0.2651480429,
3.187,0.2999943269,5.161,0.2557861209,5.183,0.2660362393,
3.207,0.2999943303,5.199,0.2323270291,5.217,0.2474733844,
3.227,0.2999943297,5.235,0.1963620633,5.25,0.200653133,
3.247,0.2999943237,5.257,0.1791546345,5.283,0.1967240462,
3.267,0.2999943177,5.294,0.1401512623,5.316,0.1449123755,
3.287,0.2999943263,5.331,0.1046812385,5.35,0.1405642434,
3.307,0.2999943219,5.361,0.07263372838,5.384,0.09166369431,
3.327,0.2999943153,5.394,0.04637783021,5.416,0.05015970398,
3.347,0.2999943194,5.426,0.02840106934,5.449,0.02421627468,
3.367,0.2999943133,5.456,0.01767827012,5.487,0.02207510139,
3.387,0.2999943164,5.489,0.01554180775,5.523,0.01591747556,
3.407,0.2999943204,5.535,0.01755668409,5.553,0.01540071474,
3.427,0.2999943152,5.554,0.02183353901,5.585,0.02928318276,
3.447,0.2999943148,5.586,0.03969023377,5.619,0.03044826163,
3.467,0.2999943102,5.623,0.06669456512,5.649,0.06391481503,
3.487,0.3000000012,5.659,0.09906712919,5.682,0.1170898014,
3.507,0.299996998,5.693,0.1384173185,5.716,0.1215530935,
3.527,0.299996998,5.737,0.2014451176,5.749,0.1788995357,
3.547,0.2999969963,5.758,0.2206939608,5.787,0.2340248521,
3.567,0.2999969915,5.796,0.2543767095,5.816,0.2386528962,
3.587,0.2999969912,5.827,0.2876835167,5.849,0.2848041207,
3.607,0.299996997,5.856,0.3162684441,5.889,0.3295312041,
3.627,0.2999969904,5.902,0.3464407623,5.917,0.3352551031,
3.647,0.2999969827,5.923,0.3618177772,5.95,0.3759181343,
3.667,0.299996982,5.954,0.3907270432,5.982,0.3793309407,
3.687,0.2999969875,6.003,0.4403915405,6.018,0.4233789836,
3.707,0.2999969846,6.022,0.4554382861,6.048,0.4727342755,
3.727,0.2999969814,6.061,0.4884986281,6.083,0.4768764095,
3.747,0.2999974623,6.1,0.5219423771,6.119,0.5229823253,
3.767,0.3000000011,6.126,0.5397018194,6.159,0.5310507455,
3.787,0.300000001,6.167,0.5736848116,6.189,0.5774626815,
3.807,0.3000000008,6.191,0.5911672115,6.219,0.5813555687,
3.827,0.3000000005,6.237,0.6270004511,6.249,0.6305219455,
3.847,0.3000000004,6.253,0.6441286206,6.283,0.6324761685,
3.867,0.3000000003,6.293,0.6830053926,6.316,0.6839450437,
3.887,0.3000000003,6.328,0.7227291465,6.349,0.6882640426,
3.907,0.3000000003,6.37,0.7617668509,6.382,0.7422511937,
3.927,0.3000000003,6.388,0.7815746665,6.417,0.8013178463,
3.947,0.3000000002,6.423,0.8225780725,6.449,0.8065668358,
3.967,0.3000000002,6.456,0.8617630005,6.483,0.8626021402,
3.987,0.3000000002,6.494,0.9043163061,6.517,0.9257075014,
4.007,0.3000000002,6.526,0.9467349052,6.548,0.931541765,
4.027,0.3000000002,6.569,0.9892204404,6.583,0.9903879165,
4.047,0.3000000002,6.587,1.009420991,6.615,0.9953252757,
4.067,0.3000000002,6.622,1.054374814,6.649,1.055425316,
4.087,0.3000000002,6.661,1.095057845,6.683,1.064771592,
4.107,0.3000000002,6.7,1.140463114,6.716,1.123133956,
4.127,0.3000000002,6.735,1.185488939,6.749,1.190558098,
4.147,0.3000000002,6.754,1.205231309,6.784,1.196213787,
4.167,0.3000000002,6.796,1.252564073,6.817,1.256425594,
4.187,0.3000000001,6.826,1.299108386,6.849,1.325169136,
4.207,0.3000000002,6.858,1.342886448,6.883,1.330932902,
4.227,0.3000000002,6.889,1.389279604,6.921,1.396221999,
4.247,0.3000000001,6.932,1.43540144,6.954,1.401704264,
4.267,0.3000000001,6.956,1.45637691,6.983,1.463633431,
4.287,0.3000000001,6.989,1.500079155,7.013,1.530962934,
4.307,0.3000000001,7.024,1.544984341,7.047,1.537770223,
4.327,0.3000000001,7.062,1.590446591,7.079,1.59902953,
4.347,0.3000000001,7.092,1.613034606,7.115,1.604170483,
4.367,0.3000000001,7.131,1.661606193,7.15,1.669789978,
4.387,0.3000000002,7.169,1.707164764,7.182,1.675296935,
4.407,0.3000000001,7.203,1.755554318,7.216,1.742011719,
4.427,0.3000000001,7.236,1.80416441,7.249,1.807869487,
4.447,0.3000000001,7.259,1.827389002,7.282,1.813380133,
4.467,0.3000000002,7.288,1.876454353,7.316,1.882009693,
4.487,0.3000000001,7.331,1.925454497,7.363,1.887666202,
4.507,0.3000000001,7.351,1.950288653,7.386,1.954474052,
4.527,0.3000000001,7.399,1.99633193,7.418,1.959877106,
4.547,0.3000000001,7.43,2.045847178,7.449,2.027768684,
4.567,0.3000000001,7.443,2.070838213,7.484,2.098259152,
4.587,0.2999999999,7.498,2.117166042,7.516,2.104096864,
4.607,0.3,7.538,2.165095568,7.555,2.168976397,
4.627,0.29999477,7.558,2.187699318,7.583,2.165343647,
4.647,0.2999966485,7.595,2.232232809,7.616,2.226545543,
4.667,0.2999966492,7.632,2.278860092,7.655,2.231684622,
4.687,0.29999665,7.656,2.299427509,7.683,2.293673918,
4.707,0.2999966513,7.69,2.345516205,7.716,2.361541324,
4.727,0.2999966524,7.735,2.407231808,7.755,2.367235668,
4.747,0.2999966532,7.76,2.424400568,7.785,2.419558848,
4.767,0.2999966542,7.791,2.463178158,7.825,2.477699393,
4.787,0.2999966555,7.83,2.50221324,7.85,2.482809475,
4.807,0.2999966565,7.85,2.519865036,7.882,2.536474689,
4.827,0.2999966573,7.894,2.558368444,7.916,2.540977853,
4.847,0.2999966584,7.925,2.596614599,7.949,2.592129924,
4.867,0.2999966595,7.97,2.63269639,7.983,2.596422309,
4.887,0.2999971885,7.99,2.651561737,8.016,2.647026031,
4.907,0.2999975302,8.025,2.687464714,8.049,2.651273108,
4.927,0.2999975103,8.061,2.719408035,8.082,2.698635496,
4.947,0.2999973978,8.102,2.753388882,8.114,2.748886584,
4.967,0.2999974475,8.123,2.770694256,8.147,2.75349443,
4.987,0.299997293,8.161,2.80409956,8.183,2.800336109,
5.007,0.2999972562,8.198,2.838165522,8.216,2.804266898,
5.027,0.299997221,8.237,2.870545387,8.249,2.851346725,
5.047,0.2999971924,8.255,2.88682127,8.283,2.900309822,
5.067,0.2999971472,8.297,2.919093132,8.317,2.904418919,
5.087,0.2999971272,8.327,2.94889307,8.351,2.947261489,
5.107,0.2999971577,8.362,2.977355003,8.383,2.950856964,
5.127,0.2999970999,8.399,3.006064892,8.416,2.988787064,
5.147,0.2999973511,8.433,3.03216815,8.449,3.028193238,
5.167,0.300001086,8.453,3.044055223,8.483,3.031500144,
5.187,0.3,8.504,3.076501846,8.516,3.062946613,
5.207,0.3,8.519,3.087047815,8.549,3.094963695,
5.227,0.3,8.566,3.107686281,8.583,3.09765044,
5.247,0.3000000001,8.588,3.120078564,8.619,3.128150763,
5.267,0.3,8.626,3.140707016,8.648,3.130710212,
5.287,0.2999997283,8.66,3.163186073,8.686,3.160088913,
5.307,0.2999996468,8.692,3.185639381,8.72,3.162553868,
5.327,0.3000000639,8.727,3.196444035,8.744,3.193227473,
5.347,0.3000004283,8.759,3.206522465,8.783,3.195801439,
5.367,0.3000142118,8.802,3.226213455,8.814,3.223288467,
5.387,0.3002858174,8.834,3.24493289,8.85,3.225595062,
5.407,0.3008137303,8.848,3.254029512,8.882,3.251270254,
5.427,0.3018022463,8.888,3.271363974,8.917,3.276939686,
5.447,0.3033312764,8.936,3.296780825,8.948,3.279090694,
5.467,0.3054306335,8.966,3.311340332,8.983,3.30193541,
5.487,0.308119788,8.998,3.326389551,9.016,3.324224685,
5.507,0.3113893722,9.036,3.339230776,9.048,3.328158557,
5.527,0.315207542,9.052,3.343675375,9.086,3.344322012,
5.547,0.319566543,9.097,3.357253551,9.118,3.363064979,
5.567,0.3244821803,9.132,3.367534876,9.149,3.364636579,
5.587,0.3299846259,9.171,3.378028393,9.185,3.37884938,
5.607,0.3360896114,9.195,3.381097078,9.216,3.376752228,
5.627,0.3427927266,9.231,3.391251326,9.249,3.388687853,
5.647,0.3500746653,9.255,3.395280838,9.282,3.389688121,
5.667,0.3579210449,9.289,3.403020859,9.323,3.40055275,
5.687,0.3663292138,9.327,3.410748243,9.354,3.403681147,
5.707,0.3752029842,9.371,3.417711496,9.38,3.413825648,
5.727,0.3842378571,9.396,3.42168808,9.416,3.414676598,
5.747,0.393182485,9.419,3.424938679,9.449,3.42455869,
5.767,0.4020815,9.465,3.430508137,9.48,3.425387994,
5.787,0.4109529129,9.501,3.436962843,9.517,3.434542368,
5.807,0.4197558554,9.533,3.44295001,9.539,3.442022265,
5.827,0.4284408641,9.568,3.446386099,9.583,3.44264962,
5.847,0.4370811802,9.604,3.451313972,9.617,3.44751333,
5.867,0.4459620199,9.635,3.455157518,9.649,3.45429293,
5.887,0.4550692146,9.667,3.458294153,9.685,3.456527473,
5.907,0.4642830364,9.687,3.457532644,9.719,3.458890586,
5.927,0.4734861233,9.73,3.457378387,9.751,3.45908872,
5.947,0.4826446325,9.755,3.456538916,9.778,3.458684134,
5.967,0.4920388608,9.802,3.456891537,9.804,3.458650083,
5.987,0.5017113046,9.824,3.457055092,9.854,3.457613276,
6.007,0.5115024869,9.868,3.457204819,9.883,3.457525892,
6.027,0.5212112514,9.888,3.457124472,9.916,3.457581804,
6.047,0.5307905509,9.933,3.457736969,9.949,3.457586236,
6.067,0.5405535306,9.954,3.458063602,9.982,3.45844671,
6.087,0.5505873331,9.999,3.457656622,10.016,3.456588612,
6.107,0.5607772199,10.035,3.457407236,10.049,3.456111475,
6.127,0.5709578037,10.07,3.457913399,10.077,3.456255182,
6.147,0.5811343787,10.088,3.457946539,10.117,3.456267295,
6.167,0.5916376148,10.127,3.458386898,10.149,3.45670212,
6.187,0.6025103076,10.149,3.457284927,10.183,3.460475901,
6.207,0.6136096872,10.194,3.457686186,10.216,3.460149397,
6.227,0.624785597,10.234,3.457912207,10.251,3.46012093,
6.247,0.6360347484,10.257,3.457037449,10.284,3.459523358,
6.267,0.6476725188,10.276,3.456931353,10.315,3.45947247,
6.287,0.6596665766,10.332,3.454873562,10.354,3.457485289,
6.307,0.6718107074,10.351,3.453236818,10.383,3.457318011,
6.327,0.683885068,10.394,3.451792955,10.416,3.453598491,
6.347,0.6958094768,10.415,3.450888395,10.457,3.453286885,
6.367,0.7079698942,10.462,3.447678328,10.495,3.449491856,
6.387,0.7205097236,10.486,3.446653128,10.525,3.449173698,
6.407,0.7332908367,10.534,3.444880247,10.551,3.446584002,
6.427,0.7460937977,10.566,3.44287324,10.584,3.446366898,
6.447,0.7588649557,10.587,3.441295624,10.616,3.441655825,
6.467,0.7719604171,10.626,3.438947439,10.649,3.441261475,
6.487,0.7853792687,10.662,3.436621189,10.682,3.437719144,
6.507,0.7989295522,10.704,3.434018612,10.709,3.434266319,
6.527,0.8124094956,10.738,3.431376219,10.741,3.435125596,
6.547,0.825780496,10.769,3.42868638,10.773,3.431787392,
6.567,0.8394610417,10.796,3.427438974,10.815,3.431507023,
6.587,0.8535496033,10.834,3.425386429,10.837,3.428042467,
6.607,0.8678806979,10.855,3.424070835,10.883,3.427751563,
6.627,0.8822073956,10.89,3.422719717,10.912,3.423729686,
6.647,0.8964582903,10.926,3.420122862,10.956,3.423392197,
6.667,0.9110165286,10.951,3.418610573,10.983,3.419599595,
6.687,0.9259393715,10.995,3.415933132,11.016,3.419281329,
6.707,0.9410634407,11.019,3.414523363,11.049,3.415172319,
6.727,0.9561809836,11.064,3.411941767,11.082,3.414827497,
6.747,0.9712695295,11.085,3.411130905,11.122,3.412569986,
6.767,0.9866924165,11.128,3.408735275,11.149,3.409341019,
6.787,1.002455829,11.16,3.406835079,11.184,3.409070129,
6.807,1.018386173,11.198,3.404528141,11.22,3.406038442,
6.827,1.034270158,11.219,3.403865814,11.259,3.405784139,
6.847,1.05008153,11.262,3.400318384,11.284,3.401813935,
6.867,1.066210526,11.295,3.39712286,11.319,3.397193811,
6.887,1.082656966,11.329,3.39420867,11.349,3.396806102,
6.907,1.099196907,11.362,3.391782761,11.394,3.393241225,
6.927,1.115591985,11.403,3.389279604,11.418,3.392398638,
6.947,1.131797114,11.425,3.387775421,11.455,3.388656967,
6.967,1.148227364,11.464,3.384732485,11.487,3.384140161,
6.987,1.165006349,11.502,3.381657124,11.511,3.383761167,
7.007,1.18197177,11.524,3.380362511,11.546,3.379989585,
7.027,1.198896586,11.57,3.377963066,11.589,3.379672805,
7.047,1.215727822,11.59,3.376826048,11.616,3.376419138,
7.067,1.232810975,11.638,3.37446022,11.65,3.376145928,
7.087,1.250197081,11.669,3.372173786,11.683,3.373003747,
7.107,1.267757187,11.704,3.369961977,11.717,3.372739943,
7.127,1.285329036,11.728,3.368930817,11.748,3.369882695,
7.147,1.302839342,11.761,3.366042376,11.781,3.365526883,
7.167,1.320579608,11.796,3.362800121,11.823,3.36516109,
7.187,1.338601125,11.834,3.359898806,11.85,3.360971865,
7.207,1.356735043,11.865,3.355648041,11.884,3.36062013,
7.227,1.37476796,11.896,3.351963997,11.919,3.35511751,
7.247,1.39261693,11.932,3.348794699,11.949,3.350339704,
7.267,1.410564088,11.965,3.345192909,11.983,3.349938737,
7.287,1.428684103,11.999,3.340464115,12.017,3.344208496,
7.307,1.446844454,12.019,3.338185787,12.05,3.336948206,
7.327,1.464858805,12.067,3.332662106,12.083,3.331533809,
7.347,1.482673477,12.096,3.329057217,12.115,3.331079172,
7.367,1.50056118,12.128,3.325520754,12.15,3.326535437,
7.387,1.518596502,12.161,3.322422028,12.187,3.321748326,
7.407,1.536677052,12.192,3.31939888,12.216,3.32134603,
7.427,1.554774143,12.228,3.316585779,12.25,3.317531991,
7.447,1.573041692,12.26,3.313945055,12.288,3.313632124,
7.467,1.591381908,12.296,3.311741829,12.315,3.31330465,
7.487,1.609634168,12.338,3.309541464,12.349,3.310251608,
7.507,1.627692368,12.349,3.308220148,12.38,3.309995279,
7.527,1.645497838,12.401,3.304845572,12.412,3.306703582,
7.547,1.663091599,12.431,3.302238941,12.449,3.302941251,
7.567,1.680757965,12.463,3.30095005,12.483,3.300935202,
7.587,1.698576349,12.494,3.300138474,12.522,3.300766825,
7.607,1.716437976,12.529,3.298242331,12.552,3.298719269,
7.627,1.734200549,12.567,3.294571877,12.586,3.298547418,
7.647,1.751811141,12.589,3.292479515,12.613,3.293529816,
7.667,1.769426734,12.624,3.288444042,12.651,3.293108703,
7.687,1.787086819,12.653,3.286709785,12.683,3.287454726,
7.707,1.80469788,12.694,3.282247543,12.716,3.281407913,
7.727,1.822133041,12.732,3.278440237,12.729,3.280900444,
7.747,1.839379886,12.756,3.276887894,12.784,3.280858,
7.767,1.856629259,12.804,3.274576426,12.817,3.276375615,
7.787,1.873932351,12.822,3.273398876,12.851,3.273725543,
7.807,1.891217797,12.87,3.270855665,12.88,3.273503083,
7.827,1.908377745,12.894,3.270060062,12.92,3.271142273,
7.847,1.925363182,12.92,3.269222736,12.948,3.270944048,
7.867,1.942305163,12.969,3.267072201,12.978,3.268172659,
7.887,1.959258243,12.989,3.265888453,13.02,3.264961879,
7.907,1.976190332,13.031,3.263794661,13.049,3.264688238,
7.927,1.993034993,13.045,3.262671471,13.081,3.262080826,
7.947,2.009765309,13.1,3.260480404,13.125,3.261859156,
7.967,2.026476458,13.131,3.259485722,13.148,3.262374276,
7.987,2.043157687,13.161,3.25753808,13.183,3.259411335,
8.007,2.059751038,13.195,3.255575895,13.215,3.256536075,
8.027,2.076196075,13.219,3.254844427,13.249,3.256286778,
8.047,2.09248117,13.256,3.251572609,13.283,3.252406689,
8.067,2.108686904,13.295,3.248647928,13.321,3.248130163,
8.087,2.124813964,13.334,3.246136904,13.348,3.247770301,
8.107,2.140821051,13.359,3.243823528,13.385,3.244590191,
8.127,2.156666324,13.394,3.241749525,13.409,3.244322593,
8.147,2.172353312,13.42,3.240463972,13.447,3.241224605,
8.167,2.187940709,13.468,3.238522768,13.483,3.240963674,
8.187,2.203440271,13.499,3.236815929,13.516,3.238405223,
8.207,2.218809303,13.521,3.235986233,13.55,3.235733153,
8.227,2.233987472,13.561,3.234088421,13.576,3.235507923,
8.247,2.248953441,13.6,3.232181311,13.615,3.232508114,
8.267,2.26374468,13.636,3.229940653,13.65,3.232254856,
8.287,2.278374956,13.659,3.228484631,13.683,3.228845943,
8.307,2.29282851,13.694,3.226215601,13.712,3.22870239,
8.327,2.307091691,13.738,3.22356534,13.749,3.225478289,
8.347,2.321168609,13.769,3.221692324,13.786,3.222196283,
8.367,2.335061,13.79,3.220995426,13.816,3.221920313,
8.387,2.348762683,13.83,3.219474554,13.857,3.219864852,
8.407,2.362273388,13.86,3.218644142,13.89,3.219975789,
8.427,2.37560561,13.899,3.216971636,13.925,3.217687002,
8.447,2.388768428,13.936,3.215397358,13.951,3.217489652,
8.467,2.401761772,13.957,3.214463711,13.983,3.215170848,
8.487,2.414592921,13.99,3.212246656,14.017,3.211142006,
8.507,2.427280611,14.025,3.208599806,14.051,3.21037753,
8.527,2.439830989,14.059,3.205216169,14.082,3.205671903,
8.547,2.452232411,14.095,3.201913595,14.115,3.200617747,
8.567,2.464480425,14.123,3.198967695,14.149,3.200505702,
8.587,2.476575217,14.157,3.196492672,14.187,3.197157391,
8.607,2.488513499,14.197,3.19457674,14.216,3.196870326,
8.627,2.500283343,14.232,3.192278147,14.248,3.193984377,
8.647,2.511874693,14.271,3.190332174,14.283,3.190949922,
8.667,2.52329412,14.286,3.189296246,14.313,3.19031905,
8.687,2.534542389,14.328,3.188016176,14.349,3.188141633,
8.707,2.545605611,14.369,3.185980558,14.383,3.187956541,
