"/uav_ground_truth/pose/pose/position/y_x","/uav_ground_truth/pose/pose/position/y_y","/del_uav/KF_pose/y_y","/ual/pose/pose/position/y_y"
2.666,0.001306952194,-0.08264224111,-0.1340505183,
2.686,0.001309985332,-0.0885938359,-0.1386087239,
2.706,0.001313153036,-0.09400397181,-0.1410005689,
2.726,0.001316102721,-0.09995127393,-0.1479270607,
2.746,0.001319086757,-0.1053324445,-0.1552512646,
2.766,0.001321888466,-0.1112530781,-0.1589680165,
2.786,0.001324813251,-0.1155586031,-0.1439176053,
2.806,0.001327692175,-0.1176966569,-0.1381929815,
2.826,0.001330666603,-0.1185809173,-0.1327626854,
2.846,0.001333884599,-0.1193955174,-0.1214094982,
2.866,0.001337033072,-0.1190820566,-0.1112460718,
2.886,0.00133565983,-0.1185254346,-0.1027638912,
2.906,0.001338701304,-0.1180210173,-0.0961343497,
2.926,0.001341935122,-0.1165072353,-0.09333777428,
2.946,0.001345004957,-0.1151367035,-0.08798708767,
2.966,0.001347791926,-0.1128726699,-0.08615784347,
2.986,0.001350893297,-0.1108237771,-0.08347897232,
3.006,0.001356074066,-0.1089225975,-0.08222837001,
3.026,0.001359051526,-0.1072024111,-0.07729960978,
3.046,0.00136232152,-0.1045939609,-0.07005409896,
3.066,0.001365429357,-0.1011823016,-0.06692516059,
3.086,0.001368810316,-0.09751410673,-0.06428968161,
3.106,0.001372053743,-0.09419506125,-0.06198280305,
3.126,0.001375132055,-0.09119185969,-0.05960061029,
3.146,0.001378395347,-0.08742621632,-0.0529483594,
3.166,0.001381755709,-0.08401802808,-0.04501407966,
3.186,0.001385049418,-0.07988190315,-0.03692546114,
3.206,0.001388269292,-0.07603698686,-0.03193181753,
3.226,0.00139127419,-0.07255741245,-0.02551778778,
3.246,0.001394482713,-0.0694091121,-0.02214633673,
3.266,0.001397722565,-0.06550864713,-0.02176741324,
3.286,0.001400289634,-0.06106314702,-0.02291741222,
3.306,0.001402999421,-0.05704042293,-0.02403004281,
3.326,0.001405688107,-0.05340025855,-0.02647381835,
3.346,0.001408871335,-0.05192727392,-0.02836568467,
3.366,0.001412133979,-0.05060480312,-0.03049807809,
3.386,0.001415187869,-0.04940778897,-0.02994502708,
3.406,0.001418300022,-0.04651865863,-0.029772982,
3.426,0.001421809308,-0.04390457319,-0.02919213288,
3.446,0.001424988241,-0.0415431882,-0.03063942119,
3.466,0.001428270693,-0.0394067295,-0.03179004788,
3.486,0.001431521928,-0.03977106817,-0.03432743251,
3.506,0.001434858511,-0.04115283589,-0.03461547941,
3.526,0.001438086188,-0.04240718043,-0.03357903659,
3.546,0.001441336764,-0.04249083182,-0.03148888052,
3.566,0.001444671263,-0.04175081253,-0.03056529537,
3.586,0.00144791211,-0.04108592698,-0.02926354669,
3.606,0.001451064162,-0.03975111602,-0.02857575752,
3.626,0.001454263965,-0.03853878407,-0.02556636184,
3.646,0.001457268964,-0.03799052545,-0.0242160745,
3.666,0.001460374062,-0.03750553361,-0.02364830486,
3.686,0.001463476349,-0.03706757637,-0.02320356108,
3.706,0.001466654799,-0.03668275747,-0.02187465876,
3.726,0.001470102471,-0.0350957612,-0.02074243501,
3.746,0.001473547907,-0.03365574962,-0.01588445902,
3.766,0.001476844028,-0.03234913189,-0.01357188262,
3.786,0.001479822301,-0.03116646776,-0.01431335229,
3.806,0.001483277698,-0.03009473517,-0.01515494753,
3.826,0.001486761246,-0.0300791989,-0.01627929509,
3.846,0.001490643228,-0.03006494052,-0.01698338613,
3.866,0.001495169044,-0.03005221086,-0.01723123528,
3.886,0.001499466315,-0.03003995155,-0.01739520393,
3.906,0.001502952209,-0.03002886544,-0.01892785355,
3.926,0.001506305688,-0.03029878062,-0.02171168476,
3.946,0.001511113688,-0.03160148111,-0.02446921915,
3.966,0.001511574584,-0.03278081814,-0.02804000676,
3.986,0.001515386472,-0.03112036652,-0.0282820873,
4.006,0.001519182645,-0.02961074518,-0.02856080234,
4.026,0.0015227827,-0.02824361121,-0.02888715267,
4.046,0.001526075755,-0.02968021118,-0.02971161716,
4.066,0.001529374058,-0.03098072738,-0.03085496835,
4.086,0.001532773933,-0.03215921987,-0.03356158733,
4.106,0.001536110943,-0.03278539018,-0.03330527991,
4.126,0.00153945674,-0.0322998316,-0.03280714899,
4.146,0.001542884095,-0.031529796,-0.03253715113,
4.166,0.001546320995,-0.0308328986,-0.03281195462,
4.186,0.001549879378,-0.03125035284,-0.03467766196,
4.206,0.0015534789,-0.03162790271,-0.03726269677,
4.226,0.001557263375,-0.0319959271,-0.03596506268,
4.246,0.001561129391,-0.03232564724,-0.03634240106,
4.266,0.001564954333,-0.0326236555,-0.04032747075,
4.286,0.001568573261,-0.03421506424,-0.04456847161,
4.306,0.00157301986,-0.03670718328,-0.04882713035,
4.326,0.001574617502,-0.04001526286,-0.06217179075,
4.346,0.001578698406,-0.04405943577,-0.0737112835,
4.366,0.001582353974,-0.04803826847,-0.07771077007,
4.386,0.00158586893,-0.05268747767,-0.08332461864,
4.406,0.001589482737,-0.05689401789,-0.09115894884,
4.426,0.0015929834,-0.06106567997,-0.1017471701,
4.446,0.00159648139,-0.06525394033,-0.109299466,
4.466,0.001600083221,-0.07009538417,-0.1197316274,
4.486,0.001604213221,-0.07552610801,-0.1244509518,
4.506,0.001607871183,-0.08044008839,-0.1314216703,
4.526,0.001611567103,-0.08635856589,-0.1354964823,
4.546,0.001614614552,-0.09171369076,-0.1424417496,
4.566,0.001618129415,-0.09760273397,-0.1499195844,
4.586,0.001622252188,-0.1029309381,-0.1544427127,
4.606,0.001626041638,-0.1087936058,-0.1592940241,
4.626,0.001630402411,-0.1142425345,-0.1523398608,
4.646,0.001634618983,-0.1191758894,-0.1525390744,
4.666,0.001639013784,-0.1236401925,-0.152264908,
4.686,0.001643162262,-0.1276820549,-0.1557233483,
4.706,0.001647133835,-0.1303987214,-0.1493726671,
4.726,0.001649137132,-0.1328566771,-0.14584665,
4.746,0.001653287377,-0.1340289883,-0.1393079013,
4.766,0.001657832858,-0.1350871691,-0.1368708462,
4.786,0.001662134547,-0.1360448734,-0.135382399,
4.806,0.001666700932,-0.1356451695,-0.1348789185,
4.826,0.001670731279,-0.1352836936,-0.1341804266,
4.846,0.001675573835,-0.1339048711,-0.128924191,
4.866,0.00168081781,-0.1316055708,-0.1203413457,
4.886,0.001685666085,-0.1303707425,-0.1163023263,
4.906,0.001690286198,-0.12925307,-0.1099880263,
4.926,0.001694117059,-0.1271896723,-0.1031684279,
4.946,0.00169829208,-0.1253202121,-0.09972531348,
4.966,0.001701306868,-0.1225739076,-0.08848998696,
4.986,0.001705056128,-0.1190366351,-0.08344709128,
5.006,0.001709189435,-0.1158331254,-0.07433660328,
5.026,0.001713163238,-0.1124445393,-0.06901303679,
5.046,0.001717219227,-0.1083271812,-0.05804652721,
5.066,0.001721575091,-0.1035497137,-0.04763398319,
5.086,0.001725840313,-0.09817566553,-0.03666939586,
5.106,0.001730285395,-0.09237387704,-0.02699275129,
5.126,0.001734492747,-0.08607438347,-0.0224728398,
5.146,0.001738580711,-0.07932323494,-0.01187333278,
5.166,0.001743057961,-0.07216251741,-0.002108277986,
5.186,0.001747430115,-0.06752609634,0.004020382185,
5.206,0.001750277366,-0.06333014555,0.006592787337,
5.226,0.001754790215,-0.05952711148,0.01207110006,
5.246,0.00175911708,-0.05502991537,0.01747478545,
5.266,0.001763546873,-0.04891177164,0.0222335998,
5.286,0.00176786813,-0.04233011766,0.0253728088,
5.306,0.001771908921,-0.03637526982,0.02462866716,
5.326,0.001776964167,-0.03097869277,0.02257599123,
5.346,0.001781385347,-0.02850339733,0.02098042704,
5.366,0.001785382687,-0.02627276282,0.01899518818,
5.386,0.001789145683,-0.02425486239,0.01689214259,
5.406,0.001793004914,-0.02332264645,0.01004688721,
5.426,0.001797066464,-0.02247902615,0.008600197732,
5.446,0.001801394573,-0.02171591866,0.008623797446,
5.466,0.001806004593,-0.01925248516,0.007427467033,
5.486,0.001810434024,-0.01702178588,0.0002805446275,
5.506,0.001814368643,-0.01783794563,-0.007768252864,
5.526,0.001818245074,-0.01857687396,-0.01210051775,
5.546,0.001822137572,-0.0202993816,-0.02009123005,
5.566,0.001825523598,-0.0218582608,-0.02292250283,
5.586,0.001827546258,-0.02432010707,-0.02608825453,
5.606,0.001831439253,-0.02447034965,-0.03102008626,
5.626,0.001835709417,-0.02460512571,-0.03408587351,
5.646,0.001839732691,-0.02577882498,-0.03666616231,
5.666,0.001843806808,-0.02683940203,-0.04176159948,
5.686,0.001848106379,-0.02779896639,-0.04266121238,
5.706,0.001852403479,-0.02955682816,-0.04243890569,
5.726,0.001857055429,-0.03114828575,-0.04145715386,
5.746,0.001861403777,-0.03259719211,-0.0404911153,
5.766,0.001865662455,-0.03390903769,-0.03974810988,
5.786,0.001869817969,-0.03431996119,-0.03701204434,
5.806,0.001874110972,-0.03468364404,-0.03492457792,
5.826,0.001878193195,-0.03396030784,-0.0297763925,
5.846,0.001882657484,-0.03329886849,-0.0239199996,
5.866,0.001886899448,-0.03269993114,-0.0211853683,
5.886,0.001891185825,-0.03207620149,-0.01436740067,
5.906,0.00189570546,-0.0304554834,-0.006741309073,
5.926,0.001897883716,-0.0289883326,-0.00423082849,
5.946,0.001902326149,-0.02765475488,0.001285365201,
5.966,0.001906748548,-0.02488330931,0.009928714484,
5.986,0.00191149541,-0.02134020108,0.01985372603,
6.006,0.00191647381,-0.01708391171,0.02447799407,
6.026,0.001921097141,-0.01614489868,0.0307463333,
6.046,0.0019258602,-0.01529452975,0.03448983282,
6.066,0.001930544069,-0.0134675511,0.04152620211,
6.086,0.001934757185,-0.008152277662,0.04578172788,
6.106,0.001939296904,-0.003342576885,0.05292641744,
6.126,0.001943548654,0.00206298261,0.06177584082,
6.146,0.00194783913,0.005737809573,0.06371828914,
6.166,0.001952328781,0.009062228732,0.06320408732,
6.186,0.001956927316,0.01206973333,0.06602486223,
6.206,0.001961382153,0.01584225053,0.07191773504,
6.226,0.001965646713,0.02098987104,0.07579164952,
6.246,0.001969842594,0.02670056693,0.08572660387,
6.266,0.001973992561,0.03292049367,0.09879282117,
6.286,0.00197803618,0.0371807243,0.1092814133,
6.306,0.001982297157,0.04208692517,0.1208019406,
6.326,0.001986523596,0.04757743,0.1343997419,
6.346,0.001990715764,0.05435109829,0.1512329876,
6.366,0.001995141278,0.06153178023,0.1688703448,
6.386,0.001999909961,0.07118554346,0.1801379621,
6.406,0.002004728643,0.07992038992,0.1787266135,
6.426,0.002009368559,0.0888472444,0.1836268306,
6.446,0.002013895852,0.09692448262,0.1849610656,
6.466,0.002018491202,0.1051645488,0.1971403062,
6.486,0.002023072542,0.1126220834,0.2117979228,
6.506,0.002027658456,0.120423103,0.217181474,
6.526,0.002032381872,0.127483143,0.2129341066,
6.546,0.002036657896,0.1338724533,0.2169243991,
6.566,0.002041627526,0.138940897,0.2197282761,
6.586,0.002047060402,0.1445790244,0.2271719873,
6.606,0.002051893937,0.1496787073,0.2323113382,
6.626,0.002056588507,0.1563969117,0.247738108,
6.646,0.002061385934,0.1624756213,0.2415245771,
6.666,0.002065751625,0.1684985923,0.2428555936,
6.686,0.00207043106,0.1750004442,0.2465298027,
6.706,0.002075342362,0.1808838063,0.2563518286,
6.726,0.002080586108,0.1873751825,0.268178761,
6.746,0.002085449739,0.1943012762,0.2736592591,
6.766,0.002088349549,0.2005685702,0.2693545818,
6.786,0.002097337179,0.2055351136,0.2687857449,
6.806,0.002102559907,0.2100292619,0.2710073888,
6.826,0.00210769421,0.2138537039,0.2722446322,
6.846,0.002112887162,0.2183657737,0.2810748518,
6.866,0.002117965301,0.2224485951,0.2824400365,
6.886,0.002123193454,0.2253891648,0.2737511098,
6.906,0.002128484836,0.2280499933,0.2680333555,
6.926,0.002133686128,0.2304573574,0.2680751681,
6.946,0.002138582676,0.2315839873,0.2666647732,
6.966,0.002143316433,0.2340534571,0.267904669,
6.986,0.002147987758,0.2362882771,0.2707197368,
7.006,0.002152971076,0.2372636683,0.2586151063,
7.026,0.002153398356,0.235276757,0.2512329817,
7.046,0.002156890173,0.233468639,0.2475790679,
7.066,0.002162036577,0.2318316582,0.2456916273,
7.086,0.002167267248,0.2303453043,0.2451861352,
7.106,0.002172497311,0.2308231832,0.2388300151,
7.126,0.002177859072,0.2302038762,0.2323266864,
7.146,0.002181362352,0.2273815221,0.2197743058,
7.166,0.002186540501,0.2237754345,0.2096507847,
7.186,0.002191756744,0.2194591241,0.2013248056,
7.206,0.002196842971,0.2144981969,0.1984626949,
7.226,0.002202081042,0.2116226477,0.1959421784,
7.246,0.002207329307,0.2079684764,0.1844118237,
7.266,0.002212729622,0.2036100654,0.1754071116,
7.286,0.002217916556,0.1986751385,0.1722796857,
7.306,0.002223321681,0.1942114699,0.1717080921,
7.326,0.002228633885,0.1901725549,0.1729029119,
7.346,0.002234038872,0.1865205962,0.168060109,
7.366,0.002239698137,0.184129697,0.1635682136,
7.386,0.002245285207,0.1819652015,0.1573431045,
7.406,0.002250656419,0.1800057178,0.1547256708,
7.426,0.002256406555,0.1771807494,0.1526560336,
7.446,0.002262482361,0.1746244373,0.1507825255,
7.466,0.002267804631,0.1701994131,0.1496525258,
7.486,0.00227303022,0.1651429287,0.137766391,
7.506,0.002278457962,0.1595155322,0.1291051954,
7.526,0.002284425675,0.1544229147,0.1232380047,
7.546,0.002291029748,0.1487628098,0.1208209097,
7.566,0.002291887925,0.1436410129,0.1163263097,
7.586,0.002297639001,0.1390063861,0.1150123999,
7.606,0.002300475013,0.1337611723,0.1076172143,
7.626,0.002303270369,0.1297775206,0.0994059816,
7.646,0.002308541321,0.1251210769,0.09245518595,
7.666,0.002313962244,0.1209077534,0.0901152119,
7.686,0.002319568436,0.1160434228,0.08600004762,
7.706,0.002325188029,0.1114883811,0.0816071704,
7.726,0.002331046848,0.107366719,0.07761378586,
7.746,0.002336735895,0.1025853923,0.07237315923,
7.766,0.002342443477,0.09825897773,0.06941587478,
7.786,0.002348106033,0.09329236919,0.06726738065,
7.806,0.002353567853,0.08879829541,0.06322384626,
7.826,0.002359220611,0.08473181872,0.06043114513,
7.846,0.002364501146,0.08052490737,0.05468825623,
7.866,0.002370121889,0.07566607508,0.05232309923,
7.886,0.002375632212,0.07126924984,0.05011752248,
7.906,0.002381338324,0.06728931614,0.04573261738,
7.926,0.002387135171,0.062633892,0.04380055144,
7.946,0.002392743278,0.05842096895,0.04027722031,
7.966,0.002398320582,0.05460606744,0.03879102692,
7.986,0.002403983323,0.05115369978,0.03732400015,
8.006,0.002409742764,0.04802959149,0.03312340006,
8.026,0.002415610117,0.04620777764,0.0293924585,
8.046,0.00242154415,0.04455216104,0.02651583403,
8.066,0.002428071187,0.04305289065,0.02365011908,
8.086,0.00243040591,0.0368616115,0.02175570093,
8.106,0.002435132558,0.0312504957,0.01852386817,
8.126,0.002440918996,0.02611241532,0.01508551557,
8.146,0.002447439981,0.02145588805,0.01154501084,
8.166,0.002453460959,0.01613246033,0.007173933554,
8.186,0.002459087196,0.00913837291,0.005095301662,
8.206,0.002464960353,0.002802683602,-0.0003530841786,
8.226,0.00247103497,-0.003016949474,-0.003251216607,
8.246,0.002477408387,-0.008288735856,-0.009808717296,
8.266,0.002483338097,-0.0141946004,-0.0125969965,
8.286,0.002488814463,-0.01954397444,-0.01998291165,
8.306,0.002494670429,-0.0229035879,-0.02692513168,
8.326,0.002500568036,-0.02595004009,-0.03042361885,
8.346,0.002506959758,-0.02878600727,-0.03317734599,
8.366,0.002513328243,-0.03250120544,-0.03700136766,
8.386,0.002519375616,-0.03587182282,-0.03938533738,
8.406,0.002525063578,-0.03901359105,-0.04326051474,
8.426,0.0025311567,-0.04238304789,-0.0481165424,
8.446,0.002537162845,-0.04545896679,-0.04842120782,
8.466,0.002543176297,-0.04824449681,-0.04953559861,
8.486,0.002548807423,-0.0507983245,-0.04904163629,
8.506,0.002554848666,-0.05311195275,-0.0510384962,
8.526,0.002560970739,-0.05468733658,-0.05333091691,
8.546,0.002566982174,-0.05609802536,-0.05447512493,
8.566,0.002572854774,-0.05712262838,-0.05525084957,
8.586,0.00257871019,-0.05775736718,-0.0537218824,
8.606,0.002584800636,-0.06741016778,-0.05370795354,
8.626,0.002590775098,-0.07600437907,-0.05331424996,
8.646,0.002597276936,-0.08379138618,-0.05281781405,
8.666,0.002604169163,-0.09068762139,-0.05047716573,
8.686,0.002610512897,-0.09679181214,-0.04995821789,
8.706,0.002616306545,-0.102370359,-0.04859738424,
8.726,0.002622827433,-0.1075080868,-0.04722882435,
8.746,0.00262639226,-0.1111519291,-0.04425844923,
8.766,0.002631014996,-0.1145367795,-0.04013352469,
8.786,0.00263693064,-0.109148556,-0.03633007035,
8.806,0.002642847864,-0.1042486536,-0.03256593645,
8.826,0.002647180332,-0.09876112985,-0.02934693359,
8.846,0.002652666863,-0.09376357331,-0.02772589959,
8.866,0.002658909525,-0.1051383934,-0.02387213893,
8.886,0.002664769204,-0.1143983701,-0.0196764674,
8.906,0.002670709101,-0.1227969517,-0.01811332442,
8.926,0.002675408192,-0.1304100212,-0.01539991517,
8.946,0.002682391283,-0.1247090699,-0.01290083211,
8.966,0.002690175183,-0.1195488599,-0.01180715859,
8.986,0.002696126839,-0.1137662111,-0.00930573605,
9.006,0.002702082382,-0.1085287027,-0.006126460619,
9.026,0.002708385259,-0.1036171622,-0.001947300741,
9.046,0.002714782522,-0.09917297392,-0.001605395461,
9.066,0.002721043766,-0.09515916531,-0.001497511868,
9.086,0.002726811047,-0.09152780355,-0.0007220815169,
9.106,0.002732805357,-0.08824885826,0.000744297402,
9.126,0.002739001681,-0.008506782004,0.00308997184,
9.146,0.002744931937,0.06394008505,0.00438577868,
9.166,0.002750494518,0.1297399476,0.005258909427,
9.186,0.002756152325,0.1120272085,0.003056127811,
9.206,0.002761829393,0.09601628251,0.002764809411,
9.226,0.002767895606,0.08155884609,0.00423111394,
9.246,0.002774278479,0.06642452232,0.006804648321,
9.266,0.002780597411,0.0527485332,0.008367463015,
9.286,0.002786166963,0.041428048,0.01226571295,
9.306,0.002791910162,0.03120095572,0.01167724933,
9.326,0.002797553536,0.02089720515,0.01059347019,
9.346,0.002803358008,0.01632284155,0.01011842489,
9.366,0.002809500344,0.01221917713,0.01215839107,
9.386,0.00281327097,0.009559791162,0.01316667814,
9.406,0.002816881684,0.00719364638,0.01400808338,
9.426,0.00282495491,0.005055042513,0.01047496777,
9.446,0.002837041625,-0.02030967847,0.00846204441,
9.466,0.002848688599,-0.04321249895,0.009038393386,
9.486,0.002853066866,-0.06393274517,0.01047076099,
9.506,0.002859648802,-0.08157956592,0.01361772045,
9.526,0.002866163356,-0.0975431201,0.01351849455,
9.546,0.002872927904,-0.09431179581,0.009665515274,
9.566,0.002879654453,-0.09137200772,0.00813853927,
9.586,0.002885910413,-0.08871052639,0.00903791748,
9.606,0.002892233365,-0.08628911693,0.01042212173,
9.626,0.002898596017,-0.08304509391,0.01395831071,
9.646,0.002904865901,-0.08811213959,0.01385020651,
9.666,0.002910956051,-0.09268931576,0.01054380462,
9.686,0.002917167828,-0.09780983682,0.01014956925,
9.706,0.002923687955,-0.1023731614,0.01104592625,
9.726,0.002930175502,-0.1054422104,0.01179356128,
9.746,0.002936431004,-0.1081592441,0.01489327103,
9.766,0.002942802248,-0.1124753895,0.01595366746,
9.786,0.002949147948,-0.1163343728,0.0126794558,
9.806,0.00295530094,-0.1198230657,0.01136829145,
9.826,0.002961660319,-0.123977762,0.01039836649,
9.846,0.002968278751,-0.1277334281,0.01082182955,
9.866,0.00297472994,-0.1300266211,0.01261324249,
9.886,0.002981288733,-0.1320979542,0.01708942279,
9.906,0.002987613822,-0.1339277102,0.01452268008,
9.926,0.00299393774,-0.1372289865,0.01216479018,
9.946,0.003000463015,-0.1401913474,0.01257113274,
9.966,0.003007025153,-0.142843838,0.01286678668,
9.986,0.003013851234,-0.1452420337,0.0169738438,
10.006,0.003020390084,-0.1392419969,0.01598718762,
10.026,0.003024424836,-0.1337950667,0.01040925737,
10.046,0.003028976683,-0.129840538,0.007112733088,
10.066,0.003035165939,-0.126255563,0.006830746308,
10.086,0.003041699018,-0.126241063,0.008199789561,
10.106,0.00304618227,-0.1262276031,0.01186756697,
10.126,0.003052743174,-0.125160046,0.01223757677,
10.146,0.003059393944,-0.125249362,0.007639191113,
10.166,0.003065900469,-0.117996563,0.004714660812,
10.186,0.003072487679,-0.1114295391,0.004881906323,
10.206,0.003080322958,-0.1054666864,0.00666639721,
10.226,0.003089415321,-0.1000710888,0.01012664475,
10.246,0.003091984915,-0.09411993999,0.01413101889,
10.266,0.00309958625,-0.08374597365,0.01413101889,
10.286,0.003105913466,-0.07539118796,0.007325584069,
10.306,0.003112159516,-0.06783033246,0.006071181037,
10.326,0.003118307133,-0.06096938559,0.007312281057,
10.346,0.003122473063,-0.0547601484,0.007428141311,
10.366,0.003130970434,-0.0545376901,0.006577393506,
10.386,0.00313208791,-0.05430238962,0.003746968927,
10.406,0.003138079929,-0.05408111929,-0.0006501686294,
10.426,0.003144559415,-0.05384496217,-0.0009587188251,
10.446,0.003150790588,-0.05362327565,0.000424688973,
10.466,0.003157257275,-0.05339012075,0.004141403828,
10.486,0.003163691554,-0.05786165955,0.009466867894,
