"/uav_ground_truth/pose/pose/position/z_x","/uav_ground_truth/pose/pose/position/z_y","/ual/pose/pose/position/z_y","/del_uav/KF_pose/z_y"
34.706,3.283862379,2.951678038,2.948427493,
34.726,3.28433004,2.945738554,2.94864891,
34.746,3.28481222,2.944075346,2.942357732,
34.766,3.285306303,2.938912153,2.938293496,
34.786,3.285814299,2.936891317,2.937955395,
34.806,3.286331829,2.934923649,2.9341245,
34.826,3.286851986,2.933705807,2.93379836,
34.846,3.287368235,2.932881355,2.93225143,
34.866,3.287882752,2.93214035,2.93077901,
34.886,3.28839314,2.931261063,2.930529376,
34.906,3.288887989,2.93040204,2.929385473,
34.926,3.289366675,2.930458546,2.929210685,
34.946,3.289827446,2.930400133,2.929370851,
34.966,3.290268279,2.930340528,2.929402318,
34.986,3.290695464,2.930357695,2.929331094,
35.006,3.291120774,2.929395199,2.929646471,
35.026,3.291564112,2.92936945,2.929666226,
35.046,3.292029745,2.929459572,2.929936918,
35.066,3.292515348,2.928946495,2.92995532,
35.086,3.293009877,2.924627066,2.925573961,
35.106,3.293492965,2.921970606,2.92130643,
35.126,3.293970478,2.920400858,2.920980749,
35.146,3.294450573,2.919094324,2.91901729,
35.166,3.294922078,2.916351318,2.918853183,
35.186,3.295385235,2.91130352,2.911501327,
35.206,3.295839148,2.90775156,2.906035462,
35.226,3.296272494,2.904897213,2.905567576,
35.246,3.296691376,2.90392518,2.902764257,
35.266,3.297103443,2.902264833,2.902660695,
35.286,3.297512355,2.901398897,2.901172935,
35.306,3.297918101,2.901096344,2.90038875,
35.326,3.29833012,2.900990248,2.900322622,
35.346,3.298751556,2.900838614,2.90017935,
35.366,3.299174413,2.901064396,2.900163183,
35.386,3.29959625,2.901326895,2.900423536,
35.406,3.300014881,2.901516199,2.901075486,
35.426,3.300433455,2.902168036,2.90110266,
35.446,3.300852228,2.902583361,2.901089596,
35.466,3.301270879,2.902409792,2.901582586,
35.486,3.301690907,2.902557611,2.901662707,
35.506,3.302097614,2.902630806,2.901656676,
35.526,3.302480986,2.903268337,2.902213916,
35.546,3.302850352,2.903548956,2.903275234,
35.566,3.303213453,2.904419184,2.905004701,
35.586,3.30358337,2.905798197,2.905148596,
35.606,3.303969119,2.906383753,2.907593273,
35.626,3.304378107,2.907352686,2.907800617,
35.646,3.304805678,2.908025265,2.908199613,
35.666,3.305245202,2.907176256,2.90823544,
35.686,3.305700951,2.907117367,2.907965507,
35.706,3.306174856,2.907764673,2.907257504,
35.726,3.306669392,2.908281088,2.907191476,
35.746,3.307180292,2.909131765,2.908286018,
35.766,3.307692863,2.909622669,2.908370964,
35.786,3.308199851,2.910000563,2.908839798,
35.806,3.30870284,2.91153574,2.91138027,
35.826,3.309214424,2.911927938,2.911589233,
35.846,3.309737587,2.912366152,2.912334741,
35.866,3.310254207,2.912727833,2.912393072,
35.886,3.310757714,2.914124489,2.914534034,
35.906,3.311243583,2.915972948,2.914708827,
35.926,3.311713122,2.917874336,2.917508575,
35.946,3.312168841,2.919029474,2.917743131,
35.966,3.31261778,2.92106986,2.920689662,
35.986,3.313074015,2.923288107,2.924129187,
36.006,3.313544318,2.92542696,2.923511091,
36.026,3.314035677,2.926280499,2.926002364,
36.046,3.314542068,2.929080248,2.928614066,
36.066,3.315047469,2.929982185,2.928821147,
36.086,3.315543242,2.931839705,2.932794688,
36.106,3.316033891,2.933603525,2.933127956,
36.126,3.316512722,2.934378624,2.934574761,
36.146,3.316972172,2.935160398,2.936905945,
36.166,3.317404239,2.936641216,2.935846833,
36.186,3.317814339,2.938844919,2.938446989,
36.206,3.31822298,2.940609455,2.941442333,
36.226,3.318629368,2.94276762,2.94168249,
36.246,3.319029875,2.944730282,2.944380252,
36.266,3.319433577,2.945612907,2.944596901,
36.286,3.319843092,2.947267056,2.947159247,
36.306,3.320269288,2.948875189,2.947373239,
36.326,3.320705733,2.949628592,2.949430732,
36.346,3.321153672,2.951165199,2.95188229,
36.366,3.321621053,2.952869177,2.952086114,
36.386,3.322094941,2.95435524,2.954383831,
36.406,3.322569548,2.956358671,2.954569752,
36.426,3.323044613,2.958227634,2.957277696,
36.446,3.323530807,2.959623814,2.959334221,
36.466,3.324027576,2.960988045,2.958380217,
36.486,3.324528325,2.962323189,2.960154828,
36.506,3.325028449,2.962981462,2.96028918,
36.526,3.325530971,2.964483023,2.962366971,
36.546,3.326044429,2.96599555,2.965684333,
36.566,3.326578659,2.966509581,2.965962739,
36.586,3.327128903,2.966645479,2.9661403,
36.606,3.327691363,2.966706514,2.966154766,
36.626,3.3282581,2.966736317,2.966267619,
36.646,3.328830487,2.966733694,2.966341287,
36.666,3.329405535,2.96721983,2.96672881,
36.686,3.329986992,2.968066931,2.96788249,
36.706,3.330569337,2.968446732,2.967976653,
36.726,3.331154999,2.969603777,2.969711816,
36.746,3.331742064,2.970854998,2.970933055,
36.766,3.332323094,2.970538855,2.971221442,
36.786,3.332879532,2.967926264,2.967278864,
36.806,3.333404797,2.965105057,2.965835825,
36.826,3.333909352,2.962374926,2.962201251,
36.846,3.334394733,2.956402779,2.954628518,
36.866,3.334863091,2.954442263,2.953992258,
36.886,3.335333274,2.951859951,2.949356963,
36.906,3.335822953,2.950425386,2.948960567,
36.926,3.33633075,2.950274944,2.948416618,
36.946,3.33686662,2.951038361,2.951719015,
36.966,3.337446952,2.952345848,2.951981105,
36.986,3.338047085,2.952929258,2.953006231,
37.006,3.338650383,2.953901529,2.958085782,
37.026,3.339251433,2.955393314,2.960288274,
37.046,3.339850215,2.956064939,2.960477599,
37.066,3.340440017,2.956676006,2.962322842,
37.086,3.341025943,2.957787752,2.962484926,
37.106,3.341614206,2.9583776,2.963955392,
37.126,3.342204519,2.960201263,2.962531765,
37.146,3.342800122,2.961683989,2.962412096,
37.166,3.343392617,2.962414742,2.964151019,
37.186,3.343981371,2.963574409,2.964300022,
37.206,3.344561666,2.964401245,2.965441868,
37.226,3.345131772,2.964991331,2.966443411,
37.246,3.345700164,2.965273857,2.965838779,
37.266,3.346275889,2.966029882,2.966473385,
37.286,3.346869622,2.966137648,2.966525487,
37.306,3.347492263,2.966572285,2.966645041,
37.326,3.348138329,2.966183186,2.963153079,
37.346,3.348808043,2.96436882,2.96285499,
37.366,3.349491382,2.961904049,2.959717221,
37.386,3.350174801,2.960324287,2.959449786,
37.406,3.35085227,2.959840298,2.956833221,
37.426,3.35152758,2.959188223,2.956600663,
37.446,3.352203502,2.959012032,2.956491085,
37.466,3.352881892,2.959011793,2.956668642,
37.486,3.353567754,2.959221363,2.957288105,
37.506,3.354255064,2.960119963,2.95869137,
37.526,3.354940526,2.960797787,2.958807475,
37.546,3.355639637,2.962459564,2.961557644,
37.566,3.356360621,2.964123964,2.961787706,
37.586,3.357100023,2.964998484,2.964277392,
37.606,3.357858284,2.966607571,2.966499575,
37.626,3.358636335,2.968094349,2.966685819,
37.646,3.359394488,2.96878767,2.969002277,
37.666,3.359990454,2.969554901,2.96919507,
37.686,3.360444791,2.969516277,2.96931873,
37.706,3.360830673,2.969876528,2.970685819,
37.726,3.361376772,2.970998764,2.971251574,
37.746,3.362166662,2.972350121,2.973309648,
37.766,3.363114333,2.973839045,2.973480973,
37.786,3.364045723,2.97454977,2.975380635,
37.806,3.364823446,2.975838423,2.975539293,
37.826,3.365421748,2.976019859,2.976051866,
37.846,3.366061128,2.974713326,2.976094312,
37.866,3.367250664,2.973627806,2.973819647,
37.886,3.369312862,2.972852707,2.973628372,
37.906,3.372038456,2.972891808,2.972655458,
37.926,3.375066044,2.972615242,2.972573411,
37.946,3.378114179,2.972841978,2.972802886,
37.966,3.381032827,2.973138571,2.971899081,
37.986,3.383779339,2.974230051,2.973203296,
38.006,3.386380512,2.975944757,2.975811863,
38.026,3.388885346,2.97701335,2.976026875,
38.046,3.391262601,2.979173183,2.979177187,
38.066,3.3936956,2.981566906,2.980846987,
38.086,3.396557675,2.982391119,2.98349731,
38.106,3.399806943,2.984055281,2.985358366,
38.126,3.403217487,2.985553503,2.98286937,
38.146,3.406561899,2.98602891,2.983569662,
38.166,3.409698043,2.986146212,2.983609869,
38.186,3.412563279,2.986134768,2.98376942,
38.206,3.415167476,2.986235857,2.983770255,
38.226,3.417564975,2.986955404,2.984825258,
38.246,3.419838038,2.987837791,2.986279728,
38.266,3.42214196,2.988198519,2.98746278,
38.286,3.42485533,2.98875165,2.987564808,
38.306,3.427863404,2.989127159,2.988456443,
38.326,3.430903616,2.989851236,2.988533853,
38.346,3.433778671,2.990262508,2.990810625,
38.366,3.436412369,2.991774321,2.991002084,
38.386,3.4388313,2.992379904,2.993030263,
38.406,3.441093974,2.99379158,2.994598119,
38.426,3.443338105,2.994653225,2.99472999,
38.446,3.445870929,2.995461702,2.994723481,
38.466,3.448613695,2.996965408,2.994717609,
38.486,3.451392143,2.998028517,2.99644578,
38.506,3.454067104,2.999286413,2.997897345,
38.526,3.456559428,2.999461412,2.998568042,
38.546,3.458872764,2.999968529,2.999486792,
38.566,3.461056133,3.001085043,3.000881783,
38.586,3.463208374,3.00184989,3.000995392,
38.606,3.465512385,3.002477169,3.002372626,
38.626,3.467918294,3.002615452,3.002488602,
38.646,3.470334194,3.003111839,3.003208032,
38.666,3.472681339,3.003389835,3.003268613,
38.686,3.474926311,3.004125595,3.004361627,
38.706,3.477077619,3.005347967,3.004270553,
38.726,3.479174899,3.006760359,3.006239843,
38.746,3.481322748,3.008286476,3.008581402,
38.766,3.483484952,3.00996995,3.011305555,
38.786,3.485613906,3.011703491,3.011536391,
38.806,3.487691857,3.01229167,3.012139411,
38.826,3.489728248,3.012239695,3.012531397,
38.846,3.491787344,3.011829615,3.012095815,
38.866,3.49383809,3.011416435,3.011686233,
38.886,3.495936271,3.01129961,3.011651797,
38.906,3.498049834,3.011201382,3.011046594,
38.926,3.500141324,3.011173964,3.010843108,
38.946,3.502180955,3.010993242,3.01082485,
38.966,3.50415014,3.011093378,3.011126416,
38.986,3.506058852,3.011499643,3.011732848,
39.006,3.507910754,3.011882067,3.011783921,
39.026,3.509720997,3.011613607,3.009823232,
39.046,3.511529153,3.011265278,3.009389105,
39.066,3.513315592,3.01113224,3.009350043,
39.086,3.515069102,3.011166811,3.009481986,
39.106,3.516786681,3.011341333,3.009490294,
39.126,3.518472038,3.011498451,3.012132142,
39.146,3.520129386,3.011709213,3.012352714,
39.166,3.521811262,3.012886047,3.014266519,
39.186,3.523477883,3.0143888,3.014426073,
39.206,3.52512068,3.014834881,3.014671161,
39.226,3.526730624,3.015250206,3.014683114,
39.246,3.528294711,3.016616821,3.016934824,
39.266,3.529818591,3.018189669,3.017116257,
39.286,3.531308884,3.019602776,3.018003513,
39.306,3.532804003,3.020259619,3.019052896,
39.326,3.534246844,3.021068096,3.019137832,
39.346,3.535626572,3.021431446,3.019055526,
39.366,3.53695754,3.019087791,3.016909973,
39.386,3.538276189,3.016911983,3.016730387,
39.406,3.539554467,3.015553474,3.015022245,
39.426,3.540800211,3.014643192,3.014777436,
39.446,3.5420076,3.014459848,3.014756397,
39.466,3.543171332,3.015038967,3.015594728,
39.486,3.544295532,3.015215635,3.015664858,
39.506,3.545380123,3.016374111,3.015894855,
39.526,3.546447698,3.017436981,3.015913034,
39.546,3.547482115,3.018832445,3.017909573,
39.566,3.548499022,3.020037413,3.019356537,
39.586,3.549480491,3.02045989,3.020160034,
39.606,3.550446872,3.021294117,3.020973757,
39.626,3.551382791,3.021693468,3.022782981,
39.646,3.55229231,3.023175001,3.022934756,
39.666,3.553169427,3.024681568,3.027767187,
39.686,3.554014001,3.025742292,3.028174694,
39.706,3.554836157,3.026914358,3.029806906,
39.726,3.555626047,3.027607441,3.029945599,
39.746,3.556394562,3.027756214,3.03066126,
39.766,3.557125351,3.028362036,3.028548599,
39.786,3.557854236,3.028411865,3.028371716,
39.806,3.55856407,3.027762651,3.027533582,
39.826,3.559262016,3.027421236,3.027095584,
39.846,3.55992817,3.026875496,3.026378694,
39.866,3.560564516,3.026650667,3.026318426,
39.886,3.561154129,3.023328781,3.023160395,
39.906,3.561679977,3.020074129,3.018712593,
39.926,3.56215462,3.018762827,3.018339238,
39.946,3.562556755,3.01692152,3.01453891,
39.966,3.562920113,3.016088247,3.014203482,
39.986,3.56324158,3.015008926,3.012892839,
40.006,3.563541516,3.014527559,3.012698833,
40.026,3.563795068,3.014574528,3.012670758,
40.046,3.564009559,3.013500214,3.011214075,
40.066,3.564191762,3.012865543,3.012986448,
40.086,3.564352903,3.013149977,3.013135795,
40.106,3.564505795,3.013701439,3.013923408,
40.126,3.56463273,3.013824224,3.013990045,
40.146,3.564758174,3.014044523,3.01424577,
40.166,3.564862294,3.014371157,3.014401386,
40.186,3.564962112,3.014404297,3.011279428,
40.206,3.565028307,3.014129877,3.011057846,
40.226,3.565075784,3.014676571,3.011038868,
40.246,3.565092269,3.015227556,3.011788591,
40.266,3.56507946,3.015390873,3.01096767,
40.286,3.565027901,3.01426363,3.010898051,
40.306,3.56492769,3.013412714,3.009781352,
40.326,3.564816847,3.012766838,3.009687424,
40.346,3.56467227,3.012594461,3.009173619,
40.366,3.56452079,3.012528658,3.012480887,
40.386,3.56434343,3.012153149,3.011958063,
40.406,3.564165531,3.010973692,3.011912292,
40.426,3.563977074,3.010412455,3.009900368,
40.446,3.563782737,3.008057117,3.006370033,
40.466,3.563577932,3.005768299,3.004239676,
40.486,3.563329317,3.004159689,3.001997407,
40.506,3.563064019,3.002745152,3.001031349,
40.526,3.562762347,3.0018785,3.000951588,
40.546,3.562438311,3.001069546,2.99991444,
40.566,3.56205918,3.000667572,2.999828307,
40.586,3.561649289,3.00026226,2.997078492,
40.606,3.561192622,2.997673035,2.997233412,
40.626,3.560675597,2.995599508,2.997246539,
40.646,3.560119392,2.992493868,2.992503226,
40.666,3.559532079,2.990751266,2.98855227,
40.686,3.558964963,2.988800049,2.988220575,
40.706,3.558378481,2.987425089,2.986182927,
40.726,3.557786631,2.986421824,2.98425198,
40.746,3.557180443,2.985474586,2.982794049,
40.766,3.556568852,2.98483181,2.984551044,
40.786,3.555953146,2.984850645,2.984729511,
40.806,3.555316768,2.985012293,2.984742236,
40.826,3.554676716,2.985651255,2.98559001,
40.846,3.554001975,2.986058235,2.985659229,
40.866,3.553329373,2.986187696,2.986105005,
40.886,3.552639908,2.986782312,2.986721281,
40.906,3.551957536,2.987648964,2.98788401,
40.926,3.551289883,2.988369465,2.988742049,
40.946,3.550629228,2.988503933,2.988814019,
40.966,3.549965485,2.988641024,2.989144585,
40.986,3.549266618,2.989191294,2.988809905,
41.006,3.548569678,2.989864349,2.989729031,
41.026,3.547859175,2.990003824,2.989772718,
41.046,3.547149169,2.989826202,2.989776159,
41.066,3.546408712,2.989638805,2.989635295,
41.086,3.54564267,2.989637136,2.989345498,
41.106,3.544835319,2.989675045,2.989319849,
41.126,3.543972295,2.989699125,2.989321099,
41.146,3.543078619,2.989498615,2.989168739,
41.166,3.54213794,2.989335299,2.989372834,
41.186,3.541178872,2.989298582,2.989389417,
41.206,3.540189166,2.989577532,2.989694561,
41.226,3.539201434,2.988010883,2.987650272,
41.246,3.538204109,2.986414671,2.987478288,
41.266,3.537181876,2.985183001,2.984811833,
41.286,3.536148902,2.984575748,2.982637321,
41.306,3.535085173,2.982997894,2.982454298,
41.326,3.534016951,2.982028008,2.981329026,
41.346,3.532919729,2.98173666,2.981406081,
41.366,3.531826081,2.98177743,2.981347254,
41.386,3.530708212,2.981861591,2.981342451,
41.406,3.529572541,2.982429504,2.981944489,
41.426,3.528432203,2.982690811,2.981994996,
41.446,3.5272918,2.983632565,2.980625183,
41.466,3.526175313,2.983366251,2.980205926,
41.486,3.52504543,2.98346138,2.980176391,
41.506,3.523920709,2.983601332,2.98055217,
41.526,3.522776323,2.983543873,2.983259848,
41.546,3.521642324,2.983095407,2.982934653,
41.566,3.520502308,2.98244071,2.982091874,
41.586,3.5193535,2.982239008,2.982084111,
41.606,3.518196392,2.982625008,2.982470133,
41.626,3.516989976,2.982573748,2.982502779,
41.646,3.515760605,2.982209444,2.981909024,
41.666,3.514478744,2.981742859,2.981859382,
41.686,3.513177491,2.981333971,2.981310233,
41.706,3.511854927,2.981333971,2.981264273,
41.726,3.510536773,2.97927928,2.978534548,
41.746,3.509227476,2.977977991,2.97830555,
41.766,3.507896194,2.977110147,2.975586931,
41.786,3.506549614,2.97674036,2.975359809,
41.806,3.505164089,2.976413012,2.974871,
41.826,3.503781124,2.976418018,2.97459584,
41.846,3.502364427,2.976083755,2.975010225,
41.866,3.500931297,2.976126909,2.975360147,
41.886,3.49947779,2.97695446,2.975388667,
41.906,3.498007692,2.977529764,2.976824379,
41.926,3.496548598,2.978508711,2.977446369,
41.946,3.495081808,2.977521181,2.977500008,
41.966,3.493641248,2.975653887,2.975097401,
41.986,3.492200074,2.974892139,2.974897048,
42.006,3.490764492,2.974380016,2.97434149,
42.026,3.489314972,2.974224567,2.974010528,
42.046,3.48786368,2.97363019,2.973241273,
42.066,3.486419142,2.973430634,2.97317765,
42.086,3.484966237,2.973848343,2.973499425,
42.106,3.483539958,2.974073172,2.973397525,
42.126,3.482090708,2.974777222,2.97339102,
42.146,3.480639833,2.97539711,2.97495637,
42.166,3.47916958,2.9762218,2.975386756,
42.186,3.477683828,2.976272583,2.975609041,
42.206,3.476189634,2.976263285,2.975893368,
42.226,3.474668918,2.976477385,2.97591719,
42.246,3.473144314,2.977526188,2.977464399,
42.266,3.471614535,2.978853464,2.977594201,
42.286,3.470109942,2.980046988,2.979638382,
42.306,3.468613912,2.981477499,2.981921754,
42.326,3.467141016,2.983058214,2.982113376,
42.346,3.465699742,2.984834194,2.984230949,
42.366,3.464277924,2.986022949,2.985975655,
42.386,3.46290557,2.986841917,2.986988201,
42.406,3.461575344,2.987469196,2.986014703,
42.426,3.460304631,2.987694502,2.986171683,
42.446,3.45906464,2.98794508,2.987485746,
42.466,3.457852198,2.988180637,2.988221201,
42.486,3.456668909,2.988430262,2.988283001,
42.506,3.455509381,2.988338709,2.988182737,
42.526,3.454387302,2.98840785,2.988174329,
42.546,3.453287505,2.988522053,2.988376536,
42.566,3.452200536,2.988680363,2.988393627,
42.586,3.45113085,2.989014387,2.989317755,
42.606,3.450078297,2.989448071,2.989395399,
42.626,3.449055104,2.99034524,2.990783485,
42.646,3.448041767,2.99102354,2.990899886,
42.666,3.447010175,2.991043806,2.991209239,
42.686,3.445969124,2.991043091,2.991341061,
42.706,3.444929221,2.991159439,2.990259895,
42.726,3.443906688,2.991162062,2.990288434,
42.746,3.442896335,2.99104476,2.990533192,
42.766,3.441884876,2.98993969,2.990557649,
42.786,3.440873221,2.989673853,2.989864481,
42.806,3.439852722,2.989668131,2.989480866,
42.826,3.43882026,2.989741087,2.989448663,
42.846,3.437804999,2.989996195,2.989799995,
42.866,3.436806201,2.990349293,2.98982947,
42.886,3.43584842,2.990825653,2.990482799,
42.906,3.434883462,2.991176605,2.991170033,
42.926,3.433910987,2.991632223,2.991227803,
42.946,3.4329082,2.99165082,2.991278606,
42.966,3.431872432,2.990732908,2.989956772,
42.986,3.430827076,2.989761591,2.989630301,
43.006,3.429778803,2.988455534,2.988057288,
43.026,3.428758161,2.987642288,2.985804822,
43.046,3.42775677,2.986356497,2.98561565,
43.066,3.426753802,2.98517704,2.984512903,
43.086,3.425740848,2.984683037,2.984727368,
43.106,3.424725802,2.984507561,2.984369812,
43.126,3.423707237,2.984642982,2.984881561,
43.146,3.422699458,2.985098362,2.984924591,
43.166,3.421711537,2.985659838,2.985720037,
43.186,3.420734483,2.986065388,2.985786879,
43.206,3.419777134,2.985728025,2.982307474,
43.226,3.418832671,2.985284328,2.982021146,
43.246,3.417928069,2.985333681,2.981825776,
43.266,3.417025143,2.985472441,2.981333789,
43.286,3.416128852,2.984772682,2.981297566,
43.306,3.415236363,2.984133482,2.983475709,
43.326,3.414334084,2.983865261,2.983660528,
43.346,3.413436701,2.983672857,2.983514503,
43.366,3.412532963,2.983641863,2.983503973,
43.386,3.411655176,2.983427286,2.983115853,
43.406,3.410781972,2.982931376,2.981423148,
43.426,3.409942788,2.982633829,2.981282718,
43.446,3.409113008,2.982646942,2.981490055,
43.466,3.408298403,2.982794523,2.981508692,
43.486,3.40748876,2.98297739,2.983089615,
43.506,3.406679806,2.983191252,2.983219284,
43.526,3.405900104,2.98388958,2.984147613,
43.546,3.405121864,2.984518051,2.984223226,
43.566,3.404387697,2.985580206,2.985495807,
43.586,3.403666836,2.986575127,2.986396572,
43.606,3.402974084,2.987048149,2.98647239,
43.626,3.40228068,2.987846136,2.987350786,
43.646,3.401579129,2.988080978,2.987424797,
43.666,3.400882825,2.988293409,2.987851811,
43.686,3.40017988,2.988215685,2.987545201,
43.706,3.399492532,2.987918854,2.987520084,
43.726,3.398789148,2.987591505,2.986967078,
43.746,3.398088168,2.987316847,2.986921135,
43.766,3.397367247,2.986590862,2.985638436,
43.786,3.396637176,2.986115217,2.985359929,
43.806,3.395898646,2.98439908,2.982641794,
43.826,3.395152258,2.982937813,2.982413685,
43.846,3.394409583,2.981091738,2.97965588,
43.866,3.393637023,2.979139566,2.980215717,
43.886,3.392866519,2.977782726,2.97830641,
43.906,3.392084436,2.976909399,2.977051222,
43.926,3.391312037,2.97663784,2.976986298,
43.946,3.390557474,2.97611928,2.976980333,
43.966,3.389839001,2.975899458,2.975839699,
43.986,3.389161528,2.974727392,2.97574359,
44.006,3.388480244,2.973876953,2.973123386,
44.026,3.387782305,2.97318697,2.972587772,
44.046,3.387068141,2.973245621,2.972542712,
44.066,3.386347024,2.973525524,2.973211753,
44.086,3.385635747,2.973885298,2.973267808,
44.106,3.384933873,2.974316597,2.973770226,
44.126,3.3842389,2.974508047,2.973812445,
44.146,3.383554356,2.974633455,2.974735902,
44.166,3.382860478,2.974744081,2.97481203,
44.186,3.382151683,2.97468257,2.974289283,
44.206,3.381425645,2.973807573,2.974244293,
44.226,3.3806977,2.97360158,2.973392847,
44.246,3.379967054,2.972880125,2.970657669,
44.266,3.379235159,2.972291231,2.970432499,
44.286,3.378524095,2.971183538,2.9690041,
44.306,3.377844003,2.970827579,2.968887819,
44.326,3.377159492,2.970535755,2.967369268,
44.346,3.376490396,2.970615864,2.967241159,
44.366,3.375800872,2.970548868,2.966499605,
44.386,3.375112617,2.967269421,2.966279339,
44.406,3.374401224,2.965964794,2.966260783,
44.426,3.373677195,2.965525866,2.965005536,
44.446,3.372944909,2.965270042,2.964340716,
44.466,3.372182904,2.96546936,2.96435816,
44.486,3.371420256,2.965906858,2.965210089,
44.506,3.370644768,2.966704369,2.966856313,
44.526,3.369882031,2.967372656,2.968673654,
44.546,3.369132096,2.968569279,2.969225667,
44.566,3.368386333,2.96833539,2.969270975,
44.586,3.367644249,2.968114138,2.966839419,
44.606,3.366895148,2.966750622,2.966637152,
44.626,3.366142648,2.964513779,2.961112173,
44.646,3.365395503,2.960954189,2.957844696,
44.666,3.364630238,2.958126307,2.957572409,
44.686,3.363850354,2.957359791,2.955010612,
44.706,3.363048204,2.953261375,2.949513521,
44.726,3.362233063,2.949586868,2.949052113,
44.746,3.361427579,2.947231531,2.946609043,
44.766,3.360608207,2.94603014,2.945029938,
44.786,3.359771173,2.945120811,2.944897475,
44.806,3.358894612,2.944622278,2.944445932,
44.826,3.358014978,2.944685936,2.944561987,
44.846,3.357147215,2.944535017,2.944571896,
44.866,3.356295396,2.944658995,2.94459539,
44.886,3.355456152,2.944048882,2.943224069,
44.906,3.354609618,2.943216324,2.943108486,
44.926,3.353808371,2.942540169,2.942136301,
44.946,3.35305406,2.942127705,2.941914587,
44.966,3.352376078,2.942401648,2.940972414,
44.986,3.351761459,2.942564964,2.941341852,
45.006,3.351196364,2.943333387,2.94256191,
45.026,3.350666847,2.944367409,2.945024226,
45.046,3.350150614,2.944644213,2.945228405,
45.066,3.349675363,2.945669413,2.946338005,
45.086,3.349208984,2.946451664,2.947661177,
45.106,3.348763899,2.947183371,2.947770803,
45.126,3.348317626,2.946678638,2.946244552,
45.146,3.347871229,2.946460962,2.946116568,
45.166,3.347447468,2.946800709,2.946041765,
45.186,3.347005356,2.946198463,2.946035441,
45.206,3.346583386,2.945771456,2.946050418,
45.226,3.346154053,2.946131706,2.946331786,
45.246,3.345721516,2.946559191,2.946355851,
45.266,3.34525374,2.947403669,2.947396345,
45.286,3.344749653,2.94822526,2.948140817,
45.306,3.344241225,2.94858861,2.949417331,
45.326,3.343715642,2.949207067,2.949522708,
45.346,3.34321575,2.949811697,2.950103709,
45.366,3.342706685,2.949189901,2.950151336,
45.386,3.342204549,2.949058771,2.948677301,
45.406,3.341704037,2.949463367,2.948553317,
45.426,3.341198185,2.949681997,2.948708382,
45.446,3.340699648,2.949653864,2.948970459,
45.466,3.340186765,2.949484587,2.950787347,
45.486,3.339718343,2.949116945,2.948646512,
45.506,3.339277286,2.946282625,2.947367871,
45.526,3.338858475,2.945880175,2.946259653,
45.546,3.338443903,2.94594574,2.946167221,
45.566,3.338044997,2.946400166,2.947074901,
45.586,3.337682757,2.947817326,2.947151541,
45.606,3.337344297,2.94846797,2.95008971,
45.626,3.337043237,2.949483871,2.950335244,
45.646,3.336743074,2.9499681,2.950798736,
45.666,3.336449234,2.94970727,2.949394445,
45.686,3.336157961,2.9497118,2.949739984,
45.706,3.335874268,2.950324059,2.949768659,
45.726,3.335604857,2.9510324,2.951517403,
45.746,3.33530556,2.952230692,2.951853877,
45.766,3.334990534,2.952759027,2.951882082,
45.786,3.334650578,2.95396471,2.953923923,
45.806,3.334315415,2.954633474,2.954094916,
45.826,3.333976366,2.955200434,2.955742254,
45.846,3.333629695,2.955747604,2.9558802,
45.866,3.333279928,2.956949472,2.957812605,
45.886,3.33289025,2.958607674,2.95797445,
45.906,3.33248805,2.960555553,2.960471149,
45.926,3.332060486,2.962797165,2.963771071,
45.946,3.331640391,2.96478796,2.963696574,
45.966,3.331221356,2.966667652,2.966297875,
45.986,3.33080899,2.968281746,2.968602088,
46.006,3.330412386,2.969814777,2.971002136,
46.026,3.330004679,2.972348213,2.973230842,
46.046,3.329608316,2.972516537,2.973417283,
46.066,3.329204454,2.969218254,2.969102294,
46.086,3.328825034,2.966384649,2.968493443,
46.106,3.328468623,2.964002132,2.964579755,
46.126,3.328141871,2.961982489,2.962284459,
46.146,3.327845015,2.961279869,2.962090191,
46.166,3.327550034,2.961584568,2.962367035,
46.186,3.327265595,2.963237524,2.964033887,
46.206,3.326962742,2.965222359,2.967258085,
46.226,3.32666666,2.967477322,2.967528702,
46.246,3.326372603,2.968992472,2.969365032,
46.266,3.326091013,2.970117569,2.971362506,
46.286,3.325826733,2.971534252,2.971639355,
46.306,3.325557306,2.973332882,2.973993287,
46.326,3.325309217,2.975718021,2.9762968,
46.346,3.325040079,2.976878881,2.976490442,
46.366,3.324773088,2.977380514,2.977130137,
46.386,3.324493514,2.977782011,2.977785885,
46.406,3.32420208,2.978248596,2.977841158,
46.426,3.323897485,2.978509903,2.978507145,
46.446,3.323560794,2.979060888,2.979765304,
46.466,3.323216366,2.980089903,2.97987029,
46.486,3.322836848,2.981095076,2.981254938,
46.506,3.322450587,2.982311249,2.982980533,
46.526,3.322056491,2.983407259,2.983124361,
46.546,3.321656116,2.984834909,2.985374464,
46.566,3.321260476,2.985718966,2.986033047,
46.586,3.320858311,2.987550974,2.988582537,
46.606,3.320465217,2.989457846,2.988794978,
46.626,3.320056933,2.991258383,2.99126933,
46.646,3.319650369,2.992810249,2.994266325,
46.666,3.319254693,2.994029045,2.996001204,
46.686,3.318897642,2.995182276,2.996145773,
46.706,3.318597525,2.995319366,2.996134977,
46.726,3.318325934,2.995151043,2.995974238,
46.746,3.31809552,2.99525404,2.995958782,
46.766,3.317859457,2.995699644,2.99647662,
46.786,3.3176154,2.996345997,2.99742551,
