"/ual/velocity/twist/linear/x_x","/ual/velocity/twist/linear/x_y","/uav_ground_truth/twist/twist/linear/x_y"
20.874,0.05957491696,0.002882655134,
20.893,0.06480698287,0.002662576514,
20.935,0.177813068,0.010637165,
20.974,0.1663589478,0.01001040393,
21.004,0.2585258782,0.005541793339,
21.04,0.2814030945,0.0007379060549,
21.072,0.2341522127,0.009194689958,
21.091,0.2140374035,-0.009414537698,
21.125,0.1832952648,-0.01294118162,
21.161,0.260547787,0.002583715459,
21.205,0.2266626805,0.01346683001,
21.233,0.2680518031,0.01296472214,
21.262,0.2439076155,0.005076244021,
21.296,0.1926927119,-0.02512036394,
21.331,0.2502862513,-0.0005361521647,
21.362,0.2230256796,-0.001593706793,
21.403,0.162259087,0.004700506438,
21.436,0.1603029519,0.01379800869,
21.469,0.1015233546,-0.01294676813,
21.501,0.1176826358,-0.01235345362,
21.521,0.1102121398,-0.0007570725317,
21.565,0.1633809656,0.009091463417,
21.606,0.1060049161,-0.01179348916,
21.637,0.1135677695,0.006682306498,
21.667,0.1021755114,-0.0001488219667,
21.705,0.1239793003,0.02311087502,
21.739,0.1128615066,-0.00694535103,
21.774,0.2058223486,-0.005008512815,
21.809,0.161832124,-0.02539046687,
21.837,0.1446935385,-0.002713248998,
21.874,0.1456472725,-0.004484312076,
21.9,0.1513051987,0.008475737134,
21.935,0.1449441314,0.007103499734,
21.966,0.1705086231,-0.01961094271,
22.002,0.1589331627,-0.002391914226,
22.038,0.09994406998,0.002026297445,
22.066,0.04047515616,-0.003514996719,
22.104,0.01934521832,0.009641421811,
22.133,0.02871339768,-0.009948797399,
22.176,0.04055483639,-0.003388323816,
22.195,0.01737711951,0.008620545975,
22.24,0.003294537542,0.007780922603,
22.264,-0.01483476534,0.007742445512,
22.308,0.02487721294,0.01744090051,
22.342,0.009070299566,-0.01598631521,
22.371,0.01891591772,0.01539884536,
22.408,0.02506400086,0.007498114481,
22.419,0.07049677521,0.0002283841775,
22.471,-0.01248295698,0.004817945022,
22.498,-0.009330037981,-0.007238395633,
22.53,-0.07959533483,-0.006494150458,
22.57,-0.09620137513,-0.005903126446,
22.609,-0.05457931384,-0.01566370399,
22.631,-0.02028892562,-0.006072821802,
22.669,0.04260572791,0.01375470932,
22.709,0.01363627054,0.006019752148,
22.735,-0.02364191413,-0.02159610847,
22.763,-0.05883232132,0.008881211565,
22.805,-0.01998449303,-0.01015442411,
22.841,0.04176979885,-0.01717668081,
22.869,0.05221604183,0.008124899165,
22.906,0.02711999416,-0.001830558286,
22.934,0.07104499638,0.0002391046403,
22.975,0.06443884224,-0.01530759463,
23.001,0.09282913804,-0.01003378974,
23.036,0.004890587647,-0.002941314334,
23.071,0.05347473174,-0.003770897935,
23.091,0.022791503,-0.00348471287,
23.125,0.04246460274,-0.009501317954,
23.16,0.04606565461,0.009321812486,
23.207,0.05976255983,0.00499584888,
23.219,0.06290388107,-0.01320479081,
23.243,0.083344616,0.005558751029,
23.304,0.04636391252,0.004019267529,
23.33,0.07567294687,-0.000261706,
23.366,0.0262560714,-0.00334092681,
23.405,0.1056441814,8.531802066e-05,
23.442,0.1326454282,0.01048540359,
23.471,0.1176926047,0.004578561919,
23.509,0.1109263003,-0.01645155817,
23.531,0.08845036477,0.005376231994,
23.565,0.03384418786,0.008494942152,
23.595,0.09720341116,0.01073799423,
23.641,0.09957171977,0.01312084823,
23.672,0.1105152294,-0.009961323413,
23.7,0.1148455888,0.005710671389,
23.731,0.1388816386,0.01283785924,
23.77,0.1437573433,-0.01425988472,
23.797,0.2288226038,0.008702570442,
23.838,0.2249262333,0.02114008801,
23.847,0.2333855629,-0.01608943158,
23.905,0.2282351404,0.007371295263,
23.935,0.2434341162,0.005129924472,
23.966,0.2572643459,-0.01426132329,
24.007,0.3158634901,-0.006235987584,
24.04,0.2906680703,0.02058660291,
24.074,0.2763586938,0.004270397272,
24.103,0.2869909406,-0.0003839699166,
24.138,0.2846813798,-0.01051850569,
24.175,0.3174052238,0.01437112627,
24.205,0.3969579935,0.004548329014,
24.24,0.3809990287,-0.0316019902,
24.264,0.3828942478,0.002049364899,
24.294,0.3544431031,0.003704135639,
24.327,0.3081832826,0.01219782049,
24.366,0.252366811,0.01574823571,
24.405,0.2634105384,0.001521458008,
24.438,0.271368742,-0.003680676998,
24.47,0.2811940908,0.01508142815,
24.486,0.2299256921,0.003783834003,
24.54,0.1819402575,0.01651433379,
24.575,0.178124994,0.01624128421,
24.606,0.1648907661,-0.0126304142,
24.631,0.09512049705,0.005631763671,
24.657,0.1063524261,0.02157115771,
24.701,0.01173281576,-0.01119099007,
24.731,0.06544540823,0.003888917006,
24.774,0.05465846136,0.01096815557,
24.804,-0.00041620314,-0.01338240459,
24.834,-0.00348499557,0.003134863722,
24.87,-0.01539120637,-0.01275248578,
24.902,-0.01548287086,0.0001053489132,
24.937,-0.04115743563,0.007753631787,
24.968,0.03609722108,0.00383531239,
25.008,0.04487723112,0.009889977987,
25.039,0.1001723111,0.006555201453,
25.053,0.0728360638,0.003746794908,
25.107,0.1754488796,0.01422977362,
25.136,0.1535058171,0.02401665397,
25.173,0.1566778719,0.00383773443,
25.209,0.1243528277,0.001906939497,
25.237,0.0945302099,0.0002726916591,
25.268,0.113077879,-0.006339808672,
25.291,0.08923153579,0.0004076256787,
25.327,0.1263051778,0.005196587903,
25.371,0.05676566437,0.009764344702,
25.396,-0.01873656735,0.006577967989,
25.442,-0.000490362756,0.007610391783,
25.457,-0.02594551817,-0.02276167043,
25.496,-0.01483154111,-0.01823053627,
25.53,0.04531385377,0.003859633652,
25.558,0.06682487577,-0.007996601668,
25.599,0.06634447724,-0.01518514871,
25.641,0.006333285011,-0.0102979128,
25.669,-0.01993959025,-0.01396971916,
25.708,-0.04388192296,-0.00250161652,
25.739,-0.03038172983,0.000987231381,
25.771,0.01461611595,0.008786041065,
25.799,0.04435547814,-0.001065207093,
25.839,0.04063361511,0.001545181024,
25.86,0.09619238973,0.00248743185,
25.906,0.07364184409,0.009427723122,
25.936,0.05139111727,0.002458706115,
25.969,0.0600243099,0.007786701528,
26.002,0.01112201065,0.009578257796,
26.035,-0.01095421612,0.00672152128,
26.069,0.022537468,0.01646876927,
26.102,-0.0244971104,-0.007250526618,
26.138,-0.02150001936,7.007022205e-05,
26.167,-0.03037353978,-0.01053531215,
26.193,-0.0514215529,0.0006531667227,
26.238,-0.06515129656,0.01386634316,
26.27,-0.1106649563,0.004076499333,
26.299,-0.1277947277,-0.002452618759,
26.33,-0.1198726818,0.003485533105,
26.366,-0.1749878228,0.009380372417,
26.403,-0.1686884314,-0.01016670003,
26.43,-0.1766452193,0.003909149021,
26.467,-0.2206575722,-0.004568530473,
26.509,-0.2265512198,0.00588379256,
26.54,-0.2808722258,0.002110445733,
26.552,-0.2787181735,-0.002782206416,
26.595,-0.2614731789,-0.005801572314,
26.628,-0.2653942108,0.01431887665,
26.666,-0.2905978858,0.001823087248,
26.694,-0.3078079522,-0.001506307665,
26.726,-0.2455623299,0.006915580085,
26.761,-0.2664760947,0.0007710303538,
26.794,-0.2716575265,0.01835295504,
26.836,-0.2654826045,-0.006268202123,
26.874,-0.3004780412,-0.001679262208,
26.906,-0.2852221131,0.004902389804,
26.924,-0.3354309797,0.007591530819,
26.965,-0.3549140394,-0.02351124739,
26.999,-0.400829047,0.0001729262482,
27.04,-0.4109811783,-0.003289921141,
27.073,-0.370829016,0.009106517705,
27.093,-0.3825983703,-0.0009287091613,
27.14,-0.3552049398,0.005548744316,
27.173,-0.3606413603,-0.00608531748,
27.202,-0.3600597084,0.0118127749,
27.231,-0.3457499444,-0.002002663137,
27.248,-0.3721702993,0.01974085137,
27.305,-0.3507315814,-0.002720063855,
27.322,-0.3337214887,0.002733728437,
27.369,-0.3141340315,0.02463368075,
27.402,-0.3121754527,0.007116267648,
27.419,-0.3081122339,-0.0005824483953,
27.457,-0.3075098097,0.002904939598,
27.492,-0.3000879288,-0.002815179136,
27.53,-0.2710089386,-0.002698322749,
27.572,-0.2430537343,-0.007268633919,
27.601,-0.2349406332,-0.001946766138,
27.637,-0.2099446654,0.002168411053,
27.667,-0.1814094186,0.004703259877,
27.705,-0.1450386792,0.008318661297,
27.738,-0.1088968962,-0.007880732999,
27.754,-0.09340053052,-0.0007255095321,
27.802,-0.06233757734,-0.01244626351,
27.836,-0.0422613509,-0.01292596567,
27.874,-0.01900926232,-0.003452492411,
27.905,-0.01033832505,0.0006301911172,
27.931,-0.009234102443,-0.0156741071,
27.967,-0.01350535825,-0.008858985164,
27.998,-0.01630169339,-0.007528539241,
28.042,-0.01495615207,-0.004886031065,
28.072,-0.01812572405,-0.007852148532,
28.102,-0.01476510707,-0.00600702807,
28.142,-0.009636830539,-0.007452056642,
28.173,-0.01133674104,-0.005225832411,
28.201,-0.01574454829,0.006334757009,
28.241,-0.02345263958,-0.003228782195,
28.269,-0.02563376911,0.008653355842,
28.303,-0.02957057022,0.001854964896,
28.338,-0.03036846034,-0.004264307068,
28.368,-0.03251947835,0.007722515084,
28.398,-0.0352242738,0.005840673027,
28.44,-0.03401872516,0.009033832693,
28.469,-0.03126630187,0.008854226391,
28.493,-0.03137312084,0.00031830145,
28.539,-0.03370136768,-0.008311535584,
28.568,-0.04016692191,0.0001375322665,
28.6,-0.0466369614,-0.02168047746,
28.629,-0.05085272342,-0.0009723327592,
28.673,-0.05732180178,-0.007140237182,
28.701,-0.06036970764,0.007296963023,
28.736,-0.05902210996,0.007122135593,
28.765,-0.06137093157,-0.01202420351,
28.802,-0.06909967214,-0.0156058443,
28.834,-0.07396907359,0.007718352748,
28.871,-0.07867676765,-0.005506803848,
28.897,-0.07595039159,-0.007784884093,
28.939,-0.0737490654,-0.009636707511,
28.974,-0.07715823501,0.01857842945,
28.988,-0.07550076395,0.008251286163,
29.041,-0.07969865203,-0.005852704725,
29.076,-0.08067592233,-0.001216789691,
29.092,-0.07980474085,-0.002712291935,
29.14,-0.08677306026,0.01059712394,
29.156,-0.08936077356,-0.002122806069,
29.2,-0.09041053057,0.01650071916,
29.239,-0.09074879438,0.01184030442,
29.256,-0.09138133377,0.0007843229843,
29.294,-0.0918366909,0.001289957739,
29.324,-0.0917788744,-0.004640095676,
29.376,-0.09028451145,0.002746025795,
29.405,-0.09270192683,-0.003101801653,
29.431,-0.09655436873,-0.006404404227,
29.465,-0.09747905284,0.007679626625,
29.497,-0.09273076057,-0.0004176832901,
29.523,-0.09064992517,0.002066144925,
29.569,-0.08962625265,-0.01375980265,
29.598,-0.0884296447,-0.01225828699,
29.638,-0.08492651582,0.001186747915,
29.663,-0.08363098651,0.00133577443,
29.699,-0.08549574018,0.01546402084,
29.742,-0.08597111702,0.003884601192,
29.771,-0.08902072906,0.005414808458,
29.807,-0.09097530693,0.004481063334,
29.841,-0.09549987316,0.001873611918,
29.871,-0.09488768131,0.00865048231,
29.902,-0.08769702166,-0.004758339317,
29.937,-0.08219119906,-0.02244512984,
29.976,-0.08237041533,-0.01500715567,
29.992,-0.08147347718,-0.01228028909,
30.027,-0.08108965307,-0.0002391398614,
30.076,-0.082423985,0.00602834535,
30.109,-0.0812554732,-0.008302370925,
30.139,-0.08075691015,0.01813766546,
30.175,-0.0838200748,0.01634651265,
30.191,-0.08528125286,-0.003118165987,
30.228,-0.09317911416,0.01126740954,
30.276,-0.08988675475,0.01646966426,
30.306,-0.09038833529,0.001035955885,
30.329,-0.09016497433,0.01474147346,
30.362,-0.08770973235,-0.0007069242779,
30.395,-0.08319421113,0.01621720192,
30.428,-0.0834941566,-0.001917417507,
30.476,-0.07753765583,0.001049137498,
30.494,-0.0738703832,0.0005764733486,
30.529,-0.07156626135,0.001479679236,
30.566,-0.065911524,0.01167525174,
30.602,-0.06726102531,-0.001275210697,
30.629,-0.06789794564,-0.01362125535,
30.676,-0.06725575775,0.0006485135117,
30.707,-0.0674232468,-0.003062307211,
30.724,-0.06608045846,-0.006957382571,
30.763,-0.0654791221,-0.0008736618069,
30.798,-0.05879500881,0.00058243505,
30.839,-0.05804355443,-0.002931570488,
30.872,-0.05854453519,0.007858059276,
30.908,-0.05904747173,0.0009968058007,
30.94,-0.05939421803,-0.003619962212,
30.965,-0.05805042386,-0.004071743921,
31.005,-0.05745853856,-0.01525778825,
31.025,-0.05695117265,0.01268683349,
31.076,-0.05887871608,0.01269094839,
31.106,-0.05880986154,0.008482797455,
31.135,-0.05783396587,0.001928502644,
31.16,-0.05592164025,-0.01740539368,
31.199,-0.05271429569,-0.004236855033,
31.234,-0.0497402586,0.004154919656,
31.272,-0.0491427891,0.01853264009,
31.299,-0.04729410633,-0.003664469627,
31.329,-0.04761805758,0.0001033101346,
31.372,-0.04872563109,0.008390089437,
31.403,-0.05007859692,-0.01259239547,
31.432,-0.05473903567,0.008258731895,
31.462,-0.05444006622,0.01177619596,
31.495,-0.05108122155,0.01257836968,
31.529,-0.04752600193,-0.01321030037,
31.575,-0.04569038376,0.008603711576,
31.595,-0.04415774718,0.0002225474269,
31.642,-0.0398968868,0.01698436748,
31.671,-0.03695456311,0.002435118875,
31.709,-0.03738877177,-0.005868837681,
31.738,-0.03864519671,-0.0002226919616,
31.775,-0.03851797432,-0.006771160939,
31.791,-0.03798403591,0.01440488026,
31.839,-0.03325701505,0.01089574431,
31.871,-0.0304196272,0.004595919893,
31.9,-0.02766181156,0.005229987558,
31.927,-0.02684395015,7.072843248e-05,
31.974,-0.02159483917,0.01101628081,
32.007,-0.01910540089,-0.01781487602,
32.037,-0.0169276204,-0.00452150522,
32.069,-0.01514170691,-0.007573179455,
32.101,-0.01296511851,-0.01742323323,
32.128,-0.01560195442,-0.00299069778,
32.17,-0.007409058511,0.00348393505,
32.202,-0.005174966063,-0.0104844111,
32.233,-0.002218943089,-0.004306713731,
32.275,-0.0009304033592,-0.008516981987,
32.289,-0.0003721815883,-0.001542908285,
32.324,-0.001393700251,-0.007340656527,
32.366,-0.009339269251,-0.002422899832,
32.403,-0.009732890874,-0.007506664676,
32.438,-0.01038760785,-0.0007032869739,
32.471,-0.008958353661,0.00782417872,
32.487,-0.007814364508,-0.00670637894,
32.542,-0.007794446312,0.006971408725,
32.576,-0.005189433694,0.007559956724,
32.604,-0.0005045458092,0.00259665047,
32.641,0.00343073532,0.0189895871,
32.673,0.007205750328,0.007427501782,
32.706,0.008339768276,0.004132402397,
32.732,0.01026208326,0.02536600586,
32.756,0.01119003724,0.01248830228,
32.796,0.01289145462,0.01178913739,
32.828,0.01287836116,0.03566770827,
32.867,0.01606560685,0.02428332171,
32.908,0.01695270836,0.02173643832,
32.935,0.0206663087,0.04085623083,
32.962,0.02351781167,0.04483235681,
32.998,0.02679231949,0.03515349521,
33.041,0.03285581991,0.036821741,
33.073,0.03803971037,0.05178319041,
33.091,0.03933601454,0.04652376166,
33.136,0.04263372719,0.04261195096,
33.171,0.04466160759,0.04301345528,
33.192,0.0449103117,0.04891725796,
33.239,0.04677172378,0.05992268337,
33.275,0.04713764414,0.06174681884,
33.307,0.04195805266,0.05236499145,
33.339,0.03614789248,0.05934734321,
33.373,0.03273064643,0.05282211978,
33.404,0.02529547177,0.04197642192,
33.434,0.02909514494,0.02463467964,
33.466,0.0300167948,0.03633530146,
33.507,0.03178637475,0.03892998221,
33.538,0.03398995847,0.04806711944,
33.571,0.03954414278,0.05078067643,
33.6,0.04248817265,0.05560048628,
33.628,0.04656402394,0.04612616184,
33.67,0.04766845703,0.04243098165,
33.697,0.04715577886,0.05478509774,
33.74,0.04734080657,0.03938882923,
33.771,0.04572512582,0.04190182291,
33.799,0.04601265118,0.03661699755,
33.836,0.04663126916,0.0576504864,
33.87,0.04916721955,0.01772886002,
33.904,0.04754986614,0.05487737671,
33.936,0.04697229713,0.0331510887,
33.971,0.04463410378,0.04325401252,
34.006,0.04520775005,0.03375447545,
34.039,0.04560580105,0.04662308278,
34.07,0.05033936724,0.01710895084,
34.107,0.05500000715,0.03381613255,
34.121,0.0571378842,0.03112511268,
34.172,0.05879417434,0.0243361155,
34.209,0.06340786815,0.03386150015,
34.239,0.06744534522,0.02966151492,
34.275,0.06867075711,0.02660272344,
34.303,0.06926351041,0.03017981165,
34.336,0.07057949901,0.02555273283,
34.371,0.07247787714,0.02133961792,
34.398,0.07494051009,0.02145838744,
34.431,0.07356955111,0.005710880313,
34.463,0.07436854392,0.01842465794,
34.507,0.07757019252,0.02114736499,
34.539,0.07657723874,0.01575446961,
34.57,0.08138892055,0.02372675805,
34.606,0.08121850342,0.02667320811,
34.638,0.08007447422,0.02235398818,
34.673,0.0807126984,0.03157018179,
34.703,0.07698195428,0.0267002976,
34.736,0.07038988918,0.0005196586224,
34.762,0.0616004616,0.007576673897,
34.791,0.05595357344,0.01611040652,
34.837,0.050215628,0.01154928226,
34.871,0.04435828328,-0.01147500834,
34.901,0.04296988994,-0.0156678978,
34.94,0.03365233541,0.01051189768,
34.968,0.02737480216,0.005031765259,
35.005,0.0235340409,-0.0001563377469,
35.031,0.01915494911,-0.007533785789,
35.075,0.02128137089,-0.003085637392,
35.104,0.03405334055,0.0206351835,
35.136,0.0577114895,-0.00341106252,
35.175,0.1262707561,0.0008313735783,
35.193,0.1625335813,-0.01320408607,
35.241,0.2338818163,-0.005273518274,
35.262,0.2579798102,-0.007297012053,
35.299,0.3232603371,-0.006317662023,
35.336,0.494471252,-0.003939115065,
35.369,0.6391912103,0.001769891693,
35.407,0.7838224173,0.00153972367,
35.435,0.9164915681,-0.01472577299,
35.473,1.022447467,-0.01674195348,
35.508,1.09623456,-0.01529744018,
35.534,1.131838918,-0.01078133761,
35.576,1.152433515,-0.00842923087,
35.606,1.188331723,0.001518889272,
35.641,1.226422906,-0.01778263051,
35.671,1.267460346,-0.0135359536,
35.705,1.307206869,-0.02132739104,
35.738,1.3197335,-0.01004569223,
35.754,1.328616738,-0.04074503864,
35.805,1.351659536,-0.02663689413,
